context_bucket_id,same_day_bundle_key,split,year,same_day_family_count,entry_risk_pct_bucket,row_count,label_denominator_count,good_count,bad_count,neutral_count,censored_or_invalid_count,censored_or_invalid_rate,P_good,P_bad,P_neutral,P_good_plus_P_bad_plus_P_neutral,EV_R_diagnostic,sample_sufficiency_status,context_bucket_definition,context_source_fields,context_field_status,fallback_level
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2018|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,train,2018,3,na,10,10,1,9,0,0,0.0,0.1,0.9,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2018|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2019|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,train,2019,3,na,10,10,4,6,0,0,0.0,0.4,0.6,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2019|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,train,2020,3,na,10,10,2,8,0,0,0.0,0.2,0.8,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2020|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,train,2021,3,na,17,11,2,9,0,6,0.35294117647058826,0.18181818181818182,0.8181818181818182,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=train|year=2021|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,validation,2022,3,na,9,9,3,6,0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2022|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,momentum_rps|pullback_drawdown|volume_money,validation,2023,3,na,11,6,2,4,0,5,0.45454545454545453,0.3333333333333333,0.6666666666666666,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|pullback_drawdown|volume_money|split=validation|year=2023|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=robustness|year=2024|family_count=2|risk=na,momentum_rps|range_breakout,robustness,2024,2,na,26,26,6,20,0,0,0.0,0.23076923076923078,0.7692307692307693,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=robustness|year=2024|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=robustness|year=2025|family_count=2|risk=na,momentum_rps|range_breakout,robustness,2025,2,na,19,8,2,6,0,11,0.5789473684210527,0.25,0.75,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=robustness|year=2025|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=train|year=2017|family_count=2|risk=na,momentum_rps|range_breakout,train,2017,2,na,6,6,3,3,0,0,0.0,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=train|year=2017|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=train|year=2018|family_count=2|risk=na,momentum_rps|range_breakout,train,2018,2,na,17,17,8,8,1,0,0.0,0.47058823529411764,0.47058823529411764,0.058823529411764705,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=train|year=2018|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=train|year=2019|family_count=2|risk=na,momentum_rps|range_breakout,train,2019,2,na,18,18,7,11,0,0,0.0,0.3888888888888889,0.6111111111111112,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=train|year=2019|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=train|year=2020|family_count=2|risk=na,momentum_rps|range_breakout,train,2020,2,na,22,22,12,9,1,0,0.0,0.5454545454545454,0.4090909090909091,0.045454545454545456,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=train|year=2020|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=train|year=2021|family_count=2|risk=na,momentum_rps|range_breakout,train,2021,2,na,32,10,3,7,0,22,0.6875,0.3,0.7,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=train|year=2021|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=validation|year=2022|family_count=2|risk=na,momentum_rps|range_breakout,validation,2022,2,na,21,21,5,16,0,0,0.0,0.23809523809523808,0.7619047619047619,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=validation|year=2022|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|split=validation|year=2023|family_count=2|risk=na,momentum_rps|range_breakout,validation,2023,2,na,19,12,2,10,0,7,0.3684210526315789,0.16666666666666666,0.8333333333333334,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|split=validation|year=2023|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,robustness,2024,3,na,7,7,5,2,0,0,0.0,0.7142857142857143,0.2857142857142857,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2024|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,robustness,2025,3,na,6,2,2,0,0,4,0.6666666666666666,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=robustness|year=2025|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,train,2017,3,na,3,3,2,1,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2017|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,train,2018,3,na,6,6,3,3,0,0,0.0,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2018|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,train,2019,3,na,3,3,3,0,0,0,0.0,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2019|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,train,2020,3,na,4,4,2,2,0,0,0.0,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2020|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,train,2021,3,na,7,3,0,3,0,4,0.5714285714285714,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=train|year=2021|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,validation,2022,3,na,16,16,8,8,0,0,0.0,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2022|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,momentum_rps|range_breakout|volatility_band,validation,2023,3,na,11,6,4,2,0,5,0.45454545454545453,0.6666666666666666,0.3333333333333333,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|split=validation|year=2023|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,robustness,2024,4,na,7,7,2,5,0,0,0.0,0.2857142857142857,0.7142857142857143,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2024|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,robustness,2025,4,na,5,3,2,1,0,2,0.4,0.6666666666666666,0.3333333333333333,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=robustness|year=2025|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,train,2017,4,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2017|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,train,2018,4,na,3,3,0,2,1,0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2018|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,train,2020,4,na,6,6,3,3,0,0,0.0,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2020|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,train,2021,4,na,9,3,0,3,0,6,0.6666666666666666,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=train|year=2021|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,validation,2022,4,na,16,16,5,11,0,0,0.0,0.3125,0.6875,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2022|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,momentum_rps|range_breakout|volatility_band|volume_money,validation,2023,4,na,10,5,2,3,0,5,0.5,0.4,0.6,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volatility_band|volume_money|split=validation|year=2023|family_count=4|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,robustness,2024,3,na,15,15,1,13,1,0,0.0,0.06666666666666667,0.8666666666666667,0.06666666666666667,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2024|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,robustness,2025,3,na,4,3,0,3,0,1,0.25,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=robustness|year=2025|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,train,2017,3,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=train|year=2017|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,train,2018,3,na,9,9,2,7,0,0,0.0,0.2222222222222222,0.7777777777777778,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=train|year=2018|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,train,2019,3,na,5,5,1,4,0,0,0.0,0.2,0.8,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=train|year=2019|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2020|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,train,2020,3,na,3,3,2,1,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=train|year=2020|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=train|year=2021|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,train,2021,3,na,15,5,1,4,0,10,0.6666666666666666,0.2,0.8,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=train|year=2021|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2022|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,validation,2022,3,na,7,7,1,6,0,0,0.0,0.14285714285714285,0.8571428571428571,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2022|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2023|family_count=3|risk=na,momentum_rps|range_breakout|volume_money,validation,2023,3,na,6,4,2,2,0,2,0.3333333333333333,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|range_breakout|volume_money|split=validation|year=2023|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=robustness|year=2024|family_count=1|risk=na,momentum_rps,robustness,2024,1,na,196,196,48,147,1,0,0.0,0.24489795918367346,0.75,0.00510204081632653,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=robustness|year=2024|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=robustness|year=2025|family_count=1|risk=na,momentum_rps,robustness,2025,1,na,252,75,26,48,1,177,0.7023809523809523,0.3466666666666667,0.64,0.013333333333333334,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=robustness|year=2025|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=train|year=2017|family_count=1|risk=na,momentum_rps,train,2017,1,na,23,23,5,18,0,0,0.0,0.21739130434782608,0.782608695652174,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|split=train|year=2017|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=train|year=2018|family_count=1|risk=na,momentum_rps,train,2018,1,na,103,102,23,78,1,1,0.009708737864077669,0.22549019607843138,0.7647058823529411,0.00980392156862745,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=train|year=2018|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=train|year=2019|family_count=1|risk=na,momentum_rps,train,2019,1,na,121,121,41,80,0,0,0.0,0.33884297520661155,0.6611570247933884,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=train|year=2019|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=train|year=2020|family_count=1|risk=na,momentum_rps,train,2020,1,na,247,246,100,142,4,1,0.004048582995951417,0.4065040650406504,0.5772357723577236,0.016260162601626018,1.0,,sufficient,bundle=momentum_rps|split=train|year=2020|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|split=train|year=2021|family_count=1|risk=na,momentum_rps,train,2021,1,na,433,193,60,133,0,240,0.5542725173210161,0.31088082901554404,0.689119170984456,0.0,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=train|year=2021|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|split=validation|year=2022|family_count=1|risk=na,momentum_rps,validation,2022,1,na,269,269,77,190,2,0,0.0,0.2862453531598513,0.7063197026022305,0.007434944237918215,1.0,,sufficient,bundle=momentum_rps|split=validation|year=2022|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_bundle_key
bundle=momentum_rps|split=validation|year=2023|family_count=1|risk=na,momentum_rps,validation,2023,1,na,152,106,28,76,2,46,0.3026315789473684,0.2641509433962264,0.7169811320754716,0.018867924528301886,1.0,,thin_bucket_report_only,bundle=momentum_rps|split=validation|year=2023|family_count=1|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=robustness|year=2024|family_count=2|risk=na,momentum_rps|volatility_band,robustness,2024,2,na,6,6,2,4,0,0,0.0,0.3333333333333333,0.6666666666666666,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=robustness|year=2024|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=robustness|year=2025|family_count=2|risk=na,momentum_rps|volatility_band,robustness,2025,2,na,9,7,4,3,0,2,0.2222222222222222,0.5714285714285714,0.42857142857142855,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=robustness|year=2025|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=train|year=2018|family_count=2|risk=na,momentum_rps|volatility_band,train,2018,2,na,11,11,3,7,1,0,0.0,0.2727272727272727,0.6363636363636364,0.09090909090909091,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=train|year=2018|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=train|year=2020|family_count=2|risk=na,momentum_rps|volatility_band,train,2020,2,na,9,9,6,3,0,0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=train|year=2020|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=train|year=2021|family_count=2|risk=na,momentum_rps|volatility_band,train,2021,2,na,10,4,3,1,0,6,0.6,0.75,0.25,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=train|year=2021|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=validation|year=2022|family_count=2|risk=na,momentum_rps|volatility_band,validation,2022,2,na,18,18,8,10,0,0,0.0,0.4444444444444444,0.5555555555555556,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=validation|year=2022|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|split=validation|year=2023|family_count=2|risk=na,momentum_rps|volatility_band,validation,2023,2,na,8,4,2,2,0,4,0.5,0.5,0.5,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|split=validation|year=2023|family_count=2|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2024|family_count=3|risk=na,momentum_rps|volatility_band|volume_money,robustness,2024,3,na,2,2,0,2,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2024|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2025|family_count=3|risk=na,momentum_rps|volatility_band|volume_money,robustness,2025,3,na,5,3,3,0,0,2,0.4,1.0,0.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|volume_money|split=robustness|year=2025|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
bundle=momentum_rps|volatility_band|volume_money|split=train|year=2017|family_count=3|risk=na,momentum_rps|volatility_band|volume_money,train,2017,3,na,1,1,0,1,0,0,0.0,0.0,1.0,0.0,1.0,,too_sparse_use_fallback,bundle=momentum_rps|volatility_band|volume_money|split=train|year=2017|family_count=3|risk=na,split|year|same_day_family_count|same_day_bundle_key|entry_risk_pct_bucket,entry_risk_pct_bucket_unavailable_missing_ev_r,same_day_family_count
