N_supported_primary_family,N_materialized_family,N_family_brought_to_robustness,N_tested_family_cell_pairs,N_residual_alpha_candidate_pairs,N_positive_beta_exposure_candidate_pairs,residual_alpha_correction_scope,positive_beta_exposure_correction_scope,track_correction_scope_policy,family_level_correction,cell_level_accounting,selected_cell_rule,selection_track_counts,promotion_claim_type_counts,expanded_cell_rule_enabled,validation_selected_cells,search_accounting_gate,blocking_reason
6,6,2,2,0,2,0 * primary_tail_lift_50,2 * positive_exposure_score_50,separate_by_promotion_claim_type,Bonferroni-Sidak,all_tried_cells_counted,one_train_selected_cell_per_family_by_default,"{""positive_beta_exposure"": 2}","{""positive_beta_exposure_candidate"": 2}",False,0,pass,
