family_id,feature_fields,parameter_axes,allowed_values,predicate_formula,grid_cell_id_rule,grid_cell_n,requires_supported_feature_status,materialization_status,blocking_reason,registry_frozen_before_label_readout
B1_near_120d_high_plus_volume_expansion,close_asof_decision_date|rolling_120d_high_asof_decision_date|amount_ratio_20d_asof_decision_date|return_20d_asof_decision_date|market_regime_risk_on_asof_decision_date,near_high_120d_pct_max|amount_ratio_20d_min|return_20d_min|market_regime_filter,"{""amount_ratio_20d_min"": [1.2, 1.5, 2.0], ""market_regime_filter"": [""all"", ""risk_on""], ""near_high_120d_pct_max"": [0.02, 0.05, 0.08], ""return_20d_min"": [0.0, 0.05]}",close >= high120*(1-near_high) and amount_ratio_20d >= min and return_20d >= min,family_slug__sha256(canonical_parameter_json)[:12],36,materialized_before_label_readout,registered_pending_materialization,,True
B2_relative_strength_breakout,stock_vs_market_return_20d_asof_decision_date|return_60d_cross_section_rank_pct_asof_decision_date|close_to_ema60_asof_decision_date|market_regime_risk_on_asof_decision_date,stock_vs_market_20d_min|return_60d_rank_pct_min|close_to_ema60_min|market_regime_filter,"{""close_to_ema60_min"": [0.0, 0.02], ""market_regime_filter"": [""all"", ""risk_on""], ""return_60d_rank_pct_min"": [0.7, 0.8, 0.9], ""stock_vs_market_20d_min"": [0.05, 0.1, 0.15]}",stock_vs_market_20d >= min and return_60d_rank >= min and close_to_ema60 >= min,family_slug__sha256(canonical_parameter_json)[:12],36,materialized_before_label_readout,registered_pending_materialization,,True
B4_volatility_contraction_then_breakout,atr_20_pct_rank_asof_decision_date|intraday_range_pct_asof_decision_date|amount_ratio_20d_asof_decision_date|return_5d_asof_decision_date,atr_20_pct_rank_max|intraday_range_pct_max|amount_ratio_20d_min|return_5d_min,"{""amount_ratio_20d_min"": [1.2, 1.5], ""atr_20_pct_rank_max"": [0.3, 0.4, 0.5], ""intraday_range_pct_max"": [0.03, 0.05, 0.08], ""return_5d_min"": [0.0, 0.03]}",atr_rank <= max and intraday_range <= max and amount_ratio_20d >= min and return_5d >= min,family_slug__sha256(canonical_parameter_json)[:12],36,materialized_before_label_readout,registered_pending_materialization,,True
B5_recent_high_close_plus_amount_expansion,return_10d_asof_decision_date|close_position_in_120d_range_asof_decision_date|amount_ratio_20d_asof_decision_date|quality_amount_flag_asof_decision_date,return_10d_min|close_position_in_120d_range_min|amount_ratio_20d_min|quality_amount_flag_required,"{""amount_ratio_20d_min"": [1.2, 1.5], ""close_position_in_120d_range_min"": [0.7, 0.85, 0.95], ""quality_amount_flag_required"": [""true"", ""false_or_missing_allowed""], ""return_10d_min"": [0.03, 0.06, 0.1]}",return_10d >= min and close_position >= min and amount_ratio_20d >= min,family_slug__sha256(canonical_parameter_json)[:12],36,materialized_before_label_readout,registered_pending_materialization,,True
B6_low_drawdown_reclaim_or_ema_reclaim,market_drawdown_60d_asof_decision_date|close_to_ema60_asof_decision_date|return_5d_asof_decision_date|early_no_false_repair_10d_asof_decision_date,market_drawdown_60d_min|close_to_ema60_min|return_5d_min|early_no_false_repair_10d_required,"{""close_to_ema60_min"": [0.0, 0.02, 0.05], ""early_no_false_repair_10d_required"": [""true"", ""false_or_missing_allowed""], ""market_drawdown_60d_min"": [-0.2, -0.15, -0.1], ""return_5d_min"": [0.0, 0.03]}",market_drawdown >= min and close_to_ema60 >= min and return_5d >= min,family_slug__sha256(canonical_parameter_json)[:12],36,materialized_before_label_readout,registered_pending_materialization,,True
