baseline_family,family_id,grid_cell_id,split,unmatched_candidate_rate,baseline_reuse_rate,max_standardized_mean_difference_after_matching,decision_month_coverage_delta,instrument_coverage_delta,matched_baseline_primary_row_count,primary_enrichment_denominator_row_count,baseline_matching_quality_gate,residual_alpha_claim_allowed,positive_beta_exposure_claim_allowed,baseline_quality_blocks_residual_alpha_only,cell_eligible_for_selection_under_this_baseline,blocking_reason
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__c15a1dfe5387,train,0.3166859122401848,0.0808314087759815,0.616531074031868,0.033198614318706694,0.004330254041570439,3464,3464,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,0.09792334965389161,0.014013169002194847,1.1984519728791607,0.02076650346108391,0.003039000506500085,5923,5923,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,0.049299341549890255,0.02313017052169508,1.1242820446804553,0.02076650346108391,0.0008441668073611346,5923,5923,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__e7b68ff136d7,train,0.2929258821543137,0.11970285328380892,0.4923112735055587,0.02076650346108391,0.002532500422083404,5923,5923,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,0.1481374530753682,0.01183944556742711,1.219777837959624,0.033208200981807684,0.005486572336124746,3463,3463,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,0.04389257868899798,0.009240542881894354,1.2279732513339459,0.044470112619116375,0.0014438348252959862,3463,3463,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0f91aad80911,train,0.31677736066993933,0.08431995379728563,0.6185656451787623,0.033208200981807684,0.003753970545769564,3463,3463,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,0.11204136912090618,0.008864811622752988,1.1858980691734464,0.023639497660674712,0.004186161044077813,4061,4061,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,0.05589756217680374,0.024131987195272098,1.1083325021507828,0.023639497660674712,0.0012312238364934746,4061,4061,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__182b3d0f30f5,train,0.3225806451612903,0.07732085693179025,0.5926917638880401,0.023639497660674712,0.002954937207584339,4061,4061,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,0.16940581542351454,0.009692372524230941,1.2678528288599042,0.03708386009270965,0.006321112515802781,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,0.04804045512010114,0.010113780025284402,1.2240452859273645,0.03708386009270965,0.0012642225031605564,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__0280f6ed7ad3,train,0.3527180783817952,0.050568900126422234,0.6952719961274463,0.03708386009270965,0.004214075010535187,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,0.11215183633226522,0.011584914961794479,1.1817974357772845,0.023662805028346067,0.004436775942814887,4057,4057,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,0.0557061868375647,0.025881192999753555,1.1190659368357216,0.023662805028346067,0.0012324377618930244,4057,4057,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__3206f2976d28,train,0.3226522060635938,0.07567167858023172,0.5866399969903128,0.023662805028346067,0.002711363076164654,4057,4057,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,0.16940581542351454,0.008006742520016874,1.2750225850324222,0.03708386009270965,0.008428150021070375,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,0.04804045512010114,0.012220817530552042,1.2460380269016202,0.03750526759376317,0.0012642225031605564,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B2_relative_strength_breakout,B2-relative-strength-breakout__9d33b5e53fbc,train,0.3527180783817952,0.0547829751369574,0.7307678587435493,0.03708386009270965,0.003792667509481669,2373,2373,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,0.2056282722513089,0.032460732984293195,0.8176589208444399,0.02630890052356021,0.0058900523560209425,7640,7640,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,0.012434554973821989,0.00981675392670156,0.5248812489169238,0.02630890052356021,0.0009162303664921466,7640,7640,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0d0af967fe16,train,0.2900523560209424,0.11034031413612566,0.42794743005283875,0.02630890052356021,0.0030104712041884815,7640,7640,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,0.16050277979211988,0.01571186850374673,0.8023983438776248,0.023205221174764323,0.00531786318588349,4137,4137,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,0.011844331641285956,0.00217548948513413,0.5372472594000856,0.026347594875513653,0.0007251631617113851,4137,4137,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__4bbabdc1b6f2,train,0.26492627507855937,0.06985738457819679,0.37669342851719645,0.023205221174764323,0.0038675368624607204,4137,4137,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,0.22697015245866436,0.021687781833798603,0.8391491318556947,0.03414215159974232,0.006656645909383723,4657,4657,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,0.011380717199914108,0.0034356882112948073,0.5903522394743481,0.03414215159974232,0.0012883830792355595,4657,4657,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6aaa05aa0539,train,0.312862357741035,0.0706463388447498,0.46387968233644616,0.03414215159974232,0.003006227184882972,4657,4657,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,0.17458478176902278,0.008111239860950192,0.7875310795912661,0.025878717651602934,0.006179992275009656,2589,2589,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,0.012359984550019312,0.0007724990343762617,0.6051380487834055,0.03939745075318656,0.000772499034376207,2589,2589,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__c35e4a8da8ff,train,0.28041714947856317,0.057164928543839366,0.3428160742819656,0.025878717651602934,0.004248744689069139,2589,2589,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,0.18130340780397405,0.039843508699680785,0.7161791004793949,0.022650056625141562,0.004735920930711417,9713,9713,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,0.012251621538144755,0.011016163904046139,0.48384430902396497,0.022650056625141562,0.0008236384227324205,9713,9713,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__930bffc279cc,train,0.27159476989601566,0.12406053742407086,0.37613736669294623,0.022650056625141562,0.0023679604653557085,9713,9713,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,0.14261773085302498,0.01876990112284227,0.6677603327879319,0.020278196748784984,0.004524886877828054,5967,5967,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,0.011898776604658958,0.002681414446120356,0.4615353552238048,0.026478967655438244,0.0006703536115300822,5967,5967,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__1eb9310715c9,train,0.25205295793531085,0.08530249706720294,0.32830736814840494,0.020278196748784984,0.0028490028490028496,5967,5967,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,0.1909727181831167,0.025996286244822198,0.7808818783110061,0.025424939294386516,0.004856449078703042,7001,7001,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,0.012141122696757605,0.006427653192401128,0.5029259524526388,0.025424939294386516,0.0008570204256534781,7001,7001,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b936e54a0035,train,0.2875303528067419,0.09655763462362521,0.39632171405168914,0.025424939294386516,0.002999571489787173,7001,7001,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,0.1549419241726934,0.01555993863686167,0.67020850931244,0.02388779311856235,0.0043830813061582295,4563,4563,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,0.012710935787858865,0.0008766162612316997,0.4730643164546577,0.030900723208415512,0.0008766162612316459,4563,4563,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__46de896921d5,train,0.2678062678062678,0.07078676309445542,0.30597250137295884,0.02388779311856235,0.0046022353714661405,4563,4563,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,0.17610558455628877,0.04284447946419778,0.7396354194410419,0.021668472372697724,0.004136708362060475,10153,10153,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,0.01250861814242096,0.010538757017630296,0.47479566594141365,0.021668472372697724,0.0007879444499162809,10153,10153,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__8714e61d4a7d,train,0.26937850881512854,0.12902590367379096,0.3495540357105736,0.021668472372697724,0.002757805574706983,10153,10153,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,0.1373762376237624,0.019337871287128716,0.7171315404641148,0.019492574257425743,0.003867574257425743,6464,6464,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,0.012685643564356437,0.003712871287128716,0.43731211193509245,0.022431930693069306,0.0006188118811881188,6464,6464,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__7096975986f4,train,0.24969059405940594,0.09313118811881194,0.28860503748780597,0.019492574257425743,0.002939356435643565,6464,6464,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,0.17882689556509299,0.033554428404213854,0.7192235681422066,0.023410066328521262,0.004421901417609572,7689,7689,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,0.012615424632592015,0.00910391468331384,0.48602874015688396,0.023410066328521262,0.0009103914683313824,7689,7689,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__cf45a8f24a10,train,0.2800104044739238,0.099362725972168,0.34680229456268563,0.023410066328521262,0.0029912862530888282,7689,7689,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,0.14255844896407527,0.018817715263257928,0.6357370988705665,0.02204904010644364,0.0043717924348983086,5261,5261,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,0.013305455236647026,0.0024710131153773407,0.44031595085296854,0.026230754609389846,0.0007603117278084015,5261,5261,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2ae926dfd932,train,0.2604067667743775,0.07945257555597796,0.2923120019134788,0.02204904010644364,0.003231324843185706,5261,5261,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,0.21327881200903906,0.04056816959001397,0.7703789351832032,0.02787044011621651,0.004411922952760142,9293,9293,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,0.014204239750349726,0.01108361132034863,0.5050096465210316,0.02787044011621651,0.0008608630151727107,9293,9293,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6356c9f224eb,train,0.3045302916173464,0.11922952760142047,0.41701584995607804,0.02787044011621651,0.0024749811686215436,9293,9293,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,0.17295889901432027,0.02157336804909804,0.6703501133851405,0.02361911846754696,0.004091500836897899,5377,5377,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,0.014320252929142645,0.0044634554584340735,0.4680710121472734,0.02566486888599591,0.0007439092430723452,5377,5377,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__40105f2ea64e,train,0.28454528547517205,0.08350381253487071,0.3262331102880775,0.02361911846754696,0.0027896596615212947,5377,5377,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,0.23671846765449947,0.028550777014817452,0.821497291005737,0.03668232743043007,0.00614383809179617,5534,5534,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,0.014094687387061799,0.0052403324900613946,0.5588473913908855,0.03668232743043007,0.001264907842428623,5534,5534,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__254a7b738a51,train,0.33068305023491146,0.08185760751716664,0.4054923115002347,0.03668232743043007,0.0036140224069389233,5534,5534,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,0.18858560794044665,0.014267990074441683,0.7612296946127016,0.026674937965260544,0.005272952853598015,3224,3224,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,0.01457816377171216,0.002171215880893307,0.55219359538027,0.03722084367245658,0.0006203473945409429,3224,3224,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__06141443a695,train,0.3052109181141439,0.06079404466501237,0.3893637999157209,0.026674937965260544,0.003411910669975186,3224,3224,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,0.18206327809055586,0.050114978986599,0.6497327932504653,0.02331298073110776,0.003330425818729681,12611,12611,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,0.014590436920149077,0.015304099595591203,0.4483069583135394,0.02331298073110776,0.0007136626754420743,12611,12611,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6604b5c4139f,train,0.28435492823725317,0.1413052097375307,0.3104674464135825,0.02331298073110776,0.0018238046150186348,12611,12611,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,0.14664567691935093,0.02809396948413656,0.6354972386656119,0.019738435456527006,0.0032695567934124484,8258,8258,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,0.014410268830225236,0.0050859772341971254,0.39844270346864885,0.022644708161782517,0.0006054734802615645,8258,8258,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__03a4cd1650d1,train,0.2664083313150884,0.10438362799709378,0.28304827845627384,0.019738435456527006,0.0021797045289416324,8258,8258,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,0.1947427293064877,0.03400447427293063,0.6592273235680834,0.026174496644295303,0.0031319910514541385,8940,8940,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,0.01476510067114094,0.00917225950782996,0.4665528378273971,0.026174496644295303,0.0007829977628635347,8940,8940,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2632b6daac8d,train,0.3029082774049217,0.11152125279642056,0.35922835745848136,0.026174496644295303,0.0021252796420581656,8940,8940,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,0.16093265938366216,0.02282732757215067,0.5917471062835284,0.02315343225175281,0.003261046796021523,6133,6133,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,0.015163867601500082,0.004728517854231229,0.43273501183998964,0.027718897766182943,0.0006522093592043046,6133,6133,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__60013438e974,train,0.2855046469916843,0.08706994945377466,0.31242023030829946,0.02315343225175281,0.002934942116419371,6133,6133,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,0.17404217404217404,0.053014553014553045,0.6157533873068834,0.02182952182952183,0.002598752598752599,13468,13468,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,0.014775764775764776,0.015741015741015718,0.4066394102850536,0.02182952182952183,0.0006682506682506682,13468,13468,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a77b0f7c5564,train,0.2788090288090288,0.14708939708939706,0.3025728973222107,0.02182952182952183,0.0018562518562518565,13468,13468,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,0.13886146758802237,0.028627838104639647,0.5517585673084298,0.018317428978830756,0.0026324448831852587,9117,9117,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,0.014588132060984972,0.007239223428759489,0.34423458458512607,0.019633651420423386,0.0005484260173302622,9117,9117,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,0.25907645058681583,0.11067237029724686,0.24829410701363977,0.018317428978830756,0.0025227596797192057,9117,9117,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,0.17763546798029556,0.037339901477832504,0.6386907047161194,0.023251231527093595,0.0028571428571428576,10150,10150,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,0.015172413793103448,0.010049261083743821,0.41772804101202893,0.023251231527093595,0.0007881773399014779,10150,10150,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,0.28876847290640395,0.11605911330049257,0.30100718103939345,0.023251231527093595,0.0024630541871921187,10150,10150,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,0.1446360153256705,0.02257799671592775,0.5889757668440446,0.02079912424740011,0.0025998905309250137,7308,7308,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,0.01532567049808429,0.005747126436781658,0.3588753752384391,0.022030651340996167,0.0005473453749315818,7308,7308,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,0.27271483305966066,0.09332238642583468,0.25202196219436723,0.02079912424740011,0.0025998905309250137,7308,7308,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,0.21839080459770116,0.05059355568117585,0.6841005193751427,0.029677784058790277,0.0036743923120407013,10614,10614,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,0.015357075560580366,0.013849632560768765,0.46857851882380297,0.029677784058790277,0.0008479366873940079,10614,10614,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,0.3173167514603354,0.13227812323346522,0.36227892147663027,0.029677784058790277,0.0020727341247409083,10614,10614,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,0.1815176322418136,0.024244332493702725,0.5944159578573436,0.02471662468513854,0.0033060453400503777,6352,6352,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,0.014798488664987406,0.004408060453400475,0.4723400110413443,0.026448362720403025,0.0007871536523929471,6352,6352,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,0.3005352644836272,0.0895780856423174,0.290900749603554,0.02471662468513854,0.002991183879093199,6352,6352,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,0.24233576642335766,0.031467964314679686,0.7149126580474577,0.03860502838605028,0.004703974047039741,6165,6165,fail,False,True,True,True,baseline_quality_threshold_failed
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,0.01492295214922952,0.0060016220600161985,0.5548658049010788,0.03860502838605028,0.0011354420113544202,6165,6165,fail,False,True,True,True,baseline_quality_threshold_failed
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,0.340632603406326,0.08450932684509327,0.4410382166077545,0.03860502838605028,0.0025952960259529607,6165,6165,fail,False,True,True,True,baseline_quality_threshold_failed
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__9b171176dae9,train,0.19670359362334505,0.01621183463928666,0.5839142831754698,0.029451499594704136,0.00405295865982167,3701,3701,fail,False,True,True,True,baseline_quality_threshold_failed
