baseline_family,family_id,grid_cell_id,split,baseline_eligible_universe_row_n,requested_same_budget_row_n,materialized_baseline_row_n,unmatched_candidate_n,baseline_sample_id_n,membership_frozen_before_label_readout,matching_bucket_frozen_before_label_readout,baseline_forward_label_read_after_membership_freeze,baseline_label_anchor_type,ready_made_event_anchored_label_used,baseline_materialization_gate,blocking_reason
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,433131,9117,9117,119,9111,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6def42d46646,train,433131,9117,9117,1526,9080,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,433131,10150,10150,1803,10113,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,433131,10150,10150,142,10144,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__507442ccf12d,train,433131,10150,10150,2057,10085,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,433131,7308,7308,1057,7293,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,433131,7308,7308,101,7305,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b33a21b13bd4,train,433131,7308,7308,1266,7287,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,433131,10614,10614,2318,10575,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,433131,10614,10614,155,10600,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6ad5efb76c4c,train,433131,10614,10614,2550,10541,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,433131,6352,6352,1153,6334,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,433131,6352,6352,88,6348,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__421eee87cd10,train,433131,6352,6352,1309,6330,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,433131,6165,6165,1494,6146,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,433131,6165,6165,88,6158,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__607f3fca12b9,train,433131,6165,6165,1612,6142,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__9b171176dae9,train,433131,3701,3701,728,3695,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__9b171176dae9,train,433131,3701,3701,53,3699,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__9b171176dae9,train,433131,3701,3701,811,3688,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__f6c21869315b,train,433131,15286,15286,2793,15175,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__f6c21869315b,train,433131,15286,15286,219,15258,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__f6c21869315b,train,433131,15286,15286,3192,15132,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6eba5f0fa8a0,train,433131,10450,10450,1564,10411,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6eba5f0fa8a0,train,433131,10450,10450,142,10441,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__6eba5f0fa8a0,train,433131,10450,10450,1868,10404,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b697778bc6a5,train,433131,10674,10674,2098,10640,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b697778bc6a5,train,433131,10674,10674,154,10665,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__b697778bc6a5,train,433131,10674,10674,2366,10604,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__05a3d924db9a,train,433131,7615,7615,1260,7590,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__05a3d924db9a,train,433131,7615,7615,110,7612,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__05a3d924db9a,train,433131,7615,7615,1478,7579,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a388db5378a7,train,433131,16649,16649,2884,16541,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a388db5378a7,train,433131,16649,16649,244,16622,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__a388db5378a7,train,433131,16649,16649,3343,16480,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__de9ecb3408ce,train,433131,11772,11772,1656,11732,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__de9ecb3408ce,train,433131,11772,11772,165,11763,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__de9ecb3408ce,train,433131,11772,11772,2019,11704,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0549ad47e2d6,train,433131,12526,12526,2216,12473,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0549ad47e2d6,train,433131,12526,12526,190,12515,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__0549ad47e2d6,train,433131,12526,12526,2558,12433,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2d2750d18b16,train,433131,9372,9372,1381,9350,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2d2750d18b16,train,433131,9372,9372,143,9368,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B4_volatility_contraction_then_breakout,B4-volatility-contraction-then-breakout__2d2750d18b16,train,433131,9372,9372,1669,9330,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__de20b83de9b1,train,433131,9995,9995,961,9971,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__de20b83de9b1,train,433131,9995,9995,241,9985,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__de20b83de9b1,train,433131,9995,9995,1908,9952,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9eb7ba8abb,train,433131,9995,9995,961,9970,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9eb7ba8abb,train,433131,9995,9995,241,9980,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9eb7ba8abb,train,433131,9995,9995,1908,9945,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8f75861219b6,train,433131,7996,7996,791,7983,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8f75861219b6,train,433131,7996,7996,198,7985,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__8f75861219b6,train,433131,7996,7996,1503,7973,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f6c7b284c120,train,433131,7996,7996,791,7988,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f6c7b284c120,train,433131,7996,7996,198,7987,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f6c7b284c120,train,433131,7996,7996,1503,7977,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__856331a4859e,train,433131,7210,7210,713,7200,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__856331a4859e,train,433131,7210,7210,179,7201,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__856331a4859e,train,433131,7210,7210,1464,7185,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__595f8ba69770,train,433131,7210,7210,713,7198,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__595f8ba69770,train,433131,7210,7210,179,7203,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__595f8ba69770,train,433131,7210,7210,1464,7199,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__96d75fad4582,train,433131,5797,5797,600,5788,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__96d75fad4582,train,433131,5797,5797,143,5786,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__96d75fad4582,train,433131,5797,5797,1168,5778,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__536cb23959ef,train,433131,5797,5797,600,5786,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__536cb23959ef,train,433131,5797,5797,143,5789,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__536cb23959ef,train,433131,5797,5797,1168,5783,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0f96816e6f6f,train,433131,4482,4482,450,4478,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0f96816e6f6f,train,433131,4482,4482,103,4478,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0f96816e6f6f,train,433131,4482,4482,935,4469,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0a686d945ddc,train,433131,4482,4482,450,4480,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0a686d945ddc,train,433131,4482,4482,103,4477,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__0a686d945ddc,train,433131,4482,4482,935,4474,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__6f484e0d6c22,train,433131,3475,3475,372,3469,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__6f484e0d6c22,train,433131,3475,3475,76,3474,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__6f484e0d6c22,train,433131,3475,3475,704,3471,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa73596bfbcf,train,433131,3475,3475,372,3471,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa73596bfbcf,train,433131,3475,3475,76,3473,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa73596bfbcf,train,433131,3475,3475,704,3470,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__da316f54f36b,train,433131,8592,8592,767,8581,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__da316f54f36b,train,433131,8592,8592,215,8581,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__da316f54f36b,train,433131,8592,8592,1624,8567,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e0a28c33dc2f,train,433131,8592,8592,767,8581,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e0a28c33dc2f,train,433131,8592,8592,215,8577,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e0a28c33dc2f,train,433131,8592,8592,1624,8564,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__926a5d46f5f1,train,433131,6986,6986,662,6976,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__926a5d46f5f1,train,433131,6986,6986,177,6976,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__926a5d46f5f1,train,433131,6986,6986,1305,6974,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e38d9a25e46a,train,433131,6986,6986,662,6971,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e38d9a25e46a,train,433131,6986,6986,177,6978,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__e38d9a25e46a,train,433131,6986,6986,1305,6970,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__546132704542,train,433131,6442,6442,597,6436,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__546132704542,train,433131,6442,6442,159,6434,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__546132704542,train,433131,6442,6442,1292,6429,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bbb2bfaf1e02,train,433131,6442,6442,597,6434,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bbb2bfaf1e02,train,433131,6442,6442,159,6432,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bbb2bfaf1e02,train,433131,6442,6442,1292,6421,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fba07eb0dbd3,train,433131,5263,5263,519,5257,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fba07eb0dbd3,train,433131,5263,5263,129,5254,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fba07eb0dbd3,train,433131,5263,5263,1046,5254,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__64c5a150e998,train,433131,5263,5263,519,5259,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__64c5a150e998,train,433131,5263,5263,129,5255,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__64c5a150e998,train,433131,5263,5263,1046,5253,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__cea3d0bce06a,train,433131,4125,4125,388,4120,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__cea3d0bce06a,train,433131,4125,4125,93,4122,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__cea3d0bce06a,train,433131,4125,4125,846,4120,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ea2bb4f42385,train,433131,4125,4125,388,4119,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ea2bb4f42385,train,433131,4125,4125,93,4121,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__ea2bb4f42385,train,433131,4125,4125,846,4119,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f0ba5154f837,train,433131,3244,3244,326,3241,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f0ba5154f837,train,433131,3244,3244,69,3243,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__f0ba5154f837,train,433131,3244,3244,644,3243,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__21566fedf00b,train,433131,3244,3244,326,3241,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__21566fedf00b,train,433131,3244,3244,69,3242,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__21566fedf00b,train,433131,3244,3244,644,3241,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__b083a265fbdb,train,433131,6503,6503,474,6496,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__b083a265fbdb,train,433131,6503,6503,178,6496,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__b083a265fbdb,train,433131,6503,6503,1184,6491,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,train,433131,6503,6503,474,6498,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,train,433131,6503,6503,178,6495,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,train,433131,6503,6503,1184,6484,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa96d64822f3,train,433131,5375,5375,412,5371,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa96d64822f3,train,433131,5375,5375,151,5367,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__fa96d64822f3,train,433131,5375,5375,960,5355,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__94f995c0a1c2,train,433131,5375,5375,412,5370,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__94f995c0a1c2,train,433131,5375,5375,151,5369,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__94f995c0a1c2,train,433131,5375,5375,960,5363,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9af0c133dd,train,433131,5123,5123,395,5119,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9af0c133dd,train,433131,5123,5123,138,5116,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__bf9af0c133dd,train,433131,5123,5123,987,5111,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__67e918029acb,train,433131,5123,5123,395,5121,True,True,True,executable_next_open_anchored,False,pass,
instrument_matched_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__67e918029acb,train,433131,5123,5123,138,5116,True,True,True,executable_next_open_anchored,False,pass,
liquidity_size_volatility_matched_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__67e918029acb,train,433131,5123,5123,987,5113,True,True,True,executable_next_open_anchored,False,pass,
calendar_time_random_same_budget,B5_recent_high_close_plus_amount_expansion,B5-recent-high-close-plus-amount-expansion__af4361ca28c5,train,433131,4248,4248,343,4246,True,True,True,executable_next_open_anchored,False,pass,
