run_id,created_at,requirement_file_hash,config_file_hash,upstream_19a_manifest_hash,decision_state,next_allowed_requirement,upstream_19a_contract_gate,train_only_boundary_gate,grid_manifest_gate,family_materialization_gate,primary_denominator_gate,baseline_materialization_gate,baseline_matching_quality_audit_gate,metric_readout_gate,cell_selection_process_gate,search_accounting_gate,no_policy_authorization_gate,output_contract_gate,N_family_brought_to_robustness,N_tested_family_cell_pairs,selected_family_n,selected_family_cell_pair_n,selected_residual_alpha_cell_pair_n,selected_positive_beta_exposure_cell_pair_n,residual_alpha_correction_scope,positive_beta_exposure_correction_scope,track_correction_scope_policy,positive_beta_max_terminal_state_if_no_residual_pass,positive_beta_ep20_policy_preflight_authorized_if_no_residual_pass,diagnostic_family_n,validation_outcome_read,robustness_outcome_used_for_selection,model_training_authorized,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
19B0_fast_rule_grid_enrichment_scan,2026-07-08T07:27:27Z,1e28b33d014ed8b561a58c8ac29d9cd9cda64e6695f74f2419feed0290038864,fca5c6412c4d7e8bb779c0279d7961e45650b44df60daff05aff7c0a9c0c9351,e3f54ca404ae0cac81f438ab61eb255a71c2c8f53a7b48e43039c3124035875c,19B0_candidate_family_eligible_for_19B,requirement_19b_robust_right_tail_enrichment_and_false_positive_burden_readout.md,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,pass,2,2,2,2,0,2,0 * primary_tail_lift_50,2 * positive_exposure_score_50,separate_by_promotion_claim_type,19_entry_universe_enrichment_only_diagnostic,False,3,False,False,False,False,False,False,False,False,False,False,
