family_id,supported_primary_family_flag,materialized_grid_cell_n,ranked_grid_cell_n,selected_grid_cell_id,selected_parameter_hash,best_primary_tail_lift_50_train_margin_adjusted_conservative,best_positive_exposure_score_50,all_three_baseline_families_present,label_anchor_type,selected_for_19B_robustness_flag,family_triage_status,selection_track,promotion_claim_type,residual_alpha_claim_allowed,positive_beta_exposure_claim_allowed,selection_rank_within_all_families,selection_rule_applied_before_robustness_readout,blocking_reason
B1_near_120d_high_plus_volume_expansion,True,36,36,,,-0.10579374275782163,-0.019209498794472236,True,executable_next_open_anchored,False,train_diagnostic_only,train_diagnostic_only,train_diagnostic_only,False,True,5.0,True,no_cell_met_residual_or_positive_exposure_selection_condition
B2_relative_strength_breakout,True,36,36,B2-relative-strength-breakout__182b3d0f30f5,182b3d0f30f5c407544f209b2597ca6959a1ad8e8f94d6957345c7931da6e1a2,0.000591715976331425,0.0339691644617259,True,executable_next_open_anchored,True,selected_for_19B,positive_beta_exposure,positive_beta_exposure_candidate,False,True,1.0,True,
B4_volatility_contraction_then_breakout,True,36,36,,,-0.30923913043478257,-0.06999599545973348,True,executable_next_open_anchored,False,no_cell_passed,train_diagnostic_only,train_diagnostic_only,False,True,6.0,True,no_cell_met_residual_or_positive_exposure_selection_condition
B5_recent_high_close_plus_amount_expansion,True,36,36,B5-recent-high-close-plus-amount-expansion__25d72c708fc1,25d72c708fc1c2294d29aa9349cd8e21d0129e335fb0aeb3831d667d6f39df7e,-0.07033567525370824,0.007790994198559047,True,executable_next_open_anchored,True,selected_for_19B,positive_beta_exposure,positive_beta_exposure_candidate,False,True,2.0,True,
B6_low_drawdown_reclaim_or_ema_reclaim,True,18,18,,,-0.100883132175449,-0.011955852125105255,True,executable_next_open_anchored,False,train_diagnostic_only,train_diagnostic_only,train_diagnostic_only,False,True,4.0,True,no_cell_met_residual_or_positive_exposure_selection_condition
EP07_topn_multichannel_recommended_union,True,1,1,,,-0.09408983451536637,-0.028697577804715553,True,executable_next_open_anchored,False,train_diagnostic_only,train_diagnostic_only,train_diagnostic_only,False,True,3.0,True,no_cell_met_residual_or_positive_exposure_selection_condition
