family_id,grid_cell_id,parameter_hash,baseline_family,split,label_anchor_type,candidate_n,tradable_n,instrument_n,instrument_month_n,cooldown_entry_n,primary_denominator_n,path_complete_120_n,path_complete_30_n,p_candidate_50,p_matched_50_by_baseline,primary_tail_lift_50_by_baseline,primary_tail_lift_50_conservative,primary_tail_lift_50_train_margin_ratio_by_baseline,primary_tail_lift_50_train_margin_adjusted_by_baseline,primary_tail_lift_50_train_margin_adjusted_conservative,zero_baseline_flag,train_triage_baseline_pass,train_triage_pass,residual_alpha_train_pass,p_train_baseline_eligible_50,positive_exposure_delta_50,positive_exposure_ratio_50,positive_exposure_absolute_margin_floor_50,positive_exposure_relative_margin_ratio_floor,positive_exposure_relative_margin_floor_50,positive_exposure_margin_50,positive_exposure_score_50,positive_exposure_train_pass,selection_track,promotion_claim_type,selected_for_19B_robustness_flag,blocking_reason,residual_alpha_claim_allowed,positive_beta_exposure_claim_allowed,train_primary_metric_rank
EP07_topn_multichannel_recommended_union,EP07_identity_cell,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,calendar_time_random_same_budget,train,executable_next_open_anchored,5116,5116,803,4889,5116,5116,5116,5116,0.1663408913213448,0.1593041438623925,1.0441717791411043,1.0059101654846336,0.1,-0.055828220858895744,-0.09408983451536637,False,False,False,False,0.1625320576050503,0.0038088337162945074,1.023434353643328,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.028697577804715553,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,35.0
EP07_topn_multichannel_recommended_union,EP07_identity_cell,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,instrument_matched_random_same_budget,train,executable_next_open_anchored,5116,5116,803,4889,5116,5116,5116,5116,0.1663408913213448,0.15500390930414387,1.0731399747793189,1.0059101654846336,0.1,-0.026860025220681122,-0.09408983451536637,False,False,False,False,0.1625320576050503,0.0038088337162945074,1.023434353643328,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.028697577804715553,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,35.0
EP07_topn_multichannel_recommended_union,EP07_identity_cell,44136fa355b3678a1146ad16f7e8649e94fb4fc21fe77e8310c060f61caaff8a,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,5116,5116,803,4889,5116,5116,5116,5116,0.1663408913213448,0.1653635652853792,1.0059101654846336,1.0059101654846336,0.1,-0.09408983451536637,-0.09408983451536637,False,False,False,False,0.1625320576050503,0.0038088337162945074,1.023434353643328,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.028697577804715553,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,35.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2fbec781d4f8,2fbec781d4f888a3844d4d7899c2738d9aea21d7eb8a004b1f072a0aadd6b34f,calendar_time_random_same_budget,train,executable_next_open_anchored,5027,5027,950,4588,5027,5027,5027,5027,0.16948478217624827,0.15854386313904914,1.06900878293601,0.9424778761061947,0.1,-0.030991217063990023,-0.1575221238938053,False,False,False,False,0.1625320576050503,0.006952724571197971,1.0427775583084844,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02555368694981209,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,93.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2fbec781d4f8,2fbec781d4f888a3844d4d7899c2738d9aea21d7eb8a004b1f072a0aadd6b34f,instrument_matched_random_same_budget,train,executable_next_open_anchored,5027,5027,950,4588,5027,5027,5027,5027,0.16948478217624827,0.17982892381141835,0.9424778761061947,0.9424778761061947,0.1,-0.1575221238938053,-0.1575221238938053,False,False,False,False,0.1625320576050503,0.006952724571197971,1.0427775583084844,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02555368694981209,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,93.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2fbec781d4f8,2fbec781d4f888a3844d4d7899c2738d9aea21d7eb8a004b1f072a0aadd6b34f,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,5027,5027,950,4588,5027,5027,5027,5027,0.16948478217624827,0.17783966580465485,0.953020134228188,0.9424778761061947,0.1,-0.14697986577181202,-0.1575221238938053,False,False,False,False,0.1625320576050503,0.006952724571197971,1.0427775583084844,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02555368694981209,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,93.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0db9446cc5e9,0db9446cc5e9fedca01b270dae5623034d66775e4af190aa95bea21ed2b6a1dd,calendar_time_random_same_budget,train,executable_next_open_anchored,3529,3529,828,3256,3529,3529,3529,3529,0.16095211107962595,0.15840181354491356,1.0161001788908766,0.9044585987261147,0.11497987591275173,-0.09887969702187517,-0.2015609252024981,False,False,False,False,0.1625320576050503,-0.0015799465254243417,0.9902791698529801,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.0340863580464344,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,117.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0db9446cc5e9,0db9446cc5e9fedca01b270dae5623034d66775e4af190aa95bea21ed2b6a1dd,instrument_matched_random_same_budget,train,executable_next_open_anchored,3529,3529,828,3256,3529,3529,3529,3529,0.16095211107962595,0.17058656843298384,0.9435215946843855,0.9044585987261147,0.10713287160806291,-0.16361127692367744,-0.2015609252024981,False,False,False,False,0.1625320576050503,-0.0015799465254243417,0.9902791698529801,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.0340863580464344,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,117.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__0db9446cc5e9,0db9446cc5e9fedca01b270dae5623034d66775e4af190aa95bea21ed2b6a1dd,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,3529,3529,828,3256,3529,3529,3529,3529,0.16095211107962595,0.17795409464437517,0.9044585987261147,0.9044585987261147,0.10601952392861277,-0.2015609252024981,-0.2015609252024981,False,False,False,False,0.1625320576050503,-0.0015799465254243417,0.9902791698529801,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.0340863580464344,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,117.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__df9bf4d825ee,df9bf4d825ee21784c7e9fa5f674ca0a3e0de751511c690ca60a3648ec8a97a2,calendar_time_random_same_budget,train,executable_next_open_anchored,4760,4760,947,4354,4760,4760,4760,4760,0.17121848739495799,0.1550420168067227,1.1043360433604337,0.9198645598194131,0.10210518175789947,0.0022308616025342037,-0.18013544018058694,False,True,False,False,0.1625320576050503,0.00868642978990769,1.0534444091701316,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02381998173110237,False,train_diagnostic_only,train_diagnostic_only,False,,False,True,106.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__df9bf4d825ee,df9bf4d825ee21784c7e9fa5f674ca0a3e0de751511c690ca60a3648ec8a97a2,instrument_matched_random_same_budget,train,executable_next_open_anchored,4760,4760,947,4354,4760,4760,4760,4760,0.17121848739495799,0.1777310924369748,0.9633569739952719,0.9198645598194131,0.1,-0.13664302600472814,-0.18013544018058694,False,False,False,False,0.1625320576050503,0.00868642978990769,1.0534444091701316,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02381998173110237,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,106.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__df9bf4d825ee,df9bf4d825ee21784c7e9fa5f674ca0a3e0de751511c690ca60a3648ec8a97a2,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,4760,4760,947,4354,4760,4760,4760,4760,0.17121848739495799,0.1861344537815126,0.9198645598194131,0.9198645598194131,0.1,-0.18013544018058694,-0.18013544018058694,False,False,False,False,0.1625320576050503,0.00868642978990769,1.0534444091701316,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02381998173110237,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,106.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__c4a7c88c7377,c4a7c88c737718d86928ba0b370604b5a7dafac2853fe5e3f713e7fc0577b7bd,calendar_time_random_same_budget,train,executable_next_open_anchored,3344,3344,827,3093,3344,3344,3344,3344,0.16208133971291866,0.1632775119617225,0.9926739926739926,0.9124579124579125,0.11563352293531017,-0.12295953026131758,-0.19702964541286516,False,False,False,False,0.1625320576050503,-0.0004507178921316357,0.9972268985037593,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.032957129413141696,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,115.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__c4a7c88c7377,c4a7c88c737718d86928ba0b370604b5a7dafac2853fe5e3f713e7fc0577b7bd,instrument_matched_random_same_budget,train,executable_next_open_anchored,3344,3344,827,3093,3344,3344,3344,3344,0.16208133971291866,0.17254784688995214,0.9393414211438476,0.9124579124579125,0.10904921830138958,-0.16970779715754203,-0.19702964541286516,False,False,False,False,0.1625320576050503,-0.0004507178921316357,0.9972268985037593,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.032957129413141696,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,115.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__c4a7c88c7377,c4a7c88c737718d86928ba0b370604b5a7dafac2853fe5e3f713e7fc0577b7bd,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,3344,3344,827,3093,3344,3344,3344,3344,0.16208133971291866,0.17763157894736842,0.9124579124579125,0.9124579124579125,0.10948755787077769,-0.19702964541286516,-0.19702964541286516,False,False,False,False,0.1625320576050503,-0.0004507178921316357,0.9972268985037593,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.032957129413141696,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,115.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__bbfebb00d125,bbfebb00d1251d537ee60879e2eeba3915deeea29ebfea950078bbcacd2451dd,calendar_time_random_same_budget,train,executable_next_open_anchored,3930,3930,907,3714,3930,3930,3930,3930,0.16564885496183207,0.16157760814249364,1.0251968503937008,0.8797297297297298,0.10663496066777498,-0.08143811027407419,-0.22027027027027016,False,False,False,False,0.1625320576050503,0.0031167973567817753,1.0191765083313935,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029389614164228285,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,119.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__bbfebb00d125,bbfebb00d1251d537ee60879e2eeba3915deeea29ebfea950078bbcacd2451dd,instrument_matched_random_same_budget,train,executable_next_open_anchored,3930,3930,907,3714,3930,3930,3930,3930,0.16564885496183207,0.18829516539440203,0.8797297297297298,0.8797297297297298,0.1,-0.22027027027027016,-0.22027027027027016,False,False,False,False,0.1625320576050503,0.0031167973567817753,1.0191765083313935,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029389614164228285,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,119.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__bbfebb00d125,bbfebb00d1251d537ee60879e2eeba3915deeea29ebfea950078bbcacd2451dd,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,3930,3930,907,3714,3930,3930,3930,3930,0.16564885496183207,0.18473282442748093,0.8966942148760331,0.8797297297297298,0.1,-0.20330578512396694,-0.22027027027027016,False,False,False,False,0.1625320576050503,0.0031167973567817753,1.0191765083313935,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029389614164228285,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,119.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__06d51c8b5f0a,06d51c8b5f0a0c3736aceb4376ac3a8b786c264523c631822bf7773d06898d3b,calendar_time_random_same_budget,train,executable_next_open_anchored,2712,2712,787,2579,2712,2712,2712,2712,0.1544985250737463,0.16592920353982302,0.9311111111111111,0.8711018711018712,0.12389604966579551,-0.1927849385546844,-0.24508977551114938,False,False,False,False,0.1625320576050503,-0.008033532531303983,0.9505726276423245,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.04053994405231404,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,126.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__06d51c8b5f0a,06d51c8b5f0a0c3736aceb4376ac3a8b786c264523c631822bf7773d06898d3b,instrument_matched_random_same_budget,train,executable_next_open_anchored,2712,2712,787,2579,2712,2712,2712,2712,0.1544985250737463,0.1773598820058997,0.8711018711018712,0.8711018711018712,0.11619164661302059,-0.24508977551114938,-0.24508977551114938,False,False,False,False,0.1625320576050503,-0.008033532531303983,0.9505726276423245,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.04053994405231404,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,126.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__06d51c8b5f0a,06d51c8b5f0a0c3736aceb4376ac3a8b786c264523c631822bf7773d06898d3b,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,2712,2712,787,2579,2712,2712,2712,2712,0.1544985250737463,0.16998525073746312,0.9088937093275489,0.8711018711018712,0.1226623570733179,-0.21376864774576904,-0.24508977551114938,False,False,False,False,0.1625320576050503,-0.008033532531303983,0.9505726276423245,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.04053994405231404,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,126.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__69491bd81d41,69491bd81d410c5db5a973ac72c657231cb256408c1b01e36630b13dad757b0a,calendar_time_random_same_budget,train,executable_next_open_anchored,3728,3728,905,3529,3728,3728,3728,3728,0.16765021459227467,0.15960300429184548,1.050420168067227,0.9765624999999999,0.11077124264137914,-0.0603510745741522,-0.12745054116547855,False,False,False,False,0.1625320576050503,0.00511815698722437,1.031490138392645,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02738825453378569,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,72.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__69491bd81d41,69491bd81d410c5db5a973ac72c657231cb256408c1b01e36630b13dad757b0a,instrument_matched_random_same_budget,train,executable_next_open_anchored,3728,3728,905,3529,3728,3728,3728,3728,0.16765021459227467,0.17167381974248927,0.9765624999999999,0.9765624999999999,0.10401304116547845,-0.12745054116547855,-0.12745054116547855,False,False,False,False,0.1625320576050503,0.00511815698722437,1.031490138392645,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02738825453378569,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,72.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__69491bd81d41,69491bd81d410c5db5a973ac72c657231cb256408c1b01e36630b13dad757b0a,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,3728,3728,905,3529,3728,3728,3728,3728,0.16765021459227467,0.17113733905579398,0.9796238244514106,0.9765624999999999,0.10646972898905606,-0.12684590453764544,-0.12745054116547855,False,False,False,False,0.1625320576050503,0.00511815698722437,1.031490138392645,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02738825453378569,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,72.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__fe749d056e5e,fe749d056e5edc9dfc37bf05718bc52ba8fb292097dbbe1c7c25b0c228187ef7,calendar_time_random_same_budget,train,executable_next_open_anchored,2580,2580,787,2456,2580,2580,2580,2580,0.1558139534883721,0.1562015503875969,0.9975186104218363,0.8854625550660794,0.13338305324511418,-0.13586444282327786,-0.23745488848063773,False,False,False,False,0.1625320576050503,-0.006718104116678197,0.9586659750964142,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03922451563768826,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,123.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__fe749d056e5e,fe749d056e5edc9dfc37bf05718bc52ba8fb292097dbbe1c7c25b0c228187ef7,instrument_matched_random_same_budget,train,executable_next_open_anchored,2580,2580,787,2456,2580,2580,2580,2580,0.1558139534883721,0.17054263565891473,0.9136363636363637,0.8854625550660794,0.12312564405290287,-0.2094892804165392,-0.23745488848063773,False,False,False,False,0.1625320576050503,-0.006718104116678197,0.9586659750964142,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03922451563768826,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,123.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__fe749d056e5e,fe749d056e5edc9dfc37bf05718bc52ba8fb292097dbbe1c7c25b0c228187ef7,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,2580,2580,787,2456,2580,2580,2580,2580,0.1558139534883721,0.175968992248062,0.8854625550660794,0.8854625550660794,0.12291744354671713,-0.23745488848063773,-0.23745488848063773,False,False,False,False,0.1625320576050503,-0.006718104116678197,0.9586659750964142,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03922451563768826,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,123.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2f9c26c9f622,2f9c26c9f6225abab566fbf91c73316f2eb5cf4c6f0cd7e6d7c1e3d7c02ae4f7,calendar_time_random_same_budget,train,executable_next_open_anchored,2389,2389,796,2325,2389,2389,2389,2389,0.17329426538300544,0.16031812473838425,1.080939947780679,0.9561200923787528,0.1371083711895761,-0.05616842340889719,-0.1697726453776928,False,False,False,False,0.1625320576050503,0.01076220777795514,1.0662159080278617,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02174420374305492,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,102.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2f9c26c9f622,2f9c26c9f6225abab566fbf91c73316f2eb5cf4c6f0cd7e6d7c1e3d7c02ae4f7,instrument_matched_random_same_budget,train,executable_next_open_anchored,2389,2389,796,2325,2389,2389,2389,2389,0.17329426538300544,0.17120133947258268,1.0122249388753055,0.9561200923787528,0.12948648975682223,-0.11726155088151671,-0.1697726453776928,False,False,False,False,0.1625320576050503,0.01076220777795514,1.0662159080278617,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02174420374305492,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,102.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__2f9c26c9f622,2f9c26c9f6225abab566fbf91c73316f2eb5cf4c6f0cd7e6d7c1e3d7c02ae4f7,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,2389,2389,796,2325,2389,2389,2389,2389,0.17329426538300544,0.18124738384261196,0.9561200923787528,0.9561200923787528,0.12589273775644563,-0.1697726453776928,-0.1697726453776928,False,False,False,False,0.1625320576050503,0.01076220777795514,1.0662159080278617,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.02174420374305492,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,102.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8570f56b69e0,8570f56b69e08b1cfe56c8b930372e52aaf51427f952fb793d00e9336d06d819,calendar_time_random_same_budget,train,executable_next_open_anchored,1643,1643,673,1602,1643,1643,1643,1643,0.16494217894096166,0.16250760803408398,1.0149812734082397,0.928082191780822,0.16187363932744048,-0.14689236591920074,-0.22383810807275623,False,False,False,False,0.1625320576050503,0.0024101213359113693,1.0148285905649943,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03009629018509869,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,120.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8570f56b69e0,8570f56b69e08b1cfe56c8b930372e52aaf51427f952fb793d00e9336d06d819,instrument_matched_random_same_budget,train,executable_next_open_anchored,1643,1643,673,1602,1643,1643,1643,1643,0.16494217894096166,0.17285453438831405,0.9542253521126761,0.928082191780822,0.1527510055031391,-0.198525653390463,-0.22383810807275623,False,False,False,False,0.1625320576050503,0.0024101213359113693,1.0148285905649943,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03009629018509869,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,120.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8570f56b69e0,8570f56b69e08b1cfe56c8b930372e52aaf51427f952fb793d00e9336d06d819,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,1643,1643,673,1602,1643,1643,1643,1643,0.16494217894096166,0.17772367620206939,0.928082191780822,0.928082191780822,0.1519202998535782,-0.22383810807275623,-0.22383810807275623,False,False,False,False,0.1625320576050503,0.0024101213359113693,1.0148285905649943,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.03009629018509869,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,120.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__48d651aca9d1,48d651aca9d1b7c516c29c2c993a2f9f9ec5b3c84a476d716343975592b71b52,calendar_time_random_same_budget,train,executable_next_open_anchored,2292,2292,790,2233,2292,2292,2292,2292,0.17582897033158812,0.16841186736474695,1.044041450777202,0.9393939393939393,0.13457293760951508,-0.09053148683231307,-0.186276622118153,False,False,False,False,0.1625320576050503,0.013296912726537824,1.0818110157618817,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.019209498794472236,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,109.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__48d651aca9d1,48d651aca9d1b7c516c29c2c993a2f9f9ec5b3c84a476d716343975592b71b52,instrument_matched_random_same_budget,train,executable_next_open_anchored,2292,2292,790,2233,2292,2292,2292,2292,0.17582897033158812,0.17670157068062828,0.9950617283950616,0.9393939393939393,0.12907347470928304,-0.13401174631422147,-0.186276622118153,False,False,False,False,0.1625320576050503,0.013296912726537824,1.0818110157618817,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.019209498794472236,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,109.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__48d651aca9d1,48d651aca9d1b7c516c29c2c993a2f9f9ec5b3c84a476d716343975592b71b52,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,2292,2292,790,2233,2292,2292,2292,2292,0.17582897033158812,0.18717277486910994,0.9393939393939393,0.9393939393939393,0.12567056151209233,-0.186276622118153,-0.186276622118153,False,False,False,False,0.1625320576050503,0.013296912726537824,1.0818110157618817,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.019209498794472236,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,109.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__d72782df07a8,d72782df07a85944beadc0406242eca7318c476407010d8e04e258a2fd39719d,calendar_time_random_same_budget,train,executable_next_open_anchored,1577,1577,671,1537,1577,1577,1577,1577,0.16550412175015852,0.17057704502219403,0.9702602230483272,0.9094076655052263,0.15936740132077123,-0.18910717827244408,-0.24033138099553453,False,False,False,False,0.1625320576050503,0.0029720641451082275,1.0182860180871536,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029534347375901833,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,125.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__d72782df07a8,d72782df07a85944beadc0406242eca7318c476407010d8e04e258a2fd39719d,instrument_matched_random_same_budget,train,executable_next_open_anchored,1577,1577,671,1537,1577,1577,1577,1577,0.16550412175015852,0.18199112238427395,0.9094076655052263,0.9094076655052263,0.14973904650076086,-0.24033138099553453,-0.24033138099553453,False,False,False,False,0.1625320576050503,0.0029720641451082275,1.0182860180871536,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029534347375901833,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,125.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__d72782df07a8,d72782df07a85944beadc0406242eca7318c476407010d8e04e258a2fd39719d,liquidity_size_volatility_matched_same_budget,train,executable_next_open_anchored,1577,1577,671,1537,1577,1577,1577,1577,0.16550412175015852,0.18072289156626506,0.9157894736842105,0.9094076655052263,0.15355844787236125,-0.23776897418815077,-0.24033138099553453,False,False,False,False,0.1625320576050503,0.0029720641451082275,1.0182860180871536,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.029534347375901833,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,125.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8a99080f1bc1,8a99080f1bc1f64a81c72cc9ce6c8d8862a470a97cff92542480a2d0d12d7f4d,calendar_time_random_same_budget,train,executable_next_open_anchored,7846,7846,1043,6725,7846,7846,7846,7846,0.17027784858526637,0.16110119806270712,1.0569620253164556,0.9681159420289854,0.1,-0.04303797468354445,-0.13188405797101457,False,False,False,False,0.1625320576050503,0.007745790980216077,1.0476570043741045,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.024760620540793983,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,74.0
B1_near_120d_high_plus_volume_expansion,B1-near-120d-high-plus-volume-expansion__8a99080f1bc1,8a99080f1bc1f64a81c72cc9ce6c8d8862a470a97cff92542480a2d0d12d7f4d,instrument_matched_random_same_budget,train,executable_next_open_anchored,7846,7846,1043,6725,7846,7846,7846,7846,0.17027784858526637,0.1723171042569462,0.9881656804733727,0.9681159420289854,0.1,-0.11183431952662728,-0.13188405797101457,False,False,False,False,0.1625320576050503,0.007745790980216077,1.0476570043741045,0.02,0.2,0.03250641152101006,0.03250641152101006,-0.024760620540793983,False,train_diagnostic_only,train_diagnostic_only,False,baseline_arm_did_not_pass,False,True,74.0
