candidate_metadata_row_n,candidate_train_key_row_n,train_label_row_n,non_train_outcome_columns_loaded,non_train_outcome_row_n,robustness_label_value_access_n,validation_label_value_access_n,selection_uses_train_only,boundary_gate,blocking_reason
15161,7328,7328,False,0,0,0,True,pass,
