source_pool,model_id,threshold_id,readout_status,failure_reason,split,episode_regime_bucket,window,replay_policy_id,post_filter_any_recall_retention,post_filter_e1_missed_capture_retention,post_filter_e1_missed_captured_episode_n
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,train,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,,,0
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,validation,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,,,0
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,robustness,risk_on,low_to_first_50pct,post_replay_executable_horizon_complete,,,0
