source_pool,model_id,threshold_id,readout_status,failure_reason,split,episode_regime_bucket,selected_event_count,rejected_event_count,reject_rate,before_horizon_complete_event_n,after_horizon_complete_event_n,cost_reduction_relative,denominator_policy
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,train,risk_on,0,,,,,,same_source_split_regime_horizon_complete_before_after
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,validation,risk_on,0,,,,,,same_source_split_regime_horizon_complete_before_after
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,robustness,risk_on,0,,,,,,same_source_split_regime_horizon_complete_before_after
