source_pool,model_id,threshold_id,readout_status,failure_reason,selected_event_count,rejected_event_count,formal_event_day_density,p95_density,density_vs_e1,rolling_10d_executable_event_day_density,rolling_20d_executable_event_day_density,rolling_10d_duplicate_rate,rolling_20d_duplicate_rate,adjacent_gap_p10,adjacent_gap_median,adjacent_gap_p90,family_concentration,board_concentration,density_contract_source_hash,density_readout_status,density_cap_failure_metrics,formal_event_day_density_max,formal_event_day_density_cap,formal_event_day_density_cap_pass,p95_density_max,p95_density_cap,p95_density_cap_pass,rolling_10d_executable_event_day_density_max,rolling_10d_executable_event_day_density_cap,rolling_10d_executable_event_day_density_cap_pass,rolling_20d_executable_event_day_density_max,rolling_20d_executable_event_day_density_cap,rolling_20d_executable_event_day_density_cap_pass,family_concentration_max,family_concentration_cap,family_concentration_cap_pass,board_concentration_max,board_concentration_cap,board_concentration_cap_pass
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,not_evaluable_no_selected_threshold,risk_on_research_entry_hardening_train_threshold_not_found,0,,,,,,,,,,,,,,b2a483a46a6f1511ede5fd0b58d8696935a3edf7151a7be9785440f8ff9745b6,not_evaluable_no_selected_threshold,no_selected_threshold,7.5,7.5,False,20.0,20.0,False,1.8,1.8,False,2.2,2.2,False,0.3,0.3,False,0.85,0.85,False
