candidate_tier,selected_model_id,selected_threshold_id,selected_source_pool,final_decision,selected_model_threshold_flag,failure_reason,supported_usage
research_entry,,,08_R_core_event_regime_gated,risk_on_cost_rejector_diagnostic_only_or_no_candidate,False,risk_on_research_entry_hardening_train_threshold_not_found,diagnostic_only
