model_id,source_pool,target_label,model_type,model_status,train_sample_n,train_positive_n,feature_count,feature_columns_hash,feature_preprocessing_policy,feature_preprocessing_hash,feature_fix_policy,dropped_features
supervised_joint_cost_rejector,08_R_core_event_regime_gated,cost_bad_10_20,logistic_regression_balanced_l2,trained,16571,6969,53,b16c87defc93e714ec586c319454d7c5bd7ea9cd6fde55b162702148e5c59498,train_median_impute__nonnegative_log1p_selected_numeric__train_winsorize_1_99__train_zscore__categorical_train_vocab_one_hot,46e905a61c3d844577af84981b9fdbf7f7128013ada2bf2ee727988be46cb413,drop_low_coverage_lag20,momentum_percentile_20d_lag20
