source_pool,model_id,threshold_id,selected_keep_fraction,threshold_selection_policy,selection_status,failure_reason
08_R_core_event_regime_gated,supervised_joint_cost_rejector,,,train_constrained_lowest_keep_fraction_then_robustness_gate_replay,no_train_eligible_threshold,risk_on_research_entry_hardening_train_threshold_not_found
