train_selection_status,train_selected_threshold_id,train_selected_keep_fraction,train_selected_train_cost_reduction_relative,train_selected_robustness_cost_reduction_relative,robustness_best_threshold_id,robustness_best_keep_fraction,robustness_best_robustness_cost_reduction_relative,robustness_best_robustness_any_recall_retention,oracle_status,oracle_allowed_for_final_decision,thresholds_differ
no_train_eligible_threshold,,,,,supervised_joint_cost_rejector__08_R_core_event_regime_gated__keep_0725,0.725,0.2518000224674484,0.8245614035087719,robustness_gate_eligible,False,
