scope_id,split,upper_barrier_pct,lower_barrier_pct,horizon_sessions,complete_executable_event_n,same_bar_conflict_n,same_bar_conflict_rate,conflict_counted_as
board_main_board,all,0.15,-0.2,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.2,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.2,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.2,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.2,120,22790,0,0.0,lower_first
board_main_board,all,0.15,-0.15,10,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.15,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.15,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.15,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.15,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.15,120,22790,0,0.0,lower_first
board_main_board,all,0.15,-0.12,10,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.12,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.12,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.12,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.12,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.12,120,22790,0,0.0,lower_first
board_main_board,all,0.15,-0.1,10,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.1,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.1,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.1,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.1,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.1,120,22790,0,0.0,lower_first
board_main_board,all,0.15,-0.08,10,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.08,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.08,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.08,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.08,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.08,120,22790,0,0.0,lower_first
board_main_board,all,0.15,-0.06,10,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.06,20,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.06,40,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.06,60,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.06,80,22797,0,0.0,lower_first
board_main_board,all,0.15,-0.06,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.2,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.2,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.2,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.2,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.2,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.2,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.15,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.15,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.15,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.15,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.15,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.15,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.12,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.12,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.12,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.12,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.12,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.12,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.1,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.1,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.1,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.1,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.1,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.1,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.08,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.08,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.08,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.08,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.08,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.08,120,22790,0,0.0,lower_first
board_main_board,all,0.2,-0.06,10,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.06,20,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.06,40,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.06,60,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.06,80,22797,0,0.0,lower_first
board_main_board,all,0.2,-0.06,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.2,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.2,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.2,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.2,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.2,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.2,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.15,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.15,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.15,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.15,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.15,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.15,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.12,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.12,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.12,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.12,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.12,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.12,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.1,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.1,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.1,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.1,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.1,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.1,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.08,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.08,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.08,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.08,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.08,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.08,120,22790,0,0.0,lower_first
board_main_board,all,0.25,-0.06,10,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.06,20,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.06,40,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.06,60,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.06,80,22797,0,0.0,lower_first
board_main_board,all,0.25,-0.06,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.2,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.2,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.2,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.2,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.2,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.2,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.15,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.15,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.15,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.15,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.15,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.15,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.12,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.12,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.12,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.12,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.12,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.12,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.1,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.1,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.1,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.1,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.1,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.1,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.08,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.08,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.08,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.08,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.08,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.08,120,22790,0,0.0,lower_first
board_main_board,all,0.3,-0.06,10,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.06,20,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.06,40,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.06,60,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.06,80,22797,0,0.0,lower_first
board_main_board,all,0.3,-0.06,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.2,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.2,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.2,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.2,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.2,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.2,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.15,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.15,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.15,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.15,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.15,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.15,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.12,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.12,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.12,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.12,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.12,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.12,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.1,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.1,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.1,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.1,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.1,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.1,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.08,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.08,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.08,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.08,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.08,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.08,120,22790,0,0.0,lower_first
board_main_board,all,0.4,-0.06,10,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.06,20,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.06,40,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.06,60,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.06,80,22797,0,0.0,lower_first
board_main_board,all,0.4,-0.06,120,22790,0,0.0,lower_first
board_main_board,train,0.1,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.1,-0.06,10,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.1,-0.06,20,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.1,-0.06,40,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.1,-0.06,60,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.1,-0.06,80,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.1,-0.06,120,11531,2,0.0001734454947532738,lower_first
board_main_board,train,0.15,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,10,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,20,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,40,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,60,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,80,11531,0,0.0,lower_first
board_main_board,train,0.15,-0.06,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,10,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,20,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,40,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,60,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,80,11531,0,0.0,lower_first
board_main_board,train,0.2,-0.06,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,10,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,20,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,40,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,60,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,80,11531,0,0.0,lower_first
board_main_board,train,0.25,-0.06,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,10,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,20,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,40,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,60,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,80,11531,0,0.0,lower_first
board_main_board,train,0.3,-0.06,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.2,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.15,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.12,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.1,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.08,120,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,10,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,20,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,40,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,60,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,80,11531,0,0.0,lower_first
board_main_board,train,0.4,-0.06,120,11531,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,10,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,20,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,40,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,60,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,80,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.2,120,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,10,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,20,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,40,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,60,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,80,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.15,120,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,10,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,20,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,40,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,60,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,80,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.12,120,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,10,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,20,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,40,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,60,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,80,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.1,120,5539,0,0.0,lower_first
board_main_board,validation,0.1,-0.08,10,5539,0,0.0,lower_first
