scope_id,split,upper_barrier_pct,horizon_sessions,upper_first_n,pre_success_mae_p25,pre_success_mae_p50,pre_success_mae_p75,pre_success_mae_p90,pre_success_mae_p95,survivor_killed_by_lower_minus_06_rate,survivor_killed_by_lower_minus_08_rate,survivor_killed_by_lower_minus_10_rate,survivor_killed_by_lower_minus_12_rate,survivor_killed_by_lower_minus_15_rate,survivor_killed_by_lower_minus_20_rate
all_c0,all,0.1,10,7848,-0.038179815778934784,-0.019289425803138915,-0.008411884663707764,-0.0026595744680850686,0.0,0.11659021406727829,0.05733944954128441,0.02981651376146789,0.014780835881753314,0.0045871559633027525,0.0005096839959225281
all_c0,all,0.1,20,11324,-0.05035358973147583,-0.02533233405773072,-0.010868642503875342,-0.003975879670857906,-0.0009797474379578933,0.19321794418933239,0.11126810314376545,0.06693747792299541,0.038237371953373366,0.016072059342988342,0.0041504768632991875
all_c0,all,0.1,40,14868,-0.06738099323463093,-0.03312972179368939,-0.013953111087635611,-0.005249343832021025,-0.002007429323145417,0.2899515738498789,0.19363734194242668,0.13202851762173795,0.08938660209846651,0.0470137207425343,0.015065913370998116
all_c0,all,0.1,60,16782,-0.07955565892073832,-0.038461538461538436,-0.015790567441046538,-0.005929000254909811,-0.002455016934269428,0.3470384936241211,0.24836133953044928,0.1810868787987129,0.12888809438684304,0.0759742581337147,0.028184960076272195
all_c0,all,0.1,80,18106,-0.09042985231033626,-0.042642460622679956,-0.017181078018971452,-0.006427425518290841,-0.0027952521790839124,0.38611509996686183,0.28846791118966086,0.21904341102396996,0.16348171876725948,0.10455097757649398,0.04412901800508119
all_c0,all,0.1,120,19950,-0.10743036424854596,-0.049122302797116935,-0.019121031783693232,-0.007142857142857217,-0.003176874353345053,0.436390977443609,0.34285714285714286,0.2731328320802005,0.21664160401002505,0.1506265664160401,0.07604010025062656
all_c0,all,0.15,10,4239,-0.038946497086031984,-0.019100676482292078,-0.008214679353082732,-0.00240115353673822,0.0,0.12314225053078556,0.061807029959896204,0.03184713375796178,0.016749233309742866,0.005661712668082095,0.0007077140835102619
all_c0,all,0.15,20,7090,-0.05181026339373121,-0.025459431480034322,-0.010752688172043112,-0.0039197988644251265,-0.0007928236071938225,0.20239774330042312,0.11763046544428774,0.07052186177715092,0.04090267983074753,0.01777150916784203,0.004513399153737658
all_c0,all,0.15,40,10625,-0.0697032436162871,-0.03453568687643893,-0.014546810891458262,-0.005428885918704248,-0.0021655981149651766,0.3020235294117647,0.20404705882352941,0.13976470588235293,0.09336470588235295,0.04894117647058824,0.016658823529411764
all_c0,all,0.15,60,12761,-0.0831973898858075,-0.04125644631973746,-0.017161244190203817,-0.006366307541625926,-0.0028409090909091717,0.36588041689522766,0.2638507953922106,0.19293158843350836,0.13627458663114175,0.07961758482877518,0.02993495807538594
all_c0,all,0.15,80,14317,-0.096132596685083,-0.04705364995602457,-0.019185591229443966,-0.007162604347779202,-0.0032462385412679266,0.4170566459453796,0.31487043375008733,0.23936578892226024,0.17852902144303975,0.11259342040930362,0.046448278270587416
all_c0,all,0.15,120,16527,-0.11770734014913364,-0.05669144981412633,-0.022222222222222254,-0.008164598446891082,-0.0039274730248201745,0.4807285048708175,0.3847643250438676,0.30828341501784956,0.24366188660979005,0.17062987838083138,0.0864645731227688
all_c0,all,0.2,10,2539,-0.03818813131313131,-0.01777777777777778,-0.007807496470724429,-0.0017998643805095167,0.0,0.11973217802284364,0.06025994486018117,0.0291453328081922,0.014966522252855455,0.006301693580149665,0.00039385584875935406
all_c0,all,0.2,20,4659,-0.05120887864124962,-0.02444987775061136,-0.010297011987833282,-0.0036995532416908682,-0.00042772813693324187,0.2000429276668813,0.1184803605924018,0.0704013736853402,0.04335694355011805,0.02017600343421335,0.0051513200257566
all_c0,all,0.2,40,7667,-0.06860708714062852,-0.03420805998125587,-0.014177946182816481,-0.0052671748424304625,-0.0019539173236768287,0.298030520412156,0.19799139167862267,0.13642885091952525,0.09064823268553542,0.04786748402243381,0.014477631407330115
all_c0,all,0.2,60,9728,-0.08281852341521129,-0.04130621866347367,-0.017114534449633706,-0.006347192858820764,-0.002826167821363386,0.36605674342105265,0.2623355263157895,0.19407894736842105,0.13558799342105263,0.080078125,0.029502467105263157
all_c0,all,0.2,80,11316,-0.09773275358082437,-0.04776175481285333,-0.019553399323472942,-0.007317974423237561,-0.0033822731995000743,0.421615411806292,0.3176917638741605,0.24434429126899965,0.18168964298338636,0.1143513609049134,0.046747967479674794
all_c0,all,0.2,120,13549,-0.12037037037037035,-0.058898036732108916,-0.023228346456692917,-0.008633446619634772,-0.0041841004184100415,0.493099121706399,0.39545353900656877,0.3189165252048122,0.2513100597830098,0.17499446453612813,0.08738652299062662
all_c0,all,0.25,10,1536,-0.03566449448721584,-0.016027131478643042,-0.0069229215405188504,-0.0012707259600382992,0.0,0.11263020833333333,0.059244791666666664,0.029947916666666668,0.013020833333333334,0.004557291666666667,0.0
all_c0,all,0.25,20,3126,-0.04933800625963822,-0.0237693609625928,-0.009875346192734669,-0.0034419816044901075,0.0,0.19545745361484326,0.11580294305822136,0.06813819577735125,0.044145873320537425,0.01983365323096609,0.0047984644913627635
all_c0,all,0.25,40,5649,-0.06828193832599105,-0.03359462486002229,-0.013709677419354804,-0.005038547372692294,-0.0018038662671131904,0.2943883873251903,0.19560984244999116,0.1331209063551071,0.08851124092759781,0.044963710391219686,0.013984776066560452
all_c0,all,0.25,60,7536,-0.0822746556416048,-0.040990296943117066,-0.016851781750606504,-0.006223267905510921,-0.0026350461133068936,0.363588110403397,0.25849256900212314,0.19002123142250532,0.13442144373673037,0.07842356687898089,0.029060509554140128
all_c0,all,0.25,80,9069,-0.09714669352131589,-0.047455968688845496,-0.019607843137254832,-0.007343952230663668,-0.0032575363508988413,0.4214356599404565,0.3172345352299041,0.24258462895578345,0.17995368838901754,0.11390450986878377,0.04664240820377109
all_c0,all,0.25,120,11178,-0.1202185792349727,-0.059433394474378065,-0.02362647159070716,-0.008755132491586352,-0.0041692599257111594,0.4963320808731437,0.3972982644480229,0.3185721953837896,0.2507604222580068,0.17462873501520845,0.0853462157809984
all_c0,all,0.3,10,1002,-0.03324394742076389,-0.015533142640749065,-0.0059709756192604935,-0.0007673510098910959,0.0,0.09381237524950099,0.04890219560878244,0.02594810379241517,0.00998003992015968,0.003992015968063872,0.0
all_c0,all,0.3,20,2160,-0.04857048162643199,-0.023169598688495996,-0.009461866804524155,-0.0031788099503558976,0.0,0.19074074074074074,0.11342592592592593,0.06666666666666667,0.04398148148148148,0.020370370370370372,0.004629629629629629
all_c0,all,0.3,40,4189,-0.06705169742217199,-0.03281580804516582,-0.013272790778903198,-0.004689845215759879,-0.0016191782355575064,0.2878968727619957,0.19121508713296728,0.12699928383862497,0.08379088087849129,0.042014800668417285,0.011219861542134162
all_c0,all,0.3,60,5848,-0.08026863397933232,-0.04003288620618484,-0.016249484673923925,-0.005881200292004517,-0.0024596517202802952,0.3551641586867305,0.2506839945280438,0.18023255813953487,0.125,0.07199042407660738,0.024110807113543093
all_c0,all,0.3,80,7250,-0.09559967793289806,-0.04721289839861159,-0.01935015927529951,-0.0071596605024135,-0.003144996477196111,0.41944827586206895,0.3139310344827586,0.23751724137931035,0.17517241379310344,0.11048275862068965,0.044137931034482755
all_c0,all,0.3,120,9239,-0.118522780548097,-0.05927903871829121,-0.023506569847856207,-0.00859091992373694,-0.004075111465012124,0.4958328823465743,0.39593029548652453,0.31583504708301763,0.2469964281848685,0.17220478406753978,0.08204351120251109
all_c0,all,0.4,10,421,-0.03162236480293312,-0.014031805425631427,-0.005882352941176561,0.0,0.0,0.0855106888361045,0.04275534441805225,0.028503562945368172,0.014251781472684086,0.0023752969121140144,0.0
all_c0,all,0.4,20,1066,-0.048735610934072804,-0.023204761314101485,-0.00877658301558687,-0.002938009411297904,0.0,0.19418386491557224,0.11069418386491557,0.06848030018761726,0.04690431519699812,0.01876172607879925,0.00375234521575985
all_c0,all,0.4,40,2414,-0.0665043732791902,-0.031772340950443456,-0.012415133191835986,-0.004508438709882015,-0.0010154821218091594,0.28541839270919633,0.1872410936205468,0.1263463131731566,0.08367854183927093,0.043496271748135876,0.012427506213753107
all_c0,all,0.4,60,3633,-0.07877169559412545,-0.03854492893278727,-0.015197568389057725,-0.0053657670972852,-0.002032060170277043,0.34627030002752546,0.24525185796862098,0.17533718689788053,0.1180842279108175,0.0685383980181668,0.023947151114781174
all_c0,all,0.4,80,4736,-0.09435168145130718,-0.046298658352229904,-0.01882023477976283,-0.006798388145066947,-0.002933703793878778,0.41490709459459457,0.3103885135135135,0.23395270270270271,0.17145270270270271,0.10684121621621621,0.04201858108108108
all_c0,all,0.4,120,6458,-0.11745165731728416,-0.05837170181823054,-0.02331262115293578,-0.008238012899535418,-0.003965315971732654,0.49210281820997215,0.39253638897491483,0.3129451842675751,0.24187054815732426,0.16661505109941158,0.08129451842675751
all_c0,train,0.1,10,4345,-0.03927671557729373,-0.02010050251256279,-0.008896039369706288,-0.002862716481159324,0.0,0.12543153049482164,0.06237054085155351,0.03360184119677791,0.017491369390103567,0.005293440736478711,0.00023014959723820482
all_c0,train,0.1,20,6169,-0.05230557467309016,-0.026153846153846194,-0.01128880526810927,-0.004284491542694125,-0.0007839588258471679,0.20295023504619875,0.11784730102123521,0.07262117036796888,0.04247041659912466,0.017344788458421138,0.0038904198411411897
all_c0,train,0.1,40,7923,-0.07044413431235735,-0.034615384615384714,-0.014616535233963224,-0.00563917560364382,-0.0019160765106889036,0.3075855105389373,0.20762337498422315,0.1443897513568093,0.09857377256089865,0.05200050485927048,0.016029281837687745
all_c0,train,0.1,60,8812,-0.08320915565291215,-0.03986118568570313,-0.016429033973958646,-0.006289496591564258,-0.002414628394411216,0.364275987290059,0.2625964593735815,0.1950748978665456,0.13810712664548344,0.08034498411257376,0.028597367226509306
all_c0,train,0.1,80,9463,-0.09475109253277603,-0.0444797458300239,-0.01785714285714285,-0.006756756756756799,-0.002808988764045006,0.4028320828489908,0.3030751347352848,0.2340695339744267,0.17330656240092993,0.1092676740991229,0.04332664060023248
all_c0,train,0.1,120,10310,-0.1120122199592668,-0.050809562449285306,-0.019533370196482963,-0.007364048644745571,-0.0031810164153745456,0.4495635305528613,0.3542192046556741,0.28690591658583897,0.22657613967022308,0.1559650824442289,0.07507274490785645
all_c0,train,0.15,10,2303,-0.04126314379478935,-0.020645161290322567,-0.008808417459072182,-0.0025335285160854332,0.0,0.1337386018237082,0.06600086843247938,0.03473729917498915,0.019539730785931395,0.006513243595310464,0.0004342162396873643
all_c0,train,0.15,20,3877,-0.05372616984402079,-0.02680965147453085,-0.01146788990825709,-0.0043381289526065675,-0.0006594786255803581,0.2135671911271602,0.12432293010059324,0.0750580345628063,0.04488006190353366,0.018828991488264123,0.004384833634253288
all_c0,train,0.15,40,5786,-0.0732130440828814,-0.036973356907694155,-0.016016341016341,-0.006153848484297675,-0.002321023183863735,0.32423090217767025,0.2196681645350847,0.15416522640857241,0.10266159695817491,0.052713446249567926,0.017110266159695818
