scope_id,split,board_bucket,market_regime_bucket,primary_family_id,upper_barrier_pct,lower_barrier_pct,horizon_sessions,event_n,complete_executable_event_n,entry_blocked_n,censored_n,same_bar_conflict_n,upper_first_n,lower_first_n,neutral_n,median_time_to_upper_sessions,median_time_to_lower_sessions,expected_r_multiple_proxy,median_exit_return_proxy,same_bar_conflict_rate,upper_first_rate,lower_first_rate,neutral_rate,true_survivor_killed_by_lower_rate,time_penalized_expected_r_proxy,selection_eligible_flag,diagnostic_only_flag,label_status
all_c0,all,all,all,all,0.1,-0.2,10,28691,28691,0,0,0,7844,802,20045,4.0,7.0,0.01079471968179955,0.0009765625,0.0,0.2733958384162281,0.027953016625422607,0.6986511449583493,0.0005096839959225281,0.004827545401311739,False,True,ok
all_c0,all,all,all,all,0.1,-0.2,20,28691,28691,0,0,0,11277,2116,15298,6.0,13.0,0.0070024800181228385,0.010572139303482775,0.0,0.3930500853926318,0.07375135059774843,0.5331985640096197,0.0041504768632991875,0.0026466886698074425,False,True,ok
all_c0,all,all,all,all,0.1,-0.2,40,28691,28691,0,0,0,14644,4319,9728,9.0,21.0,0.007904405873834964,0.1,0.0,0.5104039594297863,0.15053501097905267,0.33906102959116097,0.015065913370998116,0.0024995926111732025,False,True,ok
all_c0,all,all,all,all,0.1,-0.2,60,28691,28691,0,0,0,16309,5826,6556,11.0,27.0,0.010476422472295945,0.1,0.0,0.5684360949426649,0.20306019309191037,0.2285037119654247,0.028184960076272195,0.0030242826672621545,False,True,ok
all_c0,all,all,all,all,0.1,-0.2,80,28691,28691,0,0,0,17307,6773,4611,12.0,31.0,0.015157432917494973,0.1,0.0,0.6032205221149489,0.23606705935659267,0.1607124185284584,0.04412901800508119,0.004203915506802604,False,True,ok
all_c0,all,all,all,all,0.1,-0.2,120,28691,28679,0,12,0,18433,7825,2421,14.0,36.0,0.021800151949263144,0.1,0.0,0.6427351023396911,0.2728477283029394,0.08441716935736951,0.07604010025062656,0.005628775029619154,False,True,ok
all_c0,all,all,all,all,0.1,-0.15,10,28691,28691,0,0,0,7812,2262,18617,4.0,6.0,0.013094222889307915,0.0,0.0,0.2722805060820466,0.07884005437245128,0.6488794395455021,0.0045871559633027525,0.00585591449860524,False,True,ok
all_c0,all,all,all,all,0.1,-0.15,20,28691,28691,0,0,0,11142,4636,12913,6.0,11.0,0.007924576852939222,0.007959905660377187,0.0,0.38834477710780385,0.16158377191453765,0.4500714509776585,0.016072059342988342,0.002995208514042293,False,True,ok
all_c0,all,all,all,all,0.1,-0.15,40,28691,28691,0,0,0,14169,7504,7018,9.0,16.0,0.007184502237476836,0.06592039800995031,0.0,0.49384824509428044,0.26154543236555017,0.2446063225401694,0.0470137207425343,0.0022719390925002732,False,True,ok
all_c0,all,all,all,all,0.1,-0.15,60,28691,28691,0,0,0,15507,9004,4180,10.0,20.0,0.009383041148138703,0.1,0.0,0.5404830783172423,0.31382663553030565,0.145690286152452,0.0759742581337147,0.002829093352803783,False,True,ok
