decision_state,selected_survival_candidate_label,selected_upper_barrier_pct,selected_lower_barrier_pct,selected_horizon_sessions,selected_horizon_status,selected_train_upper_first_rate,selected_train_lower_first_rate,selected_train_expected_r_multiple_proxy,selected_train_time_penalized_expected_r_proxy,selected_robustness_upper_first_rate,selected_robustness_lower_first_rate,selected_robustness_expected_r_multiple_proxy,selected_validation_upper_first_rate,selected_candidate_status,strong_survival_candidate_label,strong_upper_barrier_pct,strong_lower_barrier_pct,strong_horizon_sessions,strong_train_upper_first_rate,strong_robustness_upper_first_rate,strong_candidate_status,bigwinner_enrichment_ratio,bigwinner_enrichment_status,gate_failure_reasons,next_allowed_requirement,input_gate_pass,entry_parity_gate_pass,hard_robustness_failure,supported_gate_pass
12A6_survival_threshold_candidates_supported,survival_U0.10_L0.20_H120,0.1,-0.2,120,max_horizon_reached_no_next_horizon,0.654945054945055,0.2782967032967033,0.025556878762019054,0.00708820283209818,0.7100151536024246,0.19878771180603388,0.13056095263400513,0.5456268221574344,pass,survival_U0.30_L0.20_H80,0.3,-0.2,80,0.2695741758241758,0.28317975519185806,pass,1.267206893213283,ok,,requirement_12a7_c0_survival_meta_label_feasibility.md,True,True,False,True
