scope_id,split,upper_barrier_pct,lower_barrier_pct,horizon_sessions,complete_executable_event_n,upper_first_n,upper_first_rate,lower_first_n,lower_first_rate,median_time_to_upper_sessions,median_time_to_lower_sessions,p75_time_to_upper_sessions,p75_time_to_lower_sessions,plateau_max_horizon_sessions,plateau_cohort_event_n,plateau_upper_first_rate,next_horizon_incremental_upper_first_rate,horizon_plateau_flag
all_c0,all,0.1,-0.2,10,28691,7844,0.2733958384162281,802,0.027953016625422607,4.0,7.0,7.0,9.0,120,28679,0.2733707590920185,0.11966944454130202,False
all_c0,all,0.1,-0.2,20,28691,11277,0.3930500853926318,2116,0.07375135059774843,6.0,13.0,12.0,17.0,120,28679,0.39304020363332054,0.11726350291153803,False
all_c0,all,0.1,-0.2,40,28691,14644,0.5104039594297863,4319,0.15053501097905267,9.0,21.0,19.0,30.0,120,28679,0.5103037065448586,0.05805641758778202,False
all_c0,all,0.1,-0.2,60,28691,16309,0.5684360949426649,5826,0.20306019309191037,11.0,27.0,25.0,41.0,120,28679,0.5683601241326406,0.03479898183339725,False
all_c0,all,0.1,-0.2,80,28691,17307,0.6032205221149489,6773,0.23606705935659267,12.0,31.0,29.0,50.0,120,28679,0.6031591059660378,0.03957599637365328,False
all_c0,all,0.1,-0.2,120,28679,18433,0.6427351023396911,7825,0.2728477283029394,14.0,36.0,34.0,61.0,120,28679,0.6427351023396911,,False
all_c0,all,0.1,-0.15,10,28691,7812,0.2722805060820466,2262,0.07884005437245128,4.0,6.0,7.0,8.0,120,28679,0.2722549600753164,0.11607796645629209,False
all_c0,all,0.1,-0.15,20,28691,11142,0.38834477710780385,4636,0.16158377191453765,6.0,11.0,12.0,15.0,120,28679,0.3883329265316085,0.10540813835907809,False
all_c0,all,0.1,-0.15,40,28691,14169,0.49384824509428044,7504,0.26154543236555017,9.0,16.0,18.0,26.0,120,28679,0.4937410648906866,0.04665434638585719,False
all_c0,all,0.1,-0.15,60,28691,15507,0.5404830783172423,9004,0.31382663553030565,10.0,20.0,23.0,34.0,120,28679,0.5403954112765438,0.02461731580599047,True
all_c0,all,0.1,-0.15,80,28691,16213,0.5650900979401206,9732,0.33920044613293365,11.0,22.0,25.0,39.0,120,28679,0.5650127270825342,0.025837720980508405,True
all_c0,all,0.1,-0.15,120,28679,16945,0.5908504480630427,10460,0.3647268035845043,12.0,24.0,29.0,44.0,120,28679,0.5908504480630427,,False
all_c0,all,0.1,-0.12,10,28691,7732,0.269492175246593,3987,0.13896343801192013,4.0,6.0,7.0,8.0,120,28679,0.26946546253356113,0.11015028418006206,False
all_c0,all,0.1,-0.12,20,28691,10891,0.37959638911156807,7021,0.2447108849464989,6.0,9.0,12.0,14.0,120,28679,0.3796157467136232,0.09219289375501238,False
all_c0,all,0.1,-0.12,40,28691,13539,0.47189013976508315,10024,0.3493778536823394,9.0,13.0,17.0,23.0,120,28679,0.4718086404686356,0.03765821681369641,False
all_c0,all,0.1,-0.12,60,28691,14619,0.5095326060437071,11281,0.3931895019344045,10.0,15.0,21.0,28.0,120,28679,0.509466857282332,0.018375815056313027,True
all_c0,all,0.1,-0.12,80,28691,15146,0.5279007354222579,11808,0.4115576313129553,10.0,16.0,23.0,30.0,120,28679,0.527842672338645,0.0170856724432511,True
all_c0,all,0.1,-0.12,120,28679,15628,0.5449283447818961,12282,0.4282576100979811,11.0,17.0,25.0,33.0,120,28679,0.5449283447818961,,False
all_c0,all,0.1,-0.1,10,28691,7614,0.2653793872642989,5824,0.20299048482102403,4.0,5.0,7.0,8.0,120,28679,0.2653509536594721,0.10293245929077027,False
all_c0,all,0.1,-0.1,20,28691,10566,0.36826879509253774,9094,0.316963507720191,6.0,8.0,11.0,13.0,120,28679,0.36828341295024236,0.08141845949998255,False
all_c0,all,0.1,-0.1,40,28691,12905,0.4497926178941131,11916,0.41532187794081765,8.0,11.0,17.0,20.0,120,28679,0.4497018724502249,0.029219986749886684,True
