scope_id,split,horizon_sessions,event_n,complete_executable_event_n,mfe_p25,mfe_p50,mfe_p75,mfe_p90,mfe_p95,mae_p25,mae_p50,mae_p75,mae_p90,mae_p95,close_return_p25,close_return_p50,close_return_p75,close_return_p90,close_return_p95
all_c0,train,80,14560,14560,0.06628029862528811,0.16129207321253103,0.327407059314954,0.5574349188641717,0.7483126618508923,-0.23885576719896154,-0.15271065886477503,-0.07900571665153908,-0.032490974729241784,-0.016319381895236656,-0.15725536052574227,-0.03888542989059679,0.1182301526134657,0.3091601390347939,0.46774423658352204
all_c0,train,120,14560,14560,0.0825652049529475,0.20015338580447173,0.39945520951955366,0.6903858407255087,0.9263525500704876,-0.2836896683181876,-0.183350374914792,-0.09638554216867476,-0.04003391427225624,-0.0197543387844154,-0.18892423323077231,-0.045871931109663755,0.13670403212313875,0.38193812301743424,0.5772836296544781
all_c0,validation,10,6860,6860,0.01970237456792512,0.047356297344881226,0.0924207266726258,0.15531140711005686,0.20468382784958825,-0.09068042506154853,-0.05025381516185767,-0.02251466905558533,-0.009471948969938323,-0.004901960784313819,-0.058010291941760855,-0.008823230578123564,0.03704848235132552,0.09350784132841344,0.1397606136514533
all_c0,validation,20,6860,6860,0.026267407588239644,0.06261851620391035,0.12403470275043194,0.2053299079819639,0.2773417338181704,-0.12745279358711098,-0.07450743221324885,-0.0347811066829552,-0.01454421377939636,-0.00745451156960126,-0.08475459653007622,-0.022251931075460474,0.042332725305415264,0.11693276469311815,0.18083739832813572
all_c0,validation,40,6860,6860,0.034731743855372754,0.0821673189823876,0.16182675008591235,0.2684254229514326,0.36973891484218235,-0.18276287821955486,-0.10932901299047754,-0.05356815323341371,-0.02074677086725272,-0.011608969193578414,-0.12467364413152485,-0.04269610685586006,0.043317399657476385,0.14641997235163157,0.22846686678891678
all_c0,validation,60,6860,6860,0.041478147392768616,0.0989320993541759,0.19218334238568657,0.32062941493938857,0.43897595460888955,-0.22299604232457043,-0.13677040124664946,-0.06864109280075667,-0.027331714097068947,-0.014437261392602192,-0.14600284818101028,-0.047768570655782105,0.05338499471644953,0.17437961972014135,0.27108653403834126
all_c0,validation,80,6860,6860,0.047177953405562634,0.1104388877270035,0.2109680046960743,0.36629146338200275,0.5001709476968338,-0.2529151744752019,-0.1604634015550988,-0.08074314218851725,-0.03316812610718251,-0.016757375218533495,-0.1654534041061479,-0.05838950535825144,0.05081937431291789,0.184391559959754,0.2950209271104782
all_c0,validation,120,6860,6860,0.05721215081812325,0.13141616724343674,0.24967637175808388,0.44088882624060005,0.5923973576141008,-0.296130478034353,-0.19524431635097728,-0.10190411754860765,-0.04381648691747892,-0.022221235445036555,-0.1951589096726066,-0.0793618083311402,0.0519142491270812,0.20350255804801265,0.33306531624638236
all_c0,robustness,10,7271,7271,0.022070421228428283,0.05207187385405221,0.10719892079696813,0.21449275362318843,0.30916837166498223,-0.08224692030269243,-0.04415011037527594,-0.020683121582721342,-0.00836949783013019,-0.004292683090262817,-0.046199084167672155,-0.0020981955518253326,0.04831351988964927,0.11787398199742816,0.19106930374658315
all_c0,robustness,20,7271,7271,0.032358379031040996,0.0768595041322313,0.15775433366709413,0.29497416627524675,0.4135524475524476,-0.10833199901198165,-0.0583524027459954,-0.027535882990742055,-0.01025641025641022,-0.0053226903136243675,-0.060038922826191055,0.0011370096645821892,0.07301827121487658,0.17146208514455252,0.26361108899098773
all_c0,robustness,40,7271,7271,0.04801477832512324,0.11377245508982026,0.2330978301732699,0.41060606060606086,0.5691645003974478,-0.14512040681380778,-0.08122659176029956,-0.036357156742046315,-0.013812154696132506,-0.006908516172442147,-0.08260140948333905,0.004773269689737347,0.10972389595094434,0.24971824182901314,0.3818184642468804
all_c0,robustness,60,7271,7271,0.06280114755915889,0.1466809421841544,0.2915093414967216,0.5182783018867925,0.7038956187147033,-0.17069008574044786,-0.09653827401267678,-0.042937039102683205,-0.016019417475728215,-0.007786141364165777,-0.0917228631061594,0.007980266976204353,0.13901607404908223,0.30856219709208377,0.4679565926542777
all_c0,robustness,80,7271,7271,0.07714249723946442,0.17402694610778457,0.3442173859931028,0.6112512336879046,0.8438843251115108,-0.18845344867698233,-0.10913859189025632,-0.04822839317804223,-0.018153727307840817,-0.00880463605543591,-0.09731775519182212,0.017610062893081757,0.15940198392879046,0.3672590946959178,0.565003717817641
all_c0,robustness,120,7271,7259,0.10723538787776654,0.2240618101545253,0.4339055482970692,0.7769790875147515,1.120618074959052,-0.21826890347089056,-0.1280510702215546,-0.05645161290322587,-0.021217942237050414,-0.009994035785288312,-0.09913345894305231,0.028885832187070193,0.1937641762027389,0.47339784104256377,0.756167115463076
regime_risk_on,all,10,15113,15113,0.02244389027431426,0.055786479982498305,0.1153570917418063,0.20325873408325354,0.27366570342205326,-0.0949008498583569,-0.05244755244755239,-0.02448453608247414,-0.010283363936834352,-0.005274168035952556,-0.058939096267190516,-0.008141493542953349,0.04686884600236296,0.12200763377177005,0.189353614485376
regime_risk_on,all,20,15113,15113,0.03157894736842115,0.07798742138364778,0.15732368896925863,0.2764184473703144,0.38168318310279803,-0.1319910514541387,-0.07428369296073567,-0.034867503486750384,-0.014399737846125046,-0.007426370167133153,-0.08366725436768707,-0.015401540154015514,0.06160397444996457,0.1652664546593429,0.24792401709834005
regime_risk_on,all,40,15113,15113,0.04310344827586232,0.10749185667752448,0.21983683984542735,0.3886210687793505,0.5276345160752955,-0.17879948914431676,-0.10580485796624128,-0.048794583883751685,-0.019264731478079195,-0.00991681369847879,-0.11801059446733364,-0.028145695364238388,0.08493975903614448,0.22607279480037148,0.3409756194413242
regime_risk_on,all,60,15113,15113,0.051250492319810936,0.12799043062200965,0.26442307692307687,0.4679726029601462,0.6486218466611704,-0.21114982578397212,-0.1313260730301088,-0.06217616580310881,-0.02503433050667535,-0.012459580803498715,-0.1435185185185185,-0.04529914529914525,0.07759245830311823,0.24760706711527908,0.38864393963785443
regime_risk_on,all,80,15113,15113,0.058776167471819685,0.14467592592592582,0.2999509081983309,0.5353119090953373,0.7333109983727383,-0.23549883990719256,-0.14893617021276595,-0.07354838709677425,-0.029217649820059605,-0.014612952913120996,-0.15724137931034476,-0.04633204633204635,0.09264526615197077,0.28698924423594036,0.4481527171593396
regime_risk_on,all,120,15113,15112,0.07524991088839028,0.1801878000370699,0.37276255301777245,0.6747470286214537,0.9536642299994044,-0.27455342654847015,-0.17759367646684054,-0.08954676227473207,-0.036197619228914346,-0.017840457535015498,-0.17588603599209013,-0.04513703613873393,0.12396882557237243,0.37359997666141537,0.6142581487255871
regime_risk_on,train,10,8303,8303,0.02547308417090699,0.06340425531914895,0.12717027431526962,0.21860127320901765,0.29417724312989746,-0.10192765278154275,-0.0575125808770669,-0.026666666666666672,-0.011190396614549592,-0.005883772014347779,-0.06351450605949316,-0.00837821663674454,0.05561821295250913,0.13673644196231508,0.20726128512234698
regime_risk_on,train,20,8303,8303,0.035401624737506965,0.08879873788595916,0.17496711978029722,0.3045894319027538,0.4092006984825363,-0.1459081335076436,-0.08297872340425538,-0.03820021225544479,-0.016026925646164168,-0.008415958119598072,-0.09283105013931736,-0.01742043551088779,0.0728262486338268,0.18881917926054403,0.27216905750376835
regime_risk_on,train,40,8303,8303,0.04848057730664068,0.1209897981332757,0.24811528043490605,0.4202716721141546,0.5576993713357344,-0.19391657308227278,-0.11864406779661008,-0.05595990426771036,-0.021278654438028118,-0.010755586470741773,-0.12731049622939766,-0.03323970037453183,0.09181524775755612,0.24389912513255566,0.3564864227015108
regime_risk_on,train,60,8303,8303,0.05685093055379198,0.13971119133574006,0.2894736270420578,0.48626417881370476,0.6643311086392285,-0.22678766223820968,-0.1473429951690821,-0.07429044085787789,-0.029633062154246617,-0.014517888740879186,-0.15583058493520913,-0.05787781350482302,0.07408999508815672,0.24486628931354346,0.3783846342180773
regime_risk_on,train,80,8303,8303,0.06444107531607679,0.15778688524590168,0.32285987638384794,0.5412424398334876,0.7267267983509346,-0.2504805208790921,-0.16457858769931655,-0.08608794516115453,-0.03507842272443318,-0.017003774965040342,-0.17070645462486062,-0.056650246305418595,0.08997907949790795,0.28325683509544597,0.4179080208712534
regime_risk_on,train,120,8303,8303,0.07814771899622586,0.19047619047619047,0.38866366859243706,0.6725202616530217,0.9033125527230826,-0.29583318569960665,-0.19572344975053457,-0.10630983076968664,-0.04381276130191841,-0.02093790744984845,-0.20080913694786018,-0.064998375040624,0.11625104995717006,0.3625370745759096,0.5622026715446955
regime_risk_on,validation,10,2151,2151,0.0170070337664614,0.043010752688172005,0.08592921633868544,0.1487414187643019,0.19109062201845717,-0.08386963699475225,-0.04768331084120547,-0.020653728449794517,-0.007923930269413626,-0.004065040650406582,-0.057133261935851054,-0.00892080069625767,0.03385005642917027,0.09201141226818832,0.1362845138055222
regime_risk_on,validation,20,2151,2151,0.023305866090665206,0.05818240102580541,0.11252425535419253,0.1865828092243187,0.24959300903020887,-0.11984215432894801,-0.07122507122507127,-0.03186038977272965,-0.012499999999999956,-0.005955928259265497,-0.08516126834401383,-0.025840707964601806,0.034347567541289536,0.09518143961927428,0.15586413053826087
regime_risk_on,validation,40,2151,2151,0.030556103191587414,0.07692307692307687,0.15303888952621314,0.2533333333333334,0.3604153937936331,-0.17100171140224169,-0.10332103321033204,-0.04925816221598567,-0.017804154302670683,-0.009589088318433636,-0.1277591521475327,-0.04612546125461259,0.0383743353006486,0.13521015067406816,0.2269244859156635
regime_risk_on,validation,60,2151,2151,0.036599584059828105,0.09043927648578798,0.18258890911333414,0.31081081081081074,0.4367611291371647,-0.21738462976064932,-0.1328600405679512,-0.06601099445725611,-0.02505788689060162,-0.012230974139167072,-0.15624346169244013,-0.05963201064065615,0.03838122223109053,0.16362975416912806,0.2721013451042881
regime_risk_on,validation,80,2151,2151,0.04089281902228348,0.10028517110266155,0.19986595174262722,0.3662691652470187,0.4989496318705863,-0.2444058380199285,-0.15182186234817807,-0.07876636220192457,-0.02993779160186627,-0.014594195896239781,-0.17288889049778994,-0.06755050505050508,0.03622548266502801,0.16448801742919383,0.2617810329007735
regime_risk_on,validation,120,2151,2151,0.04834884539274931,0.1123188405797102,0.22391940025907253,0.4078655248969236,0.5361408072384113,-0.2820828293164792,-0.18425495989869145,-0.09747672230504167,-0.042105263157894646,-0.02039436786306198,-0.20500177096143335,-0.08985507246376812,0.029646736495005377,0.15208333333333335,0.25768341848671183
regime_risk_on,robustness,10,4659,4659,0.020857916781176544,0.05052631578947375,0.10660249833920565,0.20280424812717063,0.2775914835118482,-0.08754739475890022,-0.04811443433029905,-0.023140006990938655,-0.009953224028572818,-0.005190156641103672,-0.05274516633695503,-0.007619047619047636,0.04153619524589269,0.10949851476498335,0.1812337550694292
regime_risk_on,robustness,20,4659,4659,0.030137699373202986,0.07407893011669087,0.14841429442695364,0.26355659178247365,0.37983549377895726,-0.1146190457087547,-0.06253006253006255,-0.0311607572788688,-0.013162513567816015,-0.006932168803919082,-0.06720507064857884,-0.007898894154818259,0.06054963589010087,0.15297560569678367,0.23628428635390694
regime_risk_on,robustness,40,4659,4659,0.042389267948749754,0.10273972602739745,0.2109035575819206,0.38337174739374263,0.535669830387373,-0.15519419221433073,-0.0859968214727177,-0.040386712282186155,-0.01713838419256538,-0.00876505886125241,-0.09403635394587706,-0.009329940627650468,0.09314569368271375,0.22758860703159747,0.3566333132899028
regime_risk_on,robustness,60,4659,4659,0.05149047478037716,0.12663571127057827,0.2568630955040284,0.4941688953689375,0.6891104566516367,-0.1768925993560591,-0.1028106508875739,-0.047993244627263065,-0.020256620256620284,-0.010442211625794734,-0.11225896419303155,-0.014583333333333282,0.10762205387205392,0.2864043917782321,0.46236995006247306
regime_risk_on,robustness,80,4659,4659,0.059347986633430994,0.1461148648648647,0.30610958249954523,0.6018136668080581,0.8569677756209602,-0.20124103577103103,-0.12109375,-0.05415084997524344,-0.02340176682841866,-0.01208821537918042,-0.12615811963288948,-0.014970059880239472,0.12362053458259925,0.36571478868811835,0.5915311831154783
regime_risk_on,robustness,120,4659,4658,0.09051732581144356,0.20474739144346188,0.4183009120501471,0.8142910140890728,1.1566237042224345,-0.2346521689434688,-0.1423634092494912,-0.06414487699102994,-0.026866203971467106,-0.014208595728104867,-0.11723675217703822,0.01302674586797481,0.18894445945795868,0.531423693973157,0.8114885850213914
regime_transition,all,10,7435,7435,0.02200492286171596,0.05255613951266125,0.10047788770698685,0.17740417624534152,0.25206308216175316,-0.08706690561529279,-0.04801864801864786,-0.02228318214561792,-0.009365348619560104,-0.0048753766904679535,-0.0503615208716931,-0.0041753653444677186,0.04646503361497223,0.10373442324595251,0.15496374333241777
regime_transition,all,20,7435,7435,0.03009323577536971,0.07052124397722315,0.13987847954561905,0.2466934004312661,0.32697699496764915,-0.11848725008862543,-0.06850618458610858,-0.03224837546991871,-0.013271268666829344,-0.0064583466940295,-0.0738166123894346,-0.01225490196078427,0.06105608389380279,0.14772756929088596,0.21969287942088558
regime_transition,all,40,7435,7435,0.04123170761661554,0.09736799612465674,0.19401148123008571,0.33447707389985504,0.44435021487083276,-0.1656332089686256,-0.10169491525423724,-0.04919180303700432,-0.019594446751599708,-0.01000583819849878,-0.11185241930335627,-0.028112449799196915,0.07089497735235084,0.19841562388851172,0.3064718900719602
regime_transition,all,60,7435,7435,0.052283245114072674,0.12384259259259256,0.24949098498684197,0.43325797957965495,0.5932684536082463,-0.20640620102020463,-0.12667946257197704,-0.06194150789900149,-0.024128162633963154,-0.012194513649545387,-0.13388285696830893,-0.03096903096903103,0.09297759649336412,0.2507726908135822,0.39952054794520503
regime_transition,all,80,7435,7435,0.06235246206961731,0.14866863905325456,0.2947983909246249,0.5150410292961967,0.7128474592513815,-0.23880254856457767,-0.1488577745025792,-0.07367775667962695,-0.02970732427413785,-0.014132136222468655,-0.14913472872696953,-0.03342358323219119,0.10877665782493362,0.29999999999999993,0.46459280576306605
regime_transition,all,120,7435,7424,0.0761140983169914,0.1785714285714286,0.35389970303922164,0.624841894385513,0.8764811058168605,-0.28291352591413454,-0.17880859790046316,-0.09144939719316256,-0.03685611819699246,-0.016692265266344427,-0.17816537534465848,-0.04615864626632027,0.11968967980502565,0.3369350165535497,0.5243438538591674
regime_transition,train,10,3324,3324,0.024840599113044926,0.058692738160755376,0.10520532281627037,0.172842413669361,0.2302086232811892,-0.0921206381552073,-0.050728303003885755,-0.02394219787786897,-0.010115002311604258,-0.005703735308948433,-0.04922780437355401,0.0006521245218059635,0.05239268309486911,0.11157925284930366,0.15851664517599792
regime_transition,train,20,3324,3324,0.03702958791454364,0.08355707217893771,0.1527668936339992,0.2549692097769341,0.3313104559537701,-0.11861326979727024,-0.06961601680985546,-0.03396626285190596,-0.014369788055394168,-0.007855962999669633,-0.06826864711734973,-0.001133904913973638,0.08160652053025497,0.17188031416345692,0.2444060927433057
regime_transition,train,40,3324,3324,0.05089808505242266,0.11437758383095997,0.22865349409759472,0.3721602557746266,0.48155183175685434,-0.15445743170104376,-0.09478795553553998,-0.04831803129545911,-0.021406244456970328,-0.011689156431803457,-0.08995934430246003,-0.008083151655766063,0.10506398217126,0.246494561048157,0.36552224164224867
regime_transition,train,60,3324,3324,0.06491446422451752,0.15443850725420694,0.303284700689081,0.5249237904159122,0.6779492374607718,-0.19076744065367768,-0.11774000243301269,-0.06015601182797481,-0.026219344171948017,-0.014059869099666954,-0.11684137138354092,-0.00798183340052211,0.13963039014373702,0.3395973898083698,0.5098402269453508
regime_transition,train,80,3324,3324,0.07910291029102917,0.18359711776374354,0.3590211353430991,0.6198603085329538,0.8280032192477127,-0.22346631967254532,-0.1391501324646357,-0.07193972749549651,-0.03114789068448602,-0.01574573129830205,-0.14624446733821742,-0.019072091923568013,0.156617946721113,0.3791222680822095,0.5911299912894471
regime_transition,train,120,3324,3324,0.0934231100698224,0.22351693889604296,0.4272378801374221,0.7473990683229813,1.0249825407485162,-0.28268291543825746,-0.1756124829395309,-0.09086075035963315,-0.0379135051587779,-0.01919290482226975,-0.20352521977861496,-0.05262017079355619,0.14710100101225948,0.4272475820193441,0.6393857743287276
regime_transition,validation,10,2726,2726,0.019267214849648162,0.04684546731102035,0.09068304363815272,0.15334636971208315,0.20160937910718596,-0.09040970062606979,-0.05196287604011102,-0.024900826429528483,-0.010930384049746444,-0.005526170070456193,-0.0599516270888302,-0.013403515879467254,0.03232600478712111,0.0841079822058084,0.1309491606930856
regime_transition,validation,20,2726,2726,0.025700901882942995,0.059259259259259345,0.11765103705243046,0.19659325355890234,0.2797746295155622,-0.12909442560299406,-0.07721806358831923,-0.03810332740117561,-0.01623202955984404,-0.00888252516950902,-0.08691951896392225,-0.029095730409154197,0.03149237162273655,0.10268103423245545,0.16545852893490298
regime_transition,validation,40,2726,2726,0.03172846468349094,0.07384394006967376,0.14860631509995476,0.24542545580809205,0.3375563893429282,-0.19646226923377408,-0.12408855376122929,-0.06494428547140321,-0.02800700029144154,-0.01535864663919198,-0.1431126132306295,-0.06353087282182629,0.013714040197090993,0.11340581271805583,0.1739019731705807
regime_transition,validation,60,2726,2726,0.03725947017340531,0.08799049094996769,0.1657894736842105,0.27779611899783574,0.37601711791314435,-0.24085473162147034,-0.1557832411490948,-0.08322130618263568,-0.037118489232336016,-0.018694452711829623,-0.16878759398496232,-0.07150375939849629,0.024741165833281897,0.12148367195549592,0.2069913009191946
regime_transition,validation,80,2726,2726,0.04116302407424993,0.09756715188543419,0.18288433299446516,0.3096883413559599,0.4294970732178818,-0.27742177272919216,-0.18375244052116196,-0.10101035700407188,-0.04458352764453416,-0.023809204635026365,-0.1836417268897489,-0.08444705686330772,0.016036581381395687,0.1307833760472331,0.23538508369243943
regime_transition,validation,120,2726,2726,0.04955307170231138,0.1135089798346317,0.21561203091802078,0.3765356496808827,0.5135878010878012,-0.31789800627426357,-0.22191391549123396,-0.1300817210653276,-0.05876399142653016,-0.03432298226824648,-0.20431567480568424,-0.09344845863962115,0.03199638698723106,0.1839463966777336,0.2884981665011006
regime_transition,robustness,10,1385,1385,0.02085195114685745,0.05156037991858886,0.11134020618556706,0.27220895163873193,0.3603292987839526,-0.06731517509727625,-0.036131774707757636,-0.01634472511144136,-0.006131209384810953,-0.002941989317625571,-0.03700361010830322,0.002393776181927043,0.05208660181989333,0.11890684543715296,0.1846261005935176
regime_transition,robustness,20,1385,1385,0.028053517479499357,0.06888128969223262,0.15303825956489114,0.3009255136792102,0.40193709366478897,-0.09454545454545449,-0.04966300106420729,-0.021126760563380254,-0.0073253100822792735,-0.0033300459210405917,-0.055762081784386575,-0.0027008777852802757,0.06971830985915495,0.16150100916707089,0.2365573117024699
regime_transition,robustness,40,1385,1385,0.044201768070722736,0.10876013446707544,0.23312479420480736,0.3766346899881255,0.530508750769406,-0.13728093467870406,-0.07830820770519253,-0.03052325581395343,-0.00954411588962416,-0.004146116285969108,-0.08819665978607616,0.0,0.10532994923857886,0.23525559746408808,0.3302443779154773
regime_transition,robustness,60,1385,1385,0.06651198762567678,0.15615264797507766,0.2984956452889942,0.48526449336029576,0.6294663041433675,-0.17304104477611948,-0.09610705596107072,-0.039094650205761416,-0.010014438132405988,-0.004479028447474643,-0.08700980392156854,0.015072463768116107,0.13718244803695168,0.27951878417246473,0.3934942089624993
regime_transition,robustness,80,1385,1385,0.10248447204968936,0.207436399217221,0.3692251727901057,0.5999827346555255,0.7784287356363168,-0.1819221967963387,-0.10394774211871627,-0.042134831460674094,-0.01246248249182949,-0.0053115308392773794,-0.0521669341894061,0.056224899598393385,0.17546209482989572,0.36518547817771274,0.5158107101730953
regime_transition,robustness,120,1385,1374,0.1339371730036154,0.2561567364693639,0.4547939208680427,0.7359660287674166,1.0342169498230673,-0.19446293963809783,-0.1158229788020188,-0.047941191790811494,-0.01394567286218139,-0.005543853222212092,-0.05364700191432867,0.060537910508122184,0.20179402748669029,0.418011675824176,0.658161530941712
regime_risk_off,all,10,6143,6143,0.0245319586567605,0.0528875379939211,0.0976752585542986,0.1623888679563771,0.22252175410631533,-0.08936859545708065,-0.04793028322440085,-0.020922220135541514,-0.008434074324464656,-0.004784688995215225,-0.04908327323369227,0.0,0.04707734436382127,0.10180074534771642,0.15265135356849865
regime_risk_off,all,20,6143,6143,0.03422385297291397,0.07317073170731692,0.14189641448677592,0.2396199867396467,0.34155217911453334,-0.12199169548486011,-0.06805293005671087,-0.03119338341529254,-0.01216087598073689,-0.006615348468617691,-0.06787233253708891,-0.001994017946161497,0.06767730324104759,0.1557507055722716,0.22441364909963754
regime_risk_off,all,40,6143,6143,0.04915663792286551,0.10863509749303635,0.20687239577156313,0.36290817388268926,0.49862351650026165,-0.16271022772994287,-0.09357052808516608,-0.04410001570687655,-0.017174849020368522,-0.008883693047202802,-0.08475744372671101,-0.0030007501875469744,0.10199625043704708,0.23605366813544126,0.33745955605718586
regime_risk_off,all,60,6143,6143,0.06129244721867022,0.13725490196078427,0.261303928312125,0.4455530433370885,0.5964368646721577,-0.18886058535522138,-0.11175337186897882,-0.053669769943413825,-0.02013701217996517,-0.009931473719747067,-0.09364950105992448,0.006611570247933907,0.13326876550041633,0.2838837148957856,0.4028370530671575
regime_risk_off,all,80,6143,6143,0.07228219736586894,0.16485225505443246,0.3127384621232038,0.5210678210678209,0.6948425786515136,-0.20848142736419678,-0.1227122712271227,-0.05921052631578949,-0.022367199641206988,-0.010876999940522275,-0.10293093632146472,0.012682926829268304,0.15187333752155363,0.3156115014552938,0.4516151046405823
regime_risk_off,all,120,6143,6143,0.09393067402310518,0.20627062706270638,0.3837293910200351,0.6300371458952786,0.8505706352447181,-0.24277663616728667,-0.14473684210526305,-0.07183109683109684,-0.02632112195382061,-0.013933693303980739,-0.13296876245119132,0.00287356321839094,0.1643375938550382,0.36559014600761364,0.5169192735263697
regime_risk_off,train,10,2933,2933,0.023814096408680596,0.05128205128205132,0.09263657957244642,0.1482405495401096,0.19324755989352252,-0.08800000000000008,-0.04851752021563349,-0.022095748242383695,-0.009191842148897454,-0.005257632269650524,-0.05178791615289757,-0.005494505494505475,0.039049235993208864,0.08789596347147798,0.12631748241468918
regime_risk_off,train,20,2933,2933,0.029918404351767958,0.06487761722205843,0.12365975696926368,0.2000771456123434,0.2591541549799263,-0.12420382165605093,-0.07006814607723222,-0.03422982885085568,-0.014434478395176463,-0.007445203721134951,-0.07207752877044227,-0.014326647564469996,0.04733727810650867,0.1214964002246192,0.17840596665691733
regime_risk_off,train,40,2933,2933,0.04275686024250169,0.09412248253185385,0.18396226415094352,0.31212614167883973,0.4370071935440681,-0.17133443163097195,-0.10450097847358131,-0.05371900826446274,-0.02150893683685819,-0.010920935338582488,-0.10222672064777338,-0.023809523809523725,0.079940784603997,0.2121105285513067,0.3111461094014365
regime_risk_off,train,60,2933,2933,0.05074626865671639,0.1132561132561134,0.22731660231660245,0.3973764490543017,0.5450416959244194,-0.20206185567010304,-0.12572533849129597,-0.06336405529953903,-0.02402374768089053,-0.01306368414596688,-0.12268518518518523,-0.021428571428571463,0.10563380281690149,0.26684472228948247,0.3926872060672758
regime_risk_off,train,80,2933,2933,0.06048387096774177,0.14381270903010024,0.3029827315541602,0.5204003515307679,0.6945847371643746,-0.21961932650073202,-0.13731343283582087,-0.0722673893405601,-0.029204342583574197,-0.015742181972548525,-0.12063492063492065,-0.004081632653061273,0.14784394250513344,0.32311897354815183,0.4639494888313787
regime_risk_off,train,120,2933,2933,0.08379272326350606,0.20354787355014792,0.3995664739884395,0.665579330116775,0.8962208662598782,-0.24867021276595735,-0.1527272727272727,-0.08064516129032251,-0.0335141429053157,-0.017794307951626953,-0.12948912493677278,0.012232415902140747,0.17824933687002642,0.38993815579181473,0.5446943572950876
regime_risk_off,validation,10,1983,1983,0.023460995354151692,0.052648719062092786,0.09857708881626515,0.16365083830982216,0.21754074074074048,-0.09598668541237354,-0.0515738747052189,-0.021960432665484253,-0.009184065169970125,-0.004968951792703738,-0.054781585108722386,-0.0009699321047526022,0.04613595837851381,0.10563253661828272,0.15401076627660784
regime_risk_off,validation,20,1983,1983,0.03336707152496621,0.07261146496815285,0.14260715634787713,0.2304956123107774,0.29648690068684685,-0.13339456885009776,-0.07339449541284415,-0.03345829045859161,-0.01409958945077372,-0.007867143808066449,-0.07883528078352597,-0.00556586270872006,0.06526078949459435,0.14756306922114185,0.20873400572030695
