source_board_ts_code,reference_member_n,minimum_member_pass,duplicate_group_id,retained_board_id,retained,synthetic,board_member_sha256,run_id,contract_version
BK0698.DC,6,False,d057e8d7f754de9de61788edf37a0d4db1a7f2dffec21aeecf41e50b2d68e406,,False,False,d057e8d7f754de9de61788edf37a0d4db1a7f2dffec21aeecf41e50b2d68e406,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0699.DC,3,False,085e81866e477464bc17e3c23adb84e52e854d507d84a77523a0441b96785a2a,,False,False,085e81866e477464bc17e3c23adb84e52e854d507d84a77523a0441b96785a2a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0700.DC,34,True,8f1ee62410859050a0d05af78cb52c976a55b515eecf95e4781589684e4d668a,BK0700.DC,True,False,8f1ee62410859050a0d05af78cb52c976a55b515eecf95e4781589684e4d668a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0701.DC,246,True,798c0f86eb547d5791d482da03039b1ab497f4f78ac73c76e3642acb827a1ff4,BK0701.DC,True,False,798c0f86eb547d5791d482da03039b1ab497f4f78ac73c76e3642acb827a1ff4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0703.DC,8,False,f1885fe297c696b72b9c31ec485b9786e07f7feff6f5396043fb113dd09f6129,,False,False,f1885fe297c696b72b9c31ec485b9786e07f7feff6f5396043fb113dd09f6129,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0704.DC,21,True,dcf4e656ec6f416131fddcf6179dc72ed9ec739f2663cf1adecfbdc5be44bc81,BK0704.DC,True,False,dcf4e656ec6f416131fddcf6179dc72ed9ec739f2663cf1adecfbdc5be44bc81,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0705.DC,99,True,f803984635c561b368ff55c2f0fb13ec5b95296c003fa11b091f39937fd25cd3,BK0705.DC,True,False,f803984635c561b368ff55c2f0fb13ec5b95296c003fa11b091f39937fd25cd3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0707.DC,333,True,ff263ce930a7927cccea7080db81a6bf65a3c3e357167c2a8389defe01aa6bac,BK0707.DC,True,False,ff263ce930a7927cccea7080db81a6bf65a3c3e357167c2a8389defe01aa6bac,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0708.DC,7,False,c113ed45ba432526bfc55f1fcad62e034a8727ea891e3e6d4e51c9b007119d88,,False,False,c113ed45ba432526bfc55f1fcad62e034a8727ea891e3e6d4e51c9b007119d88,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0712.DC,83,True,f7b5ebde031c848e7d639b832de29a62d553f1bb5128079b40a561d3003c595b,BK0712.DC,True,False,f7b5ebde031c848e7d639b832de29a62d553f1bb5128079b40a561d3003c595b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0713.DC,17,True,be79160a1472f28601667d496bd929e6aeaaedf89f97e9431c50fa4ff93299c8,BK0713.DC,True,False,be79160a1472f28601667d496bd929e6aeaaedf89f97e9431c50fa4ff93299c8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0714.DC,57,True,6691eb5698ea4be047a969bcbdc9c2a0ff457b22aa2e2842b4a10a7392b5c1bc,BK0714.DC,True,False,6691eb5698ea4be047a969bcbdc9c2a0ff457b22aa2e2842b4a10a7392b5c1bc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0718.DC,133,True,240597bb240216d9548d99e24c3528c3660720e808fa8c9d517654094ae4cc6b,BK0718.DC,True,False,240597bb240216d9548d99e24c3528c3660720e808fa8c9d517654094ae4cc6b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0719.DC,20,True,494efbd46e88d9b5b43cfc0fb91ede35cad7ad60a4a0ad4780e65518971429b8,BK0719.DC,True,False,494efbd46e88d9b5b43cfc0fb91ede35cad7ad60a4a0ad4780e65518971429b8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0721.DC,19,True,e9a9bbe788936561c7c42cde8c05680f6b2fab4749ccc099a41a07bab1057a1e,BK0721.DC,True,False,e9a9bbe788936561c7c42cde8c05680f6b2fab4749ccc099a41a07bab1057a1e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0722.DC,36,True,520f8166c51452b2c3937234032d74a4f51ad83e94786eaf3c9841e8cfa71d9e,BK0722.DC,True,False,520f8166c51452b2c3937234032d74a4f51ad83e94786eaf3c9841e8cfa71d9e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0723.DC,35,True,69ad7c16d2a9d99ddab3495721f0fa9ef0dbac5c0ed9b2df167075d7cea4237a,BK0723.DC,True,False,69ad7c16d2a9d99ddab3495721f0fa9ef0dbac5c0ed9b2df167075d7cea4237a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0724.DC,3,False,48a617948c6ab93c592e9d9d8a918ee6fa2dbc583b421b1e11d856d84a78d0a3,,False,False,48a617948c6ab93c592e9d9d8a918ee6fa2dbc583b421b1e11d856d84a78d0a3,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0742.DC,137,True,5af1adb633068f34ea11deb5928efd9934a495c2ba8b61d9ce1b50e9a1baacb6,BK0742.DC,True,False,5af1adb633068f34ea11deb5928efd9934a495c2ba8b61d9ce1b50e9a1baacb6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0800.DC,77,True,9ef7967af2f1a208a854117412245afc27b6bf4d63305622376780c4a15cf4e7,BK0800.DC,True,False,9ef7967af2f1a208a854117412245afc27b6bf4d63305622376780c4a15cf4e7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0802.DC,42,True,639ee2bc4a437d286612b0fadd9ca4873cfbcc248dcce77215aac08a570cf003,BK0802.DC,True,False,639ee2bc4a437d286612b0fadd9ca4873cfbcc248dcce77215aac08a570cf003,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0803.DC,1,False,e4aab5f527947e6fd99093bd2fcd53de1953918d46a9c099406efd260260849b,,False,False,e4aab5f527947e6fd99093bd2fcd53de1953918d46a9c099406efd260260849b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0804.DC,323,True,878f6c8620c161cc21391549b9a2e1c1f2174394d934cbc1c69f79d7800adf5b,BK0804.DC,True,False,878f6c8620c161cc21391549b9a2e1c1f2174394d934cbc1c69f79d7800adf5b,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0805.DC,1,False,4b3597e1c0a1807017fbe3f0ca7bb303bd6414c3dd88aee3c00cd1a2fbfcb5fc,,False,False,4b3597e1c0a1807017fbe3f0ca7bb303bd6414c3dd88aee3c00cd1a2fbfcb5fc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0808.DC,22,True,91febd11ca8898de4cdaf2da0bedb5ab64bbb5f93fce7881652e0f4589481687,BK0808.DC,True,False,91febd11ca8898de4cdaf2da0bedb5ab64bbb5f93fce7881652e0f4589481687,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0810.DC,23,True,8ac8275937ce528d9e70474d2e70fd9e32f464393363011a88eb3f52c2263fc9,BK0810.DC,True,False,8ac8275937ce528d9e70474d2e70fd9e32f464393363011a88eb3f52c2263fc9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0811.DC,21,True,1c1b76a4e8a0460a981e2f4687035b044df4ac808a8f1f8d898807fd7008bc8f,BK0811.DC,True,False,1c1b76a4e8a0460a981e2f4687035b044df4ac808a8f1f8d898807fd7008bc8f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0812.DC,17,True,356e7afa629a53557e3172300c9679007d2525ea4ad1014bf65191fb9e3552b8,BK0812.DC,True,False,356e7afa629a53557e3172300c9679007d2525ea4ad1014bf65191fb9e3552b8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0813.DC,21,True,74c59c410ed01ee5e6b6ee0d2e182988a7a048e4a8786531e1ae4016f482a293,BK0813.DC,True,False,74c59c410ed01ee5e6b6ee0d2e182988a7a048e4a8786531e1ae4016f482a293,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0815.DC,1,False,9fce57acfe9647a347a94f8c0329efc5eb7a9abc9c62e2afccee1bf06c944c0d,,False,False,9fce57acfe9647a347a94f8c0329efc5eb7a9abc9c62e2afccee1bf06c944c0d,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0818.DC,7,False,4f36d589654fb9538df83d7dda78c1542afa1cdf5be311f51878f20d9a497de5,,False,False,4f36d589654fb9538df83d7dda78c1542afa1cdf5be311f51878f20d9a497de5,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0821.DC,430,True,5827c9ce8595fd6de78e79630e2e148a8ca6f389afe7cb5673f62b0e3914c866,BK0821.DC,True,False,5827c9ce8595fd6de78e79630e2e148a8ca6f389afe7cb5673f62b0e3914c866,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0822.DC,5,False,a04dc16e3cf852f689c5c95f1204c64f29c03bc631cf6865478262a8796ef0bc,,False,False,a04dc16e3cf852f689c5c95f1204c64f29c03bc631cf6865478262a8796ef0bc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0823.DC,35,True,aa17542ebfe70937059c79f7c5ffb271f34cf26be78b7bdc35c3f185fce67b3f,BK0823.DC,True,False,aa17542ebfe70937059c79f7c5ffb271f34cf26be78b7bdc35c3f185fce67b3f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0825.DC,12,True,e4630cdb9ef10d2d3c5e3b70d19d162ea9c2c122509094e4177bbcaf4a26f131,BK0825.DC,True,False,e4630cdb9ef10d2d3c5e3b70d19d162ea9c2c122509094e4177bbcaf4a26f131,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0830.DC,49,True,44f51fcaa5421fa963ae39a15351d1a5c85f0176eaa6c17a51bdfc1593143eca,BK0830.DC,True,False,44f51fcaa5421fa963ae39a15351d1a5c85f0176eaa6c17a51bdfc1593143eca,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0832.DC,27,True,f43938dc8430ad55d03a2baddd8a81fa371b68c648ff34bd107c9d6ad2c47114,BK0832.DC,True,False,f43938dc8430ad55d03a2baddd8a81fa371b68c648ff34bd107c9d6ad2c47114,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0833.DC,24,True,74d6302a813a5e3a4ec28d927e2bb3599e3ea77dfffeaeb8a0bbfabbf527afd9,BK0833.DC,True,False,74d6302a813a5e3a4ec28d927e2bb3599e3ea77dfffeaeb8a0bbfabbf527afd9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0834.DC,10,True,0501abab491af6fb8f9008218768a5ecdcd2058e75a2621ee1f3277d91bd126c,BK0834.DC,True,False,0501abab491af6fb8f9008218768a5ecdcd2058e75a2621ee1f3277d91bd126c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0835.DC,31,True,deb9599a034debcd23943f8db1003231277af8b15c4c6ac0857e6cb64a775fbd,BK0835.DC,True,False,deb9599a034debcd23943f8db1003231277af8b15c4c6ac0857e6cb64a775fbd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0837.DC,16,True,62c73c201e22c77981fc424fe572fbf9a2469fac2226b6694837d67f88d70c70,BK0837.DC,True,False,62c73c201e22c77981fc424fe572fbf9a2469fac2226b6694837d67f88d70c70,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0838.DC,5,False,2380d5d8181f6a11dd0290a728f60b0f03de3dd9863853740550d0060ed3ee07,,False,False,2380d5d8181f6a11dd0290a728f60b0f03de3dd9863853740550d0060ed3ee07,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0839.DC,4,False,1995c864e2715274f2ec98d427c77a747facbe823bfd786613763b7f4235b2ab,,False,False,1995c864e2715274f2ec98d427c77a747facbe823bfd786613763b7f4235b2ab,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0840.DC,8,False,fce2916d0dd6ad74ce1d619dd788697bb282573846761adb4c402d0914e3f486,,False,False,fce2916d0dd6ad74ce1d619dd788697bb282573846761adb4c402d0914e3f486,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0841.DC,5,False,d411de625997b73e8dc431caf0e39ac8aa8e486a36972a50c44ac9945aa6390f,,False,False,d411de625997b73e8dc431caf0e39ac8aa8e486a36972a50c44ac9945aa6390f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0843.DC,12,True,9d64faf2860dedbf7ede4b291af0fe1b95d76b36ec7fbc228d90c6f621ff234e,BK0843.DC,True,False,9d64faf2860dedbf7ede4b291af0fe1b95d76b36ec7fbc228d90c6f621ff234e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0845.DC,26,True,d581e9c1fdf9106abae8c0c6b47cecc2cbab9a04a3ae49a56c91ebcb458cfeb9,BK0845.DC,True,False,d581e9c1fdf9106abae8c0c6b47cecc2cbab9a04a3ae49a56c91ebcb458cfeb9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0847.DC,5,False,a637081bb13a4a7bc6646e694daada75ac3f1a7caca3ae6c584f1a996f089ead,,False,False,a637081bb13a4a7bc6646e694daada75ac3f1a7caca3ae6c584f1a996f089ead,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0849.DC,1,False,4febf2b0ebc9862f0b841381f2b5346e4298875616f1cfe09c23d18b2c8396e8,,False,False,4febf2b0ebc9862f0b841381f2b5346e4298875616f1cfe09c23d18b2c8396e8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0850.DC,1,False,988942e464375bd9e5484842fcc948666e5c95e9d6defca32f689018850d3f86,,False,False,988942e464375bd9e5484842fcc948666e5c95e9d6defca32f689018850d3f86,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0852.DC,13,True,6843d93762229d0866b01c1a2cef59bcc585f1311c30b09c2a7233fb6a38174f,BK0852.DC,True,False,6843d93762229d0866b01c1a2cef59bcc585f1311c30b09c2a7233fb6a38174f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0854.DC,121,True,0c8d013358b24fdb4729dda53163990497df234b7b0f3b06e48215e75ee630e6,BK0854.DC,True,False,0c8d013358b24fdb4729dda53163990497df234b7b0f3b06e48215e75ee630e6,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0856.DC,3,False,f0e8d6a48fee1d47d7fcca7f0f7c6b3d3dc84db7743a81609bdf81bfb2b7e44a,,False,False,f0e8d6a48fee1d47d7fcca7f0f7c6b3d3dc84db7743a81609bdf81bfb2b7e44a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0859.DC,20,True,b95d6cc066f39355c330d5d1def62e55cf34bc0f27953f0e2392f86bc10d2e12,BK0859.DC,True,False,b95d6cc066f39355c330d5d1def62e55cf34bc0f27953f0e2392f86bc10d2e12,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0860.DC,20,True,0624aba4208cc182eddb03d07115beda19ef2cb680d2bf9dbc7feece461d02e4,BK0860.DC,True,False,0624aba4208cc182eddb03d07115beda19ef2cb680d2bf9dbc7feece461d02e4,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0861.DC,6,False,76f9283d1b8ddd0ab7ad29230a4be3cbcfa42e20fbe1dd028386bf677b478b94,,False,False,76f9283d1b8ddd0ab7ad29230a4be3cbcfa42e20fbe1dd028386bf677b478b94,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0862.DC,3,False,f2b5d2bd48700b3efe4d54a6cd77245f6a32d98ae0043eff605b1be3b2fb1fd1,,False,False,f2b5d2bd48700b3efe4d54a6cd77245f6a32d98ae0043eff605b1be3b2fb1fd1,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0864.DC,39,True,b2ece3a720b591f4d922e9c505d5ee48b155e497f518fe483526a2dfb7cf2136,BK0864.DC,True,False,b2ece3a720b591f4d922e9c505d5ee48b155e497f518fe483526a2dfb7cf2136,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0866.DC,1,False,f67c2b5c031fa8c41bdd89d0b44f7b6425e694ad2754b5540e05f38be2f578ef,,False,False,f67c2b5c031fa8c41bdd89d0b44f7b6425e694ad2754b5540e05f38be2f578ef,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0867.DC,529,True,18ac1bf5c3f0fd303f446232581891a2a41450f249d56929ee970a1cc4f99a76,BK0867.DC,True,False,18ac1bf5c3f0fd303f446232581891a2a41450f249d56929ee970a1cc4f99a76,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0870.DC,16,True,d80d77388b4146a12f98433110fde7bcc24fffde9eb5ef2131147f80518567b9,BK0870.DC,True,False,d80d77388b4146a12f98433110fde7bcc24fffde9eb5ef2131147f80518567b9,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0872.DC,4,False,3d5c6f3c8e9d5ec2b048d615fbca5f3a6133a30521a5cfc1aad0d6c9996d286c,,False,False,3d5c6f3c8e9d5ec2b048d615fbca5f3a6133a30521a5cfc1aad0d6c9996d286c,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0873.DC,5,False,7802263b024a5052b88018fa72d555fde2f8bbda2920978a355393308931b4fc,,False,False,7802263b024a5052b88018fa72d555fde2f8bbda2920978a355393308931b4fc,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0875.DC,2,False,d54ca1673e6bc6d33c520430e215e2273b2a0bbd1d906c528f3fcd2572d528bb,,False,False,d54ca1673e6bc6d33c520430e215e2273b2a0bbd1d906c528f3fcd2572d528bb,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0877.DC,5,False,726c544196aadb748566237344ef18d442b575f950cf89c3a2dbdd70b00cc6bd,,False,False,726c544196aadb748566237344ef18d442b575f950cf89c3a2dbdd70b00cc6bd,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0879.DC,417,True,290258af8a4ff8acab972d8bbd04bf36024fadb0d3850186eed7e20c2f633ae7,BK0879.DC,True,False,290258af8a4ff8acab972d8bbd04bf36024fadb0d3850186eed7e20c2f633ae7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0882.DC,8,False,6fd0befef7755f59aef7e87822be813fdca93fa090804936771e834d8d42d310,,False,False,6fd0befef7755f59aef7e87822be813fdca93fa090804936771e834d8d42d310,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0883.DC,7,False,5a6b9791ee82c2a40e3d2bd33af2e070cb300f8bf41fbf85d82f4c73c03f2b65,,False,False,5a6b9791ee82c2a40e3d2bd33af2e070cb300f8bf41fbf85d82f4c73c03f2b65,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0886.DC,2,False,85da43c747946f145f0aa342420852d08e32113a3ac36481f37ccb19c9eb4d21,,False,False,85da43c747946f145f0aa342420852d08e32113a3ac36481f37ccb19c9eb4d21,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0887.DC,4,False,7d96b852728c7919fe0593622457bbd214a3035d6999d7660db20967286fea10,,False,False,7d96b852728c7919fe0593622457bbd214a3035d6999d7660db20967286fea10,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0888.DC,3,False,783f79de1ec35a51d42d0c07d7d7b83242d649d990d551f7ca7f167222ff17e5,,False,False,783f79de1ec35a51d42d0c07d7d7b83242d649d990d551f7ca7f167222ff17e5,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0889.DC,9,False,e76f561946359322e8b63e162e427bae758c816ec41d8c4318092f40df54fb57,,False,False,e76f561946359322e8b63e162e427bae758c816ec41d8c4318092f40df54fb57,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0891.DC,65,True,0d9a6d9f496b90e9aecc58494d18f29115ae754759ac4572fa6418990fc31963,BK0891.DC,True,False,0d9a6d9f496b90e9aecc58494d18f29115ae754759ac4572fa6418990fc31963,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0892.DC,2,False,e04eeeafff4b43da5fabaa74316289bb6f12d041ba065ff9860e0da72a28ef93,,False,False,e04eeeafff4b43da5fabaa74316289bb6f12d041ba065ff9860e0da72a28ef93,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0893.DC,15,True,c661bcafb93df21700738f5731bfb4e5f0b78bf057b300f1071ba5dedb6949df,BK0893.DC,True,False,c661bcafb93df21700738f5731bfb4e5f0b78bf057b300f1071ba5dedb6949df,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0894.DC,2,False,e97cbe6b958b6cab79956cde4c33227df13da20152d9720e1c2ad4992da61033,,False,False,e97cbe6b958b6cab79956cde4c33227df13da20152d9720e1c2ad4992da61033,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0895.DC,6,False,0324c14389325f97e37a2569258e91a764a38f6fba7a904c72efbdb1526c6578,,False,False,0324c14389325f97e37a2569258e91a764a38f6fba7a904c72efbdb1526c6578,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0896.DC,12,True,784125eff2a93436814976e159e721ef0ad4fdad5c222202d9d828648ffe2f2f,BK0896.DC,True,False,784125eff2a93436814976e159e721ef0ad4fdad5c222202d9d828648ffe2f2f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0899.DC,5,False,1f0d3e4d43e7a9c9ef66439cb56eced5c36656819f8b01f7c87118c8b4ccd571,,False,False,1f0d3e4d43e7a9c9ef66439cb56eced5c36656819f8b01f7c87118c8b4ccd571,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0900.DC,84,True,405d5bba0597d968afb1bca233d3d0a01845274379d88d9aa82b5cd7e1225612,BK0900.DC,True,False,405d5bba0597d968afb1bca233d3d0a01845274379d88d9aa82b5cd7e1225612,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0902.DC,1,False,63dcd010b1253a61d7fedfc2ec8117f2d29c13397c50464df4a5d434863dd61a,,False,False,63dcd010b1253a61d7fedfc2ec8117f2d29c13397c50464df4a5d434863dd61a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0905.DC,7,False,637e994e730037c8ce04bc37df9070da35baf5fa850f67c5f31e3785b1ef686f,,False,False,637e994e730037c8ce04bc37df9070da35baf5fa850f67c5f31e3785b1ef686f,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0906.DC,16,True,52e3a5d2cb63da829c06e1602a74cffcbe1623b2840559eded4e6682449a3ac8,BK0906.DC,True,False,52e3a5d2cb63da829c06e1602a74cffcbe1623b2840559eded4e6682449a3ac8,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0909.DC,5,False,451cc0930262045a03b8c7990d1e33c9352091d1d9ae37d21c546def188ce975,,False,False,451cc0930262045a03b8c7990d1e33c9352091d1d9ae37d21c546def188ce975,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0911.DC,23,True,f26e7bae0a1f905a241b362d86d5fc899cb682d5d8bf8efd69d5c85f9d2e970a,BK0911.DC,True,False,f26e7bae0a1f905a241b362d86d5fc899cb682d5d8bf8efd69d5c85f9d2e970a,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0913.DC,5,False,c0493e823429467784c185932dc4f684447130856daa655929ce511682e3a07e,,False,False,c0493e823429467784c185932dc4f684447130856daa655929ce511682e3a07e,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
BK0917.DC,62,True,a4dea83fcb64a6c07b8dcf9fb80592421617f3d314d25641bd424fb2c80bfcb7,BK0917.DC,True,False,a4dea83fcb64a6c07b8dcf9fb80592421617f3d314d25641bd424fb2c80bfcb7,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
