proxy_id,snapshot_trade_date,source_path,source_sha256,raw_member_row_n,normalized_member_row_n,invalid_instrument_row_n,reference_universe_instrument_n,reference_overlap_instrument_n,retained_board_n,duplicate_board_n,no_board_instrument_n,board_reference_universe_dependency,historical_PIT_industry_claim_allowed,board_membership_currentness_claim,board_formula_gate,blocking_reason,run_id,contract_version
ep19_dc_2025_static_board_proxy,2025-01-02,topics/02_AFML_BIG_WINNER/experiments/pending/19_entry_universe_pit_tradability_preflight/outputs/tushare_dc_yearly_board_snapshot/by_year/2025/dc_member_2025_20250102.csv,e7da98e4f1e38d2f547e3c2e8a99a02aca82345e0201766a4d63e51bd43f0905,43468,9089,0,674,674,148,1,1,retrospective_full_sample_universe_dependency,False,False,True,,20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6
