membership_date,board_bucket,eligible_count,board_quota,kept_count,quota_fill_rate,quota_shortfall_count,quota_shortfall_reason,rank_cutoff_market_cap_cny
2019-05-30,chinext,315,100,100,1.0,0,,4828665172.62
2019-05-30,main_board,1890,400,400,1.0,0,,13623178098.06
2019-05-31,chinext,318,100,100,1.0,0,,4924558320.0
2019-05-31,main_board,1889,400,400,1.0,0,,13628532685.019999
2019-06-03,chinext,318,100,100,1.0,0,,4888000000.0
2019-06-03,main_board,1886,400,400,1.0,0,,13558022907.640001
2019-06-04,chinext,318,100,100,1.0,0,,4757340720.0
2019-06-04,main_board,1887,400,400,1.0,0,,13258810592.880001
2019-06-05,chinext,318,100,100,1.0,0,,4803325560.0
2019-06-05,main_board,1888,400,400,1.0,0,,13258810592.880001
2019-06-06,chinext,320,100,100,1.0,0,,4657010160.0
2019-06-06,main_board,1889,400,400,1.0,0,,12852952000.0
2019-06-10,chinext,320,100,100,1.0,0,,4553848650.0
2019-06-10,main_board,1887,400,400,1.0,0,,13145385132.04
2019-06-11,chinext,320,100,100,1.0,0,,4797600000.0
2019-06-11,main_board,1888,400,400,1.0,0,,13634103436.800001
2019-06-12,chinext,319,100,100,1.0,0,,4720216407.900001
2019-06-12,main_board,1889,400,400,1.0,0,,13557700749.6
2019-06-13,chinext,319,100,100,1.0,0,,4807800000.0
2019-06-13,main_board,1891,400,400,1.0,0,,13666516000.0
2019-06-14,chinext,320,100,100,1.0,0,,4861920070.150001
2019-06-14,main_board,1894,400,400,1.0,0,,13329634678.88
2019-06-17,chinext,321,100,100,1.0,0,,4836818340.0
2019-06-17,main_board,1894,400,400,1.0,0,,13288672778.9
2019-06-18,chinext,321,100,100,1.0,0,,4820729814.900001
2019-06-18,main_board,1893,400,400,1.0,0,,13390038584.16
2019-06-19,chinext,324,100,100,1.0,0,,5004000000.0
2019-06-19,main_board,1895,400,400,1.0,0,,13479165139.25
2019-06-20,chinext,324,100,100,1.0,0,,5014094305.91
2019-06-20,main_board,1897,400,400,1.0,0,,13731451202.560001
2019-06-21,chinext,325,100,100,1.0,0,,5250036616.95
2019-06-21,main_board,1899,400,400,1.0,0,,13919518797.8
2019-06-24,chinext,326,100,100,1.0,0,,5346000000.0
2019-06-24,main_board,1898,400,400,1.0,0,,13882770256.460001
2019-06-25,chinext,328,100,100,1.0,0,,5158800000.0
2019-06-25,main_board,1898,400,400,1.0,0,,13886839120.5
2019-06-26,chinext,331,100,100,1.0,0,,5306472542.15
2019-06-26,main_board,1897,400,400,1.0,0,,13929660465.0
2019-06-27,chinext,332,100,100,1.0,0,,5305288699.71
2019-06-27,main_board,1899,400,400,1.0,0,,14126112000.0
2019-06-28,chinext,332,100,100,1.0,0,,5116858560.0
2019-06-28,main_board,1902,400,400,1.0,0,,13997599281.7
2019-07-01,chinext,348,100,100,1.0,0,,5586874474.5
2019-07-01,main_board,1924,400,400,1.0,0,,14442414000.0
2019-07-02,chinext,348,100,100,1.0,0,,5553606672.0
2019-07-02,main_board,1924,400,400,1.0,0,,14318859140.21
2019-07-03,chinext,348,100,100,1.0,0,,5428973627.639999
2019-07-03,main_board,1924,400,400,1.0,0,,14309750000.0
2019-07-04,chinext,348,100,100,1.0,0,,5502000000.0
2019-07-04,main_board,1922,400,400,1.0,0,,14172301000.0
2019-07-05,chinext,349,100,100,1.0,0,,5488954649.82
2019-07-05,main_board,1925,400,400,1.0,0,,14335312205.2
2019-07-08,chinext,349,100,100,1.0,0,,5306035671.04
2019-07-08,main_board,1923,400,400,1.0,0,,13806436609.28
2019-07-09,chinext,350,100,100,1.0,0,,5293280777.6
2019-07-09,main_board,1925,400,400,1.0,0,,13968191490.119999
2019-07-10,chinext,350,100,100,1.0,0,,5220927360.0
2019-07-10,main_board,1926,400,400,1.0,0,,13664082897.119999
2019-07-11,chinext,350,100,100,1.0,0,,5249953871.11
2019-07-11,main_board,1927,400,400,1.0,0,,13658421666.300001
2019-07-12,chinext,352,100,100,1.0,0,,5427924480.0
2019-07-12,main_board,1928,400,400,1.0,0,,13852022553.199999
2019-07-15,chinext,352,100,100,1.0,0,,5477677544.3
2019-07-15,main_board,1927,400,400,1.0,0,,13932841033.650002
2019-07-16,chinext,352,100,100,1.0,0,,5511451422.72
2019-07-16,main_board,1928,400,400,1.0,0,,14045389094.24
2019-07-17,chinext,353,100,100,1.0,0,,5521744104.12
2019-07-17,main_board,1929,400,400,1.0,0,,14034476709.9
2019-07-18,chinext,353,100,100,1.0,0,,5443049413.8
2019-07-18,main_board,1930,400,400,1.0,0,,13822886899.279999
2019-07-19,chinext,353,100,100,1.0,0,,5385357136.25
2019-07-19,main_board,1931,400,400,1.0,0,,13839083280.0
2019-07-22,chinext,353,100,100,1.0,0,,5213025707.89
2019-07-22,main_board,1933,400,400,1.0,0,,13706743383.18
2019-07-23,chinext,354,100,100,1.0,0,,5241109500.0
2019-07-23,main_board,1933,400,400,1.0,0,,13781501010.36
2019-07-24,chinext,354,100,100,1.0,0,,5358573000.0
2019-07-24,main_board,1931,400,400,1.0,0,,13952000000.000002
2019-07-25,chinext,353,100,100,1.0,0,,5346612170.099999
2019-07-25,main_board,1934,400,400,1.0,0,,13993200000.0
2019-07-26,chinext,354,100,100,1.0,0,,5347386000.0
2019-07-26,main_board,1934,400,400,1.0,0,,13883728273.140001
2019-07-29,chinext,354,100,100,1.0,0,,5347386000.0
2019-07-29,main_board,1935,400,400,1.0,0,,13905388070.0
2019-07-30,chinext,356,100,100,1.0,0,,5397166816.32
2019-07-30,main_board,1936,400,400,1.0,0,,14080000000.000002
2019-07-31,chinext,356,100,100,1.0,0,,5319418500.0
2019-07-31,main_board,1938,400,400,1.0,0,,14009021399.5
2019-08-01,chinext,356,100,100,1.0,0,,5285388240.0
2019-08-01,main_board,1938,400,400,1.0,0,,13947044566.04
2019-08-02,chinext,356,100,100,1.0,0,,5279102142.3
2019-08-02,main_board,1938,400,400,1.0,0,,13732445734.0
2019-08-05,chinext,356,100,100,1.0,0,,5269125037.2
2019-08-05,main_board,1939,400,400,1.0,0,,13608179397.119999
2019-08-06,chinext,356,100,100,1.0,0,,5034848000.0
2019-08-06,main_board,1942,400,400,1.0,0,,13202098565.48
2019-08-07,chinext,355,100,100,1.0,0,,4996423286.4
2019-08-07,main_board,1943,400,400,1.0,0,,13150080000.0
2019-08-08,chinext,356,100,100,1.0,0,,5009105589.92
2019-08-08,main_board,1941,400,400,1.0,0,,13202098565.48
2019-08-09,chinext,356,100,100,1.0,0,,4954245120.0
2019-08-09,main_board,1943,400,400,1.0,0,,13128399981.199999
2019-08-12,chinext,356,100,100,1.0,0,,5048857440.0
2019-08-12,main_board,1943,400,400,1.0,0,,13437983709.0
2019-08-13,chinext,356,100,100,1.0,0,,4951694637.6
2019-08-13,main_board,1943,400,400,1.0,0,,13271907412.259998
2019-08-14,chinext,356,100,100,1.0,0,,5008689128.22
2019-08-14,main_board,1942,400,400,1.0,0,,13227500000.0
2019-08-15,chinext,356,100,100,1.0,0,,5070054306.24
2019-08-15,main_board,1944,400,400,1.0,0,,13410427283.68
2019-08-16,chinext,356,100,100,1.0,0,,5052163804.16
2019-08-16,main_board,1944,400,400,1.0,0,,13467845895.019999
2019-08-19,chinext,356,100,100,1.0,0,,5253102137.28
2019-08-19,main_board,1943,400,400,1.0,0,,13900797280.5
2019-08-20,chinext,357,100,100,1.0,0,,5294400000.0
2019-08-20,main_board,1943,400,400,1.0,0,,13845230000.0
2019-08-21,chinext,357,100,100,1.0,0,,5328853171.36
2019-08-21,main_board,1944,400,400,1.0,0,,13941016441.249998
2019-08-22,chinext,357,100,100,1.0,0,,5424000000.0
2019-08-22,main_board,1945,400,400,1.0,0,,13887171732.28
2019-08-23,chinext,357,100,100,1.0,0,,5338395688.5
2019-08-23,main_board,1946,400,400,1.0,0,,13941016441.249998
2019-08-26,chinext,357,100,100,1.0,0,,5333576554.5
2019-08-26,main_board,1948,400,400,1.0,0,,13740470457.4
2019-08-27,chinext,357,100,100,1.0,0,,5467968030.8
2019-08-27,main_board,1948,400,400,1.0,0,,14027007324.96
2019-08-28,chinext,358,100,100,1.0,0,,5409187641.28
2019-08-28,main_board,1950,400,400,1.0,0,,14005365243.380001
2019-08-29,chinext,358,100,100,1.0,0,,5436474626.05
2019-08-29,main_board,1950,400,400,1.0,0,,13977667979.25
2019-08-30,chinext,358,100,100,1.0,0,,5331025066.12
2019-08-30,main_board,1951,400,400,1.0,0,,13873011483.0
2019-09-02,chinext,359,100,100,1.0,0,,5628000000.0
2019-09-02,main_board,1952,400,400,1.0,0,,14178223500.0
2019-09-03,chinext,359,100,100,1.0,0,,5700000000.0
2019-09-03,main_board,1952,400,400,1.0,0,,14093474956.52
2019-09-04,chinext,359,100,100,1.0,0,,5653200000.0
2019-09-04,main_board,1951,400,400,1.0,0,,14218312867.08
2019-09-05,chinext,359,100,100,1.0,0,,5700000000.0
2019-09-05,main_board,1953,400,400,1.0,0,,14307576000.0
2019-09-06,chinext,359,100,100,1.0,0,,5893200000.0
2019-09-06,main_board,1954,400,400,1.0,0,,14402580977.16
2019-09-09,chinext,359,100,100,1.0,0,,5951738120.51
2019-09-09,main_board,1957,400,400,1.0,0,,14635767921.800001
2019-09-10,chinext,359,100,100,1.0,0,,6001177363.52
2019-09-10,main_board,1957,400,400,1.0,0,,14675954512.5
2019-09-11,chinext,359,100,100,1.0,0,,5919653278.89
2019-09-11,main_board,1955,400,400,1.0,0,,14607587525.1
2019-09-12,chinext,360,100,100,1.0,0,,6068528155.82
2019-09-12,main_board,1955,400,400,1.0,0,,14608917000.0
2019-09-16,chinext,360,100,100,1.0,0,,6150879836.64
2019-09-16,main_board,1956,400,400,1.0,0,,14668271410.0
2019-09-17,chinext,360,100,100,1.0,0,,6015907803.75
2019-09-17,main_board,1956,400,400,1.0,0,,14487710712.800001
2019-09-18,chinext,360,100,100,1.0,0,,6036000000.0
2019-09-18,main_board,1955,400,400,1.0,0,,14349046190.75
2019-09-19,chinext,360,100,100,1.0,0,,6050064074.21
2019-09-19,main_board,1957,400,400,1.0,0,,14439609000.0
2019-09-20,chinext,361,100,100,1.0,0,,5976799999.999999
2019-09-20,main_board,1959,400,400,1.0,0,,14417051149.0
2019-09-23,chinext,361,100,100,1.0,0,,5952946560.0
2019-09-23,main_board,1958,400,400,1.0,0,,14240233043.439999
2019-09-24,chinext,361,100,100,1.0,0,,6013731298.68
2019-09-24,main_board,1958,400,400,1.0,0,,14217966039.43
2019-09-25,chinext,361,100,100,1.0,0,,5907475926.0
2019-09-25,main_board,1958,400,400,1.0,0,,14163615290.880001
2019-09-26,chinext,361,100,100,1.0,0,,5571107190.0
2019-09-26,main_board,1956,400,400,1.0,0,,13871221500.84
2019-09-27,chinext,361,100,100,1.0,0,,5602641759.0
2019-09-27,main_board,1959,400,400,1.0,0,,13923480000.0
2019-09-30,chinext,362,100,100,1.0,0,,5492270767.5
2019-09-30,main_board,1966,400,400,1.0,0,,13937961743.34
2019-10-08,chinext,362,100,100,1.0,0,,5539224483.0
2019-10-08,main_board,1964,400,400,1.0,0,,13969840009.14
2019-10-09,chinext,362,100,100,1.0,0,,5628934531.0
2019-10-09,main_board,1965,400,400,1.0,0,,14137652658.48
2019-10-10,chinext,362,100,100,1.0,0,,5841564398.56
2019-10-10,main_board,1966,400,400,1.0,0,,14370232924.72
2019-10-11,chinext,362,100,100,1.0,0,,5827211660.48
2019-10-11,main_board,1966,400,400,1.0,0,,14435109822.800001
2019-10-14,chinext,363,100,100,1.0,0,,5991770948.31
2019-10-14,main_board,1966,400,400,1.0,0,,14591745106.199999
2019-10-15,chinext,365,100,100,1.0,0,,5806928531.700001
2019-10-15,main_board,1969,400,400,1.0,0,,14556510836.699999
2019-10-16,chinext,365,100,100,1.0,0,,5772200000.0
2019-10-16,main_board,1969,400,400,1.0,0,,14438839364.119999
2019-10-17,chinext,365,100,100,1.0,0,,5756722663.86
2019-10-17,main_board,1969,400,400,1.0,0,,14343960755.34
2019-10-18,chinext,365,100,100,1.0,0,,5609820809.599999
2019-10-18,main_board,1971,400,400,1.0,0,,14189815997.2
2019-10-21,chinext,364,100,100,1.0,0,,5538239321.6
2019-10-21,main_board,1971,400,400,1.0,0,,14106246000.0
2019-10-22,chinext,365,100,100,1.0,0,,5622691800.0
2019-10-22,main_board,1971,400,400,1.0,0,,14235538426.54
2019-10-23,chinext,365,100,100,1.0,0,,5600451599.22
2019-10-23,main_board,1973,400,400,1.0,0,,14193219549.32
2019-10-24,chinext,366,100,100,1.0,0,,5648741933.94
2019-10-24,main_board,1974,400,400,1.0,0,,14105130000.0
2019-10-25,chinext,365,100,100,1.0,0,,5601500364.6
2019-10-25,main_board,1974,400,400,1.0,0,,14228969657.76
2019-10-28,chinext,366,100,100,1.0,0,,5809548635.8
2019-10-28,main_board,1974,400,400,1.0,0,,14488141166.07
2019-10-29,chinext,366,100,100,1.0,0,,5662239525.18
2019-10-29,main_board,1976,400,400,1.0,0,,14303987103.58
2019-10-30,chinext,366,100,100,1.0,0,,5595680636.570001
2019-10-30,main_board,1975,400,400,1.0,0,,14026093199.999998
2019-10-31,chinext,366,100,100,1.0,0,,5491800000.0
2019-10-31,main_board,1977,400,400,1.0,0,,13858901760.0
2019-11-01,chinext,369,100,100,1.0,0,,5632666008.48
2019-11-01,main_board,1977,400,400,1.0,0,,13984318328.5
2019-11-04,chinext,369,100,100,1.0,0,,5623086644.52
2019-11-04,main_board,1978,400,400,1.0,0,,14123707999.02
2019-11-05,chinext,370,100,100,1.0,0,,5630000000.0
2019-11-05,main_board,1979,400,400,1.0,0,,14274124917.560001
2019-11-06,chinext,369,100,100,1.0,0,,5532265683.200001
2019-11-06,main_board,1977,400,400,1.0,0,,14124813987.460001
2019-11-07,chinext,371,100,100,1.0,0,,5616000000.0
2019-11-07,main_board,1979,400,400,1.0,0,,14190919306.740002
2019-11-08,chinext,372,100,100,1.0,0,,5582363716.88
2019-11-08,main_board,1979,400,400,1.0,0,,14214400545.519999
2019-11-11,chinext,372,100,100,1.0,0,,5488954649.82
2019-11-11,main_board,1980,400,400,1.0,0,,13934667852.42
2019-11-12,chinext,372,100,100,1.0,0,,5454040470.4
2019-11-12,main_board,1981,400,400,1.0,0,,13930147675.44
2019-11-13,chinext,373,100,100,1.0,0,,5410982256.16
2019-11-13,main_board,1979,400,400,1.0,0,,13854269000.0
2019-11-14,chinext,374,100,100,1.0,0,,5534859885.839999
2019-11-14,main_board,1981,400,400,1.0,0,,13952430355.48
2019-11-15,chinext,375,100,100,1.0,0,,5466524452.2
2019-11-15,main_board,1981,400,400,1.0,0,,13876442972.5
2019-11-18,chinext,375,100,100,1.0,0,,5515200000.0
2019-11-18,main_board,1982,400,400,1.0,0,,13936388164.29
2019-11-19,chinext,375,100,100,1.0,0,,5600663184.06
2019-11-19,main_board,1984,400,400,1.0,0,,14203866063.400002
2019-11-20,chinext,377,100,100,1.0,0,,5616307494.63
2019-11-20,main_board,1984,400,400,1.0,0,,13999687429.23
2019-11-21,chinext,377,100,100,1.0,0,,5661000000.0
2019-11-21,main_board,1984,400,400,1.0,0,,14030603852.12
2019-11-22,chinext,377,100,100,1.0,0,,5548000000.0
2019-11-22,main_board,1985,400,400,1.0,0,,13897933227.15
2019-11-25,chinext,378,100,100,1.0,0,,5522836141.7
2019-11-25,main_board,1986,400,400,1.0,0,,13925934263.97
2019-11-26,chinext,378,100,100,1.0,0,,5497098684.64
2019-11-26,main_board,1986,400,400,1.0,0,,13796888950.0
2019-11-27,chinext,378,100,100,1.0,0,,5501459040.0
2019-11-27,main_board,1987,400,400,1.0,0,,13854981113.999998
2019-11-28,chinext,378,100,100,1.0,0,,5475600000.0
2019-11-28,main_board,1986,400,400,1.0,0,,13738796786.000002
2019-11-29,chinext,379,100,100,1.0,0,,5536064491.74
2019-11-29,main_board,1987,400,400,1.0,0,,13879216702.939999
2019-12-02,chinext,379,100,100,1.0,0,,5425652000.0
2019-12-02,main_board,1984,400,400,1.0,0,,13824264480.0
2019-12-03,chinext,379,100,100,1.0,0,,5480556840.0
2019-12-03,main_board,1984,400,400,1.0,0,,13937064571.06
2019-12-04,chinext,380,100,100,1.0,0,,5522361240.0
2019-12-04,main_board,1983,400,400,1.0,0,,13914818066.48
2019-12-05,chinext,381,100,100,1.0,0,,5594751568.98
2019-12-05,main_board,1984,400,400,1.0,0,,14080128618.390001
2019-12-06,chinext,382,100,100,1.0,0,,5663378249.54
2019-12-06,main_board,1983,400,400,1.0,0,,14140327794.06
2019-12-09,chinext,382,100,100,1.0,0,,5686400000.0
2019-12-09,main_board,1985,400,400,1.0,0,,14240479128.56
2019-12-10,chinext,382,100,100,1.0,0,,5764800000.0
2019-12-10,main_board,1986,400,400,1.0,0,,14224259904.039999
2019-12-11,chinext,381,100,100,1.0,0,,5734194995.32
2019-12-11,main_board,1987,400,400,1.0,0,,14266456068.16
2019-12-12,chinext,383,100,100,1.0,0,,5718871627.150001
2019-12-12,main_board,1987,400,400,1.0,0,,14283154745.76
2019-12-13,chinext,384,100,100,1.0,0,,5793899300.34
2019-12-13,main_board,1988,400,400,1.0,0,,14504885479.199999
2019-12-16,chinext,385,100,100,1.0,0,,5919503040.0
2019-12-16,main_board,1995,400,400,1.0,0,,14682737587.779999
2019-12-17,chinext,385,100,100,1.0,0,,6042000000.0
2019-12-17,main_board,1996,400,400,1.0,0,,14938258608.000002
2019-12-18,chinext,385,100,100,1.0,0,,5978051999.999999
2019-12-18,main_board,1996,400,400,1.0,0,,15104000000.0
2019-12-19,chinext,386,100,100,1.0,0,,6080669624.16
2019-12-19,main_board,1995,400,400,1.0,0,,15216271582.32
2019-12-20,chinext,387,100,100,1.0,0,,5977000000.0
2019-12-20,main_board,1995,400,400,1.0,0,,15167597342.039999
2019-12-23,chinext,387,100,100,1.0,0,,5848949116.0
2019-12-23,main_board,1998,400,400,1.0,0,,14840590435.800001
2019-12-24,chinext,388,100,100,1.0,0,,5844698594.08
2019-12-24,main_board,1999,400,400,1.0,0,,15018788304.0
2019-12-25,chinext,388,100,100,1.0,0,,5941815942.320001
2019-12-25,main_board,1997,400,400,1.0,0,,14938747609.8
2019-12-26,chinext,388,100,100,1.0,0,,5950644792.16
2019-12-26,main_board,1998,400,400,1.0,0,,15116317252.640001
2019-12-27,chinext,388,100,100,1.0,0,,5926634211.08
2019-12-27,main_board,2000,400,400,1.0,0,,15214772463.68
2019-12-30,chinext,389,100,100,1.0,0,,5950644792.16
2019-12-30,main_board,2000,400,400,1.0,0,,15327136949.039999
2019-12-31,chinext,396,100,100,1.0,0,,6101003276.799999
2019-12-31,main_board,2018,400,400,1.0,0,,15572062776.63
2020-01-02,chinext,396,100,100,1.0,0,,6259654536.559999
2020-01-02,main_board,2017,400,400,1.0,0,,15770684422.32
2020-01-03,chinext,396,100,100,1.0,0,,6317511338.0
2020-01-03,main_board,2016,400,400,1.0,0,,15893919282.240002
2020-01-06,chinext,397,100,100,1.0,0,,6324247874.879999
2020-01-06,main_board,2015,400,400,1.0,0,,15942352852.62
2020-01-07,chinext,397,100,100,1.0,0,,6430849030.259999
2020-01-07,main_board,2014,400,400,1.0,0,,16164563140.02
2020-01-08,chinext,397,100,100,1.0,0,,6328000000.0
2020-01-08,main_board,2014,400,400,1.0,0,,15913831771.2
2020-01-09,chinext,397,100,100,1.0,0,,6418841326.0
2020-01-09,main_board,2013,400,400,1.0,0,,16046631480.0
2020-01-10,chinext,397,100,100,1.0,0,,6349825974.0
2020-01-10,main_board,2012,400,400,1.0,0,,16086845665.800001
2020-01-13,chinext,397,100,100,1.0,0,,6488880687.42
2020-01-13,main_board,2014,400,400,1.0,0,,16176735707.57
2020-01-14,chinext,396,100,100,1.0,0,,6496532012.69
2020-01-14,main_board,2017,400,400,1.0,0,,16226108477.42
2020-01-15,chinext,396,100,100,1.0,0,,6371544600.44
2020-01-15,main_board,2018,400,400,1.0,0,,16141052991.330002
2020-01-16,chinext,396,100,100,1.0,0,,6445868026.32
2020-01-16,main_board,2019,400,400,1.0,0,,16091688266.36
2020-01-17,chinext,397,100,100,1.0,0,,6627041587.92
2020-01-17,main_board,2021,400,400,1.0,0,,16057088069.699999
2020-01-20,chinext,397,100,100,1.0,0,,6537338245.12
2020-01-20,main_board,2022,400,400,1.0,0,,16354396516.18
2020-01-21,chinext,396,100,100,1.0,0,,6503350296.04
2020-01-21,main_board,2025,400,400,1.0,0,,15990579360.000002
2020-01-22,chinext,396,100,100,1.0,0,,6343311744.0
2020-01-22,main_board,2027,400,400,1.0,0,,16037590000.000002
2020-01-23,chinext,397,100,100,1.0,0,,6196592504.589999
2020-01-23,main_board,2027,400,400,1.0,0,,15424552000.0
2020-02-03,chinext,397,100,100,1.0,0,,5655621312.0
2020-02-03,main_board,2028,400,400,1.0,0,,14195573300.0
2020-02-04,chinext,397,100,100,1.0,0,,5620000000.0
2020-02-04,main_board,2028,400,400,1.0,0,,14383994585.519999
2020-02-05,chinext,398,100,100,1.0,0,,5967943747.080001
2020-02-05,main_board,2028,400,400,1.0,0,,14944608000.0
2020-02-06,chinext,398,100,100,1.0,0,,6125531038.379999
2020-02-06,main_board,2029,400,400,1.0,0,,15141886520.0
2020-02-07,chinext,398,100,100,1.0,0,,6371940066.64
2020-02-07,main_board,2029,400,400,1.0,0,,15163686000.0
2020-02-10,chinext,399,100,100,1.0,0,,6504388128.84
2020-02-10,main_board,2029,400,400,1.0,0,,15378918841.26
2020-02-11,chinext,399,100,100,1.0,0,,6296298367.28
2020-02-11,main_board,2029,400,400,1.0,0,,15310407440.76
2020-02-12,chinext,401,100,100,1.0,0,,6513509376.0
2020-02-12,main_board,2029,400,400,1.0,0,,15491726876.01
2020-02-13,chinext,401,100,100,1.0,0,,6424744818.8
2020-02-13,main_board,2029,400,400,1.0,0,,15366210327.65
2020-02-14,chinext,401,100,100,1.0,0,,6398523023.13
2020-02-14,main_board,2029,400,400,1.0,0,,15406865239.2
2020-02-17,chinext,401,100,100,1.0,0,,6687525746.849999
2020-02-17,main_board,2029,400,400,1.0,0,,15952489022.619999
2020-02-18,chinext,402,100,100,1.0,0,,6895560750.0
2020-02-18,main_board,2030,400,400,1.0,0,,16077995999.999998
2020-02-19,chinext,404,100,100,1.0,0,,6846406441.7699995
2020-02-19,main_board,2030,400,400,1.0,0,,16167865980.0
2020-02-20,chinext,404,100,100,1.0,0,,7004542603.280001
2020-02-20,main_board,2030,400,400,1.0,0,,16448982705.800001
2020-02-21,chinext,404,100,100,1.0,0,,7061660711.62
2020-02-21,main_board,2030,400,400,1.0,0,,16657689475.06
2020-02-24,chinext,404,100,100,1.0,0,,7293198528.0
2020-02-24,main_board,2032,400,400,1.0,0,,16817962305.16
2020-02-25,chinext,405,100,100,1.0,0,,7407769905.24
2020-02-25,main_board,2032,400,400,1.0,0,,16725470328.3
2020-02-26,chinext,404,100,100,1.0,0,,7065704327.58
2020-02-26,main_board,2033,400,400,1.0,0,,16479991872.539999
2020-02-27,chinext,405,100,100,1.0,0,,7056582720.0
2020-02-27,main_board,2031,400,400,1.0,0,,16413743527.5
2020-02-28,chinext,405,100,100,1.0,0,,6450980271.889999
2020-02-28,main_board,2032,400,400,1.0,0,,15782552612.4
2020-03-02,chinext,405,100,100,1.0,0,,6883496650.8
2020-03-02,main_board,2032,400,400,1.0,0,,16501017536.8
2020-03-03,chinext,406,100,100,1.0,0,,7070807746.4800005
2020-03-03,main_board,2032,400,400,1.0,0,,16507592983.52
2020-03-04,chinext,406,100,100,1.0,0,,7079210959.5
2020-03-04,main_board,2031,400,400,1.0,0,,16626607138.08
2020-03-05,chinext,407,100,100,1.0,0,,7220135945.56
2020-03-05,main_board,2031,400,400,1.0,0,,16939587820.960001
2020-03-06,chinext,406,100,100,1.0,0,,7203477288.150001
2020-03-06,main_board,2031,400,400,1.0,0,,16684322934.960001
2020-03-09,chinext,406,100,100,1.0,0,,6731734484.9800005
2020-03-09,main_board,2031,400,400,1.0,0,,16260948000.0
2020-03-10,chinext,407,100,100,1.0,0,,7042107927.0
2020-03-10,main_board,2032,400,400,1.0,0,,16617578150.0
2020-03-11,chinext,407,100,100,1.0,0,,6984909186.9
2020-03-11,main_board,2031,400,400,1.0,0,,16497910000.000002
2020-03-12,chinext,410,100,100,1.0,0,,7025500049.599999
2020-03-12,main_board,2031,400,400,1.0,0,,16214150400.0
2020-03-13,chinext,412,100,100,1.0,0,,6964853169.9
2020-03-13,main_board,2030,400,400,1.0,0,,15924124200.0
2020-03-16,chinext,411,100,100,1.0,0,,6418841326.0
2020-03-16,main_board,2031,400,400,1.0,0,,15238400971.640001
2020-03-17,chinext,410,100,100,1.0,0,,6472758501.58
2020-03-17,main_board,2033,400,400,1.0,0,,15171424696.32
2020-03-18,chinext,410,100,100,1.0,0,,6317104150.5
2020-03-18,main_board,2034,400,400,1.0,0,,14867996000.0
2020-03-19,chinext,411,100,100,1.0,0,,6487104058.16
2020-03-19,main_board,2036,400,400,1.0,0,,14914519403.960001
2020-03-20,chinext,411,100,100,1.0,0,,6497970480.72
2020-03-20,main_board,2038,400,400,1.0,0,,15141886520.0
2020-03-23,chinext,411,100,100,1.0,0,,6149995369.57
2020-03-23,main_board,2040,400,400,1.0,0,,14572014899.31
2020-03-24,chinext,413,100,100,1.0,0,,6237216480.0
2020-03-24,main_board,2039,400,400,1.0,0,,14851172272.86
2020-03-25,chinext,413,100,100,1.0,0,,6315804617.54
2020-03-25,main_board,2037,400,400,1.0,0,,15132070193.1
2020-03-26,chinext,413,100,100,1.0,0,,6308458035.2
2020-03-26,main_board,2039,400,400,1.0,0,,15011772100.51
2020-03-27,chinext,413,100,100,1.0,0,,6207596060.799999
2020-03-27,main_board,2039,400,400,1.0,0,,15032680569.5
2020-03-30,chinext,414,100,100,1.0,0,,6062158119.4
2020-03-30,main_board,2037,400,400,1.0,0,,14672870689.29
2020-03-31,chinext,416,100,100,1.0,0,,5960025760.0
2020-03-31,main_board,2040,400,400,1.0,0,,14683561011.56
2020-04-01,chinext,416,100,100,1.0,0,,5871700078.74
2020-04-01,main_board,2041,400,400,1.0,0,,14683677848.73
2020-04-02,chinext,416,100,100,1.0,0,,6012129987.36
2020-04-02,main_board,2041,400,400,1.0,0,,14869763299.84
2020-04-03,chinext,416,100,100,1.0,0,,5925176400.04
2020-04-03,main_board,2040,400,400,1.0,0,,14819978448.88
2020-04-07,chinext,414,100,100,1.0,0,,6254406179.28
2020-04-07,main_board,2040,400,400,1.0,0,,15381459775.5
2020-04-08,chinext,413,100,100,1.0,0,,6304070415.0
2020-04-08,main_board,2040,400,400,1.0,0,,15316482759.019999
2020-04-09,chinext,414,100,100,1.0,0,,6370017106.05
2020-04-09,main_board,2042,400,400,1.0,0,,15510780702.12
2020-04-10,chinext,415,100,100,1.0,0,,6347294296.0
2020-04-10,main_board,2041,400,400,1.0,0,,15179969224.839998
2020-04-13,chinext,415,100,100,1.0,0,,6191260458.349999
2020-04-13,main_board,2042,400,400,1.0,0,,15175694366.6
2020-04-14,chinext,415,100,100,1.0,0,,6328671665.400001
2020-04-14,main_board,2043,400,400,1.0,0,,15344966696.28
2020-04-15,chinext,416,100,100,1.0,0,,6395579291.52
2020-04-15,main_board,2043,400,400,1.0,0,,15186161121.12
2020-04-16,chinext,416,100,100,1.0,0,,6476400000.0
2020-04-16,main_board,2044,400,400,1.0,0,,15364921000.0
2020-04-17,chinext,417,100,100,1.0,0,,6393167897.67
2020-04-17,main_board,2047,400,400,1.0,0,,15451675930.800001
2020-04-20,chinext,417,100,100,1.0,0,,6513145087.32
2020-04-20,main_board,2044,400,400,1.0,0,,15510780702.12
2020-04-21,chinext,419,100,100,1.0,0,,6419950400.0
2020-04-21,main_board,2044,400,400,1.0,0,,15556124363.64
