membership_date,board_bucket,listed_instrument_count,candidate_with_daily_bar_count,excluded_missing_daily_bar_count,excluded_not_listed_count,excluded_st_count,excluded_suspended_count,excluded_missing_market_cap_count,eligible_count,status_source
2019-09-19,main_board,2885,2699,186,0,86,0,0,1957,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-20,chinext,770,732,38,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-20,main_board,2885,2702,183,0,86,0,0,1959,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-23,chinext,770,732,38,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-23,main_board,2885,2700,185,0,86,0,0,1958,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-24,chinext,770,731,39,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-24,main_board,2885,2700,185,0,86,0,0,1958,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-25,chinext,771,733,38,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-25,main_board,2885,2700,185,0,85,0,0,1958,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-26,chinext,771,732,39,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-26,main_board,2885,2699,186,0,86,0,0,1956,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-27,chinext,772,733,39,0,0,0,0,361,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-27,main_board,2885,2699,186,0,86,0,0,1959,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-09-30,chinext,772,735,37,0,0,0,0,362,stock_info_sz_change_name_asof;daily_bar_presence
2019-09-30,main_board,2885,2700,185,0,85,0,0,1966,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-08,chinext,772,735,37,0,0,0,0,362,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-08,main_board,2885,2696,189,0,85,0,0,1964,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-09,chinext,772,735,37,0,0,0,0,362,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-09,main_board,2885,2696,189,0,85,0,0,1965,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-10,chinext,772,734,38,0,0,0,0,362,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-10,main_board,2885,2698,187,0,85,0,0,1966,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-11,chinext,772,734,38,0,0,0,0,362,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-11,main_board,2885,2700,185,0,85,0,0,1966,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-14,chinext,772,734,38,0,0,0,0,363,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-14,main_board,2885,2700,185,0,85,0,0,1966,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-15,chinext,772,734,38,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-15,main_board,2886,2702,184,0,85,0,0,1969,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-16,chinext,772,734,38,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-16,main_board,2885,2702,183,0,85,0,0,1969,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-17,chinext,772,734,38,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-17,main_board,2885,2701,184,0,85,0,0,1969,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-18,chinext,773,734,39,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-18,main_board,2885,2702,183,0,85,0,0,1971,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-21,chinext,773,733,40,0,0,0,0,364,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-21,main_board,2886,2702,184,0,85,0,0,1971,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-22,chinext,774,735,39,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-22,main_board,2886,2702,184,0,85,0,0,1971,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-23,chinext,774,734,40,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-23,main_board,2886,2704,182,0,85,0,0,1973,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-24,chinext,774,735,39,0,0,0,0,366,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-24,main_board,2886,2704,182,0,85,0,0,1974,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-25,chinext,774,735,39,0,0,0,0,365,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-25,main_board,2887,2704,183,0,85,0,0,1974,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-28,chinext,774,735,39,0,0,0,0,366,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-28,main_board,2888,2704,184,0,85,0,0,1974,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-29,chinext,775,735,40,0,0,0,0,366,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-29,main_board,2890,2706,184,0,85,0,0,1976,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-30,chinext,775,736,39,0,0,0,0,366,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-30,main_board,2890,2702,188,0,84,0,0,1975,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-10-31,chinext,775,734,41,0,0,0,0,366,stock_info_sz_change_name_asof;daily_bar_presence
2019-10-31,main_board,2890,2705,185,0,85,0,0,1977,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-01,chinext,776,736,40,0,0,0,0,369,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-01,main_board,2889,2703,186,0,84,0,0,1977,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-04,chinext,776,736,40,0,0,0,0,369,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-04,main_board,2889,2705,184,0,85,0,0,1978,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-05,chinext,776,735,41,0,0,0,0,370,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-05,main_board,2889,2707,182,0,85,0,0,1979,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-06,chinext,777,734,43,0,0,0,0,369,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-06,main_board,2889,2705,184,0,84,0,0,1977,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-07,chinext,777,737,40,0,0,0,0,371,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-07,main_board,2889,2708,181,0,85,0,0,1979,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-08,chinext,778,738,40,0,0,0,0,372,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-08,main_board,2890,2708,182,0,85,0,0,1979,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-11,chinext,778,738,40,0,0,0,0,372,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-11,main_board,2891,2710,181,0,85,0,0,1980,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-12,chinext,778,739,39,0,0,0,0,372,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-12,main_board,2891,2711,180,0,85,0,0,1981,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-13,chinext,778,738,40,0,0,0,0,373,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-13,main_board,2891,2707,184,0,84,0,0,1979,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-14,chinext,779,738,41,0,0,0,0,374,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-14,main_board,2891,2710,181,0,84,0,0,1981,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-15,chinext,780,740,40,0,0,0,0,375,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-15,main_board,2891,2708,183,0,84,0,0,1981,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-18,chinext,781,742,39,0,0,0,0,375,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-18,main_board,2891,2710,181,0,85,0,0,1982,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-19,chinext,781,742,39,0,0,0,0,375,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-19,main_board,2891,2711,180,0,85,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-20,chinext,781,742,39,0,0,0,0,377,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-20,main_board,2891,2710,181,0,85,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-21,chinext,782,743,39,0,0,0,0,377,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-21,main_board,2891,2711,180,0,84,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-22,chinext,783,744,39,0,0,0,0,377,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-22,main_board,2891,2712,179,0,85,0,0,1985,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-25,chinext,784,746,38,0,0,0,0,378,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-25,main_board,2892,2712,180,0,85,0,0,1986,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-26,chinext,784,746,38,0,0,0,0,378,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-26,main_board,2893,2711,182,0,84,0,0,1986,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-27,chinext,784,745,39,0,0,0,0,378,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-27,main_board,2892,2712,180,0,84,0,0,1987,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-28,chinext,785,746,39,0,0,0,0,378,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-28,main_board,2892,2710,182,0,84,0,0,1986,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-11-29,chinext,786,747,39,0,0,0,0,379,stock_info_sz_change_name_asof;daily_bar_presence
2019-11-29,main_board,2891,2711,180,0,84,0,0,1987,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-02,chinext,786,747,39,0,0,0,0,379,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-02,main_board,2892,2709,183,0,84,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-03,chinext,786,747,39,0,0,0,0,379,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-03,main_board,2893,2712,181,0,85,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-04,chinext,787,748,39,0,0,0,0,380,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-04,main_board,2893,2709,184,0,86,0,0,1983,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-05,chinext,787,748,39,0,0,0,0,381,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-05,main_board,2893,2711,182,0,86,0,0,1984,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-06,chinext,788,749,39,0,0,0,0,382,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-06,main_board,2893,2710,183,0,86,0,0,1983,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-09,chinext,788,748,40,0,0,0,0,382,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-09,main_board,2893,2711,182,0,86,0,0,1985,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-10,chinext,788,747,41,0,0,0,0,382,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-10,main_board,2894,2710,184,0,86,0,0,1986,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-11,chinext,788,747,41,0,0,0,0,381,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-11,main_board,2894,2711,183,0,85,0,0,1987,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-12,chinext,788,748,40,0,0,0,0,383,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-12,main_board,2894,2710,184,0,86,0,0,1987,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-13,chinext,788,748,40,0,0,0,0,384,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-13,main_board,2893,2713,180,0,86,0,0,1988,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-16,chinext,788,748,40,0,0,0,0,385,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-16,main_board,2893,2717,176,0,86,0,0,1995,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-17,chinext,788,747,41,0,0,0,0,385,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-17,main_board,2895,2718,177,0,86,0,0,1996,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-18,chinext,788,748,40,0,0,0,0,385,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-18,main_board,2895,2717,178,0,86,0,0,1996,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-19,chinext,789,749,40,0,0,0,0,386,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-19,main_board,2895,2716,179,0,86,0,0,1995,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-20,chinext,789,748,41,0,0,0,0,387,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-20,main_board,2896,2716,180,0,86,0,0,1995,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-23,chinext,789,749,40,0,0,0,0,387,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-23,main_board,2896,2718,178,0,86,0,0,1998,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-24,chinext,789,750,39,0,0,0,0,388,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-24,main_board,2897,2720,177,0,86,0,0,1999,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-25,chinext,789,750,39,0,0,0,0,388,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-25,main_board,2897,2718,179,0,86,0,0,1997,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-26,chinext,789,749,40,0,0,0,0,388,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-26,main_board,2897,2718,179,0,86,0,0,1998,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-27,chinext,789,750,39,0,0,0,0,388,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-27,main_board,2898,2720,178,0,86,0,0,2000,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-30,chinext,790,751,39,0,0,0,0,389,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-30,main_board,2898,2719,179,0,86,0,0,2000,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2019-12-31,chinext,790,751,39,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2019-12-31,main_board,2899,2720,179,0,86,0,0,2018,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-02,chinext,790,751,39,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-02,main_board,2899,2719,180,0,86,0,0,2017,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-03,chinext,790,751,39,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-03,main_board,2899,2720,179,0,86,0,0,2016,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-06,chinext,790,751,39,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-06,main_board,2900,2720,180,0,86,0,0,2015,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-07,chinext,790,752,38,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-07,main_board,2899,2719,180,0,86,0,0,2014,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-08,chinext,790,752,38,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-08,main_board,2899,2718,181,0,86,0,0,2014,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-09,chinext,791,753,38,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-09,main_board,2899,2717,182,0,86,0,0,2013,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-10,chinext,791,753,38,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-10,main_board,2899,2715,184,0,85,0,0,2012,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-13,chinext,791,752,39,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-13,main_board,2900,2716,184,0,87,0,0,2014,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-14,chinext,792,752,40,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-14,main_board,2900,2719,181,0,87,0,0,2017,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-15,chinext,792,752,40,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-15,main_board,2901,2718,183,0,86,0,0,2018,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-16,chinext,792,751,41,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-16,main_board,2902,2720,182,0,87,0,0,2019,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-17,chinext,792,753,39,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-17,main_board,2902,2721,181,0,86,0,0,2021,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-20,chinext,792,753,39,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-20,main_board,2902,2723,179,0,87,0,0,2022,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-21,chinext,792,752,40,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-21,main_board,2902,2726,176,0,87,0,0,2025,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-22,chinext,792,752,40,0,0,0,0,396,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-22,main_board,2902,2728,174,0,87,0,0,2027,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-01-23,chinext,793,753,40,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-01-23,main_board,2902,2728,174,0,87,0,0,2027,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-03,chinext,793,753,40,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-03,main_board,2902,2729,173,0,87,0,0,2028,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-04,chinext,793,753,40,0,0,0,0,397,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-04,main_board,2903,2730,173,0,87,0,0,2028,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-05,chinext,793,754,39,0,0,0,0,398,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-05,main_board,2904,2731,173,0,87,0,0,2028,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-06,chinext,793,754,39,0,0,0,0,398,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-06,main_board,2904,2732,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-07,chinext,793,754,39,0,0,0,0,398,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-07,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-10,chinext,794,755,39,0,0,0,0,399,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-10,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-11,chinext,794,755,39,0,0,0,0,399,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-11,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-12,chinext,795,757,38,0,0,0,0,401,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-12,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-13,chinext,796,758,38,0,0,0,0,401,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-13,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-14,chinext,796,758,38,0,0,0,0,401,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-14,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-17,chinext,796,758,38,0,0,0,0,401,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-17,main_board,2905,2733,172,0,87,0,0,2029,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-18,chinext,797,758,39,0,0,0,0,402,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-18,main_board,2905,2732,173,0,87,0,0,2030,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-19,chinext,797,759,38,0,0,0,0,404,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-19,main_board,2905,2733,172,0,87,0,0,2030,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-20,chinext,797,759,38,0,0,0,0,404,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-20,main_board,2905,2733,172,0,87,0,0,2030,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-21,chinext,797,759,38,0,0,0,0,404,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-21,main_board,2905,2733,172,0,87,0,0,2030,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-24,chinext,797,759,38,0,0,0,0,404,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-24,main_board,2906,2734,172,0,87,0,0,2032,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-25,chinext,797,759,38,0,0,0,0,405,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-25,main_board,2906,2734,172,0,87,0,0,2032,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2020-02-26,chinext,797,758,39,0,0,0,0,404,stock_info_sz_change_name_asof;daily_bar_presence
2020-02-26,main_board,2907,2735,172,0,87,0,0,2033,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
