membership_date,board_bucket,listed_instrument_count,candidate_with_daily_bar_count,excluded_missing_daily_bar_count,excluded_not_listed_count,excluded_st_count,excluded_suspended_count,excluded_missing_market_cap_count,eligible_count,status_source
2022-02-11,chinext,1104,1072,32,0,12,0,0,833,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-11,main_board,3141,2994,147,0,85,0,0,2517,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-14,chinext,1104,1072,32,0,12,0,0,833,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-14,main_board,3141,2995,146,0,85,0,0,2518,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-15,chinext,1104,1072,32,0,12,0,0,833,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-15,main_board,3141,2996,145,0,85,0,0,2519,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-16,chinext,1104,1072,32,0,12,0,0,833,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-16,main_board,3143,2997,146,0,85,0,0,2520,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-17,chinext,1104,1072,32,0,12,0,0,833,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-17,main_board,3143,2997,146,0,85,0,0,2521,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-18,chinext,1105,1073,32,0,12,0,0,834,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-18,main_board,3144,2999,145,0,85,0,0,2524,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-21,chinext,1106,1075,31,0,13,0,0,835,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-21,main_board,3144,2998,146,0,84,0,0,2524,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-22,chinext,1107,1076,31,0,13,0,0,835,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-22,main_board,3145,2998,147,0,84,0,0,2524,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-23,chinext,1108,1077,31,0,13,0,0,836,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-23,main_board,3145,2998,147,0,84,0,0,2524,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-24,chinext,1108,1077,31,0,13,0,0,836,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-24,main_board,3145,2999,146,0,84,0,0,2525,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-25,chinext,1108,1077,31,0,13,0,0,836,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-25,main_board,3145,2999,146,0,84,0,0,2525,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-02-28,chinext,1109,1078,31,0,13,0,0,838,stock_info_sz_change_name_asof;daily_bar_presence
2022-02-28,main_board,3146,3000,146,0,84,0,0,2527,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-01,chinext,1109,1078,31,0,13,0,0,838,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-01,main_board,3146,3001,145,0,84,0,0,2529,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-02,chinext,1109,1078,31,0,13,0,0,838,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-02,main_board,3146,3000,146,0,84,0,0,2529,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-03,chinext,1109,1078,31,0,13,0,0,838,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-03,main_board,3146,3001,145,0,84,0,0,2531,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-04,chinext,1109,1078,31,0,13,0,0,838,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-04,main_board,3146,3002,144,0,85,0,0,2531,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-07,chinext,1110,1079,31,0,13,0,0,839,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-07,main_board,3146,3000,146,0,85,0,0,2530,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-08,chinext,1111,1080,31,0,13,0,0,840,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-08,main_board,3146,2998,148,0,85,0,0,2528,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-09,chinext,1112,1081,31,0,13,0,0,843,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-09,main_board,3146,2997,149,0,85,0,0,2528,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-10,chinext,1112,1081,31,0,13,0,0,843,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-10,main_board,3147,2999,148,0,85,0,0,2529,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-11,chinext,1113,1082,31,0,13,0,0,844,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-11,main_board,3147,3000,147,0,85,0,0,2530,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-14,chinext,1114,1083,31,0,13,0,0,845,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-14,main_board,3147,3002,145,0,85,0,0,2534,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-15,chinext,1115,1084,31,0,13,0,0,847,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-15,main_board,3148,3003,145,0,85,0,0,2535,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-16,chinext,1115,1084,31,0,13,0,0,848,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-16,main_board,3148,3003,145,0,85,0,0,2537,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-17,chinext,1116,1085,31,0,13,0,0,849,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-17,main_board,3148,3003,145,0,85,0,0,2538,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-18,chinext,1116,1085,31,0,13,0,0,849,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-18,main_board,3149,3003,146,0,85,0,0,2537,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-21,chinext,1116,1085,31,0,13,0,0,849,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-21,main_board,3149,3004,145,0,85,0,0,2538,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-22,chinext,1119,1088,31,0,13,0,0,852,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-22,main_board,3149,3005,144,0,85,0,0,2539,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-23,chinext,1120,1089,31,0,13,0,0,853,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-23,main_board,3149,3005,144,0,85,0,0,2539,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-24,chinext,1120,1089,31,0,13,0,0,854,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-24,main_board,3150,3005,145,0,85,0,0,2540,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-25,chinext,1121,1090,31,0,13,0,0,855,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-25,main_board,3151,3004,147,0,84,0,0,2539,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-28,chinext,1122,1091,31,0,13,0,0,856,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-28,main_board,3151,3005,146,0,84,0,0,2540,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-29,chinext,1125,1094,31,0,13,0,0,858,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-29,main_board,3151,3005,146,0,83,0,0,2541,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-30,chinext,1125,1093,32,0,13,0,0,857,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-30,main_board,3151,3005,146,0,83,0,0,2541,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-03-31,chinext,1125,1092,33,0,13,0,0,858,stock_info_sz_change_name_asof;daily_bar_presence
2022-03-31,main_board,3151,3004,147,0,83,0,0,2553,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-01,chinext,1125,1093,32,0,13,0,0,861,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-01,main_board,3151,3003,148,0,83,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-06,chinext,1125,1093,32,0,13,0,0,862,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-06,main_board,3151,3001,150,0,83,0,0,2551,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-07,chinext,1127,1095,32,0,13,0,0,863,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-07,main_board,3151,3001,150,0,84,0,0,2550,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-08,chinext,1127,1096,31,0,13,0,0,863,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-08,main_board,3151,2999,152,0,83,0,0,2551,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-11,chinext,1128,1096,32,0,12,0,0,864,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-11,main_board,3151,2999,152,0,83,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-12,chinext,1129,1098,31,0,12,0,0,864,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-12,main_board,3151,3001,150,0,83,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-13,chinext,1131,1100,31,0,12,0,0,867,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-13,main_board,3151,3003,148,0,83,0,0,2556,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-14,chinext,1131,1100,31,0,12,0,0,867,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-14,main_board,3151,3004,147,0,83,0,0,2556,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-15,chinext,1131,1100,31,0,12,0,0,867,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-15,main_board,3151,3000,151,0,82,0,0,2553,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-18,chinext,1131,1099,32,0,12,0,0,866,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-18,main_board,3151,2998,153,0,81,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-19,chinext,1134,1102,32,0,12,0,0,869,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-19,main_board,3151,3001,150,0,82,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-20,chinext,1135,1103,32,0,12,0,0,870,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-20,main_board,3151,3000,151,0,81,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-21,chinext,1137,1105,32,0,12,0,0,872,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-21,main_board,3152,3002,150,0,82,0,0,2555,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-22,chinext,1139,1106,33,0,11,0,0,875,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-22,main_board,3152,3002,150,0,81,0,0,2556,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-25,chinext,1139,1107,32,0,12,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-25,main_board,3152,3000,152,0,82,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-26,chinext,1140,1108,32,0,12,0,0,877,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-26,main_board,3152,2999,153,0,82,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-27,chinext,1140,1107,33,0,12,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-27,main_board,3152,2998,154,0,82,0,0,2552,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-28,chinext,1140,1105,35,0,12,0,0,874,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-28,main_board,3151,2996,155,0,81,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-04-29,chinext,1141,1107,34,0,14,0,0,873,stock_info_sz_change_name_asof;daily_bar_presence
2022-04-29,main_board,3152,2998,154,0,84,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-05,chinext,1141,1106,35,0,14,0,0,874,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-05,main_board,3152,2984,168,0,84,0,0,2541,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-06,chinext,1141,1108,33,0,16,0,0,874,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-06,main_board,3153,3003,150,0,97,0,0,2548,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-09,chinext,1141,1109,32,0,16,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-09,main_board,3153,3001,152,0,97,0,0,2547,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-10,chinext,1141,1109,32,0,16,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-10,main_board,3153,3005,148,0,96,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-11,chinext,1141,1109,32,0,16,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-11,main_board,3153,3004,149,0,95,0,0,2553,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-12,chinext,1141,1110,31,0,16,0,0,877,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-12,main_board,3155,3004,151,0,95,0,0,2554,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-13,chinext,1141,1110,31,0,16,0,0,877,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-13,main_board,3155,3006,149,0,94,0,0,2557,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-16,chinext,1141,1109,32,0,16,0,0,876,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-16,main_board,3155,3006,149,0,94,0,0,2557,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-17,chinext,1142,1109,33,0,15,0,0,877,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-17,main_board,3155,3006,149,0,94,0,0,2557,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-18,chinext,1143,1111,32,0,15,0,0,880,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-18,main_board,3155,3005,150,0,94,0,0,2556,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-19,chinext,1143,1109,34,0,13,0,0,880,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-19,main_board,3155,3005,150,0,93,0,0,2557,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-20,chinext,1143,1109,34,0,12,0,0,881,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-20,main_board,3157,3009,148,0,93,0,0,2561,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-23,chinext,1143,1110,33,0,12,0,0,883,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-23,main_board,3156,3009,147,0,93,0,0,2562,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-24,chinext,1145,1112,33,0,12,0,0,885,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-24,main_board,3153,3010,143,0,93,0,0,2564,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-25,chinext,1145,1111,34,0,11,0,0,885,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-25,main_board,3153,3007,146,0,92,0,0,2564,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-26,chinext,1146,1112,34,0,10,0,0,888,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-26,main_board,3153,3009,144,0,92,0,0,2564,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-27,chinext,1146,1113,33,0,10,0,0,890,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-27,main_board,3153,3007,146,0,92,0,0,2565,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-30,chinext,1146,1114,32,0,10,0,0,892,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-30,main_board,3153,3009,144,0,92,0,0,2566,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-05-31,chinext,1146,1114,32,0,10,0,0,892,stock_info_sz_change_name_asof;daily_bar_presence
2022-05-31,main_board,3153,3011,142,0,93,0,0,2568,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-01,chinext,1146,1114,32,0,10,0,0,892,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-01,main_board,3153,3010,143,0,92,0,0,2569,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-02,chinext,1146,1114,32,0,10,0,0,892,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-02,main_board,3153,3009,144,0,91,0,0,2571,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-06,chinext,1148,1117,31,0,10,0,0,894,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-06,main_board,3154,3013,141,0,91,0,0,2576,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-07,chinext,1148,1117,31,0,10,0,0,894,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-07,main_board,3154,3013,141,0,91,0,0,2576,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-08,chinext,1150,1119,31,0,10,0,0,896,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-08,main_board,3154,3013,141,0,91,0,0,2576,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-09,chinext,1150,1118,32,0,9,0,0,896,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-09,main_board,3154,3011,143,0,91,0,0,2575,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-10,chinext,1150,1118,32,0,8,0,0,898,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-10,main_board,3154,3014,140,0,91,0,0,2577,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-13,chinext,1150,1118,32,0,9,0,0,897,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-13,main_board,3154,3014,140,0,91,0,0,2577,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-14,chinext,1151,1119,32,0,9,0,0,898,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-14,main_board,3153,3012,141,0,91,0,0,2575,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-15,chinext,1151,1119,32,0,9,0,0,898,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-15,main_board,3152,3013,139,0,91,0,0,2576,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-16,chinext,1151,1119,32,0,9,0,0,898,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-16,main_board,3152,3013,139,0,91,0,0,2578,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-17,chinext,1153,1120,33,0,9,0,0,899,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-17,main_board,3150,3012,138,0,91,0,0,2577,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-20,chinext,1153,1120,33,0,9,0,0,899,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-20,main_board,3150,3014,136,0,91,0,0,2579,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-21,chinext,1153,1120,33,0,9,0,0,899,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-21,main_board,3147,3015,132,0,91,0,0,2580,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-22,chinext,1154,1122,32,0,9,0,0,901,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-22,main_board,3143,3011,132,0,88,0,0,2580,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-23,chinext,1155,1123,32,0,9,0,0,902,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-23,main_board,3141,3015,126,0,89,0,0,2584,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-24,chinext,1155,1123,32,0,9,0,0,902,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-24,main_board,3142,3014,128,0,88,0,0,2584,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-27,chinext,1154,1124,30,0,9,0,0,904,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-27,main_board,3139,3016,123,0,89,0,0,2586,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-28,chinext,1153,1124,29,0,9,0,0,904,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-28,main_board,3137,3016,121,0,89,0,0,2587,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-29,chinext,1153,1126,27,0,9,0,0,906,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-29,main_board,3136,3014,122,0,89,0,0,2585,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-06-30,chinext,1151,1126,25,0,9,0,0,918,stock_info_sz_change_name_asof;daily_bar_presence
2022-06-30,main_board,3136,3015,121,0,86,0,0,2605,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-01,chinext,1151,1126,25,0,9,0,0,919,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-01,main_board,3137,3018,119,0,85,0,0,2608,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-04,chinext,1149,1124,25,0,9,0,0,917,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-04,main_board,3136,3016,120,0,84,0,0,2608,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-05,chinext,1151,1126,25,0,9,0,0,919,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-05,main_board,3136,3018,118,0,84,0,0,2610,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-06,chinext,1152,1127,25,0,9,0,0,921,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-06,main_board,3136,3020,116,0,84,0,0,2612,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-07,chinext,1153,1128,25,0,9,0,0,922,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-07,main_board,3134,3020,114,0,84,0,0,2613,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-08,chinext,1155,1130,25,0,9,0,0,924,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-08,main_board,3134,3020,114,0,84,0,0,2613,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-11,chinext,1156,1131,25,0,9,0,0,927,stock_info_sz_change_name_asof;daily_bar_presence
2022-07-11,main_board,3134,3019,115,0,84,0,0,2613,stock_info_change_name_lifetime_st_exclusion;daily_bar_presence;stock_info_sz_change_name_asof;daily_bar_presence
2022-07-12,chinext,1156,1131,25,0,9,0,0,930,stock_info_sz_change_name_asof;daily_bar_presence
