membership_date,year,board_bucket,topn_count,fixed_cap_count,intersection_count,topn_only_count,fixed_cap_only_count,jaccard_overlap
2021-12-20,2021,main_board,400,182,182,218,0,0.455
2021-12-21,2021,chinext,100,65,65,35,0,0.65
2021-12-21,2021,main_board,400,184,184,216,0,0.46
2021-12-22,2021,chinext,100,63,63,37,0,0.63
2021-12-22,2021,main_board,400,185,185,215,0,0.4625
2021-12-23,2021,chinext,100,63,63,37,0,0.63
2021-12-23,2021,main_board,400,186,186,214,0,0.465
2021-12-24,2021,chinext,100,61,61,39,0,0.61
2021-12-24,2021,main_board,400,184,184,216,0,0.46
2021-12-27,2021,chinext,100,61,61,39,0,0.61
2021-12-27,2021,main_board,400,187,187,213,0,0.4675
2021-12-28,2021,chinext,100,65,65,35,0,0.65
2021-12-28,2021,main_board,400,190,190,210,0,0.475
2021-12-29,2021,chinext,100,63,63,37,0,0.63
2021-12-29,2021,main_board,400,188,188,212,0,0.47
2021-12-30,2021,chinext,100,63,63,37,0,0.63
2021-12-30,2021,main_board,400,193,193,207,0,0.4825
2021-12-31,2021,chinext,100,64,64,36,0,0.64
2021-12-31,2021,main_board,400,199,199,201,0,0.4975
2022-01-04,2022,chinext,100,64,64,36,0,0.64
2022-01-04,2022,main_board,400,187,187,213,0,0.4675
2022-01-05,2022,chinext,100,62,62,38,0,0.62
2022-01-05,2022,main_board,400,188,188,212,0,0.47
2022-01-06,2022,chinext,100,61,61,39,0,0.61
2022-01-06,2022,main_board,400,186,186,214,0,0.465
2022-01-07,2022,chinext,100,61,61,39,0,0.61
2022-01-07,2022,main_board,400,187,187,213,0,0.4675
2022-01-10,2022,chinext,100,62,62,38,0,0.62
2022-01-10,2022,main_board,400,188,188,212,0,0.47
2022-01-11,2022,chinext,100,61,61,39,0,0.61
2022-01-11,2022,main_board,400,182,182,218,0,0.455
2022-01-12,2022,chinext,100,65,65,35,0,0.65
2022-01-12,2022,main_board,400,187,187,213,0,0.4675
2022-01-13,2022,chinext,100,64,64,36,0,0.64
2022-01-13,2022,main_board,400,181,181,219,0,0.4525
2022-01-14,2022,chinext,100,67,67,33,0,0.67
2022-01-14,2022,main_board,400,181,181,219,0,0.4525
2022-01-17,2022,chinext,100,68,68,32,0,0.68
2022-01-17,2022,main_board,400,185,185,215,0,0.4625
2022-01-18,2022,chinext,100,65,65,35,0,0.65
2022-01-18,2022,main_board,400,188,188,212,0,0.47
2022-01-19,2022,chinext,100,66,66,34,0,0.66
2022-01-19,2022,main_board,400,185,185,215,0,0.4625
2022-01-20,2022,chinext,100,63,63,37,0,0.63
2022-01-20,2022,main_board,400,185,185,215,0,0.4625
2022-01-21,2022,chinext,100,59,59,41,0,0.59
2022-01-21,2022,main_board,400,183,183,217,0,0.4575
2022-01-24,2022,chinext,100,61,61,39,0,0.61
2022-01-24,2022,main_board,400,183,183,217,0,0.4575
2022-01-25,2022,chinext,100,59,59,41,0,0.59
2022-01-25,2022,main_board,400,175,175,225,0,0.4375
2022-01-26,2022,chinext,100,59,59,41,0,0.59
2022-01-26,2022,main_board,400,178,178,222,0,0.445
2022-01-27,2022,chinext,100,57,57,43,0,0.57
2022-01-27,2022,main_board,400,169,169,231,0,0.4225
2022-01-28,2022,chinext,100,57,57,43,0,0.57
2022-01-28,2022,main_board,400,173,173,227,0,0.4325
2022-02-07,2022,chinext,100,59,59,41,0,0.59
2022-02-07,2022,main_board,400,179,179,221,0,0.4475
2022-02-08,2022,chinext,100,54,54,46,0,0.54
2022-02-08,2022,main_board,400,178,178,222,0,0.445
2022-02-09,2022,chinext,100,56,56,44,0,0.56
2022-02-09,2022,main_board,400,179,179,221,0,0.4475
2022-02-10,2022,chinext,100,53,53,47,0,0.53
2022-02-10,2022,main_board,400,178,178,222,0,0.445
2022-02-11,2022,chinext,100,52,52,48,0,0.52
2022-02-11,2022,main_board,400,178,178,222,0,0.445
2022-02-14,2022,chinext,100,52,52,48,0,0.52
2022-02-14,2022,main_board,400,178,178,222,0,0.445
2022-02-15,2022,chinext,100,56,56,44,0,0.56
2022-02-15,2022,main_board,400,179,179,221,0,0.4475
2022-02-16,2022,chinext,100,56,56,44,0,0.56
2022-02-16,2022,main_board,400,179,179,221,0,0.4475
2022-02-17,2022,chinext,100,56,56,44,0,0.56
2022-02-17,2022,main_board,400,178,178,222,0,0.445
2022-02-18,2022,chinext,100,56,56,44,0,0.56
2022-02-18,2022,main_board,400,180,180,220,0,0.45
2022-02-21,2022,chinext,100,60,60,40,0,0.6
2022-02-21,2022,main_board,400,179,179,221,0,0.4475
2022-02-22,2022,chinext,100,57,57,43,0,0.57
2022-02-22,2022,main_board,400,176,176,224,0,0.44
2022-02-23,2022,chinext,100,61,61,39,0,0.61
2022-02-23,2022,main_board,400,181,181,219,0,0.4525
2022-02-24,2022,chinext,100,59,59,41,0,0.59
2022-02-24,2022,main_board,400,174,174,226,0,0.435
2022-02-25,2022,chinext,100,60,60,40,0,0.6
2022-02-25,2022,main_board,400,178,178,222,0,0.445
2022-02-28,2022,chinext,100,60,60,40,0,0.6
2022-02-28,2022,main_board,400,178,178,222,0,0.445
2022-03-01,2022,chinext,100,61,61,39,0,0.61
2022-03-01,2022,main_board,400,179,179,221,0,0.4475
2022-03-02,2022,chinext,100,62,62,38,0,0.62
2022-03-02,2022,main_board,400,179,179,221,0,0.4475
2022-03-03,2022,chinext,100,61,61,39,0,0.61
2022-03-03,2022,main_board,400,178,178,222,0,0.445
2022-03-04,2022,chinext,100,61,61,39,0,0.61
2022-03-04,2022,main_board,400,177,177,223,0,0.4425
2022-03-07,2022,chinext,100,58,58,42,0,0.58
2022-03-07,2022,main_board,400,171,171,229,0,0.4275
2022-03-08,2022,chinext,100,55,55,45,0,0.55
2022-03-08,2022,main_board,400,163,163,237,0,0.4075
2022-03-09,2022,chinext,100,53,53,47,0,0.53
2022-03-09,2022,main_board,400,165,165,235,0,0.4125
2022-03-10,2022,chinext,100,55,55,45,0,0.55
2022-03-10,2022,main_board,400,166,166,234,0,0.415
2022-03-11,2022,chinext,100,56,56,44,0,0.56
2022-03-11,2022,main_board,400,166,166,234,0,0.415
2022-03-14,2022,chinext,100,54,54,46,0,0.54
2022-03-14,2022,main_board,400,161,161,239,0,0.4025
2022-03-15,2022,chinext,100,52,52,48,0,0.52
2022-03-15,2022,main_board,400,152,152,248,0,0.38
2022-03-16,2022,chinext,100,57,57,43,0,0.57
2022-03-16,2022,main_board,400,156,156,244,0,0.39
2022-03-17,2022,chinext,100,60,60,40,0,0.6
2022-03-17,2022,main_board,400,162,162,238,0,0.405
2022-03-18,2022,chinext,100,59,59,41,0,0.59
2022-03-18,2022,main_board,400,162,162,238,0,0.405
2022-03-21,2022,chinext,100,62,62,38,0,0.62
2022-03-21,2022,main_board,400,164,164,236,0,0.41
2022-03-22,2022,chinext,100,62,62,38,0,0.62
2022-03-22,2022,main_board,400,164,164,236,0,0.41
2022-03-23,2022,chinext,100,62,62,38,0,0.62
2022-03-23,2022,main_board,400,164,164,236,0,0.41
2022-03-24,2022,chinext,100,59,59,41,0,0.59
2022-03-24,2022,main_board,400,164,164,236,0,0.41
2022-03-25,2022,chinext,100,58,58,42,0,0.58
2022-03-25,2022,main_board,400,160,160,240,0,0.4
2022-03-28,2022,chinext,100,54,54,46,0,0.54
2022-03-28,2022,main_board,400,161,161,239,0,0.4025
2022-03-29,2022,chinext,100,55,55,45,0,0.55
2022-03-29,2022,main_board,400,161,161,239,0,0.4025
2022-03-30,2022,chinext,100,56,56,44,0,0.56
2022-03-30,2022,main_board,400,164,164,236,0,0.41
2022-03-31,2022,chinext,100,52,52,48,0,0.52
2022-03-31,2022,main_board,400,162,162,238,0,0.405
2022-04-01,2022,chinext,100,51,51,49,0,0.51
2022-04-01,2022,main_board,400,164,164,236,0,0.41
2022-04-06,2022,chinext,100,52,52,48,0,0.52
2022-04-06,2022,main_board,400,163,163,237,0,0.4075
2022-04-07,2022,chinext,100,49,49,51,0,0.49
2022-04-07,2022,main_board,400,161,161,239,0,0.4025
2022-04-08,2022,chinext,100,51,51,49,0,0.51
2022-04-08,2022,main_board,400,161,161,239,0,0.4025
2022-04-11,2022,chinext,100,43,43,57,0,0.43
2022-04-11,2022,main_board,400,161,161,239,0,0.4025
2022-04-12,2022,chinext,100,45,45,55,0,0.45
2022-04-12,2022,main_board,400,163,163,237,0,0.4075
2022-04-13,2022,chinext,100,42,42,58,0,0.42
2022-04-13,2022,main_board,400,164,164,236,0,0.41
2022-04-14,2022,chinext,100,42,42,58,0,0.42
2022-04-14,2022,main_board,400,166,166,234,0,0.415
2022-04-15,2022,chinext,100,42,42,58,0,0.42
2022-04-15,2022,main_board,400,163,163,237,0,0.4075
2022-04-18,2022,chinext,100,41,41,59,0,0.41
2022-04-18,2022,main_board,400,162,162,238,0,0.405
2022-04-19,2022,chinext,100,42,42,58,0,0.42
2022-04-19,2022,main_board,400,163,163,237,0,0.4075
2022-04-20,2022,chinext,100,42,42,58,0,0.42
2022-04-20,2022,main_board,400,158,158,242,0,0.395
2022-04-21,2022,chinext,100,40,40,60,0,0.4
2022-04-21,2022,main_board,400,154,154,246,0,0.385
2022-04-22,2022,chinext,100,40,40,60,0,0.4
2022-04-22,2022,main_board,400,153,153,247,0,0.3825
2022-04-25,2022,chinext,100,37,37,63,0,0.37
2022-04-25,2022,main_board,400,147,147,253,0,0.3675
2022-04-26,2022,chinext,100,33,33,67,0,0.33
2022-04-26,2022,main_board,400,142,142,258,0,0.355
2022-04-27,2022,chinext,100,40,40,60,0,0.4
2022-04-27,2022,main_board,400,147,147,253,0,0.3675
2022-04-28,2022,chinext,100,41,41,59,0,0.41
2022-04-28,2022,main_board,400,145,145,255,0,0.3625
2022-04-29,2022,chinext,100,43,43,57,0,0.43
2022-04-29,2022,main_board,400,154,154,246,0,0.385
2022-05-05,2022,chinext,100,45,45,55,0,0.45
2022-05-05,2022,main_board,400,156,156,244,0,0.39
2022-05-06,2022,chinext,100,44,44,56,0,0.44
2022-05-06,2022,main_board,400,155,155,245,0,0.3875
2022-05-09,2022,chinext,100,46,46,54,0,0.46
2022-05-09,2022,main_board,400,151,151,249,0,0.3775
2022-05-10,2022,chinext,100,46,46,54,0,0.46
2022-05-10,2022,main_board,400,154,154,246,0,0.385
2022-05-11,2022,chinext,100,46,46,54,0,0.46
2022-05-11,2022,main_board,400,156,156,244,0,0.39
2022-05-12,2022,chinext,100,46,46,54,0,0.46
2022-05-12,2022,main_board,400,154,154,246,0,0.385
2022-05-13,2022,chinext,100,46,46,54,0,0.46
2022-05-13,2022,main_board,400,155,155,245,0,0.3875
2022-05-16,2022,chinext,100,45,45,55,0,0.45
2022-05-16,2022,main_board,400,156,156,244,0,0.39
2022-05-17,2022,chinext,100,47,47,53,0,0.47
2022-05-17,2022,main_board,400,156,156,244,0,0.39
2022-05-18,2022,chinext,100,46,46,54,0,0.46
2022-05-18,2022,main_board,400,154,154,246,0,0.385
2022-05-19,2022,chinext,100,46,46,54,0,0.46
2022-05-19,2022,main_board,400,158,158,242,0,0.395
2022-05-20,2022,chinext,100,45,45,55,0,0.45
2022-05-20,2022,main_board,400,162,162,238,0,0.405
2022-05-23,2022,chinext,100,48,48,52,0,0.48
2022-05-23,2022,main_board,400,163,163,237,0,0.4075
2022-05-24,2022,chinext,100,44,44,56,0,0.44
2022-05-24,2022,main_board,400,155,155,245,0,0.3875
2022-05-25,2022,chinext,100,44,44,56,0,0.44
2022-05-25,2022,main_board,400,156,156,244,0,0.39
2022-05-26,2022,chinext,100,43,43,57,0,0.43
2022-05-26,2022,main_board,400,157,157,243,0,0.3925
2022-05-27,2022,chinext,100,42,42,58,0,0.42
2022-05-27,2022,main_board,400,158,158,242,0,0.395
2022-05-30,2022,chinext,100,44,44,56,0,0.44
2022-05-30,2022,main_board,400,159,159,241,0,0.3975
2022-05-31,2022,chinext,100,45,45,55,0,0.45
2022-05-31,2022,main_board,400,165,165,235,0,0.4125
2022-06-01,2022,chinext,100,45,45,55,0,0.45
2022-06-01,2022,main_board,400,166,166,234,0,0.415
2022-06-02,2022,chinext,100,47,47,53,0,0.47
2022-06-02,2022,main_board,400,168,168,232,0,0.42
2022-06-06,2022,chinext,100,49,49,51,0,0.49
2022-06-06,2022,main_board,400,172,172,228,0,0.43
2022-06-07,2022,chinext,100,49,49,51,0,0.49
2022-06-07,2022,main_board,400,172,172,228,0,0.43
2022-06-08,2022,chinext,100,48,48,52,0,0.48
2022-06-08,2022,main_board,400,176,176,224,0,0.44
2022-06-09,2022,chinext,100,46,46,54,0,0.46
2022-06-09,2022,main_board,400,171,171,229,0,0.4275
2022-06-10,2022,chinext,100,49,49,51,0,0.49
2022-06-10,2022,main_board,400,177,177,223,0,0.4425
2022-06-13,2022,chinext,100,49,49,51,0,0.49
2022-06-13,2022,main_board,400,170,170,230,0,0.425
2022-06-14,2022,chinext,100,48,48,52,0,0.48
2022-06-14,2022,main_board,400,171,171,229,0,0.4275
2022-06-15,2022,chinext,100,48,48,52,0,0.48
2022-06-15,2022,main_board,400,172,172,228,0,0.43
2022-06-16,2022,chinext,100,48,48,52,0,0.48
2022-06-16,2022,main_board,400,170,170,230,0,0.425
2022-06-17,2022,chinext,100,51,51,49,0,0.51
2022-06-17,2022,main_board,400,172,172,228,0,0.43
2022-06-20,2022,chinext,100,55,55,45,0,0.55
2022-06-20,2022,main_board,400,175,175,225,0,0.4375
2022-06-21,2022,chinext,100,54,54,46,0,0.54
2022-06-21,2022,main_board,400,172,172,228,0,0.43
2022-06-22,2022,chinext,100,53,53,47,0,0.53
2022-06-22,2022,main_board,400,171,171,229,0,0.4275
2022-06-23,2022,chinext,100,54,54,46,0,0.54
2022-06-23,2022,main_board,400,173,173,227,0,0.4325
2022-06-24,2022,chinext,100,55,55,45,0,0.55
2022-06-24,2022,main_board,400,173,173,227,0,0.4325
2022-06-27,2022,chinext,100,57,57,43,0,0.57
2022-06-27,2022,main_board,400,176,176,224,0,0.44
2022-06-28,2022,chinext,100,56,56,44,0,0.56
2022-06-28,2022,main_board,400,178,178,222,0,0.445
2022-06-29,2022,chinext,100,54,54,46,0,0.54
2022-06-29,2022,main_board,400,174,174,226,0,0.435
2022-06-30,2022,chinext,100,55,55,45,0,0.55
2022-06-30,2022,main_board,400,181,181,219,0,0.4525
2022-07-01,2022,chinext,100,55,55,45,0,0.55
2022-07-01,2022,main_board,400,180,180,220,0,0.45
2022-07-04,2022,chinext,100,58,58,42,0,0.58
2022-07-04,2022,main_board,400,183,183,217,0,0.4575
2022-07-05,2022,chinext,100,56,56,44,0,0.56
2022-07-05,2022,main_board,400,181,181,219,0,0.4525
2022-07-06,2022,chinext,100,56,56,44,0,0.56
2022-07-06,2022,main_board,400,179,179,221,0,0.4475
2022-07-07,2022,chinext,100,58,58,42,0,0.58
2022-07-07,2022,main_board,400,183,183,217,0,0.4575
2022-07-08,2022,chinext,100,55,55,45,0,0.55
2022-07-08,2022,main_board,400,182,182,218,0,0.455
2022-07-11,2022,chinext,100,56,56,44,0,0.56
2022-07-11,2022,main_board,400,181,181,219,0,0.4525
2022-07-12,2022,chinext,100,53,53,47,0,0.53
2022-07-12,2022,main_board,400,178,178,222,0,0.445
2022-07-13,2022,chinext,100,54,54,46,0,0.54
2022-07-13,2022,main_board,400,175,175,225,0,0.4375
2022-07-14,2022,chinext,100,56,56,44,0,0.56
2022-07-14,2022,main_board,400,178,178,222,0,0.445
2022-07-15,2022,chinext,100,53,53,47,0,0.53
2022-07-15,2022,main_board,400,175,175,225,0,0.4375
2022-07-18,2022,chinext,100,55,55,45,0,0.55
2022-07-18,2022,main_board,400,180,180,220,0,0.45
2022-07-19,2022,chinext,100,56,56,44,0,0.56
2022-07-19,2022,main_board,400,178,178,222,0,0.445
2022-07-20,2022,chinext,100,58,58,42,0,0.58
2022-07-20,2022,main_board,400,182,182,218,0,0.455
2022-07-21,2022,chinext,100,55,55,45,0,0.55
2022-07-21,2022,main_board,400,177,177,223,0,0.4425
2022-07-22,2022,chinext,100,53,53,47,0,0.53
2022-07-22,2022,main_board,400,175,175,225,0,0.4375
2022-07-25,2022,chinext,100,54,54,46,0,0.54
2022-07-25,2022,main_board,400,174,174,226,0,0.435
2022-07-26,2022,chinext,100,55,55,45,0,0.55
2022-07-26,2022,main_board,400,177,177,223,0,0.4425
2022-07-27,2022,chinext,100,53,53,47,0,0.53
2022-07-27,2022,main_board,400,173,173,227,0,0.4325
2022-07-28,2022,chinext,100,55,55,45,0,0.55
2022-07-28,2022,main_board,400,176,176,224,0,0.44
2022-07-29,2022,chinext,100,57,57,43,0,0.57
2022-07-29,2022,main_board,400,174,174,226,0,0.435
2022-08-01,2022,chinext,100,60,60,40,0,0.6
2022-08-01,2022,main_board,400,175,175,225,0,0.4375
2022-08-02,2022,chinext,100,55,55,45,0,0.55
2022-08-02,2022,main_board,400,171,171,229,0,0.4275
2022-08-03,2022,chinext,100,54,54,46,0,0.54
2022-08-03,2022,main_board,400,171,171,229,0,0.4275
2022-08-04,2022,chinext,100,55,55,45,0,0.55
2022-08-04,2022,main_board,400,169,169,231,0,0.4225
2022-08-05,2022,chinext,100,61,61,39,0,0.61
2022-08-05,2022,main_board,400,168,168,232,0,0.42
2022-08-08,2022,chinext,100,63,63,37,0,0.63
2022-08-08,2022,main_board,400,171,171,229,0,0.4275
2022-08-09,2022,chinext,100,63,63,37,0,0.63
2022-08-09,2022,main_board,400,174,174,226,0,0.435
2022-08-10,2022,chinext,100,64,64,36,0,0.64
2022-08-10,2022,main_board,400,171,171,229,0,0.4275
2022-08-11,2022,chinext,100,64,64,36,0,0.64
2022-08-11,2022,main_board,400,173,173,227,0,0.4325
2022-08-12,2022,chinext,100,63,63,37,0,0.63
2022-08-12,2022,main_board,400,174,174,226,0,0.435
2022-08-15,2022,chinext,100,63,63,37,0,0.63
2022-08-15,2022,main_board,400,180,180,220,0,0.45
2022-08-16,2022,chinext,100,65,65,35,0,0.65
2022-08-16,2022,main_board,400,180,180,220,0,0.45
2022-08-17,2022,chinext,100,65,65,35,0,0.65
2022-08-17,2022,main_board,400,179,179,221,0,0.4475
2022-08-18,2022,chinext,100,66,66,34,0,0.66
2022-08-18,2022,main_board,400,180,180,220,0,0.45
2022-08-19,2022,chinext,100,65,65,35,0,0.65
2022-08-19,2022,main_board,400,180,180,220,0,0.45
2022-08-22,2022,chinext,100,67,67,33,0,0.67
2022-08-22,2022,main_board,400,183,183,217,0,0.4575
2022-08-23,2022,chinext,100,67,67,33,0,0.67
2022-08-23,2022,main_board,400,183,183,217,0,0.4575
2022-08-24,2022,chinext,100,62,62,38,0,0.62
2022-08-24,2022,main_board,400,179,179,221,0,0.4475
2022-08-25,2022,chinext,100,61,61,39,0,0.61
2022-08-25,2022,main_board,400,181,181,219,0,0.4525
2022-08-26,2022,chinext,100,59,59,41,0,0.59
2022-08-26,2022,main_board,400,180,180,220,0,0.45
2022-08-29,2022,chinext,100,60,60,40,0,0.6
2022-08-29,2022,main_board,400,179,179,221,0,0.4475
2022-08-30,2022,chinext,100,59,59,41,0,0.59
2022-08-30,2022,main_board,400,176,176,224,0,0.44
2022-08-31,2022,chinext,100,56,56,44,0,0.56
2022-08-31,2022,main_board,400,172,172,228,0,0.43
2022-09-01,2022,chinext,100,56,56,44,0,0.56
2022-09-01,2022,main_board,400,175,175,225,0,0.4375
2022-09-02,2022,chinext,100,57,57,43,0,0.57
2022-09-02,2022,main_board,400,178,178,222,0,0.445
2022-09-05,2022,chinext,100,58,58,42,0,0.58
2022-09-05,2022,main_board,400,178,178,222,0,0.445
2022-09-06,2022,chinext,100,58,58,42,0,0.58
2022-09-06,2022,main_board,400,180,180,220,0,0.45
2022-09-07,2022,chinext,100,62,62,38,0,0.62
2022-09-07,2022,main_board,400,181,181,219,0,0.4525
2022-09-08,2022,chinext,100,60,60,40,0,0.6
2022-09-08,2022,main_board,400,179,179,221,0,0.4475
2022-09-09,2022,chinext,100,59,59,41,0,0.59
2022-09-09,2022,main_board,400,179,179,221,0,0.4475
2022-09-13,2022,chinext,100,59,59,41,0,0.59
2022-09-13,2022,main_board,400,177,177,223,0,0.4425
2022-09-14,2022,chinext,100,58,58,42,0,0.58
2022-09-14,2022,main_board,400,176,176,224,0,0.44
2022-09-15,2022,chinext,100,55,55,45,0,0.55
2022-09-15,2022,main_board,400,177,177,223,0,0.4425
2022-09-16,2022,chinext,100,55,55,45,0,0.55
2022-09-16,2022,main_board,400,171,171,229,0,0.4275
2022-09-19,2022,chinext,100,52,52,48,0,0.52
2022-09-19,2022,main_board,400,170,170,230,0,0.425
2022-09-20,2022,chinext,100,54,54,46,0,0.54
2022-09-20,2022,main_board,400,171,171,229,0,0.4275
2022-09-21,2022,chinext,100,51,51,49,0,0.51
2022-09-21,2022,main_board,400,172,172,228,0,0.43
2022-09-22,2022,chinext,100,56,56,44,0,0.56
2022-09-22,2022,main_board,400,170,170,230,0,0.425
2022-09-23,2022,chinext,100,54,54,46,0,0.54
2022-09-23,2022,main_board,400,168,168,232,0,0.42
2022-09-26,2022,chinext,100,53,53,47,0,0.53
2022-09-26,2022,main_board,400,168,168,232,0,0.42
2022-09-27,2022,chinext,100,56,56,44,0,0.56
2022-09-27,2022,main_board,400,171,171,229,0,0.4275
2022-09-28,2022,chinext,100,53,53,47,0,0.53
2022-09-28,2022,main_board,400,167,167,233,0,0.4175
2022-09-29,2022,chinext,100,53,53,47,0,0.53
2022-09-29,2022,main_board,400,166,166,234,0,0.415
2022-09-30,2022,chinext,100,53,53,47,0,0.53
2022-09-30,2022,main_board,400,170,170,230,0,0.425
2022-10-10,2022,chinext,100,51,51,49,0,0.51
2022-10-10,2022,main_board,400,168,168,232,0,0.42
2022-10-11,2022,chinext,100,48,48,52,0,0.48
2022-10-11,2022,main_board,400,168,168,232,0,0.42
2022-10-12,2022,chinext,100,52,52,48,0,0.52
2022-10-12,2022,main_board,400,172,172,228,0,0.43
2022-10-13,2022,chinext,100,53,53,47,0,0.53
2022-10-13,2022,main_board,400,170,170,230,0,0.425
2022-10-14,2022,chinext,100,55,55,45,0,0.55
2022-10-14,2022,main_board,400,171,171,229,0,0.4275
2022-10-17,2022,chinext,100,56,56,44,0,0.56
2022-10-17,2022,main_board,400,173,173,227,0,0.4325
2022-10-18,2022,chinext,100,57,57,43,0,0.57
2022-10-18,2022,main_board,400,172,172,228,0,0.43
2022-10-19,2022,chinext,100,57,57,43,0,0.57
2022-10-19,2022,main_board,400,169,169,231,0,0.4225
2022-10-20,2022,chinext,100,55,55,45,0,0.55
2022-10-20,2022,main_board,400,170,170,230,0,0.425
2022-10-21,2022,chinext,100,58,58,42,0,0.58
2022-10-21,2022,main_board,400,172,172,228,0,0.43
2022-10-24,2022,chinext,100,56,56,44,0,0.56
2022-10-24,2022,main_board,400,167,167,233,0,0.4175
2022-10-25,2022,chinext,100,54,54,46,0,0.54
2022-10-25,2022,main_board,400,166,166,234,0,0.415
2022-10-26,2022,chinext,100,57,57,43,0,0.57
2022-10-26,2022,main_board,400,168,168,232,0,0.42
2022-10-27,2022,chinext,100,59,59,41,0,0.59
2022-10-27,2022,main_board,400,166,166,234,0,0.415
2022-10-28,2022,chinext,100,56,56,44,0,0.56
2022-10-28,2022,main_board,400,162,162,238,0,0.405
2022-10-31,2022,chinext,100,57,57,43,0,0.57
2022-10-31,2022,main_board,400,163,163,237,0,0.4075
2022-11-01,2022,chinext,100,59,59,41,0,0.59
2022-11-01,2022,main_board,400,165,165,235,0,0.4125
2022-11-02,2022,chinext,100,59,59,41,0,0.59
2022-11-02,2022,main_board,400,167,167,233,0,0.4175
2022-11-03,2022,chinext,100,58,58,42,0,0.58
2022-11-03,2022,main_board,400,164,164,236,0,0.41
2022-11-04,2022,chinext,100,63,63,37,0,0.63
2022-11-04,2022,main_board,400,173,173,227,0,0.4325
2022-11-07,2022,chinext,100,60,60,40,0,0.6
2022-11-07,2022,main_board,400,174,174,226,0,0.435
2022-11-08,2022,chinext,100,61,61,39,0,0.61
2022-11-08,2022,main_board,400,174,174,226,0,0.435
2022-11-09,2022,chinext,100,61,61,39,0,0.61
2022-11-09,2022,main_board,400,172,172,228,0,0.43
2022-11-10,2022,chinext,100,61,61,39,0,0.61
2022-11-10,2022,main_board,400,172,172,228,0,0.43
2022-11-11,2022,chinext,100,61,61,39,0,0.61
2022-11-11,2022,main_board,400,174,174,226,0,0.435
2022-11-14,2022,chinext,100,63,63,37,0,0.63
2022-11-14,2022,main_board,400,175,175,225,0,0.4375
2022-11-15,2022,chinext,100,63,63,37,0,0.63
2022-11-15,2022,main_board,400,178,178,222,0,0.445
2022-11-16,2022,chinext,100,61,61,39,0,0.61
2022-11-16,2022,main_board,400,178,178,222,0,0.445
2022-11-17,2022,chinext,100,61,61,39,0,0.61
2022-11-17,2022,main_board,400,177,177,223,0,0.4425
2022-11-18,2022,chinext,100,62,62,38,0,0.62
2022-11-18,2022,main_board,400,175,175,225,0,0.4375
2022-11-21,2022,chinext,100,63,63,37,0,0.63
2022-11-21,2022,main_board,400,175,175,225,0,0.4375
2022-11-22,2022,chinext,100,61,61,39,0,0.61
2022-11-22,2022,main_board,400,173,173,227,0,0.4325
2022-11-23,2022,chinext,100,60,60,40,0,0.6
2022-11-23,2022,main_board,400,174,174,226,0,0.435
2022-11-24,2022,chinext,100,60,60,40,0,0.6
2022-11-24,2022,main_board,400,173,173,227,0,0.4325
2022-11-25,2022,chinext,100,58,58,42,0,0.58
2022-11-25,2022,main_board,400,175,175,225,0,0.4375
2022-11-28,2022,chinext,100,59,59,41,0,0.59
2022-11-28,2022,main_board,400,173,173,227,0,0.4325
2022-11-29,2022,chinext,100,61,61,39,0,0.61
2022-11-29,2022,main_board,400,178,178,222,0,0.445
2022-11-30,2022,chinext,100,59,59,41,0,0.59
2022-11-30,2022,main_board,400,179,179,221,0,0.4475
2022-12-01,2022,chinext,100,60,60,40,0,0.6
2022-12-01,2022,main_board,400,182,182,218,0,0.455
2022-12-02,2022,chinext,100,59,59,41,0,0.59
2022-12-02,2022,main_board,400,180,180,220,0,0.45
2022-12-05,2022,chinext,100,62,62,38,0,0.62
2022-12-05,2022,main_board,400,182,182,218,0,0.455
2022-12-06,2022,chinext,100,62,62,38,0,0.62
2022-12-06,2022,main_board,400,185,185,215,0,0.4625
2022-12-07,2022,chinext,100,63,63,37,0,0.63
2022-12-07,2022,main_board,400,181,181,219,0,0.4525
2022-12-08,2022,chinext,100,62,62,38,0,0.62
2022-12-08,2022,main_board,400,182,182,218,0,0.455
2022-12-09,2022,chinext,100,63,63,37,0,0.63
2022-12-09,2022,main_board,400,180,180,220,0,0.45
2022-12-12,2022,chinext,100,63,63,37,0,0.63
2022-12-12,2022,main_board,400,181,181,219,0,0.4525
2022-12-13,2022,chinext,100,61,61,39,0,0.61
2022-12-13,2022,main_board,400,181,181,219,0,0.4525
2022-12-14,2022,chinext,100,62,62,38,0,0.62
2022-12-14,2022,main_board,400,180,180,220,0,0.45
2022-12-15,2022,chinext,100,63,63,37,0,0.63
2022-12-15,2022,main_board,400,177,177,223,0,0.4425
2022-12-16,2022,chinext,100,61,61,39,0,0.61
2022-12-16,2022,main_board,400,177,177,223,0,0.4425
2022-12-19,2022,chinext,100,59,59,41,0,0.59
2022-12-19,2022,main_board,400,175,175,225,0,0.4375
2022-12-20,2022,chinext,100,60,60,40,0,0.6
2022-12-20,2022,main_board,400,174,174,226,0,0.435
2022-12-21,2022,chinext,100,59,59,41,0,0.59
2022-12-21,2022,main_board,400,174,174,226,0,0.435
2022-12-22,2022,chinext,100,59,59,41,0,0.59
2022-12-22,2022,main_board,400,171,171,229,0,0.4275
2022-12-23,2022,chinext,100,60,60,40,0,0.6
2022-12-23,2022,main_board,400,169,169,231,0,0.4225
