membership_date,year,board_bucket,topn_count,fixed_cap_count,intersection_count,topn_only_count,fixed_cap_only_count,jaccard_overlap,topn_only_share_of_topn,fixed_cap_only_share_of_fixed_cap
2022-04-08,2022,main_board,400,161,161,239,0,0.4025,0.5975,0.0
2022-04-11,2022,chinext,100,43,43,57,0,0.43,0.57,0.0
2022-04-11,2022,main_board,400,161,161,239,0,0.4025,0.5975,0.0
2022-04-12,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-04-12,2022,main_board,400,163,163,237,0,0.4075,0.5925,0.0
2022-04-13,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-04-13,2022,main_board,400,164,164,236,0,0.41,0.59,0.0
2022-04-14,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-04-14,2022,main_board,400,166,166,234,0,0.415,0.585,0.0
2022-04-15,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-04-15,2022,main_board,400,163,163,237,0,0.4075,0.5925,0.0
2022-04-18,2022,chinext,100,41,41,59,0,0.41,0.59,0.0
2022-04-18,2022,main_board,400,162,162,238,0,0.405,0.595,0.0
2022-04-19,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-04-19,2022,main_board,400,163,163,237,0,0.4075,0.5925,0.0
2022-04-20,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-04-20,2022,main_board,400,158,158,242,0,0.395,0.605,0.0
2022-04-21,2022,chinext,100,40,40,60,0,0.4,0.6,0.0
2022-04-21,2022,main_board,400,154,154,246,0,0.385,0.615,0.0
2022-04-22,2022,chinext,100,40,40,60,0,0.4,0.6,0.0
2022-04-22,2022,main_board,400,153,153,247,0,0.3825,0.6175,0.0
2022-04-25,2022,chinext,100,37,37,63,0,0.37,0.63,0.0
2022-04-25,2022,main_board,400,147,147,253,0,0.3675,0.6325,0.0
2022-04-26,2022,chinext,100,33,33,67,0,0.33,0.67,0.0
2022-04-26,2022,main_board,400,142,142,258,0,0.355,0.645,0.0
2022-04-27,2022,chinext,100,40,40,60,0,0.4,0.6,0.0
2022-04-27,2022,main_board,400,147,147,253,0,0.3675,0.6325,0.0
2022-04-28,2022,chinext,100,41,41,59,0,0.41,0.59,0.0
2022-04-28,2022,main_board,400,145,145,255,0,0.3625,0.6375,0.0
2022-04-29,2022,chinext,100,43,43,57,0,0.43,0.57,0.0
2022-04-29,2022,main_board,400,154,154,246,0,0.385,0.615,0.0
2022-05-05,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-05-05,2022,main_board,400,156,156,244,0,0.39,0.61,0.0
2022-05-06,2022,chinext,100,44,44,56,0,0.44,0.56,0.0
2022-05-06,2022,main_board,400,155,155,245,0,0.3875,0.6125,0.0
2022-05-09,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-09,2022,main_board,400,151,151,249,0,0.3775,0.6225,0.0
2022-05-10,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-10,2022,main_board,400,154,154,246,0,0.385,0.615,0.0
2022-05-11,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-11,2022,main_board,400,156,156,244,0,0.39,0.61,0.0
2022-05-12,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-12,2022,main_board,400,154,154,246,0,0.385,0.615,0.0
2022-05-13,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-13,2022,main_board,400,155,155,245,0,0.3875,0.6125,0.0
2022-05-16,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-05-16,2022,main_board,400,156,156,244,0,0.39,0.61,0.0
2022-05-17,2022,chinext,100,47,47,53,0,0.47,0.53,0.0
2022-05-17,2022,main_board,400,156,156,244,0,0.39,0.61,0.0
2022-05-18,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-18,2022,main_board,400,154,154,246,0,0.385,0.615,0.0
2022-05-19,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-05-19,2022,main_board,400,158,158,242,0,0.395,0.605,0.0
2022-05-20,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-05-20,2022,main_board,400,162,162,238,0,0.405,0.595,0.0
2022-05-23,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-05-23,2022,main_board,400,163,163,237,0,0.4075,0.5925,0.0
2022-05-24,2022,chinext,100,44,44,56,0,0.44,0.56,0.0
2022-05-24,2022,main_board,400,155,155,245,0,0.3875,0.6125,0.0
2022-05-25,2022,chinext,100,44,44,56,0,0.44,0.56,0.0
2022-05-25,2022,main_board,400,156,156,244,0,0.39,0.61,0.0
2022-05-26,2022,chinext,100,43,43,57,0,0.43,0.57,0.0
2022-05-26,2022,main_board,400,157,157,243,0,0.3925,0.6075,0.0
2022-05-27,2022,chinext,100,42,42,58,0,0.42,0.58,0.0
2022-05-27,2022,main_board,400,158,158,242,0,0.395,0.605,0.0
2022-05-30,2022,chinext,100,44,44,56,0,0.44,0.56,0.0
2022-05-30,2022,main_board,400,159,159,241,0,0.3975,0.6025,0.0
2022-05-31,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-05-31,2022,main_board,400,165,165,235,0,0.4125,0.5875,0.0
2022-06-01,2022,chinext,100,45,45,55,0,0.45,0.55,0.0
2022-06-01,2022,main_board,400,166,166,234,0,0.415,0.585,0.0
2022-06-02,2022,chinext,100,47,47,53,0,0.47,0.53,0.0
2022-06-02,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-06-06,2022,chinext,100,49,49,51,0,0.49,0.51,0.0
2022-06-06,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-06-07,2022,chinext,100,49,49,51,0,0.49,0.51,0.0
2022-06-07,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-06-08,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-06-08,2022,main_board,400,176,176,224,0,0.44,0.56,0.0
2022-06-09,2022,chinext,100,46,46,54,0,0.46,0.54,0.0
2022-06-09,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-06-10,2022,chinext,100,49,49,51,0,0.49,0.51,0.0
2022-06-10,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-06-13,2022,chinext,100,49,49,51,0,0.49,0.51,0.0
2022-06-13,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-06-14,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-06-14,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-06-15,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-06-15,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-06-16,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-06-16,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-06-17,2022,chinext,100,51,51,49,0,0.51,0.49,0.0
2022-06-17,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-06-20,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-06-20,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-06-21,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-06-21,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-06-22,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-06-22,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-06-23,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-06-23,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-06-24,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-06-24,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-06-27,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-06-27,2022,main_board,400,176,176,224,0,0.44,0.56,0.0
2022-06-28,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-06-28,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-06-29,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-06-29,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-06-30,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-06-30,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-07-01,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-01,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-07-04,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-07-04,2022,main_board,400,183,183,217,0,0.4575,0.5425,0.0
2022-07-05,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-07-05,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-07-06,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-07-06,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-07-07,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-07-07,2022,main_board,400,183,183,217,0,0.4575,0.5425,0.0
2022-07-08,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-08,2022,main_board,400,182,182,218,0,0.455,0.545,0.0
2022-07-11,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-07-11,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-07-12,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-07-12,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-07-13,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-07-13,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-07-14,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-07-14,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-07-15,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-07-15,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-07-18,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-18,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-07-19,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-07-19,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-07-20,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-07-20,2022,main_board,400,182,182,218,0,0.455,0.545,0.0
2022-07-21,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-21,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-07-22,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-07-22,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-07-25,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-07-25,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-07-26,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-26,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-07-27,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-07-27,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-07-28,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-07-28,2022,main_board,400,176,176,224,0,0.44,0.56,0.0
2022-07-29,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-07-29,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-08-01,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-08-01,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-08-02,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-08-02,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-08-03,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-08-03,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-08-04,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-08-04,2022,main_board,400,169,169,231,0,0.4225,0.5775,0.0
2022-08-05,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-08-05,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-08-08,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-08-08,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-08-09,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-08-09,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-08-10,2022,chinext,100,64,64,36,0,0.64,0.36,0.0
2022-08-10,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-08-11,2022,chinext,100,64,64,36,0,0.64,0.36,0.0
2022-08-11,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-08-12,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-08-12,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-08-15,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-08-15,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-08-16,2022,chinext,100,65,65,35,0,0.65,0.35,0.0
2022-08-16,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-08-17,2022,chinext,100,65,65,35,0,0.65,0.35,0.0
2022-08-17,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-08-18,2022,chinext,100,66,66,34,0,0.66,0.34,0.0
2022-08-18,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-08-19,2022,chinext,100,65,65,35,0,0.65,0.35,0.0
2022-08-19,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-08-22,2022,chinext,100,67,67,33,0,0.67,0.33,0.0
2022-08-22,2022,main_board,400,183,183,217,0,0.4575,0.5425,0.0
2022-08-23,2022,chinext,100,67,67,33,0,0.67,0.33,0.0
2022-08-23,2022,main_board,400,183,183,217,0,0.4575,0.5425,0.0
2022-08-24,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-08-24,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-08-25,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-08-25,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-08-26,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-08-26,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-08-29,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-08-29,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-08-30,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-08-30,2022,main_board,400,176,176,224,0,0.44,0.56,0.0
2022-08-31,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-08-31,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-09-01,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-09-01,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-09-02,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-09-02,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-09-05,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-09-05,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-09-06,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-09-06,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-09-07,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-09-07,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-09-08,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-09-08,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-09-09,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-09-09,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-09-13,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-09-13,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-09-14,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-09-14,2022,main_board,400,176,176,224,0,0.44,0.56,0.0
2022-09-15,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-09-15,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-09-16,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-09-16,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-09-19,2022,chinext,100,52,52,48,0,0.52,0.48,0.0
2022-09-19,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-09-20,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-09-20,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-09-21,2022,chinext,100,51,51,49,0,0.51,0.49,0.0
2022-09-21,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-09-22,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-09-22,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-09-23,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-09-23,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-09-26,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-09-26,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-09-27,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-09-27,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-09-28,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-09-28,2022,main_board,400,167,167,233,0,0.4175,0.5825,0.0
2022-09-29,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-09-29,2022,main_board,400,166,166,234,0,0.415,0.585,0.0
2022-09-30,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-09-30,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-10-10,2022,chinext,100,51,51,49,0,0.51,0.49,0.0
2022-10-10,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-10-11,2022,chinext,100,48,48,52,0,0.48,0.52,0.0
2022-10-11,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-10-12,2022,chinext,100,52,52,48,0,0.52,0.48,0.0
2022-10-12,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-10-13,2022,chinext,100,53,53,47,0,0.53,0.47,0.0
2022-10-13,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-10-14,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-10-14,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-10-17,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-10-17,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-10-18,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-10-18,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-10-19,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-10-19,2022,main_board,400,169,169,231,0,0.4225,0.5775,0.0
2022-10-20,2022,chinext,100,55,55,45,0,0.55,0.45,0.0
2022-10-20,2022,main_board,400,170,170,230,0,0.425,0.575,0.0
2022-10-21,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-10-21,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-10-24,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-10-24,2022,main_board,400,167,167,233,0,0.4175,0.5825,0.0
2022-10-25,2022,chinext,100,54,54,46,0,0.54,0.46,0.0
2022-10-25,2022,main_board,400,166,166,234,0,0.415,0.585,0.0
2022-10-26,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-10-26,2022,main_board,400,168,168,232,0,0.42,0.58,0.0
2022-10-27,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-10-27,2022,main_board,400,166,166,234,0,0.415,0.585,0.0
2022-10-28,2022,chinext,100,56,56,44,0,0.56,0.44,0.0
2022-10-28,2022,main_board,400,162,162,238,0,0.405,0.595,0.0
2022-10-31,2022,chinext,100,57,57,43,0,0.57,0.43,0.0
2022-10-31,2022,main_board,400,163,163,237,0,0.4075,0.5925,0.0
2022-11-01,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-11-01,2022,main_board,400,165,165,235,0,0.4125,0.5875,0.0
2022-11-02,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-11-02,2022,main_board,400,167,167,233,0,0.4175,0.5825,0.0
2022-11-03,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-11-03,2022,main_board,400,164,164,236,0,0.41,0.59,0.0
2022-11-04,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-11-04,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-11-07,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-11-07,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-11-08,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-08,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-11-09,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-09,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-11-10,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-10,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-11-11,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-11,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-11-14,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-11-14,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-11-15,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-11-15,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-11-16,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-16,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-11-17,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-17,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-11-18,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-11-18,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-11-21,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-11-21,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-11-22,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-22,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-11-23,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-11-23,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-11-24,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-11-24,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-11-25,2022,chinext,100,58,58,42,0,0.58,0.42,0.0
2022-11-25,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-11-28,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-11-28,2022,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2022-11-29,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-11-29,2022,main_board,400,178,178,222,0,0.445,0.555,0.0
2022-11-30,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-11-30,2022,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2022-12-01,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-01,2022,main_board,400,182,182,218,0,0.455,0.545,0.0
2022-12-02,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-02,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-12-05,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-12-05,2022,main_board,400,182,182,218,0,0.455,0.545,0.0
2022-12-06,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-12-06,2022,main_board,400,185,185,215,0,0.4625,0.5375,0.0
2022-12-07,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-12-07,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-12-08,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-12-08,2022,main_board,400,182,182,218,0,0.455,0.545,0.0
2022-12-09,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-12-09,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-12-12,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-12-12,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-12-13,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-12-13,2022,main_board,400,181,181,219,0,0.4525,0.5475,0.0
2022-12-14,2022,chinext,100,62,62,38,0,0.62,0.38,0.0
2022-12-14,2022,main_board,400,180,180,220,0,0.45,0.55,0.0
2022-12-15,2022,chinext,100,63,63,37,0,0.63,0.37,0.0
2022-12-15,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-12-16,2022,chinext,100,61,61,39,0,0.61,0.39,0.0
2022-12-16,2022,main_board,400,177,177,223,0,0.4425,0.5575,0.0
2022-12-19,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-19,2022,main_board,400,175,175,225,0,0.4375,0.5625,0.0
2022-12-20,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-20,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-12-21,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-21,2022,main_board,400,174,174,226,0,0.435,0.565,0.0
2022-12-22,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-22,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-12-23,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-23,2022,main_board,400,169,169,231,0,0.4225,0.5775,0.0
2022-12-26,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-26,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-12-27,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-27,2022,main_board,400,171,171,229,0,0.4275,0.5725,0.0
2022-12-28,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-28,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-12-29,2022,chinext,100,60,60,40,0,0.6,0.4,0.0
2022-12-29,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2022-12-30,2022,chinext,100,59,59,41,0,0.59,0.41,0.0
2022-12-30,2022,main_board,400,172,172,228,0,0.43,0.57,0.0
2023-01-03,2023,chinext,100,66,66,34,0,0.66,0.34,0.0
2023-01-03,2023,main_board,400,173,173,227,0,0.4325,0.5675,0.0
2023-01-04,2023,chinext,100,65,65,35,0,0.65,0.35,0.0
2023-01-04,2023,main_board,400,174,174,226,0,0.435,0.565,0.0
2023-01-05,2023,chinext,100,66,66,34,0,0.66,0.34,0.0
2023-01-05,2023,main_board,400,176,176,224,0,0.44,0.56,0.0
2023-01-06,2023,chinext,100,67,67,33,0,0.67,0.33,0.0
2023-01-06,2023,main_board,400,178,178,222,0,0.445,0.555,0.0
2023-01-09,2023,chinext,100,67,67,33,0,0.67,0.33,0.0
2023-01-09,2023,main_board,400,178,178,222,0,0.445,0.555,0.0
2023-01-10,2023,chinext,100,67,67,33,0,0.67,0.33,0.0
2023-01-10,2023,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2023-01-11,2023,chinext,100,68,68,32,0,0.68,0.32,0.0
2023-01-11,2023,main_board,400,179,179,221,0,0.4475,0.5525,0.0
2023-01-12,2023,chinext,100,67,67,33,0,0.67,0.33,0.0
2023-01-12,2023,main_board,400,178,178,222,0,0.445,0.555,0.0
2023-01-13,2023,chinext,100,70,70,30,0,0.7,0.3,0.0
2023-01-13,2023,main_board,400,178,178,222,0,0.445,0.555,0.0
2023-01-16,2023,chinext,100,70,70,30,0,0.7,0.3,0.0
2023-01-16,2023,main_board,400,183,183,217,0,0.4575,0.5425,0.0
