selected_state_id,row_count,unique_row_id_count,non_train_row_count,selected_event_membership_mismatch_n,required_column_missing_count,missing_required_columns,instrument_reference_date_duplicate_n,reference_pos_missing_n,t0_entry_pos_missing_n,report_text_used_as_row_truth,validation_rows_used,robustness_rows_used,row_level_rebuild_gate_status
repair_range_participation_core_30,6232,6232,0,0,0,,0,0,0,False,False,False,pass
