decision_state,next_allowed_requirement,sequence_mining_authorized,meta_labeling_authorized,bet_sizing_authorized,selected_state_id,primary_k,primary_horizon_mode,primary_arm,effect_interpretation,confirmatory_status,input_gate_status,upstream_lineage_gate_status,row_level_rebuild_gate_status,early_path_pit_gate_status,delayed_entry_executability_gate_status,purged_cv_integrity_gate_status,delayed_utility_improvement_gate_status,missed_winner_offset_gate_status,sample_uniqueness_gate_status,validation_used_in_13f,robustness_used_in_13f,search_accounting_status,primary_failure_reason,delayed_entry_capacity_readout
13F_stop_no_delayed_utility_improvement,none,False,False,False,repair_range_participation_core_30,3,horizon_mode_from_entry,arm_model_delayed,train_only_delayed_entry_diagnostic,False,pass,pass,pass,pass,pass,pass,fail,fail,pass_with_exact_t1,False,False,diagnostic_train_only_not_confirmatory,delayed_utility_improvement_gate_failed,delayed_entry_no_utility_signal
