selected_state_id,posthoc_after_13e_report,validation_used_in_13f,robustness_used_in_13f,early_path_k_grid,horizon_mode_n,arm_n,primary_k,primary_horizon_mode,primary_arm,effective_search_space_n,hyperparameter_search_used,oos_used_for_selection,confirmatory_status,search_accounting_status
repair_range_participation_core_30,True,False,False,"[2, 3, 5, 8, 13]",2,3,3,horizon_mode_from_entry,arm_model_delayed,30,False,False,False,diagnostic_train_only_not_confirmatory
