early_path_k,horizon_mode,arm,fold_id,event_n,missed_upper_in_window_n,early_lower_in_window_n,missed_upper_fraction,missed_upper_opportunity_cost_50bps,same_event_delta_utility_50bps_vs_t0,selected_entry_only_delta_utility_50bps_vs_t0,missed_winner_offset_gate_status
2,horizon_mode_calendar_t0,arm_t0_baseline,0,2091,36,24,0.01721664275466284,0.0,0.0,0.0,fail
2,horizon_mode_calendar_t0,arm_gate_delayed,0,2091,36,24,0.01721664275466284,0.0011608733014933737,-0.004458512836188318,-0.004294988139501511,fail
2,horizon_mode_calendar_t0,arm_model_delayed,0,2091,36,24,0.01721664275466284,0.001247047809984762,-0.006450210466427322,0.001748241215675456,fail
2,horizon_mode_calendar_t0,arm_t0_baseline,1,1656,14,40,0.008454106280193236,0.0,0.0,0.0,fail
2,horizon_mode_calendar_t0,arm_gate_delayed,1,1656,14,40,0.008454106280193236,0.0010546317962923002,-0.002668535222954937,-0.003026634689858943,fail
2,horizon_mode_calendar_t0,arm_model_delayed,1,1656,14,40,0.008454106280193236,0.0010546317962923002,0.0022796725589894207,-0.00620501361525601,pass
2,horizon_mode_calendar_t0,arm_t0_baseline,2,1195,54,16,0.045188284518828455,0.0,0.0,0.0,fail
2,horizon_mode_calendar_t0,arm_gate_delayed,2,1195,54,16,0.045188284518828455,0.004687183495762287,-0.009129975024988687,-0.008921378872238539,fail
2,horizon_mode_calendar_t0,arm_model_delayed,2,1195,54,16,0.045188284518828455,0.004687183495762287,-0.013850092507168753,-0.008816341783896937,fail
2,horizon_mode_calendar_t0,arm_t0_baseline,3,504,5,14,0.00992063492063492,0.0,0.0,0.0,fail
2,horizon_mode_calendar_t0,arm_gate_delayed,3,504,5,14,0.00992063492063492,0.0012607304428709032,0.0002732190324801686,8.757063006070796e-05,pass
2,horizon_mode_calendar_t0,arm_model_delayed,3,504,5,14,0.00992063492063492,0.0012607304428709032,-3.636682259148486e-05,-0.005358459542988593,fail
2,horizon_mode_calendar_t0,arm_t0_baseline,4,786,21,6,0.026717557251908396,0.0,0.0,0.0,fail
2,horizon_mode_calendar_t0,arm_gate_delayed,4,786,21,6,0.026717557251908396,0.0023087442336527497,-0.0029180796103508624,-0.0027809251982484403,fail
2,horizon_mode_calendar_t0,arm_model_delayed,4,786,21,6,0.026717557251908396,0.0024012582052942103,-0.009929598134632317,-0.0016777899406585396,fail
2,horizon_mode_from_entry,arm_t0_baseline,0,2091,36,24,0.01721664275466284,0.0,0.0,0.0,fail
2,horizon_mode_from_entry,arm_gate_delayed,0,2091,36,24,0.01721664275466284,0.001189748867978635,-0.003032117096211713,-0.0028457201646273217,fail
2,horizon_mode_from_entry,arm_model_delayed,0,2091,36,24,0.01721664275466284,0.0012914621432942503,-0.005415355790285474,0.003816961223144495,fail
2,horizon_mode_from_entry,arm_t0_baseline,1,1656,14,40,0.008454106280193236,0.0,0.0,0.0,fail
2,horizon_mode_from_entry,arm_gate_delayed,1,1656,14,40,0.008454106280193236,0.0010546317962923002,-0.0014408546009785084,-0.001766226066180725,fail
2,horizon_mode_from_entry,arm_model_delayed,1,1656,14,40,0.008454106280193236,0.0010546317962923002,0.0026431192771532493,-0.005478120178928349,pass
2,horizon_mode_from_entry,arm_t0_baseline,2,1195,54,16,0.045188284518828455,0.0,0.0,0.0,fail
2,horizon_mode_from_entry,arm_gate_delayed,2,1195,54,16,0.045188284518828455,0.004687183495762287,-0.008695649219600561,-0.008477772600923316,fail
2,horizon_mode_from_entry,arm_model_delayed,2,1195,54,16,0.045188284518828455,0.004687183495762287,-0.01276435078084064,-0.00664667395285664,fail
2,horizon_mode_from_entry,arm_t0_baseline,3,504,5,14,0.00992063492063492,0.0,0.0,0.0,fail
2,horizon_mode_from_entry,arm_gate_delayed,3,504,5,14,0.00992063492063492,0.0012607304428709032,0.0007584455999686919,0.0005907685519006564,pass
2,horizon_mode_from_entry,arm_model_delayed,3,504,5,14,0.00992063492063492,0.0012508098079502682,0.0006382498584423923,-0.0040092261809208385,pass
2,horizon_mode_from_entry,arm_t0_baseline,4,786,21,6,0.026717557251908396,0.0,0.0,0.0,fail
2,horizon_mode_from_entry,arm_gate_delayed,4,786,21,6,0.026717557251908396,0.0024610300403856435,-0.0015564125003363245,-0.001407022311892308,fail
2,horizon_mode_from_entry,arm_model_delayed,4,786,21,6,0.026717557251908396,0.002553544012027104,-0.009546517742764047,-0.0009116291569220003,fail
3,horizon_mode_calendar_t0,arm_t0_baseline,0,2091,81,49,0.03873744619799139,0.0,0.0,0.0,fail
3,horizon_mode_calendar_t0,arm_gate_delayed,0,2091,81,49,0.03873744619799139,0.0026152395751045314,-0.006047807177015807,-0.005793488111142173,fail
3,horizon_mode_calendar_t0,arm_model_delayed,0,2091,81,49,0.03873744619799139,0.0029086298510658166,-0.006567956371081611,0.0015128619741533577,fail
3,horizon_mode_calendar_t0,arm_t0_baseline,1,1656,24,74,0.014492753623188406,0.0,0.0,0.0,fail
3,horizon_mode_calendar_t0,arm_gate_delayed,1,1656,24,74,0.014492753623188406,0.0022207055666699136,-0.001819401151193098,-0.0024330487199714056,fail
3,horizon_mode_calendar_t0,arm_model_delayed,1,1656,24,74,0.014492753623188406,0.0022207055666699136,0.0022131365056785503,-0.0063380857218777505,pass
3,horizon_mode_calendar_t0,arm_t0_baseline,2,1195,94,30,0.07866108786610879,0.0,0.0,0.0,fail
3,horizon_mode_calendar_t0,arm_gate_delayed,2,1195,94,30,0.07866108786610879,0.009803656871531936,-0.012441187755366307,-0.012206195853224215,fail
3,horizon_mode_calendar_t0,arm_model_delayed,2,1195,94,30,0.07866108786610879,0.009803656871531936,-0.015873408777648323,-0.012859590852831861,fail
3,horizon_mode_calendar_t0,arm_t0_baseline,3,504,9,26,0.017857142857142856,0.0,0.0,0.0,fail
3,horizon_mode_calendar_t0,arm_gate_delayed,3,504,9,26,0.017857142857142856,0.0023341442740029304,0.001772225087529691,0.00153402164276522,pass
3,horizon_mode_calendar_t0,arm_model_delayed,3,504,9,26,0.017857142857142856,0.0023341442740029304,0.002146096953312324,-0.0009935319911809756,pass
3,horizon_mode_calendar_t0,arm_t0_baseline,4,786,41,18,0.05216284987277354,0.0,0.0,0.0,fail
3,horizon_mode_calendar_t0,arm_gate_delayed,4,786,41,18,0.05216284987277354,0.0043275011662706215,-0.006641000986789974,-0.006339684920424018,fail
3,horizon_mode_calendar_t0,arm_model_delayed,4,786,41,18,0.05216284987277354,0.004463738480282121,-0.009425352483010487,-0.00066929863741488,fail
3,horizon_mode_from_entry,arm_t0_baseline,0,2091,81,49,0.03873744619799139,0.0,0.0,0.0,fail
3,horizon_mode_from_entry,arm_gate_delayed,0,2091,81,49,0.03873744619799139,0.0025444693926763634,-0.003834174148769612,-0.0035144597201708337,fail
3,horizon_mode_from_entry,arm_model_delayed,0,2091,81,49,0.03873744619799139,0.0029423067520936447,-0.0038688493796455465,0.006908495548811877,fail
3,horizon_mode_from_entry,arm_t0_baseline,1,1656,24,74,0.014492753623188406,0.0,0.0,0.0,fail
3,horizon_mode_from_entry,arm_gate_delayed,1,1656,24,74,0.014492753623188406,0.0022207055666699136,-0.0010007026890737729,-0.0015744263936448722,fail
3,horizon_mode_from_entry,arm_model_delayed,1,1656,24,74,0.014492753623188406,0.0022207055666699136,0.001935706198160041,-0.006892946336914769,pass
3,horizon_mode_from_entry,arm_t0_baseline,2,1195,94,30,0.07866108786610879,0.0,0.0,0.0,fail
3,horizon_mode_from_entry,arm_gate_delayed,2,1195,94,30,0.07866108786610879,0.009803656871531936,-0.012119590585482634,-0.0118728839555564,fail
3,horizon_mode_from_entry,arm_model_delayed,2,1195,94,30,0.07866108786610879,0.009803656871531936,-0.014658648605311811,-0.010432101879684484,fail
3,horizon_mode_from_entry,arm_t0_baseline,3,504,9,26,0.017857142857142856,0.0,0.0,0.0,fail
3,horizon_mode_from_entry,arm_gate_delayed,3,504,9,26,0.017857142857142856,0.0024451462089187886,0.0014313148425326707,0.0011699988387853522,pass
3,horizon_mode_from_entry,arm_model_delayed,3,504,9,26,0.017857142857142856,0.0024451462089187886,0.0016311760406796496,-0.002023373816446325,pass
3,horizon_mode_from_entry,arm_t0_baseline,4,786,41,18,0.05216284987277354,0.0,0.0,0.0,fail
3,horizon_mode_from_entry,arm_gate_delayed,4,786,41,18,0.05216284987277354,0.004482978029895342,-0.004720488090441014,-0.004369028084222603,fail
3,horizon_mode_from_entry,arm_model_delayed,4,786,41,18,0.05216284987277354,0.0045333503737523045,-0.00810634800383465,0.001968710320936793,fail
5,horizon_mode_calendar_t0,arm_t0_baseline,0,2091,203,149,0.09708273553323768,0.0,0.0,0.0,fail
5,horizon_mode_calendar_t0,arm_gate_delayed,0,2091,203,149,0.09708273553323768,0.006816136868545337,-0.009714996763461384,-0.009272089073799668,fail
5,horizon_mode_calendar_t0,arm_model_delayed,0,2091,203,149,0.09708273553323768,0.008201623450595072,-0.005754119935312345,0.003139756799386181,fail
5,horizon_mode_calendar_t0,arm_t0_baseline,1,1656,67,159,0.04045893719806763,0.0,0.0,0.0,fail
5,horizon_mode_calendar_t0,arm_gate_delayed,1,1656,67,159,0.04045893719806763,0.0047725579876803466,0.0015257442492612044,0.0005102397081273718,pass
5,horizon_mode_calendar_t0,arm_model_delayed,1,1656,67,159,0.04045893719806763,0.004766519340337351,0.006165393199971235,0.0015664276667076201,pass
5,horizon_mode_calendar_t0,arm_t0_baseline,2,1195,144,97,0.1205020920502092,0.0,0.0,0.0,fail
5,horizon_mode_calendar_t0,arm_gate_delayed,2,1195,144,97,0.1205020920502092,0.01770474309201518,-0.0143927150207616,-0.01394110172898461,fail
5,horizon_mode_calendar_t0,arm_model_delayed,2,1195,144,97,0.1205020920502092,0.01762773744070659,-0.017509796073768562,-0.016129629011466792,fail
5,horizon_mode_calendar_t0,arm_t0_baseline,3,504,24,58,0.047619047619047616,0.0,0.0,0.0,fail
5,horizon_mode_calendar_t0,arm_gate_delayed,3,504,24,58,0.047619047619047616,0.004913253787848317,0.0005213155137562949,-0.00017168963301451498,pass
5,horizon_mode_calendar_t0,arm_model_delayed,3,504,24,58,0.047619047619047616,0.004913253787848317,0.003597910417538869,0.0019100949372721143,pass
5,horizon_mode_calendar_t0,arm_t0_baseline,4,786,90,62,0.11450381679389313,0.0,0.0,0.0,fail
5,horizon_mode_calendar_t0,arm_gate_delayed,4,786,90,62,0.11450381679389313,0.009357462214978749,-0.010152673196313957,-0.00945307404370759,fail
5,horizon_mode_calendar_t0,arm_model_delayed,4,786,90,62,0.11450381679389313,0.009461046741340844,-0.012314523270894644,-0.006447640213183189,fail
5,horizon_mode_from_entry,arm_t0_baseline,0,2091,203,149,0.09708273553323768,0.0,0.0,0.0,fail
5,horizon_mode_from_entry,arm_gate_delayed,0,2091,203,149,0.09708273553323768,0.006635191091032125,-0.007681353507104372,-0.00705617034058314,fail
5,horizon_mode_from_entry,arm_model_delayed,0,2091,203,149,0.09708273553323768,0.008413914445268574,-0.0045742641627832415,0.005498340375254594,fail
5,horizon_mode_from_entry,arm_t0_baseline,1,1656,67,159,0.04045893719806763,0.0,0.0,0.0,fail
5,horizon_mode_from_entry,arm_gate_delayed,1,1656,67,159,0.04045893719806763,0.004442302977493374,0.002280947841396137,0.0013484549551618548,pass
5,horizon_mode_from_entry,arm_model_delayed,1,1656,67,159,0.04045893719806763,0.0045927784156153464,0.005713080861363481,0.000661802989492111,pass
5,horizon_mode_from_entry,arm_t0_baseline,2,1195,144,97,0.1205020920502092,0.0,0.0,0.0,fail
5,horizon_mode_from_entry,arm_gate_delayed,2,1195,144,97,0.1205020920502092,0.01742577168883679,-0.014915249640400242,-0.014516082272693796,fail
5,horizon_mode_from_entry,arm_model_delayed,2,1195,144,97,0.1205020920502092,0.017348766037528197,-0.0169247818865063,-0.014960578921536346,fail
5,horizon_mode_from_entry,arm_t0_baseline,3,504,24,58,0.047619047619047616,0.0,0.0,0.0,fail
5,horizon_mode_from_entry,arm_gate_delayed,3,504,24,58,0.047619047619047616,0.0053499154829390536,0.0005265103213160476,-0.00016573921708243605,pass
5,horizon_mode_from_entry,arm_model_delayed,3,504,24,58,0.047619047619047616,0.0053499154829390536,0.0019530753371472089,-0.0013795752235112061,pass
5,horizon_mode_from_entry,arm_t0_baseline,4,786,90,62,0.11450381679389313,0.0,0.0,0.0,fail
5,horizon_mode_from_entry,arm_gate_delayed,4,786,90,62,0.11450381679389313,0.009428942638126941,-0.007597152267312774,-0.006674872867780988,fail
5,horizon_mode_from_entry,arm_model_delayed,4,786,90,62,0.11450381679389313,0.009545692018306916,-0.01005105851429893,-0.0019207106999917616,fail
8,horizon_mode_calendar_t0,arm_t0_baseline,0,2091,380,308,0.18173122907699665,0.0,0.0,0.0,fail
8,horizon_mode_calendar_t0,arm_gate_delayed,0,2091,380,308,0.18173122907699665,0.01598599463953023,-0.014424164160032574,-0.014379681321669762,fail
8,horizon_mode_calendar_t0,arm_model_delayed,0,2091,380,308,0.18173122907699665,0.016265519083293795,-0.012359943265257628,-0.010065574541833308,fail
8,horizon_mode_calendar_t0,arm_t0_baseline,1,1656,115,298,0.06944444444444445,0.0,0.0,0.0,fail
8,horizon_mode_calendar_t0,arm_gate_delayed,1,1656,115,298,0.06944444444444445,0.008511981326659068,0.0002912644210416107,-0.002082636956388856,pass
8,horizon_mode_calendar_t0,arm_model_delayed,1,1656,115,298,0.06944444444444445,0.008406309573116713,0.008864893287766195,0.0069654278422975405,pass
8,horizon_mode_calendar_t0,arm_t0_baseline,2,1195,255,226,0.21338912133891214,0.0,0.0,0.0,fail
8,horizon_mode_calendar_t0,arm_gate_delayed,2,1195,255,226,0.21338912133891214,0.027107210961140545,-0.01905029956000205,-0.019088777971235874,fail
8,horizon_mode_calendar_t0,arm_model_delayed,2,1195,255,226,0.21338912133891214,0.026981203729803022,-0.01992094859079649,-0.020947902017902198,fail
8,horizon_mode_calendar_t0,arm_t0_baseline,3,504,41,95,0.08134920634920635,0.0,0.0,0.0,fail
8,horizon_mode_calendar_t0,arm_gate_delayed,3,504,41,95,0.08134920634920635,0.010522964189319417,-0.0005789401430735322,-0.002030590153192134,fail
8,horizon_mode_calendar_t0,arm_model_delayed,3,504,41,95,0.08134920634920635,0.01030866755755883,-0.00027343605154529164,-0.005832598000896208,fail
8,horizon_mode_calendar_t0,arm_t0_baseline,4,786,147,110,0.18702290076335878,0.0,0.0,0.0,fail
8,horizon_mode_calendar_t0,arm_gate_delayed,4,786,147,110,0.18702290076335878,0.01643789905493841,-0.014167968521465627,-0.01349409263408543,fail
8,horizon_mode_calendar_t0,arm_model_delayed,4,786,147,110,0.18702290076335878,0.016533043407164497,-0.016239287907087157,-0.01429716948556822,fail
8,horizon_mode_from_entry,arm_t0_baseline,0,2091,380,308,0.18173122907699665,0.0,0.0,0.0,fail
8,horizon_mode_from_entry,arm_gate_delayed,0,2091,380,308,0.18173122907699665,0.015650626421765863,-0.011046587147085504,-0.010355457085731113,fail
8,horizon_mode_from_entry,arm_model_delayed,0,2091,380,308,0.18173122907699665,0.01667901619082834,-0.00898598594603598,-0.003320885484001123,fail
8,horizon_mode_from_entry,arm_t0_baseline,1,1656,115,298,0.06944444444444445,0.0,0.0,0.0,fail
8,horizon_mode_from_entry,arm_gate_delayed,1,1656,115,298,0.06944444444444445,0.008185195922814515,-0.002047974574418866,-0.004952103457487039,fail
