split,date,entry_variant,upper_hit_instrument,matched_instrument,match_status,unmatched_reason,same_industry_match,upper_hit_market_cap_percentile,matched_market_cap_percentile,size_percentile_abs_diff,horizon,upper_hit_gross_short_return,matched_gross_short_return,incremental_short_return
train,2018-07-13,d1_open,SZ000596,SH600309,matched_same_date_size_only,,False,0.02173913,0.67391304,0.65217391,20,0.19478756,,
train,2018-07-13,d1_open,SZ000596,SH600309,matched_same_date_size_only,,False,0.02173913,0.67391304,0.65217391,60,0.27546744,0.25493459,0.020532848
train,2018-07-13,d1_open,SZ000596,SH600309,matched_same_date_size_only,,False,0.02173913,0.67391304,0.65217391,120,0.45858358,0.39001189,0.068571695
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,1,-0.1006289,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,2,-0.066387127,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,5,-0.071977617,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,10,0.027253692,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,20,0.0076869746,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,60,-0.012578571,,
train,2018-07-16,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,120,-0.29419985,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,1,0,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,2,0.031111097,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,5,0.026031736,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,10,0.11619047,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,20,0.098412711,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,60,0.080000015,,
train,2018-07-16,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,120,-0.17587304,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,1,-0.041666675,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,2,-0.009259282,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,5,-0.014550282,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,10,0.079365067,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,20,0.060846566,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,60,0.041666675,,
train,2018-07-16,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.25362319,,,120,-0.22486776,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,1,-0.0011211019,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,2,-0.015695106,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,5,0.0078474994,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,10,0.013452902,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,20,0.053811714,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,60,-0.0011211019,,
train,2018-08-07,d0_close_oracle,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,120,0.079596416,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,1,0,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,2,-0.014557683,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,5,0.0089585578,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,10,0.014557683,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,20,0.0548713,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,60,0,,
train,2018-08-07,d1_close,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,120,0.080627127,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,1,0.014348798,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,2,0,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,5,0.023178811,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,10,0.028697596,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,20,0.068432761,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,60,0.014348798,,
train,2018-08-07,d1_open,SH601186,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.68992248,,,120,0.093819022,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,1,-0.013636387,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,2,-0.075757577,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,5,-0.10909095,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,10,-0.2151516,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,20,-0.3068182,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,60,-0.38939397,,
train,2018-08-09,d0_close_oracle,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,120,-0.47272733,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,1,0,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,2,-0.061285477,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,5,-0.09417042,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,10,-0.19880424,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,20,-0.28923766,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,60,-0.37070254,,
train,2018-08-09,d1_close,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,120,-0.45291483,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,1,0.0074183554,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,2,-0.053412485,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,5,-0.086053475,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,10,-0.18991109,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,20,-0.27967363,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,60,-0.36053418,,
train,2018-08-09,d1_open,SZ000063,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.18320611,,,120,-0.44213659,,
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,1,0.028214205,0.006617064,0.021597141
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,2,0.032702803,0.012406948,0.020295856
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,5,0.16351396,0.041191094,0.12232286
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,10,0.13914717,0.075765124,0.063382041
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,20,0.10676498,-0.035897405,0.14266239
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,60,0.19557551,0.17750206,0.018073456
train,2018-08-27,d0_close_oracle,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,120,0.14427701,0.018196895,0.12608011
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,1,0,0,0
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,2,0.0046189176,0.0058284509,-0.0012095333
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,5,0.13922796,0.034804333,0.10442362
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,10,0.11415372,0.069608665,0.044545051
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,20,0.080831372,-0.042797664,0.12362904
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,60,0.17222037,0.17202328,0.00019708663
train,2018-08-27,d1_close,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,120,0.1194325,0.011656965,0.10777553
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,1,0.009477154,-0.0085656418,0.018042796
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,2,0.014052297,-0.0026872665,0.016739564
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,5,0.14738563,0.026536812,0.12084881
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,10,0.12254902,0.061639266,0.060909752
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,20,0.089542475,-0.051729895,0.14127237
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,60,0.18006536,0.16493113,0.015134234
train,2018-08-27,d1_open,SH600196,SH601888,matched_same_date_size_only,,False,0.47014925,0.61940299,0.14925373,120,0.12777777,0.003191173,0.1245866
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,1,0.022970917,-0.036593342,0.059564259
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,2,0.036753482,-0.049444576,0.086198058
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,5,0.019908133,-0.091047709,0.11095584
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,10,0.0091884254,-0.04421692,0.053405345
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,20,-0.0045941397,-0.0037029402,-0.00089119947
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,60,-0.030627841,0.0098018028,-0.040429644
train,2018-10-30,d0_close_oracle,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,120,-0.64624803,-0.38248751,-0.26376053
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,1,0,0,0
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,2,0.014106607,-0.012397566,0.026504172
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,5,-0.0031347932,-0.052532044,0.049397251
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,10,-0.014106532,-0.0073544542,-0.0067520778
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,20,-0.028213139,0.03172932,-0.059942458
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,60,-0.054858918,0.044757324,-0.099616242
train,2018-10-30,d1_close,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,120,-0.68495295,-0.33368357,-0.35126938
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,1,0,-0.03636764,0.03636764
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,2,0.014106607,-0.049216076,0.063322683
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,5,-0.0031347932,-0.090810151,0.087675358
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,10,-0.014106532,-0.043989559,0.029883027
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,20,-0.028213139,-0.0034844004,-0.024728738
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,60,-0.054858918,0.010017402,-0.06487632
train,2018-10-30,d1_open,SH601881,SH600009,matched_same_date_size_only,,False,0.35652174,0.45217391,0.095652174,120,-0.68495295,-0.38218649,-0.30276645
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,1,0.012924682,0.036025886,-0.023101204
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,2,0.037296907,0.05370324,-0.016406333
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,5,0.026033971,0.068471641,-0.042437671
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,10,0.052621833,0.055717117,-0.0030952835
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,20,0.051698657,0.024166437,0.02753222
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,60,0.040251114,-0.091071824,0.13132294
train,2018-11-02,d0_close_oracle,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,120,-0.30557606,-0.71582015,0.4102441
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,1,0,0,0
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,2,0.024691353,0.018337996,0.0063533564
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,5,0.013280941,0.033658326,-0.020377386
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,10,0.040216943,0.020427136,0.019789806
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,20,0.039281678,-0.012302664,0.051584342
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,60,0.027684242,-0.13184764,0.15953188
train,2018-11-02,d1_close,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,120,-0.32267116,-0.77994422,0.45727306
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,1,0.012377646,0.017335728,-0.0049580822
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,2,0.036763378,0.035355822,0.0014075559
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,5,0.0254942,0.050410563,-0.024916363
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,10,0.052096797,0.037408745,0.014688052
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,20,0.051173109,0.0052463399,0.045926769
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,60,0.039719222,-0.11222624,0.15194546
train,2018-11-02,d1_open,SH601888,SZ000858,matched_same_date_size_only,,False,0.576,0.776,0.2,120,-0.30629961,-0.74908759,0.44278799
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,1,0.032003027,0.023821985,0.008181042
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,2,0.045557195,0.03219894,0.013358255
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,5,0.082078326,0.046073353,0.036004973
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,10,0.047063254,0.078272294,-0.03120904
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,20,0.092996964,0.031675368,0.061321596
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,60,-0.028237952,0.15392673,-0.18216468
train,2018-11-02,d0_close_oracle,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,120,-0.33471391,-0.14319365,-0.19152026
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,1,0,0,0
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,2,0.014002284,0.0085813807,0.0054209031
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,5,0.051730843,0.022794376,0.028936467
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,10,0.015558134,0.055779077,-0.040220943
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,20,0.063010462,0.0080450316,0.054965431
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,60,-0.062232611,0.13327973,-0.19551234
train,2018-11-02,d1_close,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,120,-0.378841,-0.17109137,-0.20774963
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,1,0.021689558,0.0095617688,0.012127789
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,2,0.035388139,0.018061096,0.017327042
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,5,0.072298382,0.03213819,0.040160192
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,10,0.036910243,0.064807499,-0.027897256
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,20,0.083333351,0.017529876,0.065803476
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,60,-0.039193255,0.14156711,-0.18076036
train,2018-11-02,d1_open,SH600309,SH600276,matched_same_date_size_only,,False,0.44,0.816,0.376,120,-0.34893454,-0.15989366,-0.18904088
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,1,0.042372926,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,2,0.027845096,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,5,0.0036320443,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,10,-0.060532686,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,20,-0.14285706,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,60,,,
train,2019-01-10,d0_close_oracle,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,120,-0.24455199,,
train,2019-01-10,d1_close,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,1,0,,
train,2019-01-10,d1_close,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,2,-0.015170656,,
train,2019-01-10,d1_close,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,5,-0.040455082,,
train,2019-01-10,d1_close,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,10,-0.10745896,,
train,2019-01-10,d1_close,SH601012,,unmatched_no_same_date_candidate,no_same_date_nonlimit_high_return_candidate,False,0.15322581,,,20,-0.19342601,,
