date,calendar_date_split,horizon,active_event_count,active_instrument_count,max_abs_weight_per_instrument,gross_short_return,name_capped_gross_short_return
2022-07-11,validation,10,9,9,0.05,-0.0056800666,-0.0056800666
2022-07-12,validation,10,7,7,0.05,0.0044057299,0.0044057299
2022-07-13,validation,10,7,6,0.05,0.0087835015,0.00061200484
2022-07-14,validation,10,7,6,0.05,-0.010143751,-0.012939971
2022-07-15,validation,10,8,7,0.05,0.0077118328,0.0035666881
2022-07-18,validation,10,8,7,0.05,-0.018574199,-0.01008629
2022-07-19,validation,10,6,5,0.05,-7.1261571e-05,0.0089177086
2022-07-20,validation,10,6,5,0.05,-0.037496099,-0.024995316
2022-07-21,validation,10,7,5,0.05,-0.0098581024,0.0088294691
2022-07-22,validation,10,4,3,0.05,0.011568975,0.01587154
2022-07-25,validation,10,4,3,0.05,0.046350891,0.043084607
2022-07-26,validation,10,4,3,0.05,-0.0041227032,-0.0078576417
2022-07-27,validation,10,3,3,0.05,-0.016238016,-0.016238016
2022-07-28,validation,10,4,4,0.05,0.0055229189,0.0055229189
2022-07-29,validation,10,3,3,0.05,-0.018748656,-0.018748656
2022-08-01,validation,10,3,3,0.05,0.0071539825,0.0071539825
2022-08-02,validation,10,4,4,0.05,0.0241226,0.0241226
2022-08-03,validation,10,4,4,0.05,0.050410068,0.050410068
2022-08-04,validation,10,3,3,0.05,-0.0071540286,-0.0071540286
2022-08-05,validation,10,3,3,0.05,0.013234933,0.013234933
2022-08-08,validation,10,4,4,0.05,-0.040693087,-0.040693087
2022-08-09,validation,10,5,4,0.05,0.00058921751,-0.0033207927
2022-08-10,validation,10,6,5,0.05,-0.0336891,-0.029054502
2022-08-11,validation,10,5,5,0.05,-0.00282913,-0.00282913
2022-08-12,validation,10,6,6,0.05,0.014559553,0.014559553
2022-08-15,validation,10,6,6,0.05,-0.031008595,-0.031008595
2022-08-16,validation,10,5,5,0.05,0.024141649,0.024141649
2022-08-17,validation,10,5,5,0.05,0.009620298,0.009620298
2022-08-18,validation,10,5,5,0.05,-0.0040888232,-0.0040888232
2022-08-19,validation,10,6,6,0.05,0.029366394,0.029366394
2022-08-22,validation,10,5,5,0.05,-0.0086631299,-0.0086631299
2022-08-23,validation,10,6,6,0.05,-0.010023045,-0.010023045
2022-08-24,validation,10,5,5,0.05,0.030202954,0.030202954
2022-08-25,validation,10,5,5,0.05,0.004889043,0.004889043
2022-08-26,validation,10,5,5,0.05,0.024875364,0.024875364
2022-08-29,validation,10,5,5,0.05,-0.00093725469,-0.00093725469
2022-08-30,validation,10,5,5,0.05,-0.0011807083,-0.0011807083
2022-08-31,validation,10,4,4,0.05,0.051313471,0.051313471
2022-09-01,validation,10,4,4,0.05,0.019461523,0.019461523
2022-09-02,validation,10,3,3,0.05,-0.015625872,-0.015625872
2022-09-05,validation,10,4,4,0.05,-0.026807657,-0.026807657
2022-09-06,validation,10,2,2,0.05,-0.059338997,-0.059338997
2022-09-07,validation,10,2,2,0.05,-0.013357125,-0.013357125
2022-09-08,validation,10,2,2,0.05,0.017687781,0.017687781
2022-09-09,validation,10,1,1,0.05,-0.05215832,-0.05215832
2022-09-13,validation,10,1,1,0.05,0.073058355,0.073058355
2022-09-14,validation,10,1,1,0.05,0.01202694,0.01202694
2022-09-15,validation,10,1,1,0.05,0.087810417,0.087810417
2022-09-16,validation,10,1,1,0.05,0.036209961,0.036209961
2022-09-19,validation,10,1,1,0.05,-0.099972322,-0.099972322
2022-09-20,validation,10,1,1,0.05,-0.01087836,-0.01087836
2022-09-21,validation,10,1,1,0.05,0.058143255,0.058143255
2022-09-22,validation,10,1,1,0.05,-0.0059686612,-0.0059686612
2022-09-23,validation,10,1,1,0.05,0.033565067,0.033565067
2022-09-26,validation,10,1,1,0.05,-0.018330153,-0.018330153
2022-09-27,validation,10,2,2,0.05,0.015335763,0.015335763
2022-09-28,validation,10,2,2,0.05,0.036185122,0.036185122
2022-09-29,validation,10,2,2,0.05,0.0057158456,0.0057158456
2022-09-30,validation,10,2,2,0.05,0.028890329,0.028890329
2022-10-10,validation,10,2,2,0.05,0.014870035,0.014870035
2022-10-11,validation,10,1,1,0.05,-0.015094325,-0.015094325
2022-10-12,validation,10,2,2,0.05,-0.030844859,-0.030844859
2022-10-13,validation,10,2,2,0.05,0.0091833467,0.0091833467
2022-10-14,validation,10,2,2,0.05,0.0078417112,0.0078417112
2022-10-17,validation,10,3,3,0.05,0.002036183,0.002036183
2022-10-18,validation,10,2,2,0.05,0.0040700363,0.0040700363
2022-10-19,validation,10,2,2,0.05,0.010340767,0.010340767
2022-10-20,validation,10,3,3,0.05,0.032519419,0.032519419
2022-10-21,validation,10,4,4,0.05,0.0050356001,0.0050356001
2022-10-24,validation,10,4,4,0.05,0.02973097,0.02973097
2022-10-25,validation,10,4,4,0.05,-0.0053247072,-0.0053247072
2022-10-26,validation,10,3,3,0.05,-0.003153625,-0.003153625
2022-10-27,validation,10,4,4,0.05,0.011415259,0.011415259
2022-10-28,validation,10,4,4,0.05,-0.0094103016,-0.0094103016
2022-10-31,validation,10,3,3,0.05,0.020374799,0.020374799
2022-11-01,validation,10,3,3,0.05,0.0038181025,0.0038181025
2022-11-02,validation,10,5,5,0.05,-0.048021031,-0.048021031
2022-11-03,validation,10,5,5,0.05,0.00044901753,0.00044901753
2022-11-04,validation,10,4,4,0.05,-0.045004526,-0.045004526
2022-11-07,validation,10,6,6,0.05,0.0070338484,0.0070338484
2022-11-08,validation,10,6,6,0.05,0.0078814636,0.0078814636
2022-11-09,validation,10,6,6,0.05,0.015034641,0.015034641
2022-11-10,validation,10,5,5,0.05,0.026301899,0.026301899
2022-11-11,validation,10,6,6,0.05,-0.0011723888,-0.0011723888
2022-11-14,validation,10,9,9,0.05,0.022801877,0.022801877
2022-11-15,validation,10,9,9,0.05,-0.01369359,-0.01369359
2022-11-16,validation,10,9,9,0.05,0.019161294,0.019161294
2022-11-17,validation,10,8,8,0.05,-0.0020722733,-0.0020722733
2022-11-18,validation,10,8,8,0.05,0.017473934,0.017473934
2022-11-21,validation,10,6,6,0.05,0.0028745384,0.0028745384
2022-11-22,validation,10,6,6,0.05,0.0061231771,0.0061231771
2022-11-23,validation,10,6,6,0.05,0.0047625892,0.0047625892
2022-11-24,validation,10,6,6,0.05,-0.0025622504,-0.0025622504
2022-11-25,validation,10,5,5,0.05,-0.029640057,-0.029640057
2022-11-28,validation,10,2,2,0.05,0.025347682,0.025347682
2022-11-29,validation,10,2,2,0.05,-0.034037214,-0.034037214
2022-11-30,validation,10,3,3,0.05,0.01679687,0.01679687
2022-12-01,validation,10,4,4,0.05,0.012430098,0.012430098
2022-12-02,validation,10,4,4,0.05,0.018854354,0.018854354
2022-12-05,validation,10,4,4,0.05,-0.028239587,-0.028239587
2022-12-06,validation,10,4,4,0.05,-0.00035605171,-0.00035605171
2022-12-07,validation,10,4,4,0.05,0.018459844,0.018459844
2022-12-08,validation,10,4,4,0.05,-0.020743458,-0.020743458
2022-12-09,validation,10,4,4,0.05,-0.03170643,-0.03170643
2022-12-12,validation,10,4,4,0.05,0.045460903,0.045460903
2022-12-13,validation,10,4,4,0.05,-0.0071001641,-0.0071001641
2022-12-14,validation,10,1,1,0.05,0.020585925,0.020585925
2023-01-05,validation,10,2,2,0.05,-0.036564481,-0.036564481
2023-01-06,validation,10,7,6,0.05,0.0032855768,0.00018711732
2023-01-09,validation,10,7,6,0.05,-0.0016852208,-0.0023961947
2023-01-10,validation,10,7,6,0.05,0.0044251131,0.0014253856
2023-01-11,validation,10,7,6,0.05,0.0014276024,0.003724062
2023-01-12,validation,10,7,6,0.05,-0.0089153202,-0.0094571317
2023-01-13,validation,10,7,6,0.05,0.0009580515,0.0033563133
2023-01-16,validation,10,7,6,0.05,-0.0076547498,-0.008004212
2023-01-17,validation,10,7,6,0.05,-0.0032557749,-0.0014599693
2023-01-18,validation,10,7,6,0.05,0.0055673879,0.0051675394
2023-01-19,validation,10,5,5,0.05,0.0022160204,0.0022160204
2023-01-30,validation,10,1,1,0.05,0.011237771,0.011237771
2023-01-31,validation,10,3,3,0.05,0.0312263,0.0312263
2023-02-01,validation,10,3,3,0.05,-0.033121864,-0.033121864
2023-02-02,validation,10,3,3,0.05,0.0081126064,0.0081126064
2023-02-03,validation,10,3,3,0.05,-0.021511996,-0.021511996
2023-02-06,validation,10,3,3,0.05,-0.02853203,-0.02853203
2023-02-07,validation,10,3,3,0.05,0.015454015,0.015454015
2023-02-08,validation,10,4,4,0.05,0.0025147175,0.0025147175
2023-02-09,validation,10,4,4,0.05,-0.01165549,-0.01165549
2023-02-10,validation,10,4,4,0.05,-0.0071276473,-0.0071276473
2023-02-13,validation,10,3,3,0.05,0.0086345441,0.0086345441
2023-02-14,validation,10,1,1,0.05,0.0049599071,0.0049599071
2023-02-15,validation,10,1,1,0.05,0,0
2023-02-16,validation,10,3,3,0.05,0.020204148,0.020204148
2023-02-17,validation,10,3,3,0.05,0.038923215,0.038923215
2023-02-20,validation,10,3,3,0.05,-0.055522855,-0.055522855
2023-02-21,validation,10,4,3,0.05,-0.01609846,-0.0044329705
2023-02-22,validation,10,3,2,0.05,0.0048656449,-0.0026841927
2023-02-23,validation,10,3,2,0.05,0.032180756,0.028784881
2023-02-24,validation,10,3,2,0.05,-0.039908827,-0.03636097
2023-02-27,validation,10,3,2,0.05,0.063374824,0.054129165
2023-02-28,validation,10,3,2,0.05,-0.017730305,-0.025157312
2023-03-01,validation,10,3,2,0.05,-0.064993727,-0.073590017
2023-03-02,validation,10,2,2,0.05,-0.018118281,-0.018118281
2023-03-03,validation,10,2,2,0.05,0.044574805,0.044574805
2023-03-06,validation,10,2,2,0.05,0.062468028,0.062468028
2023-03-07,validation,10,2,2,0.05,-0.0039557703,-0.0039557703
2023-03-08,validation,10,2,2,0.05,0.0004332442,0.0004332442
2023-03-09,validation,10,2,2,0.05,-0.033891153,-0.033891153
2023-03-10,validation,10,3,2,0.05,-0.007556973,0.011851482
2023-03-13,validation,10,3,2,0.05,-0.090274287,-0.085670725
2023-03-14,validation,10,4,3,0.05,0.02865984,0.028493275
2023-03-15,validation,10,4,3,0.05,-0.030812487,-0.019881894
2023-03-16,validation,10,3,2,0.05,-0.028540292,-0.0234998
2023-03-17,validation,10,3,2,0.05,0.0021453401,-0.0009803303
2023-03-20,validation,10,3,2,0.05,0.079308816,0.082068062
2023-03-21,validation,10,2,2,0.05,0.021572185,0.021572185
2023-03-22,validation,10,2,2,0.05,-0.0058849134,-0.0058849134
2023-03-23,validation,10,3,3,0.05,-0.04391787,-0.04391787
2023-03-24,validation,10,6,6,0.05,-0.014454851,-0.014454851
2023-03-27,validation,10,6,6,0.05,0.022201751,0.022201751
2023-03-28,validation,10,5,5,0.05,0.055325453,0.055325453
2023-03-29,validation,10,5,5,0.05,-0.022902965,-0.022902965
2023-03-30,validation,10,6,6,0.05,-0.0058717512,-0.0058717512
2023-03-31,validation,10,6,6,0.05,-0.018237609,-0.018237609
2023-04-03,validation,10,7,7,0.05,-0.054484998,-0.054484998
2023-04-04,validation,10,7,7,0.05,0.0097578083,0.0097578083
2023-04-06,validation,10,7,7,0.05,-0.022081032,-0.022081032
2023-04-07,validation,10,6,6,0.05,-0.013642612,-0.013642612
2023-04-10,validation,10,2,2,0.05,0.060231309,0.060231309
2023-04-11,validation,10,2,2,0.05,0.0053241671,0.0053241671
2023-04-12,validation,10,2,2,0.05,-0.015780959,-0.015780959
2023-04-13,validation,10,2,2,0.05,0.014498045,0.014498045
2023-04-14,validation,10,1,1,0.05,0.0073704965,0.0073704965
2023-04-17,validation,10,2,2,0.05,0.0011050955,0.0011050955
2023-04-18,validation,10,2,2,0.05,0.016852935,0.016852935
2023-04-19,validation,10,3,3,0.05,-0.014209507,-0.014209507
2023-04-20,validation,10,3,3,0.05,-0.056793795,-0.056793795
2023-04-21,validation,10,4,3,0.05,0.021397016,0.025706618
2023-04-24,validation,10,4,3,0.05,0.00043491721,0.003363482
2023-04-25,validation,10,4,3,0.05,-0.050518833,-0.034043948
2023-04-26,validation,10,5,3,0.05,0.045556038,0.024680667
2023-04-27,validation,10,5,3,0.05,0.055337751,0.025562938
2023-04-28,validation,10,6,4,0.05,-0.030433423,-0.018717316
2023-05-04,validation,10,5,3,0.05,-0.010649538,-0.017081104
2023-05-05,validation,10,4,2,0.05,0.033948252,0.021841252
2023-05-08,validation,10,3,2,0.05,-0.036129793,-0.032154364
2023-05-09,validation,10,6,5,0.05,-0.015844751,-0.0093635295
2023-05-10,validation,10,5,5,0.05,0.026137858,0.026137858
2023-05-11,validation,10,5,5,0.05,0.035917032,0.035917032
2023-05-12,validation,10,5,5,0.05,0.0052783013,0.0052783013
2023-05-15,validation,10,4,4,0.05,-0.013552803,-0.013552803
2023-05-16,validation,10,5,5,0.05,0.021929417,0.021929417
2023-05-17,validation,10,4,4,0.05,0.0083066984,0.0083066984
2023-05-18,validation,10,4,4,0.05,-0.016409391,-0.016409391
2023-05-19,validation,10,4,4,0.05,0.014445727,0.014445727
2023-05-22,validation,10,4,4,0.05,-0.0060085547,-0.0060085547
2023-05-23,validation,10,1,1,0.05,0.010918459,0.010918459
2023-05-24,validation,10,1,1,0.05,0.0055195463,0.0055195463
2023-05-25,validation,10,1,1,0.05,0.017066787,0.017066787
2023-05-26,validation,10,2,2,0.05,0.0048374225,0.0048374225
2023-05-29,validation,10,2,2,0.05,-0.028468116,-0.028468116
2023-05-30,validation,10,1,1,0.05,-0.0078455685,-0.0078455685
2023-05-31,validation,10,2,2,0.05,-0.0009797929,-0.0009797929
2023-06-01,validation,10,2,2,0.05,-0.0045633582,-0.0045633582
2023-06-02,validation,10,4,4,0.05,0.010231478,0.010231478
2023-06-05,validation,10,4,4,0.05,-0.013877701,-0.013877701
2023-06-06,validation,10,4,4,0.05,0.033939026,0.033939026
2023-06-07,validation,10,4,4,0.05,0.0062350468,0.0062350468
2023-06-08,validation,10,4,4,0.05,-0.012197125,-0.012197125
2023-06-09,validation,10,3,3,0.05,-0.064875685,-0.064875685
2023-06-12,validation,10,5,4,0.05,0.0028946649,-0.0066194475
2023-06-13,validation,10,6,5,0.05,-0.04382331,-0.045149956
2023-06-14,validation,10,5,4,0.05,0.0018808316,0.0023510394
2023-06-15,validation,10,6,5,0.05,-0.018202065,-0.012280735
2023-06-16,validation,10,5,5,0.05,-0.014103253,-0.014103253
2023-06-19,validation,10,5,5,0.05,0.0001883182,0.0001883182
2023-06-20,validation,10,7,7,0.05,-0.0075520341,-0.0075520341
2023-06-21,validation,10,8,8,0.05,0.028737944,0.028737944
2023-06-26,validation,10,8,8,0.05,0.019136165,0.019136165
2023-06-27,validation,10,8,8,0.05,-0.0067355942,-0.0067355942
2023-06-28,validation,10,6,6,0.05,0.019643904,0.019643904
2023-06-29,validation,10,5,5,0.05,-0.023413588,-0.023413588
2023-06-30,validation,10,5,5,0.05,0.0025205818,0.0025205818
2023-07-03,validation,10,4,4,0.05,-0.015037149,-0.015037149
2023-07-04,validation,10,3,3,0.05,-0.018634162,-0.018634162
2023-07-05,validation,10,4,4,0.05,0.028904193,0.028904193
2023-07-06,validation,10,2,2,0.05,-0.013087953,-0.013087953
2023-07-07,validation,10,1,1,0.05,0.033798941,0.033798941
2023-07-10,validation,10,1,1,0.05,-0.024783763,-0.024783763
2023-07-11,validation,10,1,1,0.05,-0.052462539,-0.052462539
2023-07-12,validation,10,2,2,0.05,0.053867613,0.053867613
2023-07-13,validation,10,2,2,0.05,-0.0014307051,-0.0014307051
2023-07-14,validation,10,2,2,0.05,0.031891454,0.031891454
2023-07-17,validation,10,2,2,0.05,0.0095561741,0.0095561741
2023-07-18,validation,10,2,2,0.05,0.0015395847,0.0015395847
2023-07-19,validation,10,1,1,0.05,0.024614669,0.024614669
2023-07-20,validation,10,1,1,0.05,0.040330256,0.040330256
2023-07-21,validation,10,1,1,0.05,0.0041778858,0.0041778858
2023-07-24,validation,10,1,1,0.05,0.0039486635,0.0039486635
2023-07-25,validation,10,1,1,0.05,-0.012884055,-0.012884055
2023-07-26,validation,10,1,1,0.05,0.0015915483,0.0015915483
2023-07-27,validation,10,1,1,0.05,-0.010627033,-0.010627033
2023-07-28,validation,10,1,1,0.05,-0.078601414,-0.078601414
2023-07-31,validation,10,2,2,0.05,0.0058137379,0.0058137379
2023-08-01,validation,10,2,2,0.05,0.010396307,0.010396307
2023-08-02,validation,10,2,2,0.05,-0.00067425718,-0.00067425718
2023-08-03,validation,10,2,2,0.05,-0.034175318,-0.034175318
2023-08-04,validation,10,2,2,0.05,-0.0035991719,-0.0035991719
2023-08-07,validation,10,4,4,0.05,-0.031294615,-0.031294615
2023-08-08,validation,10,4,4,0.05,0.047301234,0.047301234
2023-08-09,validation,10,3,3,0.05,-0.0010216501,-0.0010216501
2023-08-10,validation,10,3,3,0.05,-0.063101425,-0.063101425
2023-08-11,validation,10,4,3,0.05,0.044966922,0.051296006
2023-08-14,validation,10,3,2,0.05,-0.051934519,-0.044673947
2023-08-15,validation,10,3,2,0.05,-0.081796835,-0.072674045
2023-08-16,validation,10,4,2,0.05,-0.1210473,-0.11202982
2023-08-17,validation,10,4,2,0.05,-0.0086138239,-0.024040076
2023-08-18,validation,10,4,2,0.05,0.052901145,0.063925041
2023-08-21,validation,10,2,1,0.05,-0.022607327,-0.022607327
2023-08-22,validation,10,2,1,0.05,-0.091009627,-0.091009627
2023-08-23,validation,10,2,1,0.05,0.077001035,0.077001035
2023-08-24,validation,10,2,1,0.05,0.10025612,0.10025612
2023-08-25,validation,10,2,2,0.05,-0.005696936,-0.005696936
2023-08-28,validation,10,2,2,0.05,-0.02888064,-0.02888064
2023-08-29,validation,10,2,2,0.05,-0.012050781,-0.012050781
2023-08-30,validation,10,1,1,0.05,0.0072042814,0.0072042814
2023-08-31,validation,10,1,1,0.05,0.010722468,0.010722468
2023-09-01,validation,10,1,1,0.05,0.0095247991,0.0095247991
2023-09-04,validation,10,1,1,0.05,-0.014148323,-0.014148323
2023-09-05,validation,10,1,1,0.05,0.012207114,0.012207114
2023-09-06,validation,10,1,1,0.05,-0.022840116,-0.022840116
2023-09-07,validation,10,1,1,0.05,0.033225397,0.033225397
2023-09-15,validation,10,1,1,0.05,0.032114946,0.032114946
2023-09-18,validation,10,1,1,0.05,-0.10019646,-0.10019646
2023-09-19,validation,10,1,1,0.05,-0.031349166,-0.031349166
2023-09-20,validation,10,1,1,0.05,0.038091565,0.038091565
2023-09-21,validation,10,1,1,0.05,-0.014000015,-0.014000015
2023-09-22,validation,10,1,1,0.05,0.02564101,0.02564101
2023-09-25,validation,10,1,1,0.05,-0.025303643,-0.025303643
2023-09-26,validation,10,1,1,0.05,0.012635798,0.012635798
2023-09-27,validation,10,1,1,0.05,-0.00079985837,-0.00079985837
2023-09-28,validation,10,1,1,0.05,-0.10009994,-0.10009994
2023-10-09,validation,10,1,1,0.05,0,0
2023-10-10,validation,10,2,1,0.05,-0.010923889,-0.010923889
2023-10-11,validation,10,3,1,0.05,0.085995783,0.085995783
2023-10-12,validation,10,3,1,0.05,-0.012627035,-0.012627035
2023-10-13,validation,10,4,2,0.05,-0.077708306,-0.05550786
2023-10-16,validation,10,5,2,0.05,-0.015436868,-0.018573339
2023-10-17,validation,10,5,2,0.05,-0.028258496,-0.03053711
2023-10-18,validation,10,5,2,0.05,-0.087420464,-0.068512268
2023-10-19,validation,10,6,2,0.05,0.041399102,0.041778447
2023-10-20,validation,10,6,2,0.05,-0.013546231,-0.0032531081
2023-10-23,validation,10,5,2,0.05,-0.046025333,-0.03735765
2023-10-24,validation,10,4,2,0.05,0.04133535,0.029739309
2023-10-25,validation,10,3,2,0.05,-0.013275084,-0.01264448
2023-10-26,validation,10,3,2,0.05,-0.0067069036,-0.006231287
2023-10-27,validation,10,2,1,0.05,0.033218914,0.033218914
2023-10-30,validation,10,2,2,0.05,-0.038291288,-0.038291288
2023-10-31,validation,10,2,2,0.05,0.011948219,0.011948219
2023-11-01,validation,10,2,2,0.05,0.0089003485,0.0089003485
2023-11-02,validation,10,1,1,0.05,0.026497535,0.026497535
2023-11-03,validation,10,1,1,0.05,-0.0075883027,-0.0075883027
2023-11-06,validation,10,1,1,0.05,-0.089882084,-0.089882084
2023-11-07,validation,10,3,3,0.05,0.021132951,0.021132951
2023-11-08,validation,10,3,3,0.05,-0.018511131,-0.018511131
2023-11-09,validation,10,3,3,0.05,0.028044378,0.028044378
2023-11-10,validation,10,4,4,0.05,0.029527201,0.029527201
2023-11-13,validation,10,3,3,0.05,0.0002388084,0.0002388084
2023-11-14,validation,10,3,3,0.05,-0.0024064349,-0.0024064349
2023-11-15,validation,10,3,3,0.05,-0.0022988961,-0.0022988961
2023-11-16,validation,10,4,4,0.05,0.0083483664,0.0083483664
2023-11-17,validation,10,4,4,0.05,-0.016525998,-0.016525998
2023-11-20,validation,10,4,4,0.05,-0.0026836635,-0.0026836635
2023-11-21,validation,10,2,2,0.05,0.027915247,0.027915247
2023-11-22,validation,10,2,2,0.05,0.0053743714,0.0053743714
2023-11-23,validation,10,2,2,0.05,-0.041613731,-0.041613731
2023-11-24,validation,10,1,1,0.05,0.020800513,0.020800513
2023-11-27,validation,10,1,1,0.05,0.022699322,0.022699322
2023-11-28,validation,10,1,1,0.05,0.0021186776,0.0021186776
2023-11-29,validation,10,1,1,0.05,-0.014468793,-0.014468793
2023-12-20,validation,10,1,1,0.05,-0.0215427,-0.0215427
2023-12-21,validation,10,1,1,0.05,-0.08044217,-0.08044217
2023-12-22,validation,10,1,1,0.05,-0.011175808,-0.011175808
2023-12-25,validation,10,1,1,0.05,-0.078300108,-0.078300108
2023-12-26,validation,10,1,1,0.05,-0.10004332,-0.10004332
2023-12-27,validation,10,2,1,0.05,0.024061339,0.024061339
2023-12-28,validation,10,2,1,0.05,0.079111303,0.079111303
2023-12-29,validation,10,2,1,0.05,-0.10002935,-0.10002935
2024-01-02,robustness,10,3,1,0.05,-0.023153664,-0.023153664
2024-01-03,robustness,10,3,1,0.05,0.029132499,0.029132499
2024-01-04,robustness,10,2,1,0.05,0.0026792307,0.0026792307
2024-01-05,robustness,10,2,1,0.05,-0.074143781,-0.074143781
2024-01-08,robustness,10,2,1,0.05,-0.082780981,-0.082780981
2024-01-09,robustness,10,2,1,0.05,0.061438964,0.061438964
2024-01-10,robustness,10,2,1,0.05,0.059431456,0.059431456
2024-01-11,robustness,10,1,1,0.05,0.014521201,0.014521201
2024-01-12,robustness,10,1,1,0.05,0.030134133,0.030134133
2024-01-15,robustness,10,1,1,0.05,0.0023268297,0.0023268297
2024-01-24,robustness,10,1,1,0.05,-0.016128988,-0.016128988
2024-01-25,robustness,10,1,1,0.05,-0.0047382319,-0.0047382319
2024-01-26,robustness,10,1,1,0.05,0.017920262,0.017920262
2024-01-29,robustness,10,1,1,0.05,0.034093684,0.034093684
2024-01-30,robustness,10,1,1,0.05,-0.017897122,-0.017897122
2024-01-31,robustness,10,1,1,0.05,0.066422495,0.066422495
2024-02-01,robustness,10,1,1,0.05,-0.067224685,-0.067224685
2024-02-02,robustness,10,1,1,0.05,0.02647054,0.02647054
2024-02-05,robustness,10,1,1,0.05,0.010322252,0.010322252
2024-02-06,robustness,10,1,1,0.05,-0.043245914,-0.043245914
2024-02-07,robustness,10,3,3,0.05,-0.056919288,-0.056919288
2024-02-08,robustness,10,5,3,0.05,0.0085427678,0.0090672491
2024-02-19,robustness,10,5,3,0.05,0.0011070864,0.0024458701
2024-02-20,robustness,10,9,7,0.05,0.0044729436,-0.0005617091
2024-02-21,robustness,10,10,8,0.05,0.0061692365,0.0080041824
2024-02-22,robustness,10,11,9,0.05,-0.047133205,-0.044891515
2024-02-23,robustness,10,12,9,0.05,-0.022045578,-0.013178025
2024-02-26,robustness,10,14,10,0.05,0.010199112,0.0086681618
2024-02-27,robustness,10,14,10,0.05,-0.063747725,-0.049566041
2024-02-28,robustness,10,19,12,0.05,0.040465813,0.037970731
2024-02-29,robustness,10,16,11,0.05,-0.05274223,-0.047672382
2024-03-01,robustness,10,17,12,0.05,-0.0249089,-0.026070209
2024-03-04,robustness,10,18,12,0.05,-0.01033983,-0.013816714
2024-03-05,robustness,10,15,10,0.05,0.015931054,0.014132496
2024-03-06,robustness,10,15,10,0.05,-0.0022517222,0.0036799373
2024-03-07,robustness,10,14,9,0.05,0.022171172,0.024250981
2024-03-08,robustness,10,13,9,0.05,-0.024604239,-0.03576535
2024-03-11,robustness,10,12,9,0.05,-0.017708257,-0.016422004
2024-03-12,robustness,10,12,9,0.05,0.014257645,0.017108785
2024-03-13,robustness,10,8,7,0.05,0.012293932,0.0096454474
2024-03-14,robustness,10,8,7,0.05,0.024001618,0.024912304
2024-03-15,robustness,10,5,5,0.05,-0.031706358,-0.031706358
2024-03-18,robustness,10,5,4,0.05,-0.02642895,-0.036795745
2024-03-19,robustness,10,4,3,0.05,-0.0078000024,0.0013637092
2024-03-20,robustness,10,3,2,0.05,0.020058757,0.013205248
2024-03-21,robustness,10,3,2,0.05,0.024111273,0.024115203
2024-03-22,robustness,10,3,2,0.05,0.049344199,0.036113545
2024-03-25,robustness,10,2,1,0.05,-0.017384846,-0.017384846
2024-03-26,robustness,10,2,1,0.05,-0.079985487,-0.079985487
2024-03-27,robustness,10,1,1,0.05,0.021124408,0.021124408
2024-03-28,robustness,10,1,1,0.05,-0.050038688,-0.050038688
2024-03-29,robustness,10,2,2,0.05,0.023813611,0.023813611
2024-04-01,robustness,10,2,2,0.05,-0.015672683,-0.015672683
2024-04-02,robustness,10,2,2,0.05,0.032237162,0.032237162
2024-04-03,robustness,10,2,2,0.05,0.0081220293,0.0081220293
2024-04-08,robustness,10,3,3,0.05,0.030777976,0.030777976
2024-04-09,robustness,10,3,3,0.05,0.016002062,0.016002062
2024-04-10,robustness,10,3,3,0.05,-0.0081589616,-0.0081589616
2024-04-11,robustness,10,3,3,0.05,-0.027074755,-0.027074755
2024-04-12,robustness,10,4,4,0.05,0.0057469656,0.0057469656
2024-04-15,robustness,10,4,4,0.05,0.010565406,0.010565406
2024-04-16,robustness,10,4,4,0.05,0.020665992,0.020665992
2024-04-17,robustness,10,3,3,0.05,-0.020881877,-0.020881877
2024-04-18,robustness,10,4,4,0.05,0.0222288,0.0222288
2024-04-19,robustness,10,4,4,0.05,0.016907336,0.016907336
2024-04-22,robustness,10,3,3,0.05,-0.012664494,-0.012664494
2024-04-23,robustness,10,3,3,0.05,0.0059093141,0.0059093141
2024-04-24,robustness,10,3,3,0.05,0.01103387,0.01103387
2024-04-25,robustness,10,3,3,0.05,0.00060410545,0.00060410545
2024-04-26,robustness,10,2,2,0.05,-0.060494604,-0.060494604
2024-04-29,robustness,10,4,4,0.05,-0.015524441,-0.015524441
2024-04-30,robustness,10,4,4,0.05,0.022395085,0.022395085
2024-05-06,robustness,10,4,4,0.05,-0.01246288,-0.01246288
2024-05-07,robustness,10,3,3,0.05,-0.0017318619,-0.0017318619
2024-05-08,robustness,10,3,3,0.05,0.025203807,0.025203807
2024-05-09,robustness,10,3,3,0.05,-0.010307384,-0.010307384
2024-05-10,robustness,10,3,3,0.05,-0.025552635,-0.025552635
2024-05-13,robustness,10,3,3,0.05,0.0058244936,0.0058244936
2024-05-14,robustness,10,3,3,0.05,-0.006263777,-0.006263777
2024-05-15,robustness,10,3,3,0.05,0.016013643,0.016013643
2024-05-16,robustness,10,1,1,0.05,-0.058214785,-0.058214785
2024-05-20,robustness,10,1,1,0.05,-0.020000034,-0.020000034
2024-05-21,robustness,10,1,1,0.05,-0.0010892456,-0.0010892456
2024-05-22,robustness,10,1,1,0.05,-0.02285093,-0.02285093
2024-05-23,robustness,10,1,1,0.05,-0.017021363,-0.017021363
2024-05-24,robustness,10,1,1,0.05,0.059623496,0.059623496
