state_axis,state_value,split,entry_variant,horizon,event_count,event_date_count,date_weighted_mean_gross_short_return,date_weighted_positive_event_date_share,date_weighted_mean_after_cost_short_return_ex_borrow
money_liquidity_bucket,high,validation,d1_open,20,163,121,0.0031995627,0.61157025,-0.0078004373
money_liquidity_bucket,low,validation,d1_open,20,7,6,0.0051367273,0.66666667,-0.0058632727
money_liquidity_bucket,middle,validation,d1_open,20,16,16,-0.036238649,0.4375,-0.047238649
event_month,2024-01,robustness,d1_open,5,1,1,0.014203181,1,0.003203181
event_month,2024-02,robustness,d1_open,5,22,9,-0.047848546,0.11111111,-0.058848546
event_month,2024-03,robustness,d1_open,5,8,8,-0.0012030324,0.5,-0.012203032
event_month,2024-04,robustness,d1_open,5,7,6,0.018808294,0.5,0.0078082945
event_month,2024-05,robustness,d1_open,5,1,1,0.0011111365,1,-0.0098888635
event_month,2024-06,robustness,d1_open,5,2,2,-0.019992377,0.5,-0.030992377
event_month,2024-07,robustness,d1_open,5,7,6,-0.045750491,0.33333333,-0.056750491
event_month,2024-09,robustness,d1_open,5,58,5,-0.038212215,0.6,-0.049212215
event_month,2024-10,robustness,d1_open,5,56,13,-0.030797668,0.46153846,-0.041797668
event_month,2024-11,robustness,d1_open,5,39,10,0.036485023,0.7,0.025485023
event_month,2024-12,robustness,d1_open,5,10,8,-0.036990318,0.375,-0.047990318
event_month,2025-01,robustness,d1_open,5,7,6,-0.021789453,0.16666667,-0.032789453
event_month,2025-02,robustness,d1_open,5,19,8,-0.0052162773,0.5,-0.016216277
event_month,2025-03,robustness,d1_open,5,5,4,0.053723658,0.75,0.042723658
event_month,2025-04,robustness,d1_open,5,13,8,0.042975044,0.875,0.031975044
event_month,2025-05,robustness,d1_open,5,2,2,0.076432042,1,0.065432042
event_month,2025-06,robustness,d1_open,5,7,6,0.0404352,0.5,0.0294352
event_month,2025-07,robustness,d1_open,5,32,16,-0.014092341,0.4375,-0.025092341
event_month,2025-08,robustness,d1_open,5,44,13,0.00613218,0.61538462,-0.00486782
event_month,2025-09,robustness,d1_open,5,65,19,-0.0055265864,0.52631579,-0.016526586
event_month,2025-10,robustness,d1_open,5,42,10,0.016703489,0.6,0.0057034885
event_month,2025-11,robustness,d1_open,5,32,13,0.0045103458,0.53846154,-0.0064896542
event_month,2025-12,robustness,d1_open,5,50,20,-0.061614158,0.35,-0.072614158
event_month,2024-01,robustness,d1_open,10,1,1,0.012758849,1,0.0017588489
event_month,2024-02,robustness,d1_open,10,22,9,-0.087230031,0.22222222,-0.098230031
event_month,2024-03,robustness,d1_open,10,8,8,0.0094011588,0.625,-0.0015988412
event_month,2024-04,robustness,d1_open,10,7,6,-0.0093610677,0.33333333,-0.020361068
event_month,2024-05,robustness,d1_open,10,1,1,0.083333333,1,0.072333333
event_month,2024-06,robustness,d1_open,10,2,2,-0.059745074,0,-0.070745074
event_month,2024-07,robustness,d1_open,10,7,6,0.0075961511,0.5,-0.0034038489
event_month,2024-09,robustness,d1_open,10,58,5,-0.015813293,0.6,-0.026813293
event_month,2024-10,robustness,d1_open,10,56,13,-0.1097086,0.53846154,-0.1207086
event_month,2024-11,robustness,d1_open,10,39,10,0.091874712,0.9,0.080874712
event_month,2024-12,robustness,d1_open,10,10,8,-0.023270252,0.375,-0.034270252
event_month,2025-01,robustness,d1_open,10,7,6,-0.10482214,0.16666667,-0.11582214
event_month,2025-02,robustness,d1_open,10,19,8,0.010346714,0.5,-0.00065328618
event_month,2025-03,robustness,d1_open,10,5,4,0.086653715,1,0.075653715
event_month,2025-04,robustness,d1_open,10,13,8,0.058173552,0.875,0.047173552
event_month,2025-05,robustness,d1_open,10,2,2,0.10806761,1,0.097067606
event_month,2025-06,robustness,d1_open,10,7,6,0.053425677,0.66666667,0.042425677
event_month,2025-07,robustness,d1_open,10,32,16,-0.060878263,0.3125,-0.071878263
event_month,2025-08,robustness,d1_open,10,45,14,0.0013783859,0.57142857,-0.0096216141
event_month,2025-09,robustness,d1_open,10,65,19,0.0042247724,0.47368421,-0.0067752276
event_month,2025-10,robustness,d1_open,10,42,10,-0.00018537936,0.6,-0.011185379
event_month,2025-11,robustness,d1_open,10,32,13,0.033401325,0.61538462,0.022401325
event_month,2025-12,robustness,d1_open,10,50,20,-0.12202204,0.15,-0.13302204
event_month,2024-01,robustness,d1_open,20,1,1,-0.14058739,0,-0.15158739
event_month,2024-02,robustness,d1_open,20,22,9,-0.12307906,0.33333333,-0.13407906
event_month,2024-03,robustness,d1_open,20,8,8,0.034527699,0.625,0.023527699
event_month,2024-04,robustness,d1_open,20,7,6,0.00035735377,0.5,-0.010642646
event_month,2024-05,robustness,d1_open,20,1,1,0.14999999,1,0.13899999
event_month,2024-06,robustness,d1_open,20,2,2,-0.032436692,0,-0.043436692
event_month,2024-07,robustness,d1_open,20,7,6,0.046638075,0.5,0.035638075
event_month,2024-09,robustness,d1_open,20,58,5,-0.03411355,0.4,-0.04511355
event_month,2024-10,robustness,d1_open,20,56,13,-0.048454434,0.38461538,-0.059454434
event_month,2024-11,robustness,d1_open,20,39,10,0.10404537,1,0.093045372
event_month,2024-12,robustness,d1_open,20,10,8,-0.048857722,0.5,-0.059857722
event_month,2025-01,robustness,d1_open,20,7,6,-0.074792399,0.16666667,-0.085792399
event_month,2025-02,robustness,d1_open,20,19,8,0.02263455,0.75,0.01163455
event_month,2025-03,robustness,d1_open,20,5,4,0.18315467,1,0.17215467
event_month,2025-04,robustness,d1_open,20,13,8,0.085620958,0.875,0.074620958
event_month,2025-05,robustness,d1_open,20,2,2,0.096458804,1,0.085458804
event_month,2025-06,robustness,d1_open,20,7,6,-0.0095516028,0.5,-0.020551603
event_month,2025-07,robustness,d1_open,20,32,16,-0.12223658,0.375,-0.13323658
event_month,2025-08,robustness,d1_open,20,45,14,-0.048446288,0.42857143,-0.059446288
event_month,2025-09,robustness,d1_open,20,65,19,0.0077138755,0.52631579,-0.0032861245
event_month,2025-10,robustness,d1_open,20,42,10,0.060496414,0.7,0.049496414
event_month,2025-11,robustness,d1_open,20,31,13,0.046300501,0.69230769,0.035300501
event_month,2025-12,robustness,d1_open,20,50,20,-0.2428697,0.15,-0.2538697
event_month,2018-07,train,d1_open,5,2,2,0.015331079,0.5,0.004331079
event_month,2018-08,train,d1_open,5,3,3,0.028170321,0.66666667,0.017170321
event_month,2018-10,train,d1_open,5,1,1,-0.0031347932,0,-0.014134793
event_month,2018-11,train,d1_open,5,2,1,0.048896291,1,0.037896291
event_month,2019-01,train,d1_open,5,1,1,0.0024242979,1,-0.0085757021
event_month,2019-02,train,d1_open,5,11,5,-0.050018648,0.4,-0.061018648
event_month,2019-03,train,d1_open,5,6,4,-0.025748243,0.75,-0.036748243
event_month,2019-04,train,d1_open,5,5,4,0.07121119,1,0.06021119
event_month,2019-05,train,d1_open,5,1,1,0.049999954,1,0.038999954
event_month,2019-06,train,d1_open,5,1,1,0.040132218,1,0.029132218
event_month,2019-08,train,d1_open,5,3,3,-0.023203911,0,-0.034203911
event_month,2019-09,train,d1_open,5,5,5,0.034472743,0.4,0.023472743
event_month,2019-10,train,d1_open,5,5,3,-0.011122388,0.66666667,-0.022122388
event_month,2019-11,train,d1_open,5,1,1,0.0018225262,1,-0.0091774738
event_month,2019-12,train,d1_open,5,4,4,-0.022201923,0.25,-0.033201923
event_month,2020-01,train,d1_open,5,3,3,-0.0023839101,0.66666667,-0.01338391
event_month,2020-02,train,d1_open,5,24,11,-0.023523159,0.45454545,-0.034523159
event_month,2020-03,train,d1_open,5,11,7,0.052999529,0.71428571,0.041999529
event_month,2020-04,train,d1_open,5,7,5,0.0002833308,0.6,-0.010716669
event_month,2020-05,train,d1_open,5,3,3,0.043751162,0.66666667,0.032751162
event_month,2020-06,train,d1_open,5,6,5,-0.13892694,0,-0.14992694
event_month,2020-07,train,d1_open,5,55,16,-0.01808436,0.4375,-0.02908436
event_month,2020-08,train,d1_open,5,14,8,0.038312106,0.625,0.027312106
event_month,2020-09,train,d1_open,5,10,7,0.044220469,0.85714286,0.033220469
event_month,2020-10,train,d1_open,5,8,5,-0.05226419,0,-0.06326419
event_month,2020-11,train,d1_open,5,14,10,-0.0063678497,0.5,-0.01736785
event_month,2020-12,train,d1_open,5,14,8,0.023838399,0.5,0.012838399
event_month,2021-01,train,d1_open,5,42,14,-0.015933937,0.42857143,-0.026933937
event_month,2021-02,train,d1_open,5,17,9,0.054631142,0.77777778,0.043631142
event_month,2021-03,train,d1_open,5,10,8,0.0094143484,0.5,-0.0015856516
event_month,2021-04,train,d1_open,5,14,6,-0.017962488,0.5,-0.028962488
event_month,2021-05,train,d1_open,5,14,10,-0.032663161,0.1,-0.043663161
event_month,2021-06,train,d1_open,5,21,11,-0.01575001,0.54545455,-0.02675001
event_month,2021-07,train,d1_open,5,30,11,-0.055179569,0.27272727,-0.066179569
event_month,2021-08,train,d1_open,5,37,17,-0.024060282,0.47058824,-0.035060282
event_month,2021-09,train,d1_open,5,30,16,0.02604841,0.6875,0.01504841
event_month,2021-10,train,d1_open,5,14,10,0.031076522,0.6,0.020076522
event_month,2021-11,train,d1_open,5,22,13,0.021017554,0.61538462,0.010017554
event_month,2021-12,train,d1_open,5,9,8,0.019081616,0.75,0.0080816161
event_month,2018-07,train,d1_open,10,2,2,0.062288754,1,0.051288754
event_month,2018-08,train,d1_open,10,3,3,-0.012888158,0.66666667,-0.023888158
event_month,2018-10,train,d1_open,10,1,1,-0.014106532,0,-0.025106532
event_month,2018-11,train,d1_open,10,2,1,0.04450352,1,0.03350352
event_month,2019-01,train,d1_open,10,1,1,-0.06181821,0,-0.07281821
event_month,2019-02,train,d1_open,10,11,5,-0.070150537,0.4,-0.081150537
event_month,2019-03,train,d1_open,10,6,4,-0.030046867,0.5,-0.041046867
event_month,2019-04,train,d1_open,10,5,4,0.12905597,1,0.11805597
event_month,2019-05,train,d1_open,10,1,1,0.057692255,1,0.046692255
event_month,2019-06,train,d1_open,10,1,1,0.083097271,1,0.072097271
event_month,2019-08,train,d1_open,10,3,3,-0.10704348,0,-0.11804348
event_month,2019-09,train,d1_open,10,5,5,0.016046038,0.6,0.0050460378
event_month,2019-10,train,d1_open,10,5,3,-0.0083328672,0.66666667,-0.019332867
event_month,2019-11,train,d1_open,10,1,1,0.02308622,1,0.01208622
event_month,2019-12,train,d1_open,10,4,4,-0.086805851,0,-0.097805851
event_month,2020-01,train,d1_open,10,3,3,0.008912583,0.66666667,-0.002087417
event_month,2020-02,train,d1_open,10,24,11,-0.0062138855,0.54545455,-0.017213886
event_month,2020-03,train,d1_open,10,11,7,0.073612665,0.85714286,0.062612665
event_month,2020-04,train,d1_open,10,7,5,-0.05163412,0,-0.06263412
event_month,2020-05,train,d1_open,10,3,3,0.045999347,0.66666667,0.034999347
event_month,2020-06,train,d1_open,10,6,5,-0.15578752,0.2,-0.16678752
event_month,2020-07,train,d1_open,10,55,16,-0.039161073,0.4375,-0.050161073
event_month,2020-08,train,d1_open,10,14,8,0.079831087,0.75,0.068831087
event_month,2020-09,train,d1_open,10,10,7,-0.012828674,0.42857143,-0.023828674
event_month,2020-10,train,d1_open,10,8,5,-0.038780495,0.2,-0.049780495
event_month,2020-11,train,d1_open,10,14,10,0.023118919,0.6,0.012118919
event_month,2020-12,train,d1_open,10,14,8,-0.06683511,0.25,-0.07783511
event_month,2021-01,train,d1_open,10,42,14,-0.025053391,0.28571429,-0.036053391
event_month,2021-02,train,d1_open,10,17,9,0.10394102,0.77777778,0.092941021
event_month,2021-03,train,d1_open,10,10,8,0.034087495,0.625,0.023087495
event_month,2021-04,train,d1_open,10,14,6,-0.057774717,0.5,-0.068774717
event_month,2021-05,train,d1_open,10,14,10,-0.048889868,0.2,-0.059889868
event_month,2021-06,train,d1_open,10,21,11,-0.043059059,0.36363636,-0.054059059
event_month,2021-07,train,d1_open,10,30,11,-0.092774903,0.27272727,-0.1037749
event_month,2021-08,train,d1_open,10,37,17,-0.039042463,0.58823529,-0.050042463
event_month,2021-09,train,d1_open,10,30,16,0.057339737,0.8125,0.046339737
event_month,2021-10,train,d1_open,10,14,10,0.046483986,0.8,0.035483986
event_month,2021-11,train,d1_open,10,22,13,0.00080938317,0.69230769,-0.010190617
event_month,2021-12,train,d1_open,10,9,8,0.066404631,0.625,0.055404631
event_month,2018-07,train,d1_open,20,2,2,0.12781706,1,0.11681706
event_month,2018-08,train,d1_open,20,3,3,-0.040566133,0.66666667,-0.051566133
event_month,2018-10,train,d1_open,20,1,1,-0.028213139,0,-0.039213139
event_month,2018-11,train,d1_open,20,2,1,0.06725323,1,0.05625323
event_month,2019-01,train,d1_open,20,1,1,-0.14424237,0,-0.15524237
event_month,2019-02,train,d1_open,20,11,5,-0.15616982,0.2,-0.16716982
event_month,2019-03,train,d1_open,20,6,4,-0.023865868,0.5,-0.034865868
event_month,2019-04,train,d1_open,20,5,4,0.23951679,1,0.22851679
event_month,2019-05,train,d1_open,20,1,1,0.026923052,1,0.015923052
event_month,2019-06,train,d1_open,20,1,1,0.14258737,1,0.13158737
event_month,2019-08,train,d1_open,20,3,3,-0.1400236,0.33333333,-0.1510236
event_month,2019-09,train,d1_open,20,5,5,0.063517078,0.6,0.052517078
event_month,2019-10,train,d1_open,20,5,3,-0.020768257,0.33333333,-0.031768257
event_month,2019-11,train,d1_open,20,1,1,-0.093560207,0,-0.10456021
event_month,2019-12,train,d1_open,20,4,4,-0.13168245,0.25,-0.14268245
event_month,2020-01,train,d1_open,20,3,3,-0.20500362,0,-0.21600362
event_month,2020-02,train,d1_open,20,24,11,0.058557318,0.72727273,0.047557318
event_month,2020-03,train,d1_open,20,11,7,0.050433976,0.57142857,0.039433976
event_month,2020-04,train,d1_open,20,7,5,-0.10924888,0,-0.12024888
event_month,2020-05,train,d1_open,20,3,3,0.10082733,1,0.089827334
event_month,2020-06,train,d1_open,20,6,5,-0.29576668,0,-0.30676668
event_month,2020-07,train,d1_open,20,55,16,-0.044551082,0.4375,-0.055551082
event_month,2020-08,train,d1_open,20,14,8,0.12044286,0.875,0.10944286
event_month,2020-09,train,d1_open,20,10,7,-0.047452157,0.28571429,-0.058452157
event_month,2020-10,train,d1_open,20,8,5,-0.078559883,0.2,-0.089559883
event_month,2020-11,train,d1_open,20,13,10,0.053178473,0.7,0.042178473
event_month,2020-12,train,d1_open,20,14,8,-0.011158513,0.5,-0.022158513
event_month,2021-01,train,d1_open,20,42,14,0.028605225,0.64285714,0.017605225
event_month,2021-02,train,d1_open,20,17,9,0.21226468,1,0.20126468
event_month,2021-03,train,d1_open,20,10,8,0.0024074454,0.75,-0.0085925546
event_month,2021-04,train,d1_open,20,14,6,-0.14354479,0,-0.15454479
event_month,2021-05,train,d1_open,20,14,10,-0.074043795,0.4,-0.085043795
event_month,2021-06,train,d1_open,20,21,11,-0.11418056,0.27272727,-0.12518056
event_month,2021-07,train,d1_open,20,30,11,-0.17350097,0.090909091,-0.18450097
event_month,2021-08,train,d1_open,20,37,17,-0.012223691,0.52941176,-0.023223691
event_month,2021-09,train,d1_open,20,30,16,0.10198401,0.875,0.090984012
event_month,2021-10,train,d1_open,20,14,10,0.0481836,0.6,0.0371836
event_month,2021-11,train,d1_open,20,22,13,0.029541319,0.69230769,0.018541319
event_month,2021-12,train,d1_open,20,9,8,0.066935276,0.875,0.055935276
event_month,2022-01,validation,d1_open,5,6,6,0.036284407,1,0.025284407
event_month,2022-02,validation,d1_open,5,9,5,-0.01330416,0.2,-0.02430416
event_month,2022-03,validation,d1_open,5,11,7,0.021854711,0.57142857,0.010854711
event_month,2022-04,validation,d1_open,5,17,8,0.015119696,0.5,0.004119696
event_month,2022-05,validation,d1_open,5,6,5,-0.0063431969,0.6,-0.017343197
event_month,2022-06,validation,d1_open,5,21,13,-0.033830123,0.38461538,-0.044830123
event_month,2022-07,validation,d1_open,5,11,8,0.028525897,0.75,0.017525897
event_month,2022-08,validation,d1_open,5,11,10,-0.010978686,0.5,-0.021978686
event_month,2022-09,validation,d1_open,5,3,3,-0.0012817853,0.66666667,-0.012281785
event_month,2022-10,validation,d1_open,5,5,5,0.010182624,0.4,-0.00081737553
event_month,2022-11,validation,d1_open,5,15,8,0.017744572,0.625,0.0067445723
event_month,2023-01,validation,d1_open,5,10,4,-0.017808338,0.25,-0.028808338
event_month,2023-02,validation,d1_open,5,4,3,0.0099760788,0.33333333,-0.0010239212
event_month,2023-03,validation,d1_open,5,11,8,-0.031727851,0.625,-0.042727851
event_month,2023-04,validation,d1_open,5,6,6,0.00082090229,0.5,-0.010179098
event_month,2023-05,validation,d1_open,5,6,4,0.0023481589,0.75,-0.0086518411
event_month,2023-06,validation,d1_open,5,10,7,-0.00032523551,0.42857143,-0.011325236
event_month,2023-07,validation,d1_open,5,4,4,0.0044090525,0.5,-0.0065909475
event_month,2023-08,validation,d1_open,5,5,4,-0.1010171,0.25,-0.1120171
event_month,2023-09,validation,d1_open,5,2,2,-0.13267887,0,-0.14367887
event_month,2023-10,validation,d1_open,5,6,6,-0.055781918,0.33333333,-0.066781918
event_month,2023-11,validation,d1_open,5,4,3,0.042030622,0.66666667,0.031030622
event_month,2023-12,validation,d1_open,5,3,3,-0.15432548,0.33333333,-0.16532548
event_month,2022-01,validation,d1_open,10,6,6,0.063734431,1,0.052734431
event_month,2022-02,validation,d1_open,10,9,5,-0.013003532,0.6,-0.024003532
event_month,2022-03,validation,d1_open,10,11,7,-0.014183247,0.57142857,-0.025183247
event_month,2022-04,validation,d1_open,10,17,8,-0.0013315996,0.5,-0.0123316
event_month,2022-05,validation,d1_open,10,6,5,-0.01265765,0.6,-0.02365765
event_month,2022-06,validation,d1_open,10,21,13,-0.047468773,0.30769231,-0.058468773
event_month,2022-07,validation,d1_open,10,11,8,0.036822944,0.75,0.025822944
event_month,2022-08,validation,d1_open,10,11,10,0.019460807,0.5,0.0084608071
event_month,2022-09,validation,d1_open,10,3,3,0.079972304,0.66666667,0.068972304
event_month,2022-10,validation,d1_open,10,5,5,0.026843019,0.6,0.015843019
event_month,2022-11,validation,d1_open,10,15,8,0.037012452,0.75,0.026012452
event_month,2023-01,validation,d1_open,10,10,4,-0.0072944147,0.5,-0.018294415
event_month,2023-02,validation,d1_open,10,4,3,-0.021019229,0.33333333,-0.032019229
event_month,2023-03,validation,d1_open,10,11,8,-0.021073417,0.5,-0.032073417
event_month,2023-04,validation,d1_open,10,6,6,0.028993991,0.5,0.017993991
event_month,2023-05,validation,d1_open,10,6,4,-0.0038551773,0.5,-0.014855177
event_month,2023-06,validation,d1_open,10,10,7,-0.010270027,0.42857143,-0.021270027
event_month,2023-07,validation,d1_open,10,4,4,0.046245025,0.75,0.035245025
event_month,2023-08,validation,d1_open,10,5,4,-0.065055504,0.25,-0.076055504
event_month,2023-09,validation,d1_open,10,2,2,-0.24296165,0,-0.25396165
event_month,2023-10,validation,d1_open,10,6,6,-0.099159342,0.16666667,-0.11015934
event_month,2023-11,validation,d1_open,10,4,3,0.0086744636,0.66666667,-0.0023255364
event_month,2023-12,validation,d1_open,10,3,3,-0.09247027,0.33333333,-0.10347027
event_month,2022-01,validation,d1_open,20,6,6,0.0051911255,0.5,-0.0058088745
event_month,2022-02,validation,d1_open,20,9,5,0.067505524,0.8,0.056505524
event_month,2022-03,validation,d1_open,20,11,7,0.096065585,0.71428571,0.085065585
event_month,2022-04,validation,d1_open,20,17,8,-0.061705702,0.125,-0.072705702
event_month,2022-05,validation,d1_open,20,6,5,-0.13365976,0.4,-0.14465976
event_month,2022-06,validation,d1_open,20,21,13,-0.045859167,0.53846154,-0.056859167
event_month,2022-07,validation,d1_open,20,11,8,0.07180882,1,0.06080882
event_month,2022-08,validation,d1_open,20,11,10,0.058430146,0.7,0.047430146
event_month,2022-09,validation,d1_open,20,3,3,0.16707831,1,0.15607831
event_month,2022-10,validation,d1_open,20,5,5,-0.021607907,0.4,-0.032607907
event_month,2022-11,validation,d1_open,20,15,8,0.038454761,0.75,0.027454761
event_month,2023-01,validation,d1_open,20,10,4,0.025045767,0.5,0.014045767
event_month,2023-02,validation,d1_open,20,4,3,-0.013525503,0.66666667,-0.024525503
event_month,2023-03,validation,d1_open,20,11,8,-0.028625713,0.5,-0.039625713
event_month,2023-04,validation,d1_open,20,6,6,0.08407534,1,0.07307534
event_month,2023-05,validation,d1_open,20,6,4,-0.083886443,0.5,-0.094886443
event_month,2023-06,validation,d1_open,20,10,7,0.0029656313,0.57142857,-0.0080343687
event_month,2023-07,validation,d1_open,20,4,4,0.065664056,0.75,0.054664056
event_month,2023-08,validation,d1_open,20,5,4,0.002613817,0.75,-0.008386183
event_month,2023-09,validation,d1_open,20,2,2,-0.57231143,0,-0.58331143
event_month,2023-10,validation,d1_open,20,6,6,-0.13960135,0.16666667,-0.15060135
event_month,2023-11,validation,d1_open,20,4,3,0.055372552,0.66666667,0.044372552
event_month,2023-12,validation,d1_open,20,3,3,0.088889819,0.66666667,0.077889819
event_year,2024,robustness,d1_open,5,211,69,-0.016653447,0.46376812,-0.027653447
event_year,2025,robustness,d1_open,5,318,125,-0.0038053978,0.52,-0.014805398
event_year,2024,robustness,d1_open,10,211,69,-0.021978864,0.52173913,-0.032978864
event_year,2025,robustness,d1_open,10,319,126,-0.01650816,0.48412698,-0.02750816
event_year,2024,robustness,d1_open,20,211,69,-0.010954516,0.52173913,-0.021954516
event_year,2025,robustness,d1_open,20,318,126,-0.038511719,0.50793651,-0.049511719
event_year,2018,train,d1_open,5,8,7,0.02299066,0.57142857,0.01199066
event_year,2019,train,d1_open,5,43,32,0.00020983334,0.5625,-0.010790167
event_year,2020,train,d1_open,5,169,88,-0.0030054115,0.5,-0.014005411
event_year,2021,train,d1_open,5,260,133,-0.0009497431,0.51879699,-0.011949743
event_year,2018,train,d1_open,10,8,7,0.016615717,0.71428571,0.0056157175
event_year,2019,train,d1_open,10,43,32,-0.014555656,0.5,-0.025555656
event_year,2020,train,d1_open,10,169,88,-0.011369998,0.47727273,-0.022369998
event_year,2021,train,d1_open,10,260,133,-0.0015938802,0.54887218,-0.01259388
event_year,2018,train,d1_open,20,8,7,0.024710832,0.71428571,0.013710832
event_year,2019,train,d1_open,20,43,32,-0.0211893,0.46875,-0.0321893
event_year,2020,train,d1_open,20,168,88,-0.015592734,0.48863636,-0.026592734
event_year,2021,train,d1_open,20,260,133,0.0029263771,0.57894737,-0.0080736229
event_year,2022,validation,d1_open,5,115,78,0.0033469649,0.55128205,-0.0076530351
event_year,2023,validation,d1_open,5,71,54,-0.029749121,0.44444444,-0.040749121
event_year,2022,validation,d1_open,10,115,78,0.0088012096,0.58974359,-0.0021987904
event_year,2023,validation,d1_open,10,71,54,-0.02929034,0.42592593,-0.04029034
event_year,2022,validation,d1_open,20,115,78,0.014649043,0.61538462,0.0036490432
event_year,2023,validation,d1_open,20,71,54,-0.023260478,0.57407407,-0.034260478
