upstream_artifact_role,upstream_path,upstream_sha256,upstream_row_count,upstream_schema_status,lineage_claim,lineage_status,selected_label_id,primary_row_level_source,primary_row_level_source_role,cross_check_source,cross_check_key,cross_check_key_coverage_rate,cross_check_mismatch_n,upstream_formula_path_window,implemented_path_window,path_window_reconciliation_status,path_window_reconciliation_reason,blocking_reason
upstream_12a7g_label_formula,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7g_vol_scaled_label_panel_c0_separability_triage/label_formula_audit.csv,c3e9df48dad00f0a1503709a5bf59fc241947b3d7b12b119848a61679e29f280,75,pass,"15A inherits 13A/14A native opportunity row lineage after native-label cross-check, derived-field adapter audit, qfq position rebuild audit, and 12A7g selected label identity check",pass,vol20d_kup2p0_kdn1p0_H20,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/local_cache/14A_full_native_sparse_state_change_event_utility_preflight/native_rebuild_panel.parquet,14A_native_rebuild_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,"instrument,reference_date,row_id",1.0,0,reference_pos_through_reference_pos_plus_horizon_inclusive,entry_pos_through_entry_pos_plus_horizon_inclusive,pass_with_documented_13a_entry_anchor,15A uses 13A/14A implemented next-open entry-anchor lineage; 12A7g formula text is preserved as documented lineage.,
upstream_12a7g_split_boundary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/outputs/publishable/tables/12A7g_vol_scaled_label_panel_c0_separability_triage/full_universe_split_boundary_audit.csv,0fb6f08fa911e00136ddf910c19dab9a0df9da659c1a2850d09930aa54ab6678,4,pass,"15A inherits 13A/14A native opportunity row lineage after native-label cross-check, derived-field adapter audit, qfq position rebuild audit, and 12A7g selected label identity check",pass,vol20d_kup2p0_kdn1p0_H20,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/local_cache/14A_full_native_sparse_state_change_event_utility_preflight/native_rebuild_panel.parquet,14A_native_rebuild_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,"instrument,reference_date,row_id",1.0,0,reference_pos_through_reference_pos_plus_horizon_inclusive,entry_pos_through_entry_pos_plus_horizon_inclusive,pass_with_documented_13a_entry_anchor,15A uses 13A/14A implemented next-open entry-anchor lineage; 12A7g formula text is preserved as documented lineage.,
upstream_13a_universe_definition,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_definition_audit.csv,ff76fd5bf1769013e1c0e3cc5e11d7d85bd7bee64a3138003075e173a9c98aab,32,pass,"15A inherits 13A/14A native opportunity row lineage after native-label cross-check, derived-field adapter audit, qfq position rebuild audit, and 12A7g selected label identity check",pass,vol20d_kup2p0_kdn1p0_H20,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/local_cache/14A_full_native_sparse_state_change_event_utility_preflight/native_rebuild_panel.parquet,14A_native_rebuild_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,"instrument,reference_date,row_id",1.0,0,reference_pos_through_reference_pos_plus_horizon_inclusive,entry_pos_through_entry_pos_plus_horizon_inclusive,pass_with_documented_13a_entry_anchor,15A uses 13A/14A implemented next-open entry-anchor lineage; 12A7g formula text is preserved as documented lineage.,
upstream_13a_universe_thresholds,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_frozen_thresholds.csv,0a40b16a6771d0cf6c7a5ef46c23985726f541b318ec329dce975603207cc1bc,4,pass,"15A inherits 13A/14A native opportunity row lineage after native-label cross-check, derived-field adapter audit, qfq position rebuild audit, and 12A7g selected label identity check",pass,vol20d_kup2p0_kdn1p0_H20,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/local_cache/14A_full_native_sparse_state_change_event_utility_preflight/native_rebuild_panel.parquet,14A_native_rebuild_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,"instrument,reference_date,row_id",1.0,0,reference_pos_through_reference_pos_plus_horizon_inclusive,entry_pos_through_entry_pos_plus_horizon_inclusive,pass_with_documented_13a_entry_anchor,15A uses 13A/14A implemented next-open entry-anchor lineage; 12A7g formula text is preserved as documented lineage.,
upstream_14a_decision,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/publishable/tables/14A_full_native_sparse_state_change_event_utility_preflight/full_native_sparse_state_change_event_utility_decision.csv,acf343c245902b8219054c430346c30e505e393a2cd04cec208574cf2b0e1b6c,1,pass,"15A inherits 13A/14A native opportunity row lineage after native-label cross-check, derived-field adapter audit, qfq position rebuild audit, and 12A7g selected label identity check",pass,vol20d_kup2p0_kdn1p0_H20,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/local_cache/14A_full_native_sparse_state_change_event_utility_preflight/native_rebuild_panel.parquet,14A_native_rebuild_panel,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_label_panel.parquet,"instrument,reference_date,row_id",1.0,0,reference_pos_through_reference_pos_plus_horizon_inclusive,entry_pos_through_entry_pos_plus_horizon_inclusive,pass_with_documented_13a_entry_anchor,15A uses 13A/14A implemented next-open entry-anchor lineage; 12A7g formula text is preserved as documented lineage.,
