threshold_id,split_bucket,cohort_id,cohort_role,feature_id,feature_observation_boundary,feature_n,feature_missing_n,feature_p25,feature_median,feature_p75,feature_readout_status
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_60d,t0_close_reference_pos_or_earlier,86707,0,-0.22026887280248186,-0.16280894468418983,-0.11846908955708318,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,ret_20d,t0_close_reference_pos_or_earlier,86707,0,-0.04179588085210045,0.026653102746693857,0.11672393371876211,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,ret_60d,t0_close_reference_pos_or_earlier,86707,0,-0.0653537809746037,0.059416794562595854,0.24247816396586408,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_high,t0_close_reference_pos_or_earlier,86707,0,-0.11705343130486767,-0.06949166597561995,-0.035756527209814426,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_60d_high,t0_close_reference_pos_or_earlier,86707,0,-0.1806451612903226,-0.11445312499999993,-0.06036873190266989,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_low,t0_close_reference_pos_or_earlier,86707,0,0.043790335843889694,0.09360936093609373,0.17680583049284093,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,86707,0,-0.02670672324608586,0.020404579616492002,0.08382483520205242,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,86707,0,-0.15036324400704948,0.024443923745659735,0.18440994732921145,pass
up50pct,train,observed_non_hit_control,readout_only_censored_control_not_negative,rebound_from_20d_low,t0_close_reference_pos_or_earlier,86707,0,0.043790335843889694,0.09360936093609373,0.17680583049284093,pass
up50pct,validation,slow_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,24504,0,0.012558646261763113,0.017285153636216126,0.023774931794392273,pass
up50pct,validation,slow_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,24504,0,0.015023112620288636,0.019854915315876794,0.025749362322457857,pass
up50pct,validation,slow_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,24504,0,-0.08910256410256401,-0.05950991831971997,-0.03792022498000461,pass
up50pct,validation,slow_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,24504,0,-0.17839628893306825,-0.12433944668946217,-0.09013035381750467,pass
up50pct,validation,slow_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,24504,0,-0.032426248982555,0.016000000000000014,0.07006369426751591,pass
up50pct,validation,slow_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,24504,0,-0.03876733077447056,0.030806573142604043,0.12093938193965414,pass
up50pct,validation,slow_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,24504,0,-0.08069088795745127,-0.04667285784298164,-0.023726965438283232,pass
up50pct,validation,slow_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,24504,0,-0.1368882829794695,-0.08181818181818179,-0.04289368332466098,pass
up50pct,validation,slow_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,24504,0,0.03142039500559468,0.06155635159138029,0.1095890410958904,pass
up50pct,validation,slow_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,24504,0,-0.01948978984442265,0.009952304814376256,0.04108684880065627,pass
up50pct,validation,slow_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,24504,0,-0.06122405988725338,0.09730581035437247,0.2424875269802723,pass
up50pct,validation,slow_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,24504,0,0.03142039500559468,0.06155635159138029,0.1095890410958904,pass
up50pct,validation,fast_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,3371,0,0.015090217986257955,0.021706273121968905,0.029499714549267073,pass
up50pct,validation,fast_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,3371,0,0.018542379846200815,0.023429841285105477,0.030319191629522013,pass
up50pct,validation,fast_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,3371,0,-0.10253697656550137,-0.07327935222672055,-0.042424242424242475,pass
up50pct,validation,fast_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,3371,0,-0.19099641145891244,-0.14123867069486407,-0.10361445783132528,pass
up50pct,validation,fast_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,3371,0,-0.030141552856287446,0.027447767308480087,0.10445472772504005,pass
up50pct,validation,fast_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,3371,0,-0.009527453700247157,0.07098765432098775,0.20160511539692738,pass
up50pct,validation,fast_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,3371,0,-0.0928074245939674,-0.05392156862745101,-0.027442911320906926,pass
up50pct,validation,fast_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,3371,0,-0.1402276501802568,-0.08896797153024916,-0.050554380581421476,pass
up50pct,validation,fast_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,3371,0,0.03981990458739837,0.07962213225371118,0.1496946343179485,pass
up50pct,validation,fast_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,3371,0,-0.01052743064861239,0.01810247464115866,0.06279916200067703,pass
up50pct,validation,fast_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,3371,0,-0.09457775756396236,0.08658505799081084,0.24285639096338157,pass
up50pct,validation,fast_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,3371,0,0.03981990458739837,0.07962213225371118,0.1496946343179485,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_20d,t0_close_reference_pos_or_earlier,33432,0,0.0151885865332309,0.020315120002829236,0.02703866064743905,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_60d,t0_close_reference_pos_or_earlier,33432,0,0.018277979353242612,0.02334448541228782,0.029133859726591008,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_20d,t0_close_reference_pos_or_earlier,33432,0,-0.10443864229765021,-0.07221976074435088,-0.04704797047970488,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_60d,t0_close_reference_pos_or_earlier,33432,0,-0.19717480871100634,-0.14856860809476813,-0.10816115702479334,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,ret_20d,t0_close_reference_pos_or_earlier,33432,0,-0.044479916246101314,0.014705882352941235,0.07910315600274886,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,ret_60d,t0_close_reference_pos_or_earlier,33432,0,-0.05114557213462792,0.03959030010318687,0.15749700593993798,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_high,t0_close_reference_pos_or_earlier,33432,0,-0.09753496368878353,-0.058627278047927556,-0.03083045349119512,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_60d_high,t0_close_reference_pos_or_earlier,33432,0,-0.15801961385311453,-0.10059013300154185,-0.05441908627573824,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_low,t0_close_reference_pos_or_earlier,33432,0,0.032728294576352124,0.07051894250980495,0.130225560588075,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,33432,0,-0.02392896495970656,0.011803481326825738,0.053182802416247565,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,33432,0,-0.044204655813749216,0.1053722323923475,0.24488471564874076,pass
up50pct,validation,observed_non_hit_control,readout_only_censored_control_not_negative,rebound_from_20d_low,t0_close_reference_pos_or_earlier,33432,0,0.032728294576352124,0.07051894250980495,0.130225560588075,pass
up50pct,robustness,slow_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,31024,0,0.015446026311158802,0.022279319753040427,0.03179592841716601,pass
up50pct,robustness,slow_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,31024,0,0.01912858230137868,0.025401974198106816,0.033393103351809734,pass
up50pct,robustness,slow_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,31024,0,-0.10929696221869686,-0.07262569832402244,-0.04600363196125912,pass
up50pct,robustness,slow_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,31024,0,-0.20185685476199544,-0.15196506550218325,-0.10911702686336813,pass
up50pct,robustness,slow_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,31024,0,-0.025059201471321763,0.03127821139646969,0.10756637064991442,pass
up50pct,robustness,slow_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,31024,0,-0.021101186314895104,0.09011472345670968,0.2415391844997108,pass
up50pct,robustness,slow_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,31024,0,-0.10456795317358694,-0.061224489795918435,-0.031165256962960908,pass
up50pct,robustness,slow_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,31024,0,-0.15677099967065217,-0.10073658188806739,-0.05321675007542834,pass
up50pct,robustness,slow_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,31024,0,0.03584847354059295,0.078796113306983,0.1589012390670554,pass
up50pct,robustness,slow_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,31024,0,-0.006214032100592931,0.031221862704155057,0.08208450532505329,pass
up50pct,robustness,slow_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,31024,0,-0.10160151118459154,0.0985666619159809,0.2764040022612371,pass
up50pct,robustness,slow_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,31024,0,0.03584847354059295,0.078796113306983,0.1589012390670554,pass
up50pct,robustness,fast_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,22065,0,0.016778971603789855,0.02352069670019674,0.033758455377835485,pass
up50pct,robustness,fast_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,22065,0,0.01937661844798892,0.02551485051855997,0.03406380573968521,pass
up50pct,robustness,fast_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,22065,0,-0.10818385650224216,-0.070264765784114,-0.04564047362755663,pass
up50pct,robustness,fast_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,22065,0,-0.197843665768194,-0.13667117726657652,-0.09026369168356985,pass
up50pct,robustness,fast_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,22065,0,-0.017169373549884015,0.04366812227074246,0.12688821752265866,pass
up50pct,robustness,fast_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,22065,0,-0.009638554216867434,0.11831951986281797,0.31183557760453606,pass
up50pct,robustness,fast_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,22065,0,-0.10283159463487324,-0.05836575875486383,-0.02967536347341171,pass
up50pct,robustness,fast_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,22065,0,-0.15601882985877602,-0.0914985590778099,-0.04477611940298498,pass
up50pct,robustness,fast_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,22065,0,0.042757417102966766,0.08980921358771532,0.17057382785164443,pass
up50pct,robustness,fast_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,22065,0,-0.00442868263990992,0.0369119921536083,0.0971523647421062,pass
up50pct,robustness,fast_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,22065,0,-0.15319662559202074,0.052537914943232567,0.243692156256192,pass
up50pct,robustness,fast_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,22065,0,0.042757417102966766,0.08980921358771532,0.17057382785164443,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_20d,t0_close_reference_pos_or_earlier,39925,0,0.013998755154957934,0.019522451284810786,0.028515765298907026,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_60d,t0_close_reference_pos_or_earlier,39925,0,0.01752525037140361,0.02294522145244356,0.030429651646274543,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_20d,t0_close_reference_pos_or_earlier,39925,0,-0.09999999999999998,-0.06492537313432845,-0.04241364232619149,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_60d,t0_close_reference_pos_or_earlier,39925,0,-0.1921397379912665,-0.1449624640003856,-0.10443571027512633,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,ret_20d,t0_close_reference_pos_or_earlier,39925,0,-0.022814547097357196,0.02490904002239014,0.09302325581395365,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,ret_60d,t0_close_reference_pos_or_earlier,39925,0,-0.023314429741650877,0.08130081300813008,0.2091062394603711,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_high,t0_close_reference_pos_or_earlier,39925,0,-0.09940357852882709,-0.05602536997885843,-0.0276749515247664,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_60d_high,t0_close_reference_pos_or_earlier,39925,0,-0.15815225212260753,-0.10613631820907465,-0.05751391465677169,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_low,t0_close_reference_pos_or_earlier,39925,0,0.03231492361927146,0.06830601092896171,0.137142857142857,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,39925,0,-0.011393765288434943,0.024732389502762242,0.06981512605042006,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,39925,0,-0.09393044633712933,0.11752376157475874,0.2926040062675759,pass
up50pct,robustness,observed_non_hit_control,readout_only_censored_control_not_negative,rebound_from_20d_low,t0_close_reference_pos_or_earlier,39925,0,0.03231492361927146,0.06830601092896171,0.137142857142857,pass
up50pct,all,slow_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,150314,0,0.014852610123207752,0.021348683268832373,0.0298085983365897,pass
up50pct,all,slow_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,150314,0,0.017140145497746742,0.022814119356406686,0.029900823221856013,pass
up50pct,all,slow_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,150314,0,-0.1070559610705597,-0.07032181168057217,-0.04483282674772038,pass
up50pct,all,slow_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,150314,0,-0.19495091164095368,-0.14148681055155876,-0.09985683607730866,pass
up50pct,all,slow_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,150314,0,-0.03159681914475554,0.025703937726737625,0.09625342828030398,pass
up50pct,all,slow_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,150314,0,-0.04588015647111218,0.04940547642773341,0.18782576417804464,pass
up50pct,all,slow_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,150314,0,-0.09846018029679787,-0.05682859761686532,-0.02898550724637672,pass
up50pct,all,slow_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,150314,0,-0.1541573625152308,-0.09531453670780177,-0.04975124378109441,pass
up50pct,all,slow_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,150314,0,0.0360367946255451,0.0768596521273458,0.14645070096811752,pass
up50pct,all,slow_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,150314,0,-0.019159299271559765,0.01830829863554062,0.06627030955382646,pass
up50pct,all,slow_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,150314,0,-0.13854401219634083,0.04169336317497885,0.21340488117606876,pass
up50pct,all,slow_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,150314,0,0.0360367946255451,0.0768596521273458,0.14645070096811752,pass
up50pct,all,fast_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,60737,0,0.018292033272102298,0.02548360018713306,0.03429900221266251,pass
up50pct,all,fast_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,60737,0,0.020933282796451767,0.02677362764204796,0.03376088156393079,pass
up50pct,all,fast_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,60737,0,-0.1192478970806532,-0.0790464240903388,-0.05139318885448907,pass
up50pct,all,fast_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,60737,0,-0.20808275198460424,-0.1525088897668906,-0.1042920955525346,pass
up50pct,all,fast_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,60737,0,-0.026964202696420303,0.039974819011646234,0.13089802130898032,pass
up50pct,all,fast_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,60737,0,-0.02580353100950661,0.10445468509984646,0.29674885446214283,pass
up50pct,all,fast_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,60737,0,-0.1078084090559065,-0.062146892655367325,-0.03137254901960773,pass
up50pct,all,fast_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,60737,0,-0.16241940435984037,-0.09765940274414853,-0.04928131416837789,pass
up50pct,all,fast_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,60737,0,0.04700061842918979,0.09946714031971582,0.18599115946956823,pass
up50pct,all,fast_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,60737,0,-0.012094612704368846,0.03370655470025663,0.09623699924167473,pass
up50pct,all,fast_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,60737,0,-0.15000230879137688,0.03686048267875064,0.20588288283345146,pass
up50pct,all,fast_winner,winner_duration_cohort,rebound_from_20d_low,t0_close_reference_pos_or_earlier,60737,0,0.04700061842918979,0.09946714031971582,0.18599115946956823,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_20d,t0_close_reference_pos_or_earlier,160064,0,0.0165370237456174,0.02322212127972626,0.03169830835059885,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,volatility_60d,t0_close_reference_pos_or_earlier,160064,0,0.019423135150738784,0.025421613250896966,0.03205848497566115,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_20d,t0_close_reference_pos_or_earlier,160064,0,-0.11627130635001573,-0.07793259883344139,-0.05030407688264882,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,max_drawdown_60d,t0_close_reference_pos_or_earlier,160064,0,-0.20724701723376038,-0.15551412872841452,-0.11260775862068961,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,ret_20d,t0_close_reference_pos_or_earlier,160064,0,-0.03680777549549069,0.023493369924806884,0.10098788115664714,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,ret_60d,t0_close_reference_pos_or_earlier,160064,0,-0.05135168986621905,0.0603318250377074,0.2140796001212728,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_high,t0_close_reference_pos_or_earlier,160064,0,-0.10859099602075767,-0.06366083981968662,-0.03238184352998119,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_60d_high,t0_close_reference_pos_or_earlier,160064,0,-0.16932965394903046,-0.10906214291998007,-0.05829440088278262,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,distance_to_20d_low,t0_close_reference_pos_or_earlier,160064,0,0.0378654451160374,0.08149981442932996,0.15628000090852479,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,160064,0,-0.021783264629969767,0.01959210404905587,0.07259654008706712,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,160064,0,-0.11652720856472626,0.06364832998593595,0.2258583980686986,pass
up50pct,all,observed_non_hit_control,readout_only_censored_control_not_negative,rebound_from_20d_low,t0_close_reference_pos_or_earlier,160064,0,0.0378654451160374,0.08149981442932996,0.15628000090852479,pass
up100pct,train,slow_winner,winner_duration_cohort,volatility_20d,t0_close_reference_pos_or_earlier,74302,0,0.01598737004881294,0.023069721178167225,0.03126208611562577,pass
up100pct,train,slow_winner,winner_duration_cohort,volatility_60d,t0_close_reference_pos_or_earlier,74302,0,0.01781066048398782,0.02371308358057623,0.03052614332438354,pass
up100pct,train,slow_winner,winner_duration_cohort,max_drawdown_20d,t0_close_reference_pos_or_earlier,74302,0,-0.11363636363636376,-0.07378472222222221,-0.04761904761904756,pass
up100pct,train,slow_winner,winner_duration_cohort,max_drawdown_60d,t0_close_reference_pos_or_earlier,74302,0,-0.1972477064220184,-0.1444444444444445,-0.1008,pass
up100pct,train,slow_winner,winner_duration_cohort,ret_20d,t0_close_reference_pos_or_earlier,74302,0,-0.03118933585548611,0.029650594730248447,0.10567160502727518,pass
up100pct,train,slow_winner,winner_duration_cohort,ret_60d,t0_close_reference_pos_or_earlier,74302,0,-0.04814142985983799,0.056389635759634626,0.20332714360447735,pass
up100pct,train,slow_winner,winner_duration_cohort,distance_to_20d_high,t0_close_reference_pos_or_earlier,74302,0,-0.10150375939849621,-0.05877860893331327,-0.029850746268656803,pass
up100pct,train,slow_winner,winner_duration_cohort,distance_to_60d_high,t0_close_reference_pos_or_earlier,74302,0,-0.15663894540847673,-0.09593853879649966,-0.0498164656528578,pass
up100pct,train,slow_winner,winner_duration_cohort,distance_to_20d_low,t0_close_reference_pos_or_earlier,74302,0,0.03964757709251088,0.08577965327034653,0.15914023954700257,pass
up100pct,train,slow_winner,winner_duration_cohort,trend_ma_20_60_spread,t0_close_reference_pos_or_earlier,74302,0,-0.020293552302793227,0.020293989841364102,0.07329328218000425,pass
up100pct,train,slow_winner,winner_duration_cohort,vol_compression_20d_60d,t0_close_reference_pos_or_earlier,74302,0,-0.16807045372368246,0.013100896527424077,0.18327471279408752,pass
