decision_state,next_allowed_requirement,label_deployment_authorized,signal_search_authorized,selection_split_bucket,selected_threshold_recommendation,selected_threshold_reason,selected_threshold_share_beyond_120d,selected_threshold_slow_winner_rate_all_records,selected_threshold_censored_rate,primary_failure_reason,gate_failure,input_gate_status,upstream_lineage_gate_status,universe_membership_gate_status,price_path_completeness_gate_status,label_rebuild_gate_status,censoring_isolation_gate_status,winner_set_difference_gate_status,search_accounting_gate_status,slow_winner_morphology_distinct_status,material_censoring_threshold_count,share_beyond_120d_up50pct,share_beyond_120d_up100pct,share_beyond_120d_up150pct,slow_winner_rate_all_records_up50pct,slow_winner_rate_all_records_up100pct,slow_winner_rate_all_records_up150pct,censored_rate_up50pct,censored_rate_up100pct,censored_rate_up150pct
15A_material_censoring_but_slow_winner_overlaps_known_failed_morphology,none,False,False,train,up50pct,lowest_pre_registered_material_censoring_threshold,0.7286354516592741,0.4372168971466,0.39995110565790565,none,none,pass,pass,pass,pass,pass,pass,pass,pass,overlaps_known_failed_morphology,3,0.7286354516592741,0.9080820796108674,0.9618253537978352,0.4372168971466,0.3427308873861823,0.23731745343505817,0.39995110565790565,0.6225771930957499,0.753263466701108
