instrument,anchor_row_n,qfq_row_n,missing_qfq_file_flag,missing_reference_pos_n,missing_entry_pos_n,missing_entry_price_n,min_available_forward_sessions,median_available_forward_sessions,max_available_forward_sessions,price_path_status,blocking_reason
SH601228,134,2225,False,0,0,0,401.0,1423.5,2030.0,pass,
SH601229,315,2281,False,0,0,0,125.0,315.0,853.0,pass,
SH601231,271,2273,False,0,0,0,125.0,293.0,542.0,pass,
SH601233,743,2281,False,0,0,0,125.0,1180.0,1946.0,pass,
SH601236,772,1666,False,0,0,0,125.0,929.5,1602.0,pass,
SH601238,298,2281,False,0,0,0,125.0,315.5,775.0,pass,
SH601288,626,2281,False,0,0,0,125.0,820.5,2030.0,pass,
SH601298,630,1775,False,0,0,0,125.0,781.5,1714.0,pass,
SH601318,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601319,815,1825,False,0,0,0,125.0,1072.0,1764.0,pass,
SH601326,57,2130,False,0,0,0,1715.0,1743.0,2030.0,pass,
SH601328,641,2281,False,0,0,0,125.0,833.0,2030.0,pass,
SH601333,163,2281,False,0,0,0,401.0,1671.0,2030.0,pass,
SH601336,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601360,853,2159,False,0,0,0,125.0,1116.0,2015.0,pass,
SH601375,333,2281,False,0,0,0,1201.0,1505.0,2030.0,pass,
SH601377,866,2270,False,0,0,0,125.0,1107.5,2024.0,pass,
SH601390,852,2207,False,0,0,0,125.0,1099.5,1956.0,pass,
SH601398,717,2281,False,0,0,0,125.0,1130.0,2030.0,pass,
SH601399,112,1447,False,0,0,0,1061.0,1169.5,1386.0,pass,
SH601456,581,1391,False,0,0,0,125.0,758.0,1330.0,pass,
SH601512,29,1558,False,0,0,0,1430.0,1449.0,1466.0,pass,
SH601519,150,2268,False,0,0,0,179.0,1541.5,1746.0,pass,
SH601555,864,2259,False,0,0,0,115.0,1098.5,2008.0,pass,
SH601567,253,2281,False,0,0,0,125.0,352.0,1211.0,pass,
SH601568,113,1360,False,0,0,0,1061.0,1161.0,1299.0,pass,
SH601577,811,1857,False,0,0,0,125.0,1099.0,1771.0,pass,
SH601588,16,2281,False,0,0,0,1992.0,2022.5,2030.0,pass,
SH601598,752,1782,False,0,0,0,125.0,941.5,1721.0,pass,
SH601600,856,2172,False,0,0,0,125.0,1092.5,1991.0,pass,
SH601601,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601606,48,1893,False,0,0,0,125.0,165.5,194.0,pass,
SH601607,314,2281,False,0,0,0,125.0,315.5,785.0,pass,
SH601608,106,2210,False,0,0,0,138.0,1620.5,2026.0,pass,
SH601611,21,2281,False,0,0,0,125.0,135.0,242.0,pass,
SH601615,298,1771,False,0,0,0,130.0,903.5,1210.0,pass,
SH601618,865,2281,False,0,0,0,125.0,1114.0,2030.0,pass,
SH601628,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601633,121,2274,False,0,0,0,125.0,185.0,255.0,pass,
SH601636,12,2281,False,0,0,0,750.0,759.0,770.0,pass,
SH601658,690,1566,False,0,0,0,125.0,815.5,1505.0,pass,
SH601665,131,1198,False,0,0,0,125.0,194.0,316.0,pass,
SH601668,851,2281,False,0,0,0,125.0,1090.0,1771.0,pass,
SH601669,868,2281,False,0,0,0,125.0,1099.5,2030.0,pass,
SH601677,18,2281,False,0,0,0,909.0,918.5,930.0,pass,
SH601678,2,2279,False,0,0,0,1130.0,1130.5,1131.0,pass,
SH601688,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601689,783,2281,False,0,0,0,125.0,942.0,2030.0,pass,
SH601696,657,1517,False,0,0,0,125.0,819.0,1456.0,pass,
SH601698,764,1677,False,0,0,0,125.0,931.5,1616.0,pass,
SH601699,734,2281,False,0,0,0,125.0,854.5,2030.0,pass,
SH601717,194,2164,False,0,0,0,125.0,487.0,1346.0,pass,
SH601718,136,2281,False,0,0,0,1505.0,1723.5,2030.0,pass,
SH601727,759,2150,False,0,0,0,125.0,1066.0,1628.0,pass,
SH601728,405,1153,False,0,0,0,125.0,383.0,1092.0,pass,
SH601766,855,2281,False,0,0,0,125.0,1094.0,2030.0,pass,
SH601777,354,2276,False,0,0,0,125.0,356.5,1310.0,pass,
SH601788,861,2281,False,0,0,0,125.0,1095.0,2030.0,pass,
SH601799,845,2281,False,0,0,0,125.0,1093.0,1771.0,pass,
SH601800,844,2281,False,0,0,0,125.0,1091.5,2030.0,pass,
SH601801,39,2268,False,0,0,0,1726.0,1746.0,2019.0,pass,
SH601808,856,2281,False,0,0,0,125.0,1092.5,2030.0,pass,
SH601811,87,2281,False,0,0,0,1580.0,1728.0,1771.0,pass,
SH601816,683,1540,False,0,0,0,125.0,821.0,1470.0,pass,
SH601818,515,2281,False,0,0,0,125.0,528.0,1285.0,pass,
SH601825,345,1154,False,0,0,0,125.0,352.0,1093.0,pass,
SH601828,341,2020,False,0,0,0,808.0,1415.0,1948.0,pass,
SH601838,350,2016,False,0,0,0,125.0,354.5,820.0,pass,
SH601857,838,2281,False,0,0,0,125.0,1088.5,2030.0,pass,
SH601865,277,1767,False,0,0,0,125.0,296.0,613.0,pass,
SH601866,751,2270,False,0,0,0,125.0,1065.0,2014.0,pass,
SH601868,361,1128,False,0,0,0,125.0,396.0,1067.0,pass,
SH601869,408,1904,False,0,0,0,125.0,1411.5,1771.0,pass,
SH601872,851,2181,False,0,0,0,125.0,1092.0,2030.0,pass,
SH601877,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601878,301,2167,False,0,0,0,125.0,308.0,762.0,pass,
SH601880,576,2264,False,0,0,0,125.0,817.5,2004.0,pass,
SH601881,368,2267,False,0,0,0,125.0,363.5,855.0,pass,
SH601888,869,2281,False,0,0,0,125.0,1099.0,2030.0,pass,
SH601898,811,2281,False,0,0,0,125.0,1070.0,2030.0,pass,
SH601899,396,2277,False,0,0,0,125.0,377.5,949.0,pass,
SH601901,871,2271,False,0,0,0,125.0,1100.0,2030.0,pass,
SH601908,72,2281,False,0,0,0,1086.0,1143.5,1305.0,pass,
SH601916,558,1570,False,0,0,0,125.0,788.5,1509.0,pass,
SH601919,271,2231,False,0,0,0,125.0,293.0,542.0,pass,
SH601928,251,2281,False,0,0,0,214.0,1534.0,2019.0,pass,
SH601933,791,2275,False,0,0,0,125.0,1172.0,2029.0,pass,
SH601939,779,2281,False,0,0,0,125.0,1147.0,2030.0,pass,
SH601949,7,2127,False,0,0,0,2016.0,2019.0,2024.0,pass,
SH601952,34,2195,False,0,0,0,1358.0,1396.5,2030.0,pass,
SH601958,655,2281,False,0,0,0,125.0,798.0,2030.0,pass,
SH601963,137,1283,False,0,0,0,125.0,214.0,316.0,pass,
SH601966,531,2272,False,0,0,0,365.0,1141.0,1534.0,pass,
SH601969,68,2263,False,0,0,0,1066.0,1134.5,1974.0,pass,
SH601975,57,1789,False,0,0,0,1565.0,1618.0,1728.0,pass,
SH601985,611,2281,False,0,0,0,125.0,816.0,1423.0,pass,
SH601988,560,2281,False,0,0,0,125.0,750.5,2030.0,pass,
SH601990,776,1930,False,0,0,0,192.0,1153.0,1771.0,pass,
SH601991,665,2281,False,0,0,0,125.0,803.0,2030.0,pass,
SH601992,529,2279,False,0,0,0,767.0,1364.0,2030.0,pass,
SH601995,545,1331,False,0,0,0,105.0,588.0,1270.0,pass,
SH601997,389,2281,False,0,0,0,1156.0,1449.0,2030.0,pass,
SH601998,251,2281,False,0,0,0,125.0,283.0,521.0,pass,
SH603000,286,2281,False,0,0,0,360.0,1459.5,1762.0,pass,
SH603005,181,2278,False,0,0,0,1163.0,1386.0,1536.0,pass,
SH603019,808,2268,False,0,0,0,125.0,1064.5,1721.0,pass,
SH603025,104,2266,False,0,0,0,1074.0,1174.5,1943.0,pass,
SH603026,131,2281,False,0,0,0,909.0,1099.0,1199.0,pass,
SH603027,171,2280,False,0,0,0,1182.0,1363.0,1468.0,pass,
SH603039,34,2204,False,0,0,0,1330.0,1359.5,1393.0,pass,
SH603043,5,2166,False,0,0,0,1765.0,1768.0,1771.0,pass,
SH603049,54,239,False,0,0,0,125.0,151.5,178.0,pass,
SH603068,38,1727,False,0,0,0,1516.0,1604.5,1628.0,pass,
SH603077,238,2269,False,0,0,0,767.0,1085.5,2030.0,pass,
SH603083,11,2073,False,0,0,0,125.0,131.0,156.0,pass,
SH603087,398,1435,False,0,0,0,125.0,1073.5,1365.0,pass,
SH603093,18,1632,False,0,0,0,1518.0,1555.5,1565.0,pass,
SH603098,28,2280,False,0,0,0,1082.0,1128.0,1175.0,pass,
SH603103,12,2094,False,0,0,0,1945.0,2016.5,2022.0,pass,
SH603119,29,683,False,0,0,0,133.0,156.0,173.0,pass,
SH603127,235,2123,False,0,0,0,750.0,1070.0,1221.0,pass,
SH603129,193,2128,False,0,0,0,125.0,222.0,1362.0,pass,
SH603156,571,2008,False,0,0,0,135.0,1307.0,1946.0,pass,
SH603160,343,2271,False,0,0,0,125.0,351.0,1107.0,pass,
SH603179,28,2233,False,0,0,0,132.0,151.5,165.0,pass,
SH603185,119,1795,False,0,0,0,675.0,807.0,949.0,pass,
SH603195,261,1531,False,0,0,0,125.0,315.0,687.0,pass,
SH603198,668,2281,False,0,0,0,161.0,910.5,2028.0,pass,
SH603218,216,2281,False,0,0,0,910.0,1189.5,1364.0,pass,
SH603222,35,2227,False,0,0,0,1528.0,1606.0,1628.0,pass,
SH603228,153,2278,False,0,0,0,125.0,201.0,316.0,pass,
SH603233,132,2142,False,0,0,0,534.0,803.5,1063.0,pass,
SH603236,262,1665,False,0,0,0,909.0,1363.5,1604.0,pass,
SH603256,19,1662,False,0,0,0,139.0,178.0,1601.0,pass,
SH603259,227,1956,False,0,0,0,125.0,239.0,495.0,pass,
SH603260,862,2082,False,0,0,0,125.0,1095.5,2021.0,pass,
SH603267,230,1708,False,0,0,0,853.0,1178.5,1347.0,pass,
SH603268,85,2209,False,0,0,0,124.0,166.0,241.0,pass,
SH603288,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH603290,180,1533,False,0,0,0,516.0,814.5,1098.0,pass,
SH603296,271,678,False,0,0,0,125.0,293.0,542.0,pass,
SH603298,82,2281,False,0,0,0,129.0,490.5,542.0,pass,
SH603305,52,2150,False,0,0,0,777.0,902.5,1438.0,pass,
SH603328,14,2280,False,0,0,0,1992.0,2023.5,2030.0,pass,
SH603338,636,2281,False,0,0,0,279.0,1278.5,1771.0,pass,
SH603345,473,2211,False,0,0,0,394.0,1174.0,1580.0,pass,
SH603367,2,2098,False,0,0,0,1950.0,1951.5,1953.0,pass,
SH603369,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH603379,159,1735,False,0,0,0,151.0,521.0,1674.0,pass,
SH603392,628,1473,False,0,0,0,125.0,784.5,1412.0,pass,
SH603421,2,2281,False,0,0,0,1770.0,1770.5,1771.0,pass,
SH603444,490,2280,False,0,0,0,139.0,1323.5,2030.0,pass,
SH603456,150,2258,False,0,0,0,750.0,843.5,1113.0,pass,
SH603486,198,1942,False,0,0,0,125.0,223.5,400.0,pass,
SH603489,221,1587,False,0,0,0,1061.0,1209.0,1421.0,pass,
SH603501,96,2031,False,0,0,0,125.0,172.5,220.0,pass,
SH603515,245,2281,False,0,0,0,1269.0,1422.0,1673.0,pass,
SH603516,15,2014,False,0,0,0,125.0,132.0,139.0,pass,
SH603517,558,2232,False,0,0,0,755.0,1321.5,1952.0,pass,
SH603520,23,2155,False,0,0,0,1363.0,1433.0,1444.0,pass,
SH603529,146,1201,False,0,0,0,189.0,301.5,489.0,pass,
SH603533,24,2102,False,0,0,0,1337.0,2018.5,2030.0,pass,
SH603565,137,1371,False,0,0,0,909.0,1142.0,1291.0,pass,
SH603568,376,2281,False,0,0,0,125.0,392.0,1070.0,pass,
SH603583,31,1859,False,0,0,0,1271.0,1289.0,1344.0,pass,
SH603589,603,2281,False,0,0,0,398.0,1315.0,2030.0,pass,
SH603596,140,1961,False,0,0,0,203.0,311.5,762.0,pass,
SH603605,220,2070,False,0,0,0,171.0,340.5,542.0,pass,
SH603606,436,2281,False,0,0,0,125.0,443.5,1100.0,pass,
SH603613,337,1655,False,0,0,0,606.0,1130.0,1518.0,pass,
SH603619,5,2068,False,0,0,0,1945.0,1950.0,1992.0,pass,
SH603638,115,2268,False,0,0,0,1064.0,1159.0,1229.0,pass,
SH603658,641,2281,False,0,0,0,396.0,1283.0,2030.0,pass,
SH603659,522,2022,False,0,0,0,125.0,531.5,1229.0,pass,
SH603688,164,2281,False,0,0,0,501.0,784.5,949.0,pass,
SH603699,23,2271,False,0,0,0,125.0,136.0,1992.0,pass,
SH603707,136,2150,False,0,0,0,775.0,914.5,1117.0,pass,
SH603708,143,2281,False,0,0,0,1361.0,1447.0,1628.0,pass,
SH603711,4,2059,False,0,0,0,1672.0,1673.5,1675.0,pass,
SH603712,483,2000,False,0,0,0,775.0,1341.0,1771.0,pass,
SH603718,6,2245,False,0,0,0,1385.0,1404.0,1422.0,pass,
SH603719,159,1514,False,0,0,0,1264.0,1356.0,1451.0,pass,
SH603728,49,2199,False,0,0,0,154.0,305.0,613.0,pass,
SH603730,3,2128,False,0,0,0,1523.0,1524.0,1525.0,pass,
SH603733,73,1966,False,0,0,0,1061.0,1145.0,1195.0,pass,
SH603737,512,2281,False,0,0,0,145.0,1188.5,1591.0,pass,
SH603766,22,2280,False,0,0,0,233.0,2018.5,2029.0,pass,
SH603786,444,1606,False,0,0,0,145.0,1207.5,1545.0,pass,
SH603799,271,2269,False,0,0,0,125.0,293.0,542.0,pass,
SH603806,490,2281,False,0,0,0,125.0,515.5,1188.0,pass,
SH603816,533,2277,False,0,0,0,486.0,1179.0,1561.0,pass,
SH603826,58,2215,False,0,0,0,760.0,877.0,1328.0,pass,
SH603833,563,2220,False,0,0,0,161.0,797.0,1365.0,pass,
SH603858,407,2281,False,0,0,0,832.0,1440.0,2030.0,pass,
SH603866,441,2281,False,0,0,0,1061.0,1392.0,1953.0,pass,
SH603868,292,2281,False,0,0,0,675.0,1337.5,2030.0,pass,
SH603877,53,2274,False,0,0,0,1158.0,1192.0,1347.0,pass,
SH603881,37,2258,False,0,0,0,1409.0,1430.0,1448.0,pass,
SH603882,563,2113,False,0,0,0,520.0,1276.0,2030.0,pass,
SH603883,106,2281,False,0,0,0,819.0,1314.5,1394.0,pass,
SH603885,685,2281,False,0,0,0,220.0,1178.0,2030.0,pass,
SH603888,5,2279,False,0,0,0,1534.0,1537.0,1729.0,pass,
SH603893,214,1530,False,0,0,0,125.0,232.5,397.0,pass,
SH603899,701,2281,False,0,0,0,228.0,1219.0,2030.0,pass,
SH603906,7,2219,False,0,0,0,1098.0,1113.0,1117.0,pass,
SH603915,5,1687,False,0,0,0,1279.0,1283.0,1286.0,pass,
SH603919,29,2275,False,0,0,0,1197.0,1311.0,1344.0,pass,
SH603920,3,2204,False,0,0,0,160.0,162.0,163.0,pass,
SH603927,141,1626,False,0,0,0,1383.0,1453.0,1565.0,pass,
SH603939,177,2214,False,0,0,0,212.0,378.0,687.0,pass,
SH603979,131,2281,False,0,0,0,125.0,198.0,542.0,pass,
SH603983,224,1658,False,0,0,0,1206.0,1423.5,1597.0,pass,
SH603986,288,2145,False,0,0,0,125.0,301.5,687.0,pass,
SH603993,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SH605009,15,1381,False,0,0,0,1305.0,1313.0,1320.0,pass,
SH605111,54,1370,False,0,0,0,909.0,1085.5,1193.0,pass,
SH605117,218,1237,False,0,0,0,125.0,234.5,401.0,pass,
SH605358,108,1381,False,0,0,0,750.0,812.5,949.0,pass,
SH605499,463,1213,False,0,0,0,125.0,500.0,1150.0,pass,
SH605589,40,1161,False,0,0,0,1061.0,1080.5,1100.0,pass,
SZ000001,865,2281,False,0,0,0,125.0,1114.0,2030.0,pass,
SZ000002,868,2276,False,0,0,0,125.0,1112.5,2030.0,pass,
SZ000009,442,2281,False,0,0,0,494.0,1132.5,2030.0,pass,
SZ000012,195,2281,False,0,0,0,1061.0,1192.0,1723.0,pass,
SZ000016,50,2261,False,0,0,0,1403.0,1503.5,2010.0,pass,
SZ000021,491,2280,False,0,0,0,125.0,1288.0,1628.0,pass,
SZ000027,685,2281,False,0,0,0,143.0,1081.0,1754.0,pass,
SZ000028,293,2281,False,0,0,0,1319.0,1538.0,2030.0,pass,
SZ000031,197,2096,False,0,0,0,1358.0,1554.0,1759.0,pass,
SZ000032,102,2132,False,0,0,0,291.0,786.5,855.0,pass,
SZ000034,44,2048,False,0,0,0,178.0,293.5,315.0,pass,
SZ000035,53,2061,False,0,0,0,1550.0,1599.0,1675.0,pass,
SZ000039,795,2276,False,0,0,0,125.0,1068.0,1766.0,pass,
SZ000050,398,2224,False,0,0,0,609.0,1336.5,1628.0,pass,
SZ000059,17,2281,False,0,0,0,1946.0,2022.0,2030.0,pass,
SZ000062,133,2264,False,0,0,0,180.0,1621.0,2010.0,pass,
SZ000063,396,2232,False,0,0,0,125.0,377.5,949.0,pass,
SZ000066,832,2281,False,0,0,0,125.0,1099.5,1771.0,pass,
SZ000069,518,2281,False,0,0,0,606.0,1275.5,1628.0,pass,
SZ000078,23,2280,False,0,0,0,1506.0,2018.0,2029.0,pass,
SZ000088,15,2265,False,0,0,0,1929.0,2002.0,2009.0,pass,
SZ000089,189,2281,False,0,0,0,1399.0,1607.0,2026.0,pass,
SZ000090,1,2276,False,0,0,0,2011.0,2011.0,2011.0,pass,
SZ000100,395,2205,False,0,0,0,125.0,377.0,945.0,pass,
SZ000155,153,2026,False,0,0,0,786.0,1056.0,1279.0,pass,
SZ000156,82,2153,False,0,0,0,1514.0,1711.5,1752.0,pass,
SZ000157,567,2281,False,0,0,0,125.0,681.0,1312.0,pass,
SZ000158,217,2272,False,0,0,0,125.0,234.0,2013.0,pass,
SZ000166,870,2264,False,0,0,0,125.0,1106.0,2030.0,pass,
SZ000301,301,2110,False,0,0,0,125.0,308.0,762.0,pass,
SZ000338,350,2281,False,0,0,0,125.0,354.5,820.0,pass,
SZ000400,84,2281,False,0,0,0,339.0,489.5,1089.0,pass,
SZ000401,5,2209,False,0,0,0,925.0,928.0,933.0,pass,
SZ000402,203,2281,False,0,0,0,1329.0,1602.0,2030.0,pass,
SZ000408,593,2243,False,0,0,0,125.0,753.0,1748.0,pass,
SZ000415,205,2162,False,0,0,0,374.0,1588.0,1911.0,pass,
SZ000423,717,2281,False,0,0,0,174.0,1207.0,2030.0,pass,
SZ000425,277,2258,False,0,0,0,125.0,296.0,613.0,pass,
SZ000426,103,2232,False,0,0,0,125.0,176.0,1766.0,pass,
SZ000429,71,2281,False,0,0,0,225.0,1723.0,1758.0,pass,
SZ000488,154,2279,False,0,0,0,1128.0,1295.5,1770.0,pass,
SZ000501,3,2281,False,0,0,0,2021.0,2022.0,2023.0,pass,
SZ000503,114,2121,False,0,0,0,1538.0,1716.5,2010.0,pass,
SZ000513,186,2277,False,0,0,0,152.0,279.5,398.0,pass,
SZ000516,50,2129,False,0,0,0,775.0,814.5,943.0,pass,
SZ000517,10,2281,False,0,0,0,1992.0,2019.5,2024.0,pass,
SZ000519,180,2281,False,0,0,0,188.0,910.5,1953.0,pass,
SZ000525,7,2253,False,0,0,0,1964.0,1992.0,1995.0,pass,
SZ000537,146,2275,False,0,0,0,812.0,1718.5,2030.0,pass,
SZ000538,373,2228,False,0,0,0,125.0,390.0,1063.0,pass,
SZ000539,210,2281,False,0,0,0,486.0,797.5,1753.0,pass,
SZ000547,419,2178,False,0,0,0,1064.0,1414.0,1771.0,pass,
SZ000550,81,2281,False,0,0,0,506.0,1734.0,2017.0,pass,
SZ000553,161,2277,False,0,0,0,909.0,1512.0,2030.0,pass,
SZ000559,132,2266,False,0,0,0,125.0,1531.5,2020.0,pass,
SZ000560,26,2223,False,0,0,0,1715.0,1732.5,1745.0,pass,
SZ000563,124,2256,False,0,0,0,1509.0,1614.5,2018.0,pass,
SZ000564,217,2114,False,0,0,0,125.0,234.0,1403.0,pass,
SZ000568,322,2281,False,0,0,0,125.0,340.5,792.0,pass,
SZ000581,74,2281,False,0,0,0,1203.0,1286.5,1324.0,pass,
SZ000591,70,2281,False,0,0,0,763.0,806.5,911.0,pass,
SZ000596,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SZ000598,40,2281,False,0,0,0,1594.0,1761.5,2030.0,pass,
SZ000600,16,2279,False,0,0,0,1990.0,2020.5,2028.0,pass,
SZ000617,582,2280,False,0,0,0,125.0,768.5,2021.0,pass,
SZ000625,282,2281,False,0,0,0,125.0,304.5,687.0,pass,
SZ000628,18,2271,False,0,0,0,520.0,528.5,539.0,pass,
SZ000629,184,1949,False,0,0,0,344.0,760.5,949.0,pass,
SZ000630,718,2271,False,0,0,0,125.0,834.5,1526.0,pass,
SZ000636,287,2281,False,0,0,0,1064.0,1322.0,1953.0,pass,
SZ000651,604,2274,False,0,0,0,125.0,765.0,1361.0,pass,
SZ000656,398,2226,False,0,0,0,1100.0,1412.5,1759.0,pass,
SZ000657,82,2266,False,0,0,0,125.0,165.5,206.0,pass,
SZ000661,368,2272,False,0,0,0,125.0,363.5,855.0,pass,
SZ000672,95,2274,False,0,0,0,1375.0,1428.0,1512.0,pass,
SZ000681,79,2281,False,0,0,0,1580.0,1732.0,1771.0,pass,
SZ000683,19,2281,False,0,0,0,486.0,496.0,508.0,pass,
SZ000685,7,2281,False,0,0,0,2016.0,2019.0,2022.0,pass,
SZ000686,327,2281,False,0,0,0,1284.0,1517.0,2030.0,pass,
SZ000690,70,2247,False,0,0,0,1715.0,1749.5,2030.0,pass,
SZ000703,16,2218,False,0,0,0,486.0,494.5,502.0,pass,
SZ000708,368,2275,False,0,0,0,125.0,363.5,855.0,pass,
SZ000709,464,2281,False,0,0,0,840.0,1411.5,2030.0,pass,
SZ000710,141,2270,False,0,0,0,1362.0,1450.0,2030.0,pass,
SZ000712,15,2278,False,0,0,0,2016.0,2023.0,2030.0,pass,
SZ000717,41,2280,False,0,0,0,1744.0,1771.0,2030.0,pass,
SZ000718,51,2281,False,0,0,0,1180.0,1209.0,2030.0,pass,
SZ000723,47,2133,False,0,0,0,498.0,524.0,613.0,pass,
SZ000725,295,2281,False,0,0,0,125.0,305.0,756.0,pass,
SZ000727,3,2246,False,0,0,0,1740.0,1741.0,1742.0,pass,
SZ000728,865,2275,False,0,0,0,125.0,1098.0,2024.0,pass,
SZ000729,614,2281,False,0,0,0,127.0,844.5,2030.0,pass,
SZ000733,412,2260,False,0,0,0,279.0,1087.5,1406.0,pass,
SZ000735,30,2273,False,0,0,0,1738.0,1757.5,1943.0,pass,
SZ000738,540,2281,False,0,0,0,339.0,1197.5,2030.0,pass,
SZ000739,420,2281,False,0,0,0,779.0,1303.5,1618.0,pass,
SZ000750,422,2262,False,0,0,0,339.0,1425.5,2024.0,pass,
SZ000756,1,2267,False,0,0,0,834.0,834.0,834.0,pass,
SZ000761,7,2280,False,0,0,0,1135.0,1138.0,1141.0,pass,
SZ000762,78,2281,False,0,0,0,909.0,1083.5,1172.0,pass,
SZ000768,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SZ000776,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SZ000778,13,2281,False,0,0,0,1537.0,1543.0,1549.0,pass,
SZ000783,851,2281,False,0,0,0,125.0,1090.0,1771.0,pass,
SZ000785,161,2270,False,0,0,0,310.0,1070.0,1192.0,pass,
SZ000786,871,2279,False,0,0,0,125.0,1100.0,2030.0,pass,
SZ000792,506,1962,False,0,0,0,125.0,526.5,1457.0,pass,
SZ000793,15,2172,False,0,0,0,1907.0,1914.0,1921.0,pass,
SZ000799,392,2281,False,0,0,0,675.0,1169.0,1446.0,pass,
SZ000800,315,2270,False,0,0,0,125.0,353.0,801.0,pass,
SZ000807,622,2254,False,0,0,0,125.0,781.5,1547.0,pass,
SZ000810,4,2278,False,0,0,0,906.0,907.5,909.0,pass,
SZ000813,108,2279,False,0,0,0,1578.0,1723.5,2028.0,pass,
SZ000818,55,2261,False,0,0,0,613.0,1460.0,1532.0,pass,
SZ000820,3,2110,False,0,0,0,1981.0,1982.0,1983.0,pass,
SZ000825,485,2173,False,0,0,0,777.0,1365.0,1922.0,pass,
SZ000826,82,2256,False,0,0,0,1660.0,1739.5,2005.0,pass,
SZ000829,7,2212,False,0,0,0,1088.0,1136.0,1139.0,pass,
SZ000830,205,2271,False,0,0,0,768.0,1127.0,1288.0,pass,
SZ000831,493,2280,False,0,0,0,125.0,517.0,1675.0,pass,
SZ000839,104,2279,False,0,0,0,1592.0,1730.5,2028.0,pass,
SZ000858,871,2281,False,0,0,0,125.0,1100.0,2030.0,pass,
SZ000860,416,2281,False,0,0,0,758.0,1419.5,1953.0,pass,
SZ000869,350,2281,False,0,0,0,1172.0,1424.5,2030.0,pass,
SZ000875,1,2271,False,0,0,0,1068.0,1068.0,1068.0,pass,
SZ000876,275,2281,False,0,0,0,125.0,297.0,613.0,pass,
SZ000877,458,2268,False,0,0,0,125.0,497.5,1408.0,pass,
SZ000878,440,2262,False,0,0,0,127.0,1397.5,2011.0,pass,
SZ000881,7,2273,False,0,0,0,1984.0,2010.0,2022.0,pass,
SZ000883,268,2281,False,0,0,0,247.0,530.5,949.0,pass,
SZ000887,74,2202,False,0,0,0,287.0,1724.5,1771.0,pass,
SZ000893,106,2263,False,0,0,0,125.0,802.5,949.0,pass,
SZ000895,846,2266,False,0,0,0,125.0,1134.5,2015.0,pass,
SZ000898,247,2281,False,0,0,0,675.0,1084.0,1288.0,pass,
SZ000902,84,2281,False,0,0,0,1130.0,1272.0,1766.0,pass,
SZ000910,13,2281,False,0,0,0,2016.0,2022.0,2030.0,pass,
SZ000921,475,2281,False,0,0,0,125.0,511.0,2030.0,pass,
SZ000923,16,2273,False,0,0,0,1992.0,2022.5,2030.0,pass,
SZ000927,36,2213,False,0,0,0,1269.0,1287.5,1305.0,pass,
SZ000930,59,2142,False,0,0,0,1527.0,1742.0,1771.0,pass,
SZ000932,856,2251,False,0,0,0,125.0,1092.5,1986.0,pass,
SZ000933,473,2269,False,0,0,0,125.0,505.0,2020.0,pass,
SZ000935,29,2108,False,0,0,0,1740.0,2016.0,2030.0,pass,
SZ000937,113,2281,False,0,0,0,486.0,1131.0,2030.0,pass,
SZ000938,871,2246,False,0,0,0,125.0,1100.0,2025.0,pass,
SZ000951,208,2281,False,0,0,0,1157.0,1344.5,1565.0,pass,
SZ000958,356,2260,False,0,0,0,125.0,381.5,1534.0,pass,
SZ000959,377,2249,False,0,0,0,116.0,1070.0,1481.0,pass,
SZ000960,387,2281,False,0,0,0,125.0,1201.0,2030.0,pass,
SZ000963,367,2281,False,0,0,0,125.0,363.0,854.0,pass,
SZ000966,53,2270,False,0,0,0,1156.0,1188.0,1221.0,pass,
SZ000968,16,2280,False,0,0,0,1992.0,2022.5,2030.0,pass,
SZ000970,17,2275,False,0,0,0,925.0,2016.0,2024.0,pass,
SZ000975,804,2261,False,0,0,0,125.0,1110.5,2015.0,pass,
SZ000977,869,2269,False,0,0,0,125.0,1099.0,2024.0,pass,
SZ000980,12,2256,False,0,0,0,832.0,837.5,843.0,pass,
SZ000981,52,2120,False,0,0,0,128.0,1715.5,1884.0,pass,
SZ000983,748,2271,False,0,0,0,125.0,913.5,2020.0,pass,
SZ000987,773,2255,False,0,0,0,125.0,930.0,1627.0,pass,
SZ000988,731,2281,False,0,0,0,125.0,1150.0,2030.0,pass,
SZ000989,5,2279,False,0,0,0,1943.0,1948.0,1990.0,pass,
SZ000990,155,2281,False,0,0,0,1404.0,1596.0,2030.0,pass,
SZ000997,234,2281,False,0,0,0,195.0,1547.5,1771.0,pass,
SZ000998,412,2261,False,0,0,0,1061.0,1417.5,1771.0,pass,
