threshold_id,split_bucket,cohort_id,state_id,state_threshold_feature,state_threshold_value,threshold_source_split,state_share,fast_minus_slow_share_delta,slow_winner_morphology_distinct_status,overlap_readout_status
up50pct,robustness,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.16206662134602312,0.0126983902990917,overlaps_known_failed_morphology,pass
up50pct,robustness,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16405760801502817,0.03736258893066072,overlaps_known_failed_morphology,pass
up50pct,robustness,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.11954915466499687,0.0126983902990917,overlaps_known_failed_morphology,pass
up50pct,all,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.18299027369373444,0.009791720807146409,overlaps_known_failed_morphology,pass
up50pct,all,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.14722514203600462,0.04934367104333745,overlaps_known_failed_morphology,pass
up50pct,all,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.19278199450088085,0.009791720807146409,overlaps_known_failed_morphology,pass
up50pct,all,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.19656881307934207,0.04934367104333745,overlaps_known_failed_morphology,pass
up50pct,all,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16246001599360255,0.009791720807146409,overlaps_known_failed_morphology,pass
up50pct,all,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17944072371051578,0.04934367104333745,overlaps_known_failed_morphology,pass
up100pct,train,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.21057306667384457,0.013998133964368442,overlaps_known_failed_morphology,pass
up100pct,train,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17167774757072488,0.0684498950299931,overlaps_known_failed_morphology,pass
up100pct,train,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.224571200638213,0.013998133964368442,overlaps_known_failed_morphology,pass
up100pct,train,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.24012764260071798,0.0684498950299931,overlaps_known_failed_morphology,pass
up100pct,train,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.1928117891991613,0.013998133964368442,overlaps_known_failed_morphology,pass
up100pct,train,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.213364352342355,0.0684498950299931,overlaps_known_failed_morphology,pass
up100pct,validation,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.11456617243272926,0.06896727525166182,overlaps_known_failed_morphology,pass
up100pct,validation,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.08800109829763866,0.05779650033014863,overlaps_known_failed_morphology,pass
up100pct,validation,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.1835334476843911,0.06896727525166182,overlaps_known_failed_morphology,pass
up100pct,validation,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.1457975986277873,0.05779650033014863,overlaps_known_failed_morphology,pass
up100pct,validation,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.09402894531588527,0.06896727525166182,overlaps_known_failed_morphology,pass
up100pct,validation,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.11008319611751452,0.05779650033014863,overlaps_known_failed_morphology,pass
up100pct,robustness,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.15632823365785814,0.044516836764677076,overlaps_known_failed_morphology,pass
up100pct,robustness,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17269355586462679,0.002658556811429541,overlaps_known_failed_morphology,pass
up100pct,robustness,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.20084507042253522,0.044516836764677076,overlaps_known_failed_morphology,pass
up100pct,robustness,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17535211267605633,0.002658556811429541,overlaps_known_failed_morphology,pass
up100pct,robustness,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16157444631240406,0.044516836764677076,overlaps_known_failed_morphology,pass
up100pct,robustness,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.12616036839412323,0.002658556811429541,overlaps_known_failed_morphology,pass
up100pct,all,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.1873143788482434,0.024603537489562455,overlaps_known_failed_morphology,pass
up100pct,all,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.1608384643245201,0.04542304580439335,overlaps_known_failed_morphology,pass
up100pct,all,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.21191791633780585,0.024603537489562455,overlaps_known_failed_morphology,pass
up100pct,all,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.20626151012891344,0.04542304580439335,overlaps_known_failed_morphology,pass
up100pct,all,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16623207024774117,0.024603537489562455,overlaps_known_failed_morphology,pass
up100pct,all,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17291849515159996,0.04542304580439335,overlaps_known_failed_morphology,pass
up150pct,train,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.21079126902369336,0.06198052333673762,overlaps_known_failed_morphology,pass
up150pct,train,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.18027561274271608,0.08710930400556993,overlaps_known_failed_morphology,pass
up150pct,train,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.272771792360431,0.06198052333673762,overlaps_known_failed_morphology,pass
up150pct,train,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.267384916748286,0.08710930400556993,overlaps_known_failed_morphology,pass
up150pct,train,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.19569144473769617,0.06198052333673762,overlaps_known_failed_morphology,pass
up150pct,train,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.20537895813304102,0.08710930400556993,overlaps_known_failed_morphology,pass
up150pct,validation,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.12318840579710146,0.1131752305665349,overlaps_known_failed_morphology,pass
up150pct,validation,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.10323461457676959,0.019492658150503134,overlaps_known_failed_morphology,pass
up150pct,validation,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.23636363636363636,0.1131752305665349,overlaps_known_failed_morphology,pass
up150pct,validation,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.12272727272727273,0.019492658150503134,overlaps_known_failed_morphology,pass
up150pct,validation,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.09485115873169786,0.1131752305665349,overlaps_known_failed_morphology,pass
up150pct,validation,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.10545912925433919,0.019492658150503134,overlaps_known_failed_morphology,pass
up150pct,robustness,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.15050448430493274,0.06716866479093897,overlaps_known_failed_morphology,pass
up150pct,robustness,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.1922645739910314,0.009373092334454797,overlaps_known_failed_morphology,pass
up150pct,robustness,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.2176731490958717,0.06716866479093897,overlaps_known_failed_morphology,pass
up150pct,robustness,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.2016376663254862,0.009373092334454797,overlaps_known_failed_morphology,pass
up150pct,robustness,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16070765005250828,0.06716866479093897,overlaps_known_failed_morphology,pass
up150pct,robustness,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.13023669117053074,0.009373092334454797,overlaps_known_failed_morphology,pass
up150pct,all,slow_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.1882700051832064,0.05186094032035607,overlaps_known_failed_morphology,pass
up150pct,all,slow_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.17280012758661936,0.051347763805639435,overlaps_known_failed_morphology,pass
up150pct,all,fast_winner,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.24013094550356248,0.05186094032035607,overlaps_known_failed_morphology,pass
up150pct,all,fast_winner,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.2241478913922588,0.051347763805639435,overlaps_known_failed_morphology,pass
up150pct,all,observed_non_hit_control,compression_state,vol_compression_20d_60d,-0.20316806174378024,train,0.16907968189389477,0.05186094032035607,overlaps_known_failed_morphology,pass
up150pct,all,observed_non_hit_control,drawdown_reversal_state,max_drawdown_20d,-0.13297872340425532,train,0.16995768943102943,0.051347763805639435,overlaps_known_failed_morphology,pass
