feature_name,orientation_selected_on_train,split,budget,selected_n,selected_fast_fail_rate,frontier_status
distance_to_20d_high,desc,validation,0.5,1076,0.2732342007434944,ok
distance_to_20d_high,desc,robustness,0.5,2330,0.24034334763948498,ok
distance_to_60d_high,asc,all,0.5,7558,0.3794654670547764,ok
distance_to_60d_high,asc,train,0.5,4152,0.4063102119460501,ok
distance_to_60d_high,asc,validation,0.5,1076,0.354089219330855,ok
distance_to_60d_high,asc,robustness,0.5,2330,0.34334763948497854,ok
distance_to_120d_high,asc,all,0.5,7558,0.35300344006350887,ok
distance_to_120d_high,asc,train,0.5,4152,0.3735549132947977,ok
distance_to_120d_high,asc,validation,0.5,1076,0.36059479553903345,ok
distance_to_120d_high,asc,robustness,0.5,2330,0.3128755364806867,ok
distance_to_20d_low,asc,all,0.5,7558,0.2590632442445091,ok
distance_to_20d_low,asc,train,0.5,4152,0.30973025048169556,ok
distance_to_20d_low,asc,validation,0.5,1076,0.241635687732342,ok
distance_to_20d_low,asc,robustness,0.5,2330,0.17682403433476396,ok
distance_to_60d_low,asc,all,0.5,7558,0.25522625033077534,ok
distance_to_60d_low,asc,train,0.5,4152,0.30346820809248554,ok
distance_to_60d_low,asc,validation,0.5,1076,0.23977695167286245,ok
distance_to_60d_low,asc,robustness,0.5,2330,0.17639484978540773,ok
distance_to_120d_low,asc,all,0.5,7558,0.25337390844138663,ok
distance_to_120d_low,asc,train,0.5,4152,0.309971098265896,ok
distance_to_120d_low,asc,validation,0.5,1076,0.2379182156133829,ok
distance_to_120d_low,asc,robustness,0.5,2330,0.15965665236051502,ok
turnover_zscore_20d,asc,all,0.5,7558,0.3171473934903414,ok
turnover_zscore_20d,asc,train,0.5,4152,0.3583815028901734,ok
turnover_zscore_20d,asc,validation,0.5,1076,0.27230483271375466,ok
turnover_zscore_20d,asc,robustness,0.5,2330,0.26437768240343346,ok
gap_open_prev_day,asc,all,0.5,7558,0.35882508600158775,ok
gap_open_prev_day,asc,train,0.5,4152,0.4092003853564547,ok
gap_open_prev_day,asc,validation,0.5,1076,0.3513011152416357,ok
gap_open_prev_day,asc,robustness,0.5,2330,0.27253218884120173,ok
trend_ma_5_20_spread,asc,all,0.5,7558,0.295448531357502,ok
trend_ma_5_20_spread,asc,train,0.5,4152,0.34224470134874757,ok
trend_ma_5_20_spread,asc,validation,0.5,1076,0.2853159851301115,ok
trend_ma_5_20_spread,asc,robustness,0.5,2330,0.2167381974248927,ok
trend_ma_20_60_spread,asc,all,0.5,7558,0.2894945752844668,ok
trend_ma_20_60_spread,asc,train,0.5,4152,0.3241811175337187,ok
trend_ma_20_60_spread,asc,validation,0.5,1076,0.3020446096654275,ok
trend_ma_20_60_spread,asc,robustness,0.5,2330,0.22188841201716739,ok
max_drawdown_20d,desc,all,0.5,7558,0.28155596718708653,ok
max_drawdown_20d,desc,train,0.5,4152,0.33501926782273606,ok
max_drawdown_20d,desc,validation,0.5,1076,0.24349442379182157,ok
max_drawdown_20d,desc,robustness,0.5,2330,0.20386266094420602,ok
rebound_from_20d_low,asc,all,0.5,7558,0.2590632442445091,ok
rebound_from_20d_low,asc,train,0.5,4152,0.30973025048169556,ok
rebound_from_20d_low,asc,validation,0.5,1076,0.241635687732342,ok
rebound_from_20d_low,asc,robustness,0.5,2330,0.17682403433476396,ok
max_drawdown_60d,desc,all,0.5,7558,0.3125165387668695,ok
max_drawdown_60d,desc,train,0.5,4152,0.3766859344894027,ok
max_drawdown_60d,desc,validation,0.5,1076,0.2741635687732342,ok
max_drawdown_60d,desc,robustness,0.5,2330,0.21587982832618025,ok
rebound_from_60d_low,asc,all,0.5,7558,0.25522625033077534,ok
rebound_from_60d_low,asc,train,0.5,4152,0.30346820809248554,ok
rebound_from_60d_low,asc,validation,0.5,1076,0.23977695167286245,ok
rebound_from_60d_low,asc,robustness,0.5,2330,0.17639484978540773,ok
return_sign_entropy_20d,desc,all,0.5,7558,0.32217517861868217,ok
return_sign_entropy_20d,desc,train,0.5,4152,0.3701830443159923,ok
return_sign_entropy_20d,desc,validation,0.5,1076,0.2843866171003718,ok
return_sign_entropy_20d,desc,robustness,0.5,2330,0.25407725321888414,ok
binned_return_entropy_20d,asc,all,0.5,7558,0.3549880920878539,ok
binned_return_entropy_20d,asc,train,0.5,4152,0.3983622350674374,ok
binned_return_entropy_20d,asc,validation,0.5,1076,0.32063197026022305,ok
binned_return_entropy_20d,asc,robustness,0.5,2330,0.2935622317596567,ok
up_down_transition_entropy_20d,desc,all,0.5,7558,0.32098438740407514,ok
up_down_transition_entropy_20d,desc,train,0.5,4152,0.3653660886319846,ok
up_down_transition_entropy_20d,desc,validation,0.5,1076,0.2825278810408922,ok
up_down_transition_entropy_20d,desc,robustness,0.5,2330,0.259656652360515,ok
return_sign_entropy_60d,desc,all,0.5,7558,0.30907647525800475,ok
return_sign_entropy_60d,desc,train,0.5,4152,0.3617533718689788,ok
return_sign_entropy_60d,desc,validation,0.5,1076,0.266728624535316,ok
return_sign_entropy_60d,desc,robustness,0.5,2330,0.23476394849785406,ok
binned_return_entropy_60d,desc,all,0.5,7558,0.37324689071182854,ok
binned_return_entropy_60d,desc,train,0.5,4152,0.4046242774566474,ok
binned_return_entropy_60d,desc,validation,0.5,1076,0.3420074349442379,ok
binned_return_entropy_60d,desc,robustness,0.5,2330,0.3317596566523605,ok
up_down_transition_entropy_60d,desc,all,0.5,7558,0.3119872982270442,ok
up_down_transition_entropy_60d,desc,train,0.5,4152,0.3651252408477842,ok
up_down_transition_entropy_60d,desc,validation,0.5,1076,0.26858736059479554,ok
up_down_transition_entropy_60d,desc,robustness,0.5,2330,0.23733905579399142,ok
intraday_range_bin_entropy_20d,desc,all,0.5,7558,0.3850224927229426,ok
intraday_range_bin_entropy_20d,desc,train,0.5,4152,0.4116088631984586,ok
intraday_range_bin_entropy_20d,desc,validation,0.5,1076,0.38847583643122674,ok
intraday_range_bin_entropy_20d,desc,robustness,0.5,2330,0.3360515021459227,ok
volume_direction_entropy_20d,asc,all,0.5,7558,0.3707329981476581,ok
volume_direction_entropy_20d,asc,train,0.5,4152,0.4154624277456647,ok
volume_direction_entropy_20d,asc,validation,0.5,1076,0.36152416356877326,ok
volume_direction_entropy_20d,asc,robustness,0.5,2330,0.2952789699570815,ok
log_volume_accel_5d,desc,all,0.5,7558,0.3650436623445356,ok
log_volume_accel_5d,desc,train,0.5,4152,0.4096820809248555,ok
log_volume_accel_5d,desc,validation,0.5,1076,0.3187732342007435,ok
log_volume_accel_5d,desc,robustness,0.5,2330,0.30686695278969955,ok
volume_z_accel_5d,desc,all,0.5,7558,0.34056628737761313,ok
volume_z_accel_5d,desc,train,0.5,4152,0.3834296724470135,ok
volume_z_accel_5d,desc,validation,0.5,1076,0.3224907063197026,ok
volume_z_accel_5d,desc,robustness,0.5,2330,0.27253218884120173,ok
turnover_z_accel_5d,desc,all,0.5,7558,0.3495633765546441,ok
turnover_z_accel_5d,desc,train,0.5,4152,0.3940269749518304,ok
turnover_z_accel_5d,desc,validation,0.5,1076,0.3447955390334573,ok
turnover_z_accel_5d,desc,robustness,0.5,2330,0.27253218884120173,ok
log_volume_accel_10d,desc,all,0.5,7558,0.35128340830907645,ok
log_volume_accel_10d,desc,train,0.5,4152,0.38102119460500966,ok
log_volume_accel_10d,desc,validation,0.5,1076,0.30576208178438663,ok
log_volume_accel_10d,desc,robustness,0.5,2330,0.31931330472103003,ok
volume_z_accel_10d,desc,all,0.5,7558,0.3499603069595131,ok
volume_z_accel_10d,desc,train,0.5,4152,0.3921001926782274,ok
volume_z_accel_10d,desc,validation,0.5,1076,0.35315985130111527,ok
volume_z_accel_10d,desc,robustness,0.5,2330,0.2733905579399142,ok
turnover_z_accel_10d,desc,all,0.5,7558,0.35154802857898915,ok
turnover_z_accel_10d,desc,train,0.5,4152,0.39426782273603084,ok
turnover_z_accel_10d,desc,validation,0.5,1076,0.3466542750929368,ok
turnover_z_accel_10d,desc,robustness,0.5,2330,0.2776824034334764,ok
recent_log_volume_slope_5d,desc,all,0.5,7558,0.3548557819528976,ok
recent_log_volume_slope_5d,desc,train,0.5,4152,0.38945086705202314,ok
recent_log_volume_slope_5d,desc,validation,0.5,1076,0.3187732342007435,ok
recent_log_volume_slope_5d,desc,robustness,0.5,2330,0.3098712446351931,ok
prior_log_volume_slope_15d,asc,all,0.5,7558,0.3758930934109553,ok
prior_log_volume_slope_15d,asc,train,0.5,4152,0.4055876685934489,ok
prior_log_volume_slope_15d,asc,validation,0.5,1076,0.3466542750929368,ok
prior_log_volume_slope_15d,asc,robustness,0.5,2330,0.336480686695279,ok
volume_slope_accel_5_15d,desc,all,0.5,7558,0.3612066684308018,ok
volume_slope_accel_5_15d,desc,train,0.5,4152,0.39258188824662815,ok
volume_slope_accel_5_15d,desc,validation,0.5,1076,0.3299256505576208,ok
volume_slope_accel_5_15d,desc,robustness,0.5,2330,0.3197424892703863,ok
volume_slope_decay_ratio_5_15d,desc,all,0.5,7558,0.3528711299285525,ok
volume_slope_decay_ratio_5_15d,desc,train,0.5,4152,0.3952312138728324,ok
volume_slope_decay_ratio_5_15d,desc,validation,0.5,1076,0.30018587360594795,ok
volume_slope_decay_ratio_5_15d,desc,robustness,0.5,2330,0.3017167381974249,ok
momentum_percentile_20d,asc,all,0.5,7558,0.3006086266207992,ok
momentum_percentile_20d,asc,train,0.5,4152,0.3403179190751445,ok
momentum_percentile_20d,asc,validation,0.5,1076,0.2871747211895911,ok
momentum_percentile_20d,asc,robustness,0.5,2330,0.23605150214592274,ok
momentum_percentile_60d,asc,all,0.5,7558,0.29981476581106115,ok
momentum_percentile_60d,asc,train,0.5,4152,0.3388728323699422,ok
momentum_percentile_60d,asc,validation,0.5,1076,0.30111524163568776,ok
momentum_percentile_60d,asc,robustness,0.5,2330,0.2296137339055794,ok
universe_up_share,desc,all,0.5,7558,0.347975654935168,ok
universe_up_share,desc,train,0.5,4152,0.3988439306358382,ok
universe_up_share,desc,validation,0.5,1076,0.2992565055762082,ok
universe_up_share,desc,robustness,0.5,2330,0.2798283261802575,ok
universe_up_share_z,desc,all,0.5,7558,0.3418893887271765,ok
universe_up_share_z,desc,train,0.5,4152,0.38704238921001927,ok
universe_up_share_z,desc,validation,0.5,1076,0.30947955390334575,ok
universe_up_share_z,desc,robustness,0.5,2330,0.27639484978540774,ok
universe_up_share_change_5d,desc,all,0.5,7558,0.35538502249272297,ok
universe_up_share_change_5d,desc,train,0.5,4152,0.4082369942196532,ok
universe_up_share_change_5d,desc,validation,0.5,1076,0.29182156133828996,ok
universe_up_share_change_5d,desc,robustness,0.5,2330,0.29055793991416307,ok
board_relative_cusum_20d,asc,all,0.5,7558,0.3535326806033342,ok
board_relative_cusum_20d,asc,train,0.5,4152,0.3964354527938343,ok
board_relative_cusum_20d,asc,validation,0.5,1076,0.3215613382899628,ok
board_relative_cusum_20d,asc,robustness,0.5,2330,0.2918454935622318,ok
board_return_20d,asc,all,0.5,7558,0.3575019846520243,ok
board_return_20d,asc,train,0.5,4152,0.39354527938342965,ok
board_return_20d,asc,validation,0.5,1076,0.34851301115241634,ok
board_return_20d,asc,robustness,0.5,2330,0.2974248927038627,ok
stock_vs_board_20d,asc,all,0.5,7558,0.285260650965864,ok
stock_vs_board_20d,asc,train,0.5,4152,0.3205684007707129,ok
stock_vs_board_20d,asc,validation,0.5,1076,0.26858736059479554,ok
stock_vs_board_20d,asc,robustness,0.5,2330,0.23004291845493563,ok
evaluated_member_count,desc,all,0.5,7558,0.3709976184175708,ok
evaluated_member_count,desc,train,0.5,4152,0.3860789980732177,ok
evaluated_member_count,desc,validation,0.5,1076,0.33736059479553904,ok
evaluated_member_count,desc,robustness,0.5,2330,0.35965665236051503,ok
sessions_since_last_c0_event_same_instrument,desc,all,0.5,7558,0.3372585340037047,ok
sessions_since_last_c0_event_same_instrument,desc,train,0.5,4152,0.36729287090558765,ok
sessions_since_last_c0_event_same_instrument,desc,validation,0.5,1076,0.3141263940520446,ok
sessions_since_last_c0_event_same_instrument,desc,robustness,0.5,2330,0.2944206008583691,ok
prior_c0_event_count_20d_same_instrument,asc,all,0.5,7558,0.3176766340301667,ok
prior_c0_event_count_20d_same_instrument,asc,train,0.5,4152,0.3588631984585742,ok
prior_c0_event_count_20d_same_instrument,asc,validation,0.5,1076,0.2871747211895911,ok
prior_c0_event_count_20d_same_instrument,asc,robustness,0.5,2330,0.25836909871244634,ok
same_day_c0_event_count_all,desc,all,0.5,7558,0.3327599894151892,ok
same_day_c0_event_count_all,desc,train,0.5,4152,0.37162813102119463,ok
same_day_c0_event_count_all,desc,validation,0.5,1076,0.2862453531598513,ok
same_day_c0_event_count_all,desc,robustness,0.5,2330,0.2849785407725322,ok
same_day_family_event_count,desc,all,0.5,7558,0.3465202434506483,ok
same_day_family_event_count,desc,train,0.5,4152,0.3976396917148362,ok
same_day_family_event_count,desc,validation,0.5,1076,0.2983271375464684,ok
same_day_family_event_count,desc,robustness,0.5,2330,0.2776824034334764,ok
freshness_decay_tau_5,asc,all,0.5,7558,0.33897856575813706,ok
freshness_decay_tau_5,asc,train,0.5,4152,0.3583815028901734,ok
freshness_decay_tau_5,asc,validation,0.5,1076,0.33643122676579923,ok
freshness_decay_tau_5,asc,robustness,0.5,2330,0.3055793991416309,ok
freshness_decay_tau_10,asc,all,0.5,7558,0.33897856575813706,ok
freshness_decay_tau_10,asc,train,0.5,4152,0.3583815028901734,ok
freshness_decay_tau_10,asc,validation,0.5,1076,0.33643122676579923,ok
freshness_decay_tau_10,asc,robustness,0.5,2330,0.3055793991416309,ok
freshness_decay_tau_20,asc,all,0.5,7558,0.33897856575813706,ok
freshness_decay_tau_20,asc,train,0.5,4152,0.3583815028901734,ok
freshness_decay_tau_20,asc,validation,0.5,1076,0.33643122676579923,ok
freshness_decay_tau_20,asc,robustness,0.5,2330,0.3055793991416309,ok
freshness_decay_tau_40,asc,all,0.5,7558,0.33897856575813706,ok
freshness_decay_tau_40,asc,train,0.5,4152,0.3583815028901734,ok
freshness_decay_tau_40,asc,validation,0.5,1076,0.33643122676579923,ok
freshness_decay_tau_40,asc,robustness,0.5,2330,0.3055793991416309,ok
prior_r_core_event_count_5d,asc,all,0.5,7558,0.33156919820058217,ok
prior_r_core_event_count_5d,asc,train,0.5,4152,0.3682562620423892,ok
prior_r_core_event_count_5d,asc,validation,0.5,1076,0.3252788104089219,ok
prior_r_core_event_count_5d,asc,robustness,0.5,2330,0.2690987124463519,ok
prior_r_core_event_count_10d,asc,all,0.5,7558,0.3220428684837259,ok
prior_r_core_event_count_10d,asc,train,0.5,4152,0.3646435452793834,ok
prior_r_core_event_count_10d,asc,validation,0.5,1076,0.31226765799256506,ok
prior_r_core_event_count_10d,asc,robustness,0.5,2330,0.2506437768240343,ok
prior_r_core_event_count_20d,asc,all,0.5,7558,0.31145805768721885,ok
prior_r_core_event_count_20d,asc,train,0.5,4152,0.34898843930635837,ok
prior_r_core_event_count_20d,asc,validation,0.5,1076,0.2899628252788104,ok
prior_r_core_event_count_20d,asc,robustness,0.5,2330,0.25450643776824033,ok
sessions_since_prior_r_core_event,desc,all,0.5,7558,0.3302460968510188,ok
sessions_since_prior_r_core_event,desc,train,0.5,4152,0.3658477842003854,ok
sessions_since_prior_r_core_event,desc,validation,0.5,1076,0.30855018587360594,ok
sessions_since_prior_r_core_event,desc,robustness,0.5,2330,0.27682403433476394,ok
has_r_core_same_day_at_t0_close,asc,all,0.5,7558,0.3265414130722413,ok
has_r_core_same_day_at_t0_close,asc,train,0.5,4152,0.3658477842003854,ok
has_r_core_same_day_at_t0_close,asc,validation,0.5,1076,0.31226765799256506,ok
has_r_core_same_day_at_t0_close,asc,robustness,0.5,2330,0.2630901287553648,ok
has_prior_r_core_within_5_sessions,asc,all,0.5,7558,0.33103995766075683,ok
has_prior_r_core_within_5_sessions,asc,train,0.5,4152,0.36729287090558765,ok
has_prior_r_core_within_5_sessions,asc,validation,0.5,1076,0.32806691449814124,ok
has_prior_r_core_within_5_sessions,asc,robustness,0.5,2330,0.26781115879828327,ok
sessions_since_nearest_prior_r_core_event,desc,all,0.5,7558,0.3449325218311723,ok
sessions_since_nearest_prior_r_core_event,desc,train,0.5,4152,0.3846339113680154,ok
sessions_since_nearest_prior_r_core_event,desc,validation,0.5,1076,0.33178438661710036,ok
sessions_since_nearest_prior_r_core_event,desc,robustness,0.5,2330,0.28025751072961375,ok
c0_after_prior_r_core_within_5_sessions,asc,all,0.5,7558,0.3187351151098174,ok
c0_after_prior_r_core_within_5_sessions,asc,train,0.5,4152,0.3658477842003854,ok
c0_after_prior_r_core_within_5_sessions,asc,validation,0.5,1076,0.2825278810408922,ok
c0_after_prior_r_core_within_5_sessions,asc,robustness,0.5,2330,0.2515021459227468,ok
r_core_active_same_risk_on_scope,asc,all,0.5,7558,0.33103995766075683,ok
r_core_active_same_risk_on_scope,asc,train,0.5,4152,0.36729287090558765,ok
r_core_active_same_risk_on_scope,asc,validation,0.5,1076,0.32806691449814124,ok
r_core_active_same_risk_on_scope,asc,robustness,0.5,2330,0.26781115879828327,ok
source_interaction_bucket,asc,all,0.5,7558,0.32032283672929346,ok
source_interaction_bucket,asc,train,0.5,4152,0.37210982658959535,ok
source_interaction_bucket,asc,validation,0.5,1076,0.2760223048327137,ok
source_interaction_bucket,asc,robustness,0.5,2330,0.24849785407725322,ok
instrument_prior_252d_ff10_event_count,asc,all,0.5,7558,0.32971685631119346,ok
instrument_prior_252d_ff10_event_count,asc,train,0.5,4152,0.3865606936416185,ok
instrument_prior_252d_ff10_event_count,asc,validation,0.5,1076,0.2527881040892193,ok
instrument_prior_252d_ff10_event_count,asc,robustness,0.5,2330,0.26394849785407726,ok
instrument_prior_252d_fr20_event_count,asc,all,0.5,7558,0.3400370468377878,ok
instrument_prior_252d_fr20_event_count,asc,train,0.5,4152,0.39739884393063585,ok
instrument_prior_252d_fr20_event_count,asc,validation,0.5,1076,0.2537174721189591,ok
instrument_prior_252d_fr20_event_count,asc,robustness,0.5,2330,0.2776824034334764,ok
family_prior_train_ff10_rate,asc,all,0.5,7558,0.32376290023815824,ok
family_prior_train_ff10_rate,asc,train,0.5,4152,0.36729287090558765,ok
family_prior_train_ff10_rate,asc,validation,0.5,1076,0.28903345724907065,ok
family_prior_train_ff10_rate,asc,robustness,0.5,2330,0.26223175965665235,ok
family_prior_train_fr20_rate,asc,all,0.5,7558,0.33540619211431594,ok
family_prior_train_fr20_rate,asc,train,0.5,4152,0.37885356454720615,ok
family_prior_train_fr20_rate,asc,validation,0.5,1076,0.29460966542750927,ok
family_prior_train_fr20_rate,asc,robustness,0.5,2330,0.27682403433476394,ok
family_prior_train_badside_rate,asc,all,0.5,7558,0.33540619211431594,ok
family_prior_train_badside_rate,asc,train,0.5,4152,0.37885356454720615,ok
family_prior_train_badside_rate,asc,validation,0.5,1076,0.29460966542750927,ok
family_prior_train_badside_rate,asc,robustness,0.5,2330,0.27682403433476394,ok
