scope_id,split,model_id,feature_group,continue_budget,stage2_continue_n,continuation_rate,random_p50,incremental_value_vs_t0_only,ablation_status
t0_only,all,logistic_regression_l2,t0_only,0.5,2948,0.17808683853459972,,0.0,ok
t0_only,train,logistic_regression_l2,t0_only,0.5,1554,0.21814671814671815,,0.0,ok
t0_only,validation,logistic_regression_l2,t0_only,0.5,523,0.0994263862332696,,0.0,ok
t0_only,robustness,logistic_regression_l2,t0_only,0.5,871,0.15384615384615385,,0.0,ok
t0_only,all,shallow_decision_tree_max_depth_3,t0_only,0.5,3930,0.1486005089058524,,0.0,ok
t0_only,train,shallow_decision_tree_max_depth_3,t0_only,0.5,1554,0.23873873873873874,,0.0,ok
t0_only,validation,shallow_decision_tree_max_depth_3,t0_only,0.5,820,0.07439024390243902,,0.0,ok
t0_only,robustness,shallow_decision_tree_max_depth_3,t0_only,0.5,1556,0.09768637532133675,,0.0,ok
