stage,model_id,model_family,primary_or_challenger,fit_status,fit_split,target_id,feature_n,feature_list_hash,hyperparameter_json,class_weight_policy,train_event_n,train_positive_rate,threshold_selection_source,diagnostic_only_flag
stage_1,logistic_regression_l2,logistic_regression_l2,primary,fit,train,stage_1_fast_fail_target,89,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""auto"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",none,8303,0.418643863663736,train_only_fixed_budget,False
stage_1,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,primary,fit,train,stage_1_fast_fail_target,89,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 100, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 42, ""splitter"": ""best""}",none,8303,0.418643863663736,train_only_fixed_budget,False
stage_1,lightgbm_challenger_diagnostic_only,lightgbm_challenger_diagnostic_only,challenger,skipped_dependency_unavailable,train,stage_1_fast_fail_target,89,c47712444da50e5a13b567dcb2559d3be5bd27d261bab3a635bbdfbb7145b885,{},none,8303,0.418643863663736,train_only_fixed_budget,True
