stage,model_id,seed,split,board_bucket,calendar_month,model_budget,random_denominator_n,random_selected_n,sample_weight_sum,random_rate,retention_rank_rule
stage_1,logistic_regression_l2,120609,train,chinext,2020-09,0.19230769230769232,26,5,26.0,0.8,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2020-10,0.5,24,12,24.0,0.75,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2020-11,0.6176470588235294,34,21,34.0,0.42857142857142855,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2020-12,0.4925373134328358,67,33,67.0,0.5757575757575758,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-01,0.39285714285714285,56,22,56.0,0.6363636363636364,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-02,0.35135135135135137,37,13,37.0,0.5384615384615384,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-03,0.5,4,2,4.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-04,1.0,1,1,1.0,0.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-05,0.6170212765957447,47,29,47.0,0.4482758620689655,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-06,0.34444444444444444,90,31,90.0,0.3870967741935484,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-07,0.19607843137254902,51,10,51.0,0.4,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-08,0.14285714285714285,35,5,35.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-09,0.35555555555555557,45,16,45.0,0.3125,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-10,0.3,20,6,20.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-11,0.5362318840579711,69,37,69.0,0.35135135135135137,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,chinext,2021-12,0.5357142857142857,56,30,56.0,0.5666666666666667,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2018-01,0.043859649122807015,228,10,228.0,0.8,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2018-03,0.0,18,0,18.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2018-05,0.5416666666666666,48,26,48.0,0.5384615384615384,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-02,0.9119318181818182,352,321,352.0,0.01557632398753894,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-03,0.4603658536585366,328,151,328.0,0.1390728476821192,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-04,0.1910569105691057,246,47,246.0,0.7659574468085106,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-07,0.78125,96,75,96.0,0.28,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-09,0.7055837563451777,197,139,197.0,0.30935251798561153,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-10,0.6241610738255033,149,93,149.0,0.23655913978494625,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-11,0.796875,64,51,64.0,0.09803921568627451,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2019-12,0.8640776699029126,309,267,309.0,0.31086142322097376,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-01,0.605,200,121,200.0,0.8429752066115702,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-02,0.14948453608247422,194,29,194.0,0.3448275862068966,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-03,0.30344827586206896,145,44,145.0,0.7045454545454546,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-05,0.6515151515151515,198,129,198.0,0.18604651162790697,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-06,0.6678571428571428,280,187,280.0,0.058823529411764705,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-07,0.5902335456475584,471,278,471.0,0.23381294964028776,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-08,0.25112107623318386,223,56,223.0,0.32142857142857145,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-09,0.5844155844155844,77,45,77.0,0.35555555555555557,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-10,0.6611570247933884,121,80,121.0,0.4375,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-11,0.6867924528301886,265,182,265.0,0.24175824175824176,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2020-12,0.46586345381526106,249,116,249.0,0.2413793103448276,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-01,0.43902439024390244,287,126,287.0,0.47619047619047616,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-02,0.37435897435897436,195,73,195.0,0.4383561643835616,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-03,0.28,25,7,25.0,0.2857142857142857,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-04,0.36363636363636365,11,4,11.0,0.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-05,0.7206703910614525,179,129,179.0,0.17829457364341086,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-06,0.5515695067264574,223,123,223.0,0.3983739837398374,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-07,0.42105263157894735,209,88,209.0,0.45454545454545453,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-08,0.4883720930232558,215,105,215.0,0.3333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-09,0.432,250,108,250.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-10,0.453125,64,29,64.0,0.3103448275862069,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-11,0.4876543209876543,162,79,162.0,0.13924050632911392,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,train,main_board,2021-12,0.601123595505618,356,214,356.0,0.35514018691588783,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-01,0.3333333333333333,9,3,9.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-06,0.3333333333333333,9,3,9.0,0.3333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-07,0.4444444444444444,27,12,27.0,0.25,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-08,0.574468085106383,47,27,47.0,0.6666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-11,0.5882352941176471,17,10,17.0,0.4,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2022-12,0.7586206896551724,29,22,29.0,0.4090909090909091,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-01,0.9146341463414634,82,75,82.0,0.12,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-02,0.8333333333333334,48,40,48.0,0.375,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-03,0.5588235294117647,34,19,34.0,0.3157894736842105,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-04,0.5862068965517241,58,34,58.0,0.8823529411764706,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-07,0.9333333333333333,15,14,15.0,0.7857142857142857,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-08,0.8666666666666667,15,13,15.0,0.7692307692307693,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,chinext,2023-11,0.875,16,14,16.0,0.5714285714285714,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-01,0.8163265306122449,49,40,49.0,0.55,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-06,0.6363636363636364,22,14,22.0,0.35714285714285715,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-07,0.6728971962616822,107,72,107.0,0.3888888888888889,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-08,0.7717391304347826,184,142,184.0,0.323943661971831,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-11,0.8434782608695652,115,97,115.0,0.29896907216494845,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2022-12,0.8731343283582089,134,117,134.0,0.15384615384615385,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-01,0.940625,320,301,320.0,0.07308970099667775,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-02,0.9122807017543859,228,208,228.0,0.22596153846153846,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-03,0.9013157894736842,152,137,152.0,0.22627737226277372,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-04,0.868020304568528,197,171,197.0,0.3567251461988304,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-07,1.0,125,125,125.0,0.328,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-08,0.9672131147540983,61,59,61.0,0.4745762711864407,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120609,validation,main_board,2023-11,0.9607843137254902,51,49,51.0,0.3673469387755102,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-03,0.4606741573033708,89,41,89.0,0.5609756097560976,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-04,0.85,60,51,60.0,0.21568627450980393,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-05,0.7755102040816326,49,38,49.0,0.47368421052631576,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-09,0.875,56,49,56.0,0.2653061224489796,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-10,0.13829787234042554,94,13,94.0,0.3076923076923077,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-11,0.07792207792207792,77,6,77.0,0.16666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2024-12,0.5208333333333334,48,25,48.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-02,0.5068493150684932,73,37,73.0,0.35135135135135137,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-03,0.575,40,23,40.0,0.8260869565217391,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-04,1.0,4,4,4.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-05,0.9285714285714286,28,26,28.0,0.11538461538461539,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-06,0.788235294117647,85,67,85.0,0.05970149253731343,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-07,0.717391304347826,92,66,92.0,0.12121212121212122,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-08,0.5877192982456141,114,67,114.0,0.31343283582089554,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-09,0.4032258064516129,62,25,62.0,0.44,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-10,0.4418604651162791,43,19,43.0,0.42105263157894735,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,chinext,2025-11,0.38461538461538464,26,10,26.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-03,0.8301886792452831,265,220,265.0,0.20909090909090908,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-04,0.9444444444444444,306,289,306.0,0.17647058823529413,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-05,0.8695652173913043,161,140,161.0,0.2714285714285714,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-09,1.0,129,129,129.0,0.5038759689922481,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-10,0.6199095022624435,221,137,221.0,0.23357664233576642,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-11,0.7293577981651376,218,159,218.0,0.1761006289308176,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2024-12,0.8609022556390977,266,229,266.0,0.4410480349344978,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-02,0.8858695652173914,184,163,184.0,0.1165644171779141,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-03,0.9262295081967213,244,226,244.0,0.4823008849557522,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-04,1.0,13,13,13.0,0.6153846153846154,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-05,0.9612403100775194,129,124,129.0,0.0967741935483871,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-06,0.9661654135338346,266,257,266.0,0.03501945525291829,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-07,0.9476584022038568,363,344,363.0,0.00872093023255814,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-08,0.8205128205128205,312,256,312.0,0.1484375,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-09,0.6451612903225806,217,140,217.0,0.2,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-10,0.8110599078341014,217,176,217.0,0.21022727272727273,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,robustness,main_board,2025-11,0.7592592592592593,108,82,108.0,0.2804878048780488,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2018-01,0.03125,32,1,32.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2018-03,0.0,6,0,6.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2018-05,0.25,12,3,12.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-02,0.8383838383838383,99,83,99.0,0.08433734939759036,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-03,0.2653061224489796,98,26,98.0,0.23076923076923078,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-04,0.023255813953488372,43,1,43.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-07,0.8235294117647058,17,14,17.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-09,0.3287671232876712,73,24,73.0,0.4583333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-10,0.18421052631578946,38,7,38.0,0.5714285714285714,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-11,0.4444444444444444,18,8,18.0,0.375,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2019-12,0.6290322580645161,62,39,62.0,0.20512820512820512,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-01,0.31958762886597936,97,30,97.0,0.8666666666666667,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-02,0.0,73,0,73.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-03,0.034482758620689655,29,1,29.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-05,0.5245901639344263,61,32,61.0,0.3125,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-06,0.4,95,38,95.0,0.13157894736842105,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-07,0.32222222222222224,90,29,90.0,0.3793103448275862,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-08,0.15625,64,10,64.0,0.5,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-09,0.19230769230769232,26,5,26.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-10,0.5,24,12,24.0,0.75,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-11,0.6176470588235294,34,21,34.0,0.47619047619047616,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2020-12,0.4925373134328358,67,33,67.0,0.6060606060606061,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-01,0.39285714285714285,56,22,56.0,0.7272727272727273,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-02,0.35135135135135137,37,13,37.0,0.6923076923076923,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-03,0.5,4,2,4.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-04,1.0,1,1,1.0,1.0,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-05,0.6170212765957447,47,29,47.0,0.20689655172413793,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-06,0.34444444444444444,90,31,90.0,0.4838709677419355,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-07,0.19607843137254902,51,10,51.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-08,0.14285714285714285,35,5,35.0,0.6,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-09,0.35555555555555557,45,16,45.0,0.625,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-10,0.3,20,6,20.0,0.16666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-11,0.5362318840579711,69,37,69.0,0.24324324324324326,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,chinext,2021-12,0.5357142857142857,56,30,56.0,0.5333333333333333,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2018-01,0.043859649122807015,228,10,228.0,0.8,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2018-03,0.0,18,0,18.0,,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2018-05,0.5416666666666666,48,26,48.0,0.5769230769230769,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-02,0.9119318181818182,352,321,352.0,0.024922118380062305,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-03,0.4603658536585366,328,151,328.0,0.11920529801324503,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-04,0.1910569105691057,246,47,246.0,0.7872340425531915,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-07,0.78125,96,75,96.0,0.26666666666666666,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-09,0.7055837563451777,197,139,197.0,0.23741007194244604,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-10,0.6241610738255033,149,93,149.0,0.3548387096774194,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-11,0.796875,64,51,64.0,0.19607843137254902,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2019-12,0.8640776699029126,309,267,309.0,0.250936329588015,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
stage_1,logistic_regression_l2,120610,train,main_board,2020-01,0.605,200,121,200.0,0.8925619834710744,"replacement_draw_index,sample_draw_id,instrument,random_trade_open_date,path_key"
