stage,model_id,model_family,primary_or_challenger,fit_status,fit_split,target_id,feature_n,feature_list_hash,hyperparameter_json,class_weight_policy,train_event_n,train_positive_rate,threshold_selection_source,diagnostic_only_flag
stage_2,logistic_regression_l2,logistic_regression_l2,primary,fit,train,stage_2_continuation_target,108,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,"{""C"": 1.0, ""class_weight"": null, ""dual"": false, ""fit_intercept"": true, ""intercept_scaling"": 1, ""l1_ratio"": null, ""max_iter"": 1000, ""multi_class"": ""auto"", ""n_jobs"": null, ""penalty"": ""l2"", ""random_state"": null, ""solver"": ""liblinear"", ""tol"": 0.0001, ""verbose"": 0, ""warm_start"": false}",none,3107,0.15159317669777922,train_only_fixed_budget,False
stage_2,shallow_decision_tree_max_depth_3,shallow_decision_tree_max_depth_3,primary,fit,train,stage_2_continuation_target,108,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,"{""ccp_alpha"": 0.0, ""class_weight"": null, ""criterion"": ""gini"", ""max_depth"": 3, ""max_features"": null, ""max_leaf_nodes"": null, ""min_impurity_decrease"": 0.0, ""min_samples_leaf"": 100, ""min_samples_split"": 2, ""min_weight_fraction_leaf"": 0.0, ""monotonic_cst"": null, ""random_state"": 42, ""splitter"": ""best""}",none,3107,0.15159317669777922,train_only_fixed_budget,False
stage_2,lightgbm_challenger_diagnostic_only,lightgbm_challenger_diagnostic_only,challenger,skipped_dependency_unavailable,train,stage_2_continuation_target,108,92ced233bf4a9976ad268cab44d067e2e6b1bc6d917cf51fc748fd1a33b22aab,{},none,3107,0.15159317669777922,train_only_fixed_budget,True
