variant,seed,validation_paper_proxy_ic,validation_paper_proxy_icir,validation_paper_proxy_rank_ic,validation_paper_proxy_rank_icir,validation_paper_proxy_metric_days,validation_executable_bridge_ic,validation_executable_bridge_icir,validation_executable_bridge_rank_ic,validation_executable_bridge_rank_icir,validation_executable_bridge_metric_days,historical_test_paper_proxy_ic,historical_test_paper_proxy_icir,historical_test_paper_proxy_rank_ic,historical_test_paper_proxy_rank_icir,historical_test_paper_proxy_metric_days,historical_test_paper_proxy_gross_arr,historical_test_paper_proxy_net_arr,historical_test_paper_proxy_universe_equal_weight_arr,historical_test_paper_proxy_net_arr_minus_universe_arr,historical_test_paper_proxy_ir,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,historical_test_paper_proxy_mdd,historical_test_paper_proxy_calmar,historical_test_paper_proxy_mean_one_way_turnover,historical_test_paper_proxy_total_cost,historical_test_paper_proxy_portfolio_days,historical_test_executable_bridge_ic,historical_test_executable_bridge_icir,historical_test_executable_bridge_rank_ic,historical_test_executable_bridge_rank_icir,historical_test_executable_bridge_metric_days,historical_test_executable_bridge_gross_arr,historical_test_executable_bridge_net_arr,historical_test_executable_bridge_universe_equal_weight_arr,historical_test_executable_bridge_net_arr_minus_universe_arr,historical_test_executable_bridge_ir,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,historical_test_executable_bridge_mdd,historical_test_executable_bridge_calmar,historical_test_executable_bridge_mean_one_way_turnover,historical_test_executable_bridge_total_cost,historical_test_executable_bridge_portfolio_days,best_epoch,best_valid_loss,epochs_ran,latency_median_ms,latency_p95_ms,parameter_count,peak_gpu_bytes,training_seconds
flattened_mlp,20260723,0.0008429800764155211,0.008024593074006499,0.0029483175462749886,0.024570999261856862,482,0.0010136823618653674,0.009725767355373382,0.00389223927998284,0.03236176788852322,482,0.006771346774227081,0.059641831940234494,0.012580211586186723,0.08835555735770136,578,0.14105355267833475,0.08242693338473028,0.20696561241382994,-0.12453867902909965,0.5779578085946497,-1.0803140368504065,-0.17068355063870777,0.48292253750454517,0.10512110726643598,0.12102000000000002,578,0.006686933037590675,0.058595927904651124,0.010966226467263003,0.07699438624586752,578,0.1643860429830264,0.10456770774379343,0.2220866599905158,-0.11751895224672237,0.6259194820797429,-0.9663149751269058,-0.16923853797366684,0.6178717270652855,0.10512110726643598,0.12102000000000002,578,0,0.9980743575263126,13,0.2156375012418721,0.5117763983434995,163809,72728064,135.1946983170019
flattened_mlp,20260724,0.006267615164282201,0.05187722586866059,0.004857490637783756,0.04217179816712132,482,-0.0008363694802249377,-0.006970421127609377,-0.0017712228237352088,-0.015100848257991644,482,0.0008761736086787019,0.00687148365762061,0.009302318995909298,0.0647488046055172,578,0.24363444262988976,0.1800892642136116,0.20696561241382994,-0.026876348200218336,0.9904413321698234,-0.33704349996281036,-0.17253559560280018,1.0437803491182247,0.1045674740484429,0.12038000000000001,578,0.00473716906252403,0.03704341525786194,0.01173608506197954,0.08225451255212456,578,0.2511764441476947,0.18724678953183127,0.2220866599905158,-0.03483987045868453,0.9150156351757643,-0.3952895229483431,-0.1661383168931787,1.1270536083029215,0.1045674740484429,0.12038000000000001,578,0,0.9959244369368615,13,0.37763900036225095,0.6276473501202418,163809,72728064,139.1928695079987
flattened_mlp,20260725,0.013455214711119766,0.11804174265039123,0.010481714646943793,0.0969069476715848,482,0.010674900282883147,0.09366546359348069,0.010907789213927484,0.10135295720154923,482,0.005259711676092447,0.04218717326588173,0.013158298237395227,0.0936788567999893,578,0.16626382150706953,0.10617506226605289,0.20696561241382994,-0.10079055014777705,0.6391276549719318,-1.0370425070870772,-0.18900853903910075,0.5617474364165533,0.1054325259515571,0.12138000000000002,578,0.005018487491945374,0.03965679657496889,0.010227663530049216,0.07246459773739637,578,0.17955279781119882,0.11878119422104239,0.2220866599905158,-0.10330546576947341,0.6252460015954524,-0.9914189789027446,-0.21966100103651254,0.5407477597777964,0.1054325259515571,0.12138000000000002,578,0,0.9955134680494666,13,0.3875894981320016,0.7898576006482472,163809,72728064,139.2260279459988
flattened_mlp,20260726,0.004530088430038735,0.04748388095173844,0.004486478887629938,0.04561870065558219,482,0.00034269392206819446,0.003584634833988679,0.001457204506867636,0.014702248800687516,482,0.005801486078602778,0.05702373159069485,0.011853519950820958,0.10046186377899073,578,0.21392459394725538,0.1494599737704949,0.20696561241382994,-0.05750563864333502,0.818845944748417,-0.6990797508398091,-0.1538334288274228,0.9715701906258996,0.10875432525951557,0.12522,578,-0.0014809782701841639,-0.014695615611971547,0.004686707388675652,0.04045736649770879,578,0.2221597667648274,0.1572589395874262,0.2220866599905158,-0.0648277204030896,0.7698217949357701,-0.7136382244103066,-0.1647483609466558,0.9545402375101346,0.10875432525951557,0.12522,578,0,0.9964869731137979,13,0.30282199986686464,1.0649453000951314,163809,72728064,138.3169215449998
flattened_mlp,20260727,-0.0010695429385200106,-0.012025681206343477,-0.003239151607971003,-0.0321164994369479,482,-0.0003250452650289221,-0.0037185669283467462,-0.0014230648746556603,-0.014652464978172814,482,0.003394177633550146,0.03566805025662198,0.005344351705135667,0.048157364664574875,578,0.16742312742026,0.10727480722044302,0.20696561241382994,-0.09969080519338691,0.6546280424698008,-1.058530864188001,-0.1842464409631286,0.5822354378172812,0.1054325259515571,0.12138000000000002,578,0.0009028624299676021,0.00996496554122139,0.003830159729065489,0.03595405732026801,578,0.1564830355121809,0.0968947219289531,0.2220866599905158,-0.1251919380615627,0.5505407884087787,-1.285740264959887,-0.23991143798461845,0.40387704205735014,0.1054325259515571,0.12138000000000002,578,0,0.9970795014423544,13,0.24571649919380434,0.6703793495034902,163809,72728064,140.97690987399983
last_state_gru,20260723,0.023038484257725544,0.17475733506411936,0.018304776409900872,0.1456180980418537,482,0.02487290858934092,0.18912660011656837,0.0198189554984725,0.16115357063348607,482,0.018426269327369797,0.12264969442663776,0.0233811016356549,0.1529822449412594,578,0.3865263279946123,0.31284977836637284,0.20696561241382994,0.10588416595254291,1.4093074467120352,0.9605130172211029,-0.13369912041859455,2.33995390086996,0.10889273356401384,0.12538000000000002,578,0.01951326760417509,0.12729214701725042,0.024862643849371317,0.15976846220390514,578,0.41556758271843663,0.34035823819409106,0.2220866599905158,0.11827157820357526,1.3348782640344194,1.0029523610644082,-0.16384370427919015,2.0773348581897273,0.10889273356401384,0.12538000000000002,578,13,0.993147887450097,26,1.1573160008993,1.408500050274597,165249,168722944,290.0473886330001
last_state_gru,20260724,0.02281508324269189,0.14156064572594812,0.019448841536868794,0.13314318047076082,482,0.02658139037244371,0.16631983177804494,0.0228628632446639,0.16225519612782088,482,0.015957124933078177,0.09577668417083227,0.028426314729002387,0.17488024998275759,578,0.35438605679074775,0.2809452393590721,0.20696561241382994,0.07397962694524218,1.2425703512883954,0.7459197348257871,-0.16585576293522286,1.693913038576772,0.11117647058823528,0.12802000000000002,578,0.01722018576895485,0.1012657503281501,0.029253232266411255,0.18067490929427954,578,0.3639181803734415,0.2899653592852762,0.2220866599905158,0.06787869929476043,1.1497887964229492,0.6537074821532144,-0.17594775010456143,1.6480197053554646,0.11117647058823528,0.12802000000000002,578,19,0.993190787218768,32,1.0816559988597874,1.4193923498169163,165249,168722944,356.635223987003
last_state_gru,20260725,0.027055999066250537,0.13585146952692956,0.04151999295203619,0.25729367034447687,482,0.030079729293861275,0.14796045154410423,0.04150660048250878,0.25536997240080644,482,0.012685617796728426,0.05927513524002715,0.03348742140264895,0.14329771270321146,578,0.16670066080710044,0.10603266779078258,0.20696561241382994,-0.10093294462304736,0.6854920375547011,-0.7185730094496525,-0.15582824577202703,0.6804457514455101,0.10643598615916955,0.12254000000000001,578,0.013994611639320304,0.06636798789673898,0.03128234981795909,0.1374418800568687,578,0.14024538008769594,0.08094873909625289,0.2220866599905158,-0.1411379208942629,0.4974953715568539,-0.9652661156203131,-0.16425691241394735,0.4928178540958583,0.10643598615916955,0.12254000000000001,578,9,0.9929525921249698,22,1.1061969998991117,1.4382674500666324,165249,168722944,246.62384961699718
last_state_gru,20260726,0.02626178848445247,0.15069752213827559,0.04468425398633176,0.2935195438700604,482,0.030885278419565006,0.17106089713125636,0.045488296537336194,0.28966844559305416,482,0.005935691656099824,0.028372591601024035,0.0300365548187299,0.13563366847476296,578,0.19534908998427403,0.12894404644305513,0.20696561241382994,-0.07802156597077481,0.8706099068403116,-0.6538459862490864,-0.10439024226516957,1.2352116792249086,0.11391003460207613,0.13118000000000002,578,0.006711221513700617,0.03178507368572918,0.02805671410932471,0.1271999009469809,578,0.16124451957745523,0.09672206165020047,0.2220866599905158,-0.12536459834031533,0.5922153854861653,-0.9652265148353835,-0.13324397056014103,0.7259019769794685,0.11391003460207613,0.13118000000000002,578,0,0.9929900979944344,13,1.1447595006757183,1.5127778990063234,165249,168722944,148.24496794399965
last_state_gru,20260727,0.021184200419681595,0.16473157476737535,0.009882448799608092,0.07552098210695576,482,0.02206489249075897,0.17240581536498237,0.011100101987194189,0.08702589256890832,482,0.01926356517445398,0.13375339473019676,0.02106783806118608,0.14460026959070937,578,0.36693394551649483,0.2917047319027981,0.20696561241382994,0.08473911948896817,1.2901999640749946,0.8186182956533267,-0.1729185925303005,1.686948335828507,0.11287197231833912,0.12998,578,0.020236456163972634,0.1396254928626242,0.02281129340728741,0.15727618109163652,578,0.39880844889264866,0.32184323827722716,0.2220866599905158,0.09975657828671136,1.2545711123897836,0.9062511758202098,-0.1643248376028199,1.958579378335586,0.11287197231833912,0.12998,578,14,0.9933189871753084,27,1.028856500852271,1.4472700990154406,165249,168722944,306.19574329399984
