datetime,gross_return,net_return,universe_equal_weight_return,buy_fraction,sell_fraction,one_way_turnover,cost,holdings,variant,seed,label_lane
2024-01-02,-0.007915783673524857,-0.008415783673524857,-0.009396140463650227,1.0,0.0,0.5,0.0005,50,flattened_mlp,20260723,paper_proxy
2024-01-03,-0.007270190864801407,-0.0074701908648014065,-0.007673677988350391,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-04,-0.014509405009448528,-0.014709405009448529,-0.01446051150560379,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-05,0.00024673223379068077,-3.3267766209319264e-05,0.0022301252465695143,0.14,0.14,0.14,0.00028000000000000003,50,flattened_mlp,20260723,paper_proxy
2024-01-08,-0.006186957471072674,-0.0063869574710726735,-0.004461190197616816,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-09,-2.3236274500959553e-05,-0.00022323627450095956,0.005916890222579241,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-10,0.00018583178461994976,-1.4168215380050252e-05,-0.0038646135944873095,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-11,-0.00114611501339823,-0.0013461150133982302,-0.0011914946371689439,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-12,0.005298255477100611,0.005098255477100611,0.004273656755685806,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-15,-0.020815115422010422,-0.021055115422010422,-0.022151373326778412,0.12,0.12,0.12,0.00023999999999999998,50,flattened_mlp,20260723,paper_proxy
2024-01-16,0.006114374380558729,0.005874374380558729,0.010963221080601215,0.12,0.12,0.12,0.00023999999999999998,50,flattened_mlp,20260723,paper_proxy
2024-01-17,-0.004846241325139999,-0.005046241325139999,-0.007573820650577545,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-18,-0.024678654968738556,-0.024918654968738557,-0.0253303200006485,0.12,0.12,0.12,0.00023999999999999998,50,flattened_mlp,20260723,paper_proxy
2024-01-19,0.006664258427917957,0.006464258427917958,0.010607975535094738,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-22,0.01710628718137741,0.016906287181377412,0.01655276119709015,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-23,0.026150355115532875,0.025950355115532876,0.023682134225964546,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-24,0.0046528722159564495,0.00445287221595645,-0.003718519350513816,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-25,-0.002954826457425952,-0.003154826457425952,-0.010858196765184402,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-26,-0.017276044934988022,-0.01747604493498802,-0.018284713849425316,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-29,-0.011641275137662888,-0.011881275137662888,-0.014910140074789524,0.12,0.12,0.12,0.00023999999999999998,50,flattened_mlp,20260723,paper_proxy
2024-01-30,0.00159657362382859,0.0013965736238285898,0.0015786336734890938,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-01-31,-0.011592274531722069,-0.01179227453172207,-0.013462062925100327,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-01,0.0050457739271223545,0.004845773927122355,-0.0013926181709393859,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-02,0.037228550761938095,0.037028550761938096,0.04486796259880066,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-05,0.00688460236415267,0.00664460236415267,0.009054849855601788,0.12,0.12,0.12,0.00023999999999999998,50,flattened_mlp,20260723,paper_proxy
2024-02-06,0.004563904833048582,0.004363904833048582,0.0076632993295788765,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-07,0.03022710606455803,0.03002710606455803,0.018522072583436966,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-08,0.006551741156727076,0.006351741156727076,0.003509190399199724,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-19,0.00793561339378357,0.00773561339378357,0.008195414207875729,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-20,0.012121107429265976,0.011921107429265975,0.010553508065640926,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-21,0.004735957365483046,0.004535957365483046,0.003373263170942664,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
2024-02-22,-0.01062857173383236,-0.01082857173383236,-0.008290567435324192,0.1,0.1,0.1,0.0002,50,flattened_mlp,20260723,paper_proxy
