contrast,seed,metric,base_value,candidate_value,delta
last_state_minus_mlp,20260723,validation_paper_proxy_ic,0.0008429800764155211,0.023038484257725544,0.022195504181310024
last_state_minus_mlp,20260723,validation_paper_proxy_icir,0.008024593074006499,0.17475733506411936,0.16673274199011287
last_state_minus_mlp,20260723,validation_paper_proxy_rank_ic,0.0029483175462749886,0.018304776409900872,0.015356458863625883
last_state_minus_mlp,20260723,validation_paper_proxy_rank_icir,0.024570999261856862,0.1456180980418537,0.12104709877999682
last_state_minus_mlp,20260723,historical_test_paper_proxy_ic,0.006771346774227081,0.018426269327369797,0.011654922553142716
last_state_minus_mlp,20260723,historical_test_paper_proxy_icir,0.059641831940234494,0.12264969442663776,0.06300786248640326
last_state_minus_mlp,20260723,historical_test_paper_proxy_rank_ic,0.012580211586186723,0.0233811016356549,0.010800890049468178
last_state_minus_mlp,20260723,historical_test_paper_proxy_rank_icir,0.08835555735770136,0.1529822449412594,0.06462668758355804
last_state_minus_mlp,20260723,historical_test_paper_proxy_gross_arr,0.14105355267833475,0.3865263279946123,0.24547277531627754
last_state_minus_mlp,20260723,historical_test_paper_proxy_net_arr,0.08242693338473028,0.31284977836637284,0.23042284498164256
last_state_minus_mlp,20260723,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-1.0803140368504065,0.9605130172211029,2.040827054071509
last_state_minus_mlp,20260723,historical_test_paper_proxy_mdd,-0.17068355063870777,-0.13369912041859455,0.03698443022011322
last_state_minus_mlp,20260723,historical_test_paper_proxy_mean_one_way_turnover,0.10512110726643598,0.10889273356401384,0.0037716262975778653
last_state_minus_mlp,20260723,historical_test_executable_bridge_ic,0.006686933037590675,0.01951326760417509,0.012826334566584413
last_state_minus_mlp,20260723,historical_test_executable_bridge_rank_ic,0.010966226467263003,0.024862643849371317,0.013896417382108313
last_state_minus_mlp,20260723,historical_test_executable_bridge_gross_arr,0.1643860429830264,0.41556758271843663,0.25118153973541024
last_state_minus_mlp,20260723,historical_test_executable_bridge_net_arr,0.10456770774379343,0.34035823819409106,0.23579053045029763
last_state_minus_mlp,20260723,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-0.9663149751269058,1.0029523610644082,1.969267336191314
last_state_minus_mlp,20260723,historical_test_executable_bridge_mdd,-0.16923853797366684,-0.16384370427919015,0.005394833694476686
last_state_minus_mlp,20260723,historical_test_executable_bridge_mean_one_way_turnover,0.10512110726643598,0.10889273356401384,0.0037716262975778653
last_state_minus_mlp,20260724,validation_paper_proxy_ic,0.006267615164282201,0.02281508324269189,0.01654746807840969
last_state_minus_mlp,20260724,validation_paper_proxy_icir,0.05187722586866059,0.14156064572594812,0.08968341985728753
last_state_minus_mlp,20260724,validation_paper_proxy_rank_ic,0.004857490637783756,0.019448841536868794,0.014591350899085039
last_state_minus_mlp,20260724,validation_paper_proxy_rank_icir,0.04217179816712132,0.13314318047076082,0.09097138230363949
last_state_minus_mlp,20260724,historical_test_paper_proxy_ic,0.0008761736086787019,0.015957124933078177,0.015080951324399475
last_state_minus_mlp,20260724,historical_test_paper_proxy_icir,0.00687148365762061,0.09577668417083227,0.08890520051321166
last_state_minus_mlp,20260724,historical_test_paper_proxy_rank_ic,0.009302318995909298,0.028426314729002387,0.01912399573309309
last_state_minus_mlp,20260724,historical_test_paper_proxy_rank_icir,0.0647488046055172,0.17488024998275759,0.11013144537724039
last_state_minus_mlp,20260724,historical_test_paper_proxy_gross_arr,0.24363444262988976,0.35438605679074775,0.11075161416085799
last_state_minus_mlp,20260724,historical_test_paper_proxy_net_arr,0.1800892642136116,0.2809452393590721,0.10085597514546052
last_state_minus_mlp,20260724,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-0.33704349996281036,0.7459197348257871,1.0829632347885974
last_state_minus_mlp,20260724,historical_test_paper_proxy_mdd,-0.17253559560280018,-0.16585576293522286,0.006679832667577323
last_state_minus_mlp,20260724,historical_test_paper_proxy_mean_one_way_turnover,0.1045674740484429,0.11117647058823528,0.006608996539792383
last_state_minus_mlp,20260724,historical_test_executable_bridge_ic,0.00473716906252403,0.01722018576895485,0.01248301670643082
last_state_minus_mlp,20260724,historical_test_executable_bridge_rank_ic,0.01173608506197954,0.029253232266411255,0.017517147204431715
last_state_minus_mlp,20260724,historical_test_executable_bridge_gross_arr,0.2511764441476947,0.3639181803734415,0.11274173622574679
last_state_minus_mlp,20260724,historical_test_executable_bridge_net_arr,0.18724678953183127,0.2899653592852762,0.10271856975344495
last_state_minus_mlp,20260724,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-0.3952895229483431,0.6537074821532144,1.0489970051015574
last_state_minus_mlp,20260724,historical_test_executable_bridge_mdd,-0.1661383168931787,-0.17594775010456143,-0.009809433211382723
last_state_minus_mlp,20260724,historical_test_executable_bridge_mean_one_way_turnover,0.1045674740484429,0.11117647058823528,0.006608996539792383
last_state_minus_mlp,20260725,validation_paper_proxy_ic,0.013455214711119766,0.027055999066250537,0.013600784355130771
last_state_minus_mlp,20260725,validation_paper_proxy_icir,0.11804174265039123,0.13585146952692956,0.017809726876538326
last_state_minus_mlp,20260725,validation_paper_proxy_rank_ic,0.010481714646943793,0.04151999295203619,0.0310382783050924
last_state_minus_mlp,20260725,validation_paper_proxy_rank_icir,0.0969069476715848,0.25729367034447687,0.16038672267289206
last_state_minus_mlp,20260725,historical_test_paper_proxy_ic,0.005259711676092447,0.012685617796728426,0.007425906120635979
last_state_minus_mlp,20260725,historical_test_paper_proxy_icir,0.04218717326588173,0.05927513524002715,0.017087961974145423
last_state_minus_mlp,20260725,historical_test_paper_proxy_rank_ic,0.013158298237395227,0.03348742140264895,0.020329123165253725
last_state_minus_mlp,20260725,historical_test_paper_proxy_rank_icir,0.0936788567999893,0.14329771270321146,0.04961885590322215
last_state_minus_mlp,20260725,historical_test_paper_proxy_gross_arr,0.16626382150706953,0.16670066080710044,0.0004368393000309112
last_state_minus_mlp,20260725,historical_test_paper_proxy_net_arr,0.10617506226605289,0.10603266779078258,-0.00014239447527031324
last_state_minus_mlp,20260725,historical_test_paper_proxy_active_ir_vs_universe_equal_weight,-1.0370425070870772,-0.7185730094496525,0.3184694976374247
last_state_minus_mlp,20260725,historical_test_paper_proxy_mdd,-0.18900853903910075,-0.15582824577202703,0.033180293267073724
last_state_minus_mlp,20260725,historical_test_paper_proxy_mean_one_way_turnover,0.1054325259515571,0.10643598615916955,0.0010034602076124527
last_state_minus_mlp,20260725,historical_test_executable_bridge_ic,0.005018487491945374,0.013994611639320304,0.00897612414737493
last_state_minus_mlp,20260725,historical_test_executable_bridge_rank_ic,0.010227663530049216,0.03128234981795909,0.021054686287909873
last_state_minus_mlp,20260725,historical_test_executable_bridge_gross_arr,0.17955279781119882,0.14024538008769594,-0.03930741772350288
last_state_minus_mlp,20260725,historical_test_executable_bridge_net_arr,0.11878119422104239,0.08094873909625289,-0.0378324551247895
last_state_minus_mlp,20260725,historical_test_executable_bridge_active_ir_vs_universe_equal_weight,-0.9914189789027446,-0.9652661156203131,0.026152863282431493
last_state_minus_mlp,20260725,historical_test_executable_bridge_mdd,-0.21966100103651254,-0.16425691241394735,0.055404088622565184
last_state_minus_mlp,20260725,historical_test_executable_bridge_mean_one_way_turnover,0.1054325259515571,0.10643598615916955,0.0010034602076124527
last_state_minus_mlp,20260726,validation_paper_proxy_ic,0.004530088430038735,0.02626178848445247,0.021731700054413734
last_state_minus_mlp,20260726,validation_paper_proxy_icir,0.04748388095173844,0.15069752213827559,0.10321364118653714
last_state_minus_mlp,20260726,validation_paper_proxy_rank_ic,0.004486478887629938,0.04468425398633176,0.04019777509870182
last_state_minus_mlp,20260726,validation_paper_proxy_rank_icir,0.04561870065558219,0.2935195438700604,0.24790084321447822
last_state_minus_mlp,20260726,historical_test_paper_proxy_ic,0.005801486078602778,0.005935691656099824,0.00013420557749704593
last_state_minus_mlp,20260726,historical_test_paper_proxy_icir,0.05702373159069485,0.028372591601024035,-0.028651139989670813
last_state_minus_mlp,20260726,historical_test_paper_proxy_rank_ic,0.011853519950820958,0.0300365548187299,0.01818303486790894
