run_id,arm_id,semantic_track,return_semantics,weighting,bucket_count,bucket_id,bucket_role,holding_month_n,month_scope,P5_date_scope,series_role,registered_month_n,month_n,gap_month_n,mean_monthly_return,median_monthly_return,monthly_volatility,annualized_mean,annualized_volatility,annualized_sharpe,positive_month_rate,p10,p50,p90,ES10_loss,max_drawdown_of_compounded_gross_series,Newey_West_lag,HAC_t_stat,HAC_two_sided_p_value,nominal_95pct_CI_lower,nominal_95pct_CI_upper,inference_role,missing_reason
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,4,middle,1,early,,bucket_return,50,49,1,0.00486808680956,0.00544138467958,0.0555549424348,0.0584170417147,0.192447965817,0.303547202832,0.551020408163,-0.064840573405,0.00544138467958,0.0751639487525,0.0873916823016,0.267929400305,3,0.610241198855,0.541702042118,-0.0107671650191,0.0205033386383,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,5,favorable,1,early,,bucket_return,50,49,1,0.00491138035055,0.00429663010315,0.0687578660043,0.0589365642066,0.238184234679,0.247441079743,0.530612244898,-0.081785423622,0.00429663010315,0.0951840701726,0.111866309527,0.273884369617,3,0.518546729311,0.604076865469,-0.0136522862533,0.0234750469544,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,early,,favorable_minus_unfavorable,50,49,1,0.00450357990563,0.0100660414064,0.0619344807891,0.0540429588675,0.214547334934,0.251892939542,0.571428571429,-0.0835116431988,0.0100660414064,0.0881164197696,0.104359262546,0.294684383476,3,0.588352239012,0.556295888631,-0.0104990899769,0.0195062497881,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,early,,favorable_minus_middle,50,49,1,0.00323716672163,0.00769237797567,0.0467752481179,0.0388460006595,0.162034212554,0.239739497278,0.551020408163,-0.0491155811599,0.00769237797567,0.0690851539464,0.0753736062735,0.22330305038,3,0.582476602496,0.560245697053,-0.00765551147206,0.0141298449153,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,1,unfavorable,1,late,,bucket_return,51,50,1,0.000475033391474,-0.00890344497058,0.0784188639525,0.00570040069769,0.271650913275,0.0209842868885,0.48,-0.0866185379378,-0.00890344497058,0.0767617699028,0.11411288961,0.405863243946,3,0.0512114149747,0.959157055947,-0.0177054511588,0.0186555179417,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,2,middle,1,late,,bucket_return,51,50,1,0.00310844319485,0.000352154729733,0.0587512641159,0.0373013183382,0.203520348915,0.183280534537,0.5,-0.0603513980841,0.000352154729733,0.0704153953168,0.0792326170671,0.266315083518,3,0.437039996744,0.662082341727,-0.0108317836844,0.0170486700741,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,3,middle,1,late,,bucket_return,51,50,1,0.00932713271508,-0.00265783479653,0.0539869499001,0.111925592581,0.187016280345,0.598480476535,0.48,-0.0507258861817,-0.00265783479653,0.066649570477,0.0639885141608,0.17113940945,3,1.38517546682,0.165998820415,-0.00387036077108,0.0225246262012,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,4,middle,1,late,,bucket_return,51,50,1,0.00856470181615,0.00112358506796,0.0556935593734,0.102776421794,0.192928148978,0.532718643382,0.52,-0.0480268745312,0.00112358506796,0.0812681917726,0.0762271024005,0.212325874487,3,1.33878917254,0.180639316607,-0.00397387217465,0.021103275807,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,5,favorable,1,late,,bucket_return,51,50,1,0.00471796799953,-0.0106960927006,0.0756975199626,0.0566156159943,0.262223901164,0.215905627759,0.36,-0.0636983008467,-0.0106960927006,0.102770862951,0.107965369249,0.381960292178,3,0.529379556242,0.596542177146,-0.0127497397165,0.0221856757156,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,late,,favorable_minus_unfavorable,51,50,1,0.00424293460805,0.00434692086876,0.0656613195885,0.0509152152966,0.227457483239,0.223844977847,0.54,-0.0604761417801,0.00434692086876,0.0705744453639,0.107787407405,0.311899315807,3,0.483775703056,0.62854506028,-0.0129468476981,0.0214327169142,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,5,,,1,late,,favorable_minus_middle,51,50,1,-0.00460916471555,-0.0029711491357,0.0457207885892,-0.0553099765866,0.158381457597,-0.349220025032,0.44,-0.0501287414993,-0.0029711491357,0.0352224529606,0.0779438094063,0.411055660227,3,-0.810968212263,0.417383925798,-0.0157486849886,0.00653035555749,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,unfavorable,1,full,,bucket_return,101,99,2,-7.88069807094e-05,-0.0101435212413,0.076639013243,-0.000945683768513,0.265485329558,-0.00356209425993,0.454545454545,-0.0744873781738,-0.0101435212413,0.070120053631,0.11088436088,0.503685707865,3,-0.0117132678027,0.990654378168,-0.0132654639002,0.0131078499388,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,2,middle,1,full,,bucket_return,101,99,2,0.000964378981003,-0.00338409176095,0.0646741989879,0.011572547772,0.224037997172,0.0516543975492,0.464646464646,-0.0683690545015,-0.00338409176095,0.0705747988619,0.0936613170243,0.431403660031,3,0.171857851954,0.863549282767,-0.0100339434623,0.0119627014243,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,3,middle,1,full,,bucket_return,101,99,2,0.00235306451672,0.000801947159483,0.0586799062478,0.0282367742006,0.203273158009,0.138910491071,0.505050505051,-0.0600443567348,0.000801947159483,0.0574158282505,0.0822058759632,0.357567830977,3,0.431166550533,0.66634727359,-0.00834331649976,0.0130494455332,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,4,middle,1,full,,bucket_return,101,99,2,0.00239361835622,-0.00403221634058,0.0576670518633,0.0287234202746,0.1997645275,0.143786390077,0.454545454545,-0.0589612532414,-0.00403221634058,0.0717147756945,0.080613733717,0.296909877319,3,0.456539750548,0.648001893124,-0.00788238885956,0.012669625572,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,5,middle,1,full,,bucket_return,101,99,2,0.00174573392829,-0.00238485846135,0.0573718148839,0.0209488071395,0.198741796603,0.105407153893,0.464646464646,-0.0601120383576,-0.00238485846135,0.0674212978904,0.0795699903532,0.408015023951,3,0.314358632679,0.753248671061,-0.00913857230784,0.0126300401644,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,6,middle,1,full,,bucket_return,101,99,2,0.00929992299284,0.00224336070576,0.0554914572646,0.111599075914,0.192228046737,0.580555635916,0.515151515152,-0.054827431034,0.00224336070576,0.0795126355218,0.076212709482,0.263665020835,3,1.73225450866,0.0832282577262,-0.00122249968459,0.0198223456703,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,7,middle,1,full,,bucket_return,101,99,2,0.00747565512517,0.00381317162984,0.0557970636399,0.0897078615021,0.193286698275,0.464118132819,0.525252525253,-0.0586501042337,0.00381317162984,0.0868909071704,0.0792690526889,0.284400841807,3,1.35970077249,0.173924633584,-0.00330025609197,0.0182515663423,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,8,middle,1,full,,bucket_return,101,99,2,0.00600320892258,0.00163046089754,0.0575438864433,0.0720385070709,0.19933786997,0.361388967796,0.515151515152,-0.0580004873247,0.00163046089754,0.0803130009647,0.0899300079044,0.362582789504,3,1.16706720198,0.243183231743,-0.00407853552196,0.0160849533671,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,9,middle,1,full,,bucket_return,101,99,2,0.00809888497786,0.000184249101209,0.0659018447248,0.0971866197344,0.228290686752,0.425714343047,0.505050505051,-0.0605965840703,0.000184249101209,0.102043803214,0.0969741837912,0.358884837101,3,1.37373551874,0.169523805801,-0.00345612153907,0.0196538914948,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,10,favorable,1,full,,bucket_return,101,99,2,0.00152032039785,-0.0142953426058,0.0820295209891,0.0182438447742,0.284158596147,0.06420303669,0.444444444444,-0.0905912556863,-0.0142953426058,0.102213405529,0.128499066291,0.621469688043,3,0.204320851236,0.838102776728,-0.0130634737021,0.0161041144978,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,,,1,full,,favorable_minus_unfavorable,101,99,2,0.00159912737856,0.000426039703726,0.0746246262129,0.0191895285427,0.258507288193,0.0742320600586,0.515151515152,-0.0820799103295,0.000426039703726,0.0905187955068,0.130022094981,0.54576864634,3,0.229654036328,0.818360613959,-0.0120484971909,0.015246751948,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,,,1,full,,favorable_minus_middle,101,99,2,-0.00400250806271,-0.00352680502914,0.0577540905791,-0.0480300967526,0.200066038456,-0.240071214101,0.454545454545,-0.0713673803087,-0.00352680502914,0.0644395257023,0.100238290831,0.632703559251,3,-0.798498080291,0.424581506735,-0.0138269169679,0.00582190084243,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,unfavorable,1,early,,bucket_return,50,49,1,0.00151801747012,-0.0101435212413,0.06529410684,0.0182162096415,0.226185420963,0.0805366215199,0.469387755102,-0.0606267893307,-0.0101435212413,0.0693091410341,0.0852235339738,0.274867908539,3,0.182896451455,0.854879267263,-0.0147494363031,0.0177854712434,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,2,middle,1,early,,bucket_return,50,49,1,-0.000712667923164,-0.00382906346191,0.0578335359808,-0.00855201507796,0.2003412454,-0.0426872412662,0.428571428571,-0.067895274308,-0.00382906346191,0.0593194033918,0.0813513356452,0.278773883708,3,-0.100663074739,0.919817924523,-0.014588694122,0.0131633582757,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,3,middle,1,early,,bucket_return,50,49,1,0.00202888804606,0.00140746367577,0.0588378598473,0.0243466565527,0.203820325328,0.119451563594,0.510204081633,-0.0624756241324,0.00140746367577,0.0504215148669,0.086023544476,0.296952029991,3,0.255581423694,0.798274063843,-0.0135299402971,0.0175877163892,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,4,middle,1,early,,bucket_return,50,49,1,0.00121132125954,-0.00403221634058,0.0556675455019,0.0145358551145,0.192838034284,0.0753785692149,0.448979591837,-0.0518886645621,-0.00403221634058,0.0510790203567,0.0792689766899,0.296909877319,3,0.16066146518,0.872360041414,-0.013565999735,0.0159886422541,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,5,middle,1,early,,bucket_return,50,49,1,-0.00429095067035,-0.00493017083125,0.0584099177665,-0.0514914080441,0.202337890475,-0.254482281708,0.448979591837,-0.068749826731,-0.00493017083125,0.062501778217,0.0888772603403,0.326552293493,3,-0.538287373117,0.590378667327,-0.0199147776322,0.0113328762915,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,6,middle,1,early,,bucket_return,50,49,1,0.00761536314932,0.00796124693291,0.0580702393194,0.0913843577919,0.201161209818,0.454284192637,0.551020408163,-0.0616745387602,0.00796124693291,0.0823307249189,0.083850052055,0.263665020835,3,0.908171452646,0.363787644148,-0.00881968054026,0.0240504068389,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,7,middle,1,early,,bucket_return,50,49,1,0.00464928384032,0.00599847421602,0.0582111332273,0.0557914060838,0.201649280632,0.276675453089,0.530612244898,-0.0627126745188,0.00599847421602,0.0600786050043,0.0896773261062,0.284400841807,3,0.52180104707,0.601808860574,-0.0128141324025,0.0221127000831,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,8,middle,1,early,,bucket_return,50,49,1,0.00511681329664,0.00506326442417,0.0563785922535,0.0614017595597,0.195301172484,0.314395242889,0.530612244898,-0.0580004873247,0.00506326442417,0.0819242512115,0.0892435340416,0.252569863266,3,0.690306856283,0.49000123712,-0.00941117477961,0.0196448013729,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,9,middle,1,early,,bucket_return,50,49,1,0.00666312546191,0.000184249101209,0.0645018248941,0.0799575055429,0.223440875795,0.357846366554,0.510204081633,-0.0632391988104,0.000184249101209,0.101749200599,0.100220688719,0.238557295132,3,0.796619903314,0.425671814526,-0.00973049698649,0.0230567479103,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,10,favorable,1,early,,bucket_return,50,49,1,0.00321610106271,-0.00035020645293,0.0772188912447,0.0385932127526,0.26749408588,0.14427688233,0.489795918367,-0.0853823121412,-0.00035020645293,0.102984125692,0.127043158892,0.329373539522,3,0.295058334704,0.767949317562,-0.0181472753011,0.0245794774265,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,,,1,early,,favorable_minus_unfavorable,50,49,1,0.00169808359259,0.0050845780832,0.0688016691514,0.0203770031111,0.238335973232,0.0854969681447,0.530612244898,-0.0912293839605,0.0050845780832,0.0928514522932,0.123860860286,0.34355577344,3,0.199366020512,0.841976438618,-0.0149957475612,0.0183919147464,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,,,1,early,,favorable_minus_middle,50,49,1,0.00155389482323,0.00144245805481,0.0559163350743,0.0186467378787,0.193699866643,0.0962661368944,0.530612244898,-0.0682065360484,0.00144245805481,0.0718306622212,0.0927307227148,0.288232526692,3,0.233770053185,0.815163499546,-0.0114741977309,0.0145819873774,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,1,unfavorable,1,late,,bucket_return,51,50,1,-0.00164369494252,-0.00933022737732,0.0869811137692,-0.0197243393103,0.301311416694,-0.0654616394117,0.44,-0.102672214364,-0.00933022737732,0.0923056755412,0.124318339002,0.466586286349,3,-0.159380163363,0.87336936648,-0.0218568935047,0.0185695036196,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,2,middle,1,late,,bucket_return,51,50,1,0.00260788494709,9.68903191243e-05,0.0712985060935,0.031294619365,0.246985270115,0.126706419984,0.5,-0.0744359846752,9.68903191243e-05,0.0751531187716,0.104810307428,0.363735532096,3,0.30719087568,0.75869809015,-0.0140311527874,0.0192469226815,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,3,middle,1,late,,bucket_return,51,50,1,0.00267075745796,-0.000601240952263,0.0591203167871,0.0320490894955,0.20479878487,0.156490623301,0.5,-0.0575884222798,-0.000601240952263,0.058025982324,0.0783882074504,0.297667431287,3,0.365771113685,0.714535876372,-0.0116403464898,0.0169818614058,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,4,middle,1,late,,bucket_return,51,50,1,0.00355226951096,-0.00352598722526,0.0601047151422,0.0426272341315,0.208208840802,0.204733064972,0.46,-0.0607042639367,-0.00352598722526,0.0762853087909,0.0806009359039,0.234191774466,3,0.496062243298,0.619850496818,-0.0104829053062,0.0175874443281,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,5,middle,1,late,,bucket_return,51,50,1,0.00766168483496,-0.000195919635886,0.0562921345306,0.0919402180195,0.195001674147,0.47148424967,0.48,-0.0499716235827,-0.000195919635886,0.0827720281653,0.0683890098057,0.213402774499,3,1.06505196116,0.286852416484,-0.00643774588307,0.021761115553,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,6,middle,1,late,,bucket_return,51,50,1,0.0109507916395,-0.00389587255578,0.0533821288254,0.131409499674,0.184921118684,0.710624619888,0.48,-0.048306147321,-0.00389587255578,0.0660466723815,0.0661676618401,0.145853230824,3,1.6934213506,0.0903752937327,-0.00172364240377,0.0236252256827,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,7,middle,1,late,,bucket_return,51,50,1,0.0102454989843,0.00368245231496,0.0537719760175,0.122945987812,0.186271588971,0.660036178844,0.52,-0.0485027167394,0.00368245231496,0.0884620920928,0.0664663713066,0.135592756992,3,1.68878688213,0.0912602785936,-0.0016451719022,0.0221361698709,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,8,middle,1,late,,bucket_return,51,50,1,0.006871876636,-5.60621476587e-05,0.059223007927,0.082462519632,0.205154517413,0.401953223706,0.5,-0.0568571953026,-5.60621476587e-05,0.0740742914524,0.0906164817673,0.297722730026,3,0.98170638812,0.326244517383,-0.00684773533327,0.0205914886053,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,9,middle,1,late,,bucket_return,51,50,1,0.0095059293035,-0.00195729813749,0.0678708121695,0.114071151642,0.235111390057,0.485179180874,0.5,-0.0604159475508,-0.00195729813749,0.101776740949,0.093727678863,0.245399361805,3,1.17552522273,0.239784652277,-0.00634339380263,0.0253552524096,design_only_not_support,
20B_trendpv_residual_momentum_design_and_replication_diagnostic_v4,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,paper_qfq_complete_case_sensitivity,EW,10,10,favorable,1,late,,bucket_return,51,50,1,-0.000141544653712,-0.0157221200758,0.087240601519,-0.00169853584454,0.302210308628,-0.00562037692313,0.4,-0.0943474851651,-0.0157221200758,0.0991605107482,0.129377819083,0.498992965211,3,-0.0139813957418,0.988844823635,-0.0199837999338,0.0197007106263,design_only_not_support,
