period,semantic_track,instrument_n,price_component_mean,volume_component_mean,total_score_mean
2021-10,paper_fill_sensitivity,461,-0.03514311114,-0.0101874163802,-0.0453305275203
2021-10,project_strict_primary,461,-0.0789454219267,-0.00851869066449,-0.0874641125912
2021-11,paper_fill_sensitivity,455,-0.0298114337183,-0.00721772940088,-0.0370291631192
2021-11,project_strict_primary,455,-0.0714411052453,-0.00563466268183,-0.0770757679271
2021-12,paper_fill_sensitivity,456,-0.0374860484314,-0.00293053509962,-0.040416583531
2021-12,project_strict_primary,456,-0.0791892558752,-0.00161712931587,-0.0808063851911
2022-01,paper_fill_sensitivity,457,-0.0266879094188,-0.00265807150428,-0.029345980923
2022-01,project_strict_primary,457,-0.0730354046442,-0.00163200684179,-0.074667411486
2022-02,paper_fill_sensitivity,460,-0.00272908059427,-0.00812776780584,-0.0108568484001
2022-02,project_strict_primary,460,-0.0429145437484,-0.0066768459655,-0.0495913897139
2022-03,paper_fill_sensitivity,457,0.0157227032113,-0.001557006221,0.0141656969903
2022-03,project_strict_primary,455,-0.0246535902727,-0.000933438848782,-0.0255870291215
2022-04,paper_fill_sensitivity,460,-0.00164150197361,-0.00517793113954,-0.00681943311315
2022-04,project_strict_primary,460,-0.040963562844,-0.00405532493678,-0.0450188877808
2022-05,paper_fill_sensitivity,465,-0.00116622872405,-0.00322859961395,-0.004394828338
2022-05,project_strict_primary,465,-0.0373336211008,-0.00244678334471,-0.0397804044455
2022-06,paper_fill_sensitivity,466,-0.0233125757591,-0.000571248593191,-0.0238838243523
2022-06,project_strict_primary,466,-0.0571016153278,0.000500989548057,-0.0566006257797
2022-07,paper_fill_sensitivity,466,0.00180231306282,-0.00294223946356,-0.00113992640074
2022-07,project_strict_primary,466,-0.0316127030209,-0.00183434012632,-0.0334470431472
2022-08,paper_fill_sensitivity,469,0.0179001920414,-0.0024200233848,0.0154801686566
2022-08,project_strict_primary,469,-0.0151021262887,-0.00134862171949,-0.0164507480082
2022-09,paper_fill_sensitivity,470,0.0015312626174,-0.000116194515434,0.00141506810197
2022-09,project_strict_primary,470,-0.0345525270762,0.00107754005364,-0.0334749870226
2022-10,paper_fill_sensitivity,469,0.0351746627739,-0.00233618248799,0.0328384802859
2022-10,project_strict_primary,469,-0.000475703602812,-0.000959032808335,-0.00143473641115
2022-11,paper_fill_sensitivity,467,0.0529620274319,-0.00034226651455,0.0526197609173
2022-11,project_strict_primary,467,0.0204964805774,0.000836013601972,0.0213324941794
2022-12,paper_fill_sensitivity,472,0.0621348227076,0.00247812691998,0.0646129496276
2022-12,project_strict_primary,472,0.0294200341528,0.00327618876689,0.0326962229196
2023-01,paper_fill_sensitivity,472,0.0772005056149,-0.000889633406375,0.0763108722086
2023-01,project_strict_primary,472,0.0480723469829,0.000477490091563,0.0485498370744
2023-02,paper_fill_sensitivity,471,0.0630783740925,0.00242069783085,0.0654990719234
2023-02,project_strict_primary,471,0.0321499322181,0.00335463439841,0.0355045666165
2023-03,paper_fill_sensitivity,478,0.0958624760568,-0.000653081825661,0.0952093942312
2023-03,project_strict_primary,478,0.0665605608315,0.00034894932654,0.066909510158
2023-04,paper_fill_sensitivity,479,0.0829904946135,-0.000795589066253,0.0821949055473
2023-04,project_strict_primary,479,0.0529141618256,0.000251564513855,0.0531657263395
2023-05,paper_fill_sensitivity,481,0.0904264449644,-0.00155548438966,0.0888709605747
2023-05,project_strict_primary,481,0.0604321479955,-0.000469924270153,0.0599622237253
2023-06,paper_fill_sensitivity,482,0.106968114881,-0.00249466430283,0.104473450578
2023-06,project_strict_primary,482,0.078123074965,-0.00146579062516,0.0766572843398
2023-07,paper_fill_sensitivity,481,0.124503783064,-0.00244295494007,0.122060828124
2023-07,project_strict_primary,481,0.0970965454254,-0.00147732751961,0.0956192179058
2023-08,paper_fill_sensitivity,478,0.128181066255,-0.00301967663103,0.125161389624
2023-08,project_strict_primary,478,0.100553889094,-0.00178753584976,0.0987663532446
2023-09,paper_fill_sensitivity,480,0.114321544179,-0.00273611500425,0.111585429175
2023-09,project_strict_primary,480,0.0868918498613,-0.00200040954373,0.0848914403176
2023-10,paper_fill_sensitivity,483,0.0787228606122,-0.00564807034361,0.0730747902686
2023-10,project_strict_primary,483,0.0524582702,-0.00451496202204,0.047943308178
2023-11,paper_fill_sensitivity,484,0.0709301437203,-0.00281093637403,0.0681192073462
2023-11,project_strict_primary,484,0.0439582205207,-0.00224604624461,0.0417121742761
2023-12,paper_fill_sensitivity,487,0.059441764687,-0.00580932412809,0.0536324405589
2023-12,project_strict_primary,487,0.0343393083943,-0.00492935334183,0.0294099550525
2024-01,paper_fill_sensitivity,485,0.135972652641,-0.00327976016376,0.132692892477
2024-01,project_strict_primary,485,0.107593671849,-0.00241786474846,0.105175807101
2024-02,paper_fill_sensitivity,484,0.127462451771,-0.00227486916529,0.125187582606
2024-02,project_strict_primary,484,0.105168574182,-0.00123376750888,0.103934806673
2024-03,paper_fill_sensitivity,486,0.106688032728,-0.00265408791085,0.104033944817
2024-03,project_strict_primary,486,0.0821339480138,-0.00160837383381,0.08052557418
2024-04,paper_fill_sensitivity,487,0.114628644457,-0.00510578070301,0.109522863754
2024-04,project_strict_primary,487,0.0943913410547,-0.00372185314359,0.0906694879111
2024-05,paper_fill_sensitivity,486,0.102877578944,-0.00166615887538,0.101211420068
2024-05,project_strict_primary,486,0.0809372068356,-0.000731462177575,0.080205744658
2024-06,paper_fill_sensitivity,487,0.0838236518732,-0.00290787998821,0.080915771885
2024-06,project_strict_primary,487,0.06191890152,-0.00198478629986,0.0599341152201
2024-07,paper_fill_sensitivity,488,0.0814354447759,-0.00319816221893,0.078237282557
2024-07,project_strict_primary,488,0.0603683032675,-0.00251894413419,0.0578493591334
2024-08,paper_fill_sensitivity,490,0.0872287888032,-0.00429951097851,0.0829292778247
2024-08,project_strict_primary,490,0.0653581613758,-0.00365723216145,0.0617009292144
2024-09,paper_fill_sensitivity,492,0.0595315098727,-0.00695955276963,0.0525719571031
2024-09,project_strict_primary,492,0.0464416170933,-0.00615860021592,0.0402830168774
2024-10,paper_fill_sensitivity,492,0.0139149328745,-0.00431422183206,0.00960071104249
2024-10,project_strict_primary,492,-0.00580836348373,-0.0037239708381,-0.00953233432183
2024-11,paper_fill_sensitivity,494,0.0204371957256,-0.00573249296894,0.0147047027567
2024-11,project_strict_primary,494,0.00214223369725,-0.00506259829061,-0.00292036459336
2024-12,paper_fill_sensitivity,494,0.0301997304663,-0.0072411409343,0.022958589532
2024-12,project_strict_primary,494,0.0121661514858,-0.00634831333747,0.00581783814831
2025-01,paper_fill_sensitivity,493,0.0397370098915,-0.00549001000477,0.0342469998868
2025-01,project_strict_primary,493,0.0218232753133,-0.00450143813614,0.0173218371771
2025-02,paper_fill_sensitivity,494,0.0457028937638,-0.00526461872375,0.0404382750401
2025-02,project_strict_primary,494,0.0267708818408,-0.00438430289413,0.0223865789467
2025-03,paper_fill_sensitivity,493,0.042940065178,-0.00325431835925,0.0396857468188
2025-03,project_strict_primary,493,0.0238928713959,-0.00263141218008,0.0212614592159
2025-04,paper_fill_sensitivity,495,0.0411653500179,-0.00303077674533,0.0381345732726
2025-04,project_strict_primary,495,0.0232571622647,-0.00259128820725,0.0206658740575
2025-05,paper_fill_sensitivity,494,0.0436696783228,-0.00143862813095,0.0422310501919
2025-05,project_strict_primary,494,0.0257720527905,-0.00116238823192,0.0246096645586
2025-06,paper_fill_sensitivity,494,0.00685686834904,-0.0026302070193,0.00422666132974
2025-06,project_strict_primary,494,-0.00973124725379,-0.00217363349459,-0.0119048807484
2025-07,paper_fill_sensitivity,493,-0.0209589198267,-0.00327078225337,-0.02422970208
2025-07,project_strict_primary,493,-0.0369550678369,-0.00274548460542,-0.0397005524423
2025-08,paper_fill_sensitivity,493,-0.0266524276576,-0.00561812981685,-0.0322705574745
2025-08,project_strict_primary,493,-0.0410412993241,-0.00488741477794,-0.045928714102
2025-09,paper_fill_sensitivity,493,-0.0587019212186,-0.00423386623924,-0.0629357874579
2025-09,project_strict_primary,493,-0.0727662009903,-0.00347245969683,-0.0762386606871
2025-10,paper_fill_sensitivity,492,-0.0798340921203,-0.00370552988062,-0.0835396220009
2025-10,project_strict_primary,492,-0.0938646584292,-0.00294445233909,-0.0968091107683
