period,semantic_track,instrument_n,price_component_mean,volume_component_mean,total_score_mean
2025-11,paper_fill_sensitivity,494,-0.0972759345323,-0.0022064281593,-0.0994823626916
2025-11,project_strict_primary,494,-0.112034347625,-0.00133753080156,-0.113371878427
2025-12,paper_fill_sensitivity,493,-0.102225395081,-0.00209386163205,-0.104319256713
2025-12,project_strict_primary,493,-0.11661897806,-0.00125338168725,-0.117872359748
2026-01,paper_fill_sensitivity,491,-0.125851527385,-0.00298555565075,-0.128837083036
2026-01,project_strict_primary,490,-0.139957556828,-0.00235514998336,-0.142312706811
2026-02,paper_fill_sensitivity,492,-0.136442443556,-0.00284915441345,-0.13929159797
2026-02,project_strict_primary,492,-0.148624058722,-0.002308538722,-0.150932597444
2026-03,paper_fill_sensitivity,491,-0.140591117415,-0.00380516873918,-0.144396286154
2026-03,project_strict_primary,491,-0.153890768625,-0.00333934537416,-0.157230113999
2026-04,paper_fill_sensitivity,488,-0.111040427476,-0.00354468691747,-0.114585114393
2026-04,project_strict_primary,488,-0.122752617396,-0.0030317807336,-0.125784398129
