split,horizon,count,mean,max
robustness,H10,4484,-0.0023797557434082025,0.49882321368822424
robustness,H20,4344,0.005247091738359538,0.7203756844797564
robustness,H5,4571,-0.006088688516409287,0.46051851336797833
train,H10,3699,0.001317332508275515,0.5202133062739425
train,H20,3540,0.010529095063058899,0.6627788767654976
train,H5,3788,-0.004869353273463516,0.4914452519590382
validation,H10,4271,-0.013210482806720516,0.4224140717357443
validation,H20,4134,-0.017501220650455906,0.8511369898574006
validation,H5,4356,-0.012044159251463316,0.2938552207672378
