run_id,record_type,instrument_id,decision_date,P5_date_scope,P4_value,P5_value,P5_minus_P4_value,pair_evaluable,input_snapshot_hash,return_semantics,weighting,bucket_count,series_role,bucket_id
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600004,2021-01,pre_snapshot_decision_retrospective,-0.295138361724,-0.13538299868,0.159755363043,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600009,2021-01,pre_snapshot_decision_retrospective,-0.272247887013,-0.337146108174,-0.0648982211609,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600010,2021-01,pre_snapshot_decision_retrospective,-0.00265267474861,-0.313516145474,-0.310863470726,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600011,2021-01,pre_snapshot_decision_retrospective,-0.0798576798212,-0.0336723753034,0.0461853045178,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600015,2021-01,pre_snapshot_decision_retrospective,-0.531073208488,-0.154204141576,0.376869066912,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600016,2021-01,pre_snapshot_decision_retrospective,-0.649068281097,-0.790667486728,-0.14159920563,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600018,2021-01,pre_snapshot_decision_retrospective,-0.285368192033,0.520109833606,0.805478025639,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600019,2021-01,pre_snapshot_decision_retrospective,0.0833767118055,0.00127615567991,-0.0821005561256,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600023,2021-01,pre_snapshot_decision_retrospective,0.023825795643,-0.391707524674,-0.415533320317,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
20B_trendpv_residual_momentum_design_and_replication_diagnostic,score_instrument_pair,SH600026,2021-01,pre_snapshot_decision_retrospective,0.0129598987144,-0.0125130347636,-0.025472933478,True,8f83cf98250ee1ec1b4941231f3f7cb758656fe6aa67229a6108478b56244997,,,,,
