run_id,arm_id,semantic_track,decision_date,primary_bucket_count,denominator_n,signal_eligible_n,decile_eligible_n,next_month_complete_n,project_label_resolved_n,project_unknown_bridge_n,signal_coverage_rate,decile_coverage_rate,paper_next_month_complete_rate,project_label_resolution_rate,coefficient_complete,warmup_complete,lookahead_proxy_scope,P5_date_scope,board_snapshot_age_month_n,formation_contains_pre_snapshot_residual,evaluable,missing_reason
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-01-26,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-02-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-03-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-04-28,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-05-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-06-30,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,project_strict_primary,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P4_RESMOM_R2_MARKET_ONLY_ADAPTATION,project_sequential_market_residual_primary,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P5_RESMOM_R3_BOARD_ADAPTATION,full_history_retrospective_proxy,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P6_LOWVOL_36M_COMPARATOR,project_monthly_volatility_primary,2017-07-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P0_TOTAL_MOMENTUM_12_1,project_return_history_primary,2017-08-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
20B_trendpv_residual_momentum_design_and_replication_diagnostic,P1_TRENDPV_RAW_ADAPTATION,paper_fill_sensitivity,2017-08-31,10,500,0,0,0,0,0,0,0,,,True,False,,,,,False,signal_or_bucket_floor
