stage,accessed_at_utc,artifact_path,artifact_sha256_or_root_hash,dataset_role,columns_read,derived_fields,historical_outcome_access_authorized,forward_outcome_detected,selection_or_tuning_allowed,purpose,access_gate
run-historical,2026-07-11T04:25:08.765751Z,topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,1d600555e60cd93839d8d7ab3f406fb95f5a388c96742f4b8cbce784ed061d55,historical_qfq_ohlcv,date|close|volume|source_volume_unit,signals|returns,True,False,False,registered historical diagnostic,pass
