period,semantic_track,instrument_n,price_component_mean,volume_component_mean,total_score_mean
2021-10,paper_fill_sensitivity,461,-0.0696515905847,-0.013830668887,-0.0834822594717
2021-10,project_strict_primary,461,-0.138288499448,-0.0103234926445,-0.148611992092
2021-11,paper_fill_sensitivity,455,-0.0640129575105,-0.0103192690818,-0.0743322265923
2021-11,project_strict_primary,455,-0.130279067664,-0.0073334360512,-0.137612503715
2021-12,paper_fill_sensitivity,456,-0.0711043233536,-0.00619411187365,-0.0772984352272
2021-12,project_strict_primary,456,-0.137052939502,-0.00362255040397,-0.140675489906
2022-01,paper_fill_sensitivity,457,-0.0596697892013,-0.00579113558954,-0.0654609247908
2022-01,project_strict_primary,457,-0.129967881641,-0.00351373420027,-0.133481615841
2022-02,paper_fill_sensitivity,460,-0.0351356542147,-0.0118432762298,-0.0469789304445
2022-02,project_strict_primary,460,-0.0987117945833,-0.00857093579082,-0.107282730374
2022-03,paper_fill_sensitivity,457,-0.0166776537771,-0.00489879122314,-0.0215764450002
2022-03,project_strict_primary,455,-0.0805760976278,-0.00296679817542,-0.0835428958033
2022-04,paper_fill_sensitivity,460,-0.0336851166557,-0.00802522566895,-0.0417103423247
2022-04,project_strict_primary,460,-0.0972231595151,-0.00556324274583,-0.102786402261
2022-05,paper_fill_sensitivity,465,-0.0322855173321,-0.00610219917143,-0.0383877165036
2022-05,project_strict_primary,465,-0.0909716292723,-0.00397280537793,-0.0949444346503
2022-06,paper_fill_sensitivity,466,-0.0535205187889,-0.00371450940965,-0.0572350281985
2022-06,project_strict_primary,466,-0.109418383911,-0.00148826995625,-0.110906653868
2022-07,paper_fill_sensitivity,466,-0.028197112684,-0.00548879830036,-0.0336859109844
2022-07,project_strict_primary,466,-0.0838175291337,-0.0034657472133,-0.087283276347
2022-08,paper_fill_sensitivity,469,-0.0115589240722,-0.00454610015586,-0.016105024228
2022-08,project_strict_primary,469,-0.0659876810076,-0.00272216180269,-0.0687098428103
2022-09,paper_fill_sensitivity,470,-0.0268183070758,-0.00224752001979,-0.0290658270955
2022-09,project_strict_primary,470,-0.0836893191052,-0.000485842120809,-0.084175161226
2022-10,paper_fill_sensitivity,469,0.00704141574479,-0.00424403239713,0.00279738334766
2022-10,project_strict_primary,469,-0.0485072967108,-0.00228222959525,-0.0507895263061
2022-11,paper_fill_sensitivity,467,0.0256211964699,-0.002830331131,0.0227908653389
2022-11,project_strict_primary,467,-0.0263883325958,-0.000846619092965,-0.0272349516887
2022-12,paper_fill_sensitivity,472,0.0355208735738,-0.000708139784666,0.0348127337891
2022-12,project_strict_primary,472,-0.0169850567496,0.00170591330055,-0.015279143449
2023-01,paper_fill_sensitivity,472,0.0501726040875,-0.00355547553659,0.046617128551
2023-01,project_strict_primary,472,0.00220130042935,-0.000970583646549,0.0012307167828
2023-02,paper_fill_sensitivity,471,0.0374480951556,-1.36867206696e-05,0.037434408435
2023-02,project_strict_primary,471,-0.012078620388,0.00181769452882,-0.0102609258592
2023-03,paper_fill_sensitivity,478,0.0705737825026,-0.00308802566141,0.0674857568412
2023-03,project_strict_primary,478,0.022394890117,-0.00105113714806,0.0213437529689
2023-04,paper_fill_sensitivity,479,0.0582359609235,-0.00299106940218,0.0552448915213
2023-04,project_strict_primary,479,0.00974627191944,-0.00119594178546,0.00855033013399
2023-05,paper_fill_sensitivity,481,0.0659254568054,-0.00405216258931,0.0618732942161
2023-05,project_strict_primary,481,0.0176521135054,-0.00203321290369,0.0156189006017
2023-06,paper_fill_sensitivity,482,0.0829850497525,-0.00472330588414,0.0782617438684
2023-06,project_strict_primary,482,0.0366437764913,-0.00277226438935,0.033871512102
2023-07,paper_fill_sensitivity,481,0.101348382149,-0.00400387800945,0.0973445041392
2023-07,project_strict_primary,481,0.0569179972193,-0.00235742998426,0.054560567235
2023-08,paper_fill_sensitivity,478,0.104869046819,-0.00524635594977,0.0996226908691
2023-08,project_strict_primary,478,0.0598164024197,-0.00311429089247,0.0567021115272
2023-09,paper_fill_sensitivity,480,0.0920152981278,-0.0049416428075,0.0870736553203
2023-09,project_strict_primary,480,0.0481423361328,-0.00310883185375,0.0450335042791
2023-10,paper_fill_sensitivity,483,0.0563752228692,-0.00792740095185,0.0484478219174
2023-10,project_strict_primary,483,0.0133561452024,-0.00577088569638,0.00758525950599
2023-11,paper_fill_sensitivity,484,0.0494090134537,-0.00497472646506,0.0444342869887
2023-11,project_strict_primary,484,0.00661449117816,-0.00345756298647,0.00315692819168
2023-12,paper_fill_sensitivity,487,0.0380264113355,-0.00781122138563,0.0302151899499
2023-12,project_strict_primary,487,-0.00270721247527,-0.00607622073885,-0.00878343321412
2024-01,paper_fill_sensitivity,485,0.115431574437,-0.00499921542096,0.110432359016
2024-01,project_strict_primary,485,0.0720858133363,-0.00349422981637,0.0685915835199
2024-02,paper_fill_sensitivity,484,0.10693548078,-0.00410215275279,0.102833328027
2024-02,project_strict_primary,484,0.0703423283409,-0.00266123178542,0.0676810965554
2024-03,paper_fill_sensitivity,486,0.0869989437624,-0.00477635761148,0.0822225861509
2024-03,project_strict_primary,486,0.0486526119678,-0.00304345760938,0.0456091543584
2024-04,paper_fill_sensitivity,487,0.0948568267329,-0.00704426632011,0.0878125604128
2024-04,project_strict_primary,487,0.0598458314795,-0.00504362451869,0.0548022069608
2024-05,paper_fill_sensitivity,486,0.083981300305,-0.00339004044678,0.0805912598582
2024-05,project_strict_primary,486,0.0479671974674,-0.00192114103538,0.046046056432
2024-06,paper_fill_sensitivity,487,0.0651140230523,-0.00435200528297,0.0607620177693
2024-06,project_strict_primary,487,0.0292142912987,-0.00289933065151,0.0263149606472
2024-07,paper_fill_sensitivity,488,0.0638852115874,-0.00438553768281,0.0594996739046
2024-07,project_strict_primary,488,0.0293987161546,-0.00325078542424,0.0261479307304
2024-08,paper_fill_sensitivity,490,0.0697384615311,-0.00546507375012,0.064273387781
2024-08,project_strict_primary,490,0.0345774422765,-0.00425840295445,0.0303190393221
2024-09,paper_fill_sensitivity,492,0.0426605861689,-0.00794968423569,0.0347109019332
2024-09,project_strict_primary,492,0.0162329721275,-0.0067130102462,0.00951996188129
2024-10,paper_fill_sensitivity,492,-0.00194720821807,-0.00593833236513,-0.0078855405832
2024-10,project_strict_primary,492,-0.0340688651805,-0.00498955317861,-0.0390584183591
2024-11,paper_fill_sensitivity,494,0.0044808653747,-0.00760720766507,-0.00312634229037
2024-11,project_strict_primary,494,-0.0268764690884,-0.00617885353094,-0.0330553226193
2024-12,paper_fill_sensitivity,494,0.0142232975398,-0.00872473904441,0.00549855849541
2024-12,project_strict_primary,494,-0.016564749149,-0.00707606854525,-0.0236408176943
2025-01,paper_fill_sensitivity,493,0.0242659170604,-0.00679070884966,0.0174752082107
2025-01,project_strict_primary,493,-0.00591823307644,-0.00518671919492,-0.0111049522714
2025-02,paper_fill_sensitivity,494,0.0306156996175,-0.00628221852336,0.0243334810941
2025-02,project_strict_primary,494,-0.000195147521915,-0.00510116211598,-0.00529630963789
2025-03,paper_fill_sensitivity,493,0.0283101177847,-0.00443035862342,0.0238797591613
2025-03,project_strict_primary,493,-0.00234635978082,-0.00330930126779,-0.00565566104861
2025-04,paper_fill_sensitivity,495,0.0262392277813,-0.00446446731118,0.0217747604701
2025-04,project_strict_primary,495,-0.002498063328,-0.00336226390397,-0.00586032723198
2025-05,paper_fill_sensitivity,494,0.0290320311159,-0.00291741820642,0.0261146129095
2025-05,project_strict_primary,494,0.000470887628803,-0.00179234226947,-0.00132145464067
2025-06,paper_fill_sensitivity,494,-0.00740431645433,-0.00401614934032,-0.0114204657946
2025-06,project_strict_primary,494,-0.034467828462,-0.00281153070626,-0.0372793591682
2025-07,paper_fill_sensitivity,493,-0.0351540311198,-0.00448009161578,-0.0396341227355
2025-07,project_strict_primary,493,-0.061380510012,-0.00344486035383,-0.0648253703658
2025-08,paper_fill_sensitivity,493,-0.0401981726645,-0.0067611856747,-0.0469593583392
2025-08,project_strict_primary,493,-0.0642848910689,-0.00560288406014,-0.0698877751291
2025-09,paper_fill_sensitivity,493,-0.0716543594504,-0.00546655716799,-0.0771209166184
2025-09,project_strict_primary,493,-0.0955966237553,-0.00428004979673,-0.099876673552
2025-10,paper_fill_sensitivity,492,-0.0928143032533,-0.00484584728817,-0.0976601505415
2025-10,project_strict_primary,492,-0.116724333612,-0.00363414569909,-0.120358479311
2025-11,paper_fill_sensitivity,494,-0.110002609516,-0.00309599193279,-0.113098601448
2025-11,project_strict_primary,494,-0.134240338563,-0.0019485670843,-0.136188905647
2025-12,paper_fill_sensitivity,493,-0.11450820166,-0.00287991931883,-0.117388120979
2025-12,project_strict_primary,493,-0.137869693231,-0.00179913603482,-0.139668829266
2026-01,paper_fill_sensitivity,491,-0.137571260561,-0.00405189064978,-0.141623151211
2026-01,project_strict_primary,490,-0.160869747831,-0.00309461737329,-0.163964365204
2026-02,paper_fill_sensitivity,492,-0.149325846065,-0.00402980229309,-0.153355648358
2026-02,project_strict_primary,492,-0.170630884742,-0.00291393345035,-0.173544818192
2026-03,paper_fill_sensitivity,491,-0.153182202004,-0.00518010670745,-0.158362308711
2026-03,project_strict_primary,491,-0.175883154569,-0.00392182336197,-0.179804977931
2026-04,paper_fill_sensitivity,488,-0.123390979454,-0.00469299615422,-0.128083975608
2026-04,project_strict_primary,488,-0.144044594068,-0.00350762877691,-0.147552222845
