primary_raw_event_arm_id,primary_cohort_arm_id,primary_rank_cutoff_id,validation_selected_new_arm,robustness_selected_new_arm,c1_c6_readout_role,all_family_readout_role,threshold_selected_from_validation,threshold_selected_from_robustness,search_accounting_gate_status
F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,False,False,diagnostic_secondary_not_for_selection,diagnostic_secondary_not_for_selection,False,False,pass
