upstream_requirement_path,upstream_requirement_sha256,upstream_manifest_path,upstream_manifest_sha256,upstream_decision_path,upstream_decision_sha256,upstream_decision_state,upstream_next_allowed_requirement,upstream_selected_raw_event_arm_id,upstream_selected_cohort_arm_id,upstream_selected_rank_cutoff_id,upstream_primary_cost_tier_bps,decision_prerequisite_status,lineage_status
/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/requirement_14a_full_native_sparse_state_change_event_utility_preflight.md,16aba9786954eb17f7a9446dbbe3ea4142f259dd95549c9dc14662fec0b7c22c,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/manifests/14A_full_native_sparse_state_change_event_utility_preflight_manifest.json,1d55a22add5a34b1fbe3b21a29c55af897e5f8c347283960162df21c11036f74,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/14_full_native_sparse_state_change_event_utility_preflight_v0/outputs/publishable/tables/14A_full_native_sparse_state_change_event_utility_preflight/full_native_sparse_state_change_event_utility_decision.csv,acf343c245902b8219054c430346c30e505e393a2cd04cec208574cf2b0e1b6c,14A_diagnostic_cohort_signal_only_no_utility,none,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,50,pass,pass
