raw_event_arm_id,cohort_arm_id,split_bucket,calendar_year,same_event_denominator_n,finite_rank_n,dropped_total_n,dropped_insufficient_cohort_n,dropped_insufficient_cohort_rate,dropped_degenerate_partial_cohort_n,dropped_degenerate_partial_cohort_rate,dropped_nonfinite_rank_n,dropped_nonfinite_rank_rate,split_dropped_total_n,earliest_train_year,earliest_train_year_drop_share,dominant_dropped_cohort_rank_status,coverage_audit_status
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,2024,262,262,0,0,0.0,0,0.0,0,0.0,0,2018,1.0,,no_drops
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,2025,272,272,0,0,0.0,0,0.0,0,0.0,0,2018,1.0,,no_drops
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,2018,130,73,57,57,0.43846153846153846,0,0.0,0,0.0,57,2018,1.0,insufficient_cohort,train_early_history_concentration
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,2019,354,354,0,0,0.0,0,0.0,0,0.0,57,2018,1.0,,pass
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,2020,247,247,0,0,0.0,0,0.0,0,0.0,57,2018,1.0,,pass
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,2021,330,330,0,0,0.0,0,0.0,0,0.0,57,2018,1.0,,pass
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,2022,267,267,0,0,0.0,0,0.0,0,0.0,0,2018,1.0,,no_drops
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,2023,286,286,0,0,0.0,0,0.0,0,0.0,0,2018,1.0,,no_drops
