decision_state,next_allowed_requirement,secondary_allowed_discussion,active_winner_entry_search_authorized,confirmatory_entry_authorized,meta_labeling_authorized,bet_sizing_authorized,production_strategy_authorized,selected_raw_event_arm_id,selected_cohort_arm_id,selected_rank_cutoff_id,primary_cost_tier_bps,input_gate_status,primary_c3_power_gate_status,stress_badside_monotonicity_gate_status,stress_utility_monotonicity_gate_status,stress_winner_monotonicity_gate_status,cohort_dimension_consistency_status,search_accounting_gate_status,primary_failure_reason
14C_stress_cohort_rank_monotonicity_not_supported,none,none,False,False,False,False,False,F4_board_relative_strength_rank_jump__ret60_jump3,C3,top20pct,50,pass,pass,fail,fail,fail,badside_only_broad_support,pass,stress_cohort_rank_monotonicity_not_supported
