raw_event_arm_id,cohort_arm_id,split_bucket,bucket_scheme,rank_bucket_id,rank_bucket_low,rank_bucket_high,event_n,winner_rate,fast_fail_rate,lower_first_rate,utility_mean_0bps,utility_mean_50bps,utility_mean_100bps,terminal_return_20d_mean,top_bottom_winner_delta,top_bottom_fast_fail_delta,top_bottom_lower_first_delta,top_bottom_utility_delta_50bps,bucket_monotonicity_status
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,quintile,Q1,0.0,0.2,121,0.14049586776859505,0.2066115702479339,0.2066115702479339,0.008456413414039406,0.0034564134140393967,-0.001543586585960599,0.014178139775273314,0.21085548358275633,-0.05345841709478075,-0.05345841709478075,0.03991580018155149,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,quintile,Q2,0.2,0.4,113,0.168141592920354,0.168141592920354,0.168141592920354,0.020152522726207926,0.015152522726207925,0.010152522726207923,0.029118056130705193,0.21085548358275633,-0.05345841709478075,-0.05345841709478075,0.03991580018155149,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,quintile,Q3,0.4,0.6,81,0.12345679012345678,0.18518518518518517,0.18518518518518517,0.011981967051962673,0.0069819670519626715,0.00198196705196267,0.022386934075019627,0.21085548358275633,-0.05345841709478075,-0.05345841709478075,0.03991580018155149,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,quintile,Q4,0.6,0.8,108,0.3425925925925926,0.10185185185185185,0.10185185185185185,0.05568137581084622,0.050681375810846224,0.04568137581084621,0.052772629050695526,0.21085548358275633,-0.05345841709478075,-0.05345841709478075,0.03991580018155149,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,robustness,quintile,Q5,0.8,1.0,111,0.35135135135135137,0.15315315315315314,0.15315315315315314,0.04837221359559089,0.04337221359559089,0.03837221359559088,0.03029618034620399,0.21085548358275633,-0.05345841709478075,-0.05345841709478075,0.03991580018155149,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,quintile,Q1,0.0,0.2,220,0.17272727272727273,0.2727272727272727,0.2727272727272727,0.015892310501863977,0.010892310501863973,0.0058923105018639736,0.021705909248579403,0.004040404040404039,-0.015151515151515138,-0.015151515151515138,0.008177986128143015,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,quintile,Q2,0.2,0.4,215,0.18604651162790697,0.26046511627906976,0.26046511627906976,0.0131290712076224,0.008129071207622395,0.0031290712076223917,0.017385023205117412,0.004040404040404039,-0.015151515151515138,-0.015151515151515138,0.008177986128143015,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,quintile,Q3,0.4,0.6,194,0.17525773195876287,0.27835051546391754,0.27835051546391754,0.0007666541368920264,-0.004233345863107978,-0.009233345863107978,0.00517560458909725,0.004040404040404039,-0.015151515151515138,-0.015151515151515138,0.008177986128143015,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,quintile,Q4,0.6,0.8,177,0.14124293785310735,0.2598870056497175,0.2598870056497175,0.005329581647220427,0.0003295816472204204,-0.0046704183527795755,0.025988678595670292,0.004040404040404039,-0.015151515151515138,-0.015151515151515138,0.008177986128143015,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,train,quintile,Q5,0.8,1.0,198,0.17676767676767677,0.25757575757575757,0.25757575757575757,0.024070296630006986,0.019070296630006988,0.014070296630006984,0.031081571835816297,0.004040404040404039,-0.015151515151515138,-0.015151515151515138,0.008177986128143015,pass_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,quintile,Q1,0.0,0.2,68,0.16176470588235295,0.29411764705882354,0.29411764705882354,-0.0040503206512323385,-0.009050320651232343,-0.01405032065123234,-0.01284305071310041,-0.12229102167182664,-0.07043343653250775,-0.07043343653250775,-0.00449751625938764,fail_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,quintile,Q2,0.2,0.4,93,0.053763440860215055,0.25806451612903225,0.25806451612903225,-0.019048146608146826,-0.02404814660814683,-0.02904814660814682,-0.02970908911089201,-0.12229102167182664,-0.07043343653250775,-0.07043343653250775,-0.00449751625938764,fail_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,quintile,Q3,0.4,0.6,106,0.08490566037735849,0.2830188679245283,0.2830188679245283,-0.015609258389932537,-0.02060925838993254,-0.025609258389932534,-0.014095809497394146,-0.12229102167182664,-0.07043343653250775,-0.07043343653250775,-0.00449751625938764,fail_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,quintile,Q4,0.6,0.8,134,0.05970149253731343,0.31343283582089554,0.31343283582089554,-0.031094112800187368,-0.036094112800187365,-0.04109411280018737,-0.0394589459978715,-0.12229102167182664,-0.07043343653250775,-0.07043343653250775,-0.00449751625938764,fail_expected_signs
F4_board_relative_strength_rank_jump__ret60_jump3,C3,validation,quintile,Q5,0.8,1.0,152,0.039473684210526314,0.2236842105263158,0.2236842105263158,-0.008547836910619978,-0.013547836910619983,-0.01854783691061998,-0.0078108435275550565,-0.12229102167182664,-0.07043343653250775,-0.07043343653250775,-0.00449751625938764,fail_expected_signs
