fetched_at_utc,classification_year,effective_start_date,effective_end_date,snapshot_trade_date,source_api,board_ts_code,board_name,idx_type,level,con_code,con_name,trade_date
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,688028.SH,沃尔德,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,300179.SZ,四方达,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,600172.SH,黄河旋风,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,301071.SZ,力量钻石,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,300945.SZ,曼卡龙,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,000519.SZ,中兵红箭,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,920725.BJ,惠丰钻石,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,600655.SH,豫园股份,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,605580.SH,恒盛能源,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,300316.SZ,晶盛机电,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,603389.SH,*ST亚振,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,600916.SH,中国黄金,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,301021.SZ,英诺激光,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,002345.SZ,潮宏基,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK1023.DC,培育钻石,概念板块,,002046.SZ,国机精工,20260105
