fetched_at_utc,classification_year,effective_start_date,effective_end_date,snapshot_trade_date,source_api,board_ts_code,board_name,idx_type,level,con_code,con_name,trade_date
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900941.SH,东信Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900936.SH,鄂资Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900902.SH,市北B股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200596.SZ,古井贡Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200045.SZ,深纺织Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200468.SZ,宁通信B,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200992.SZ,中  鲁Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900920.SH,动力Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900912.SH,外高Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900901.SH,云赛Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900906.SH,中毅达B,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900926.SH,宝信Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200020.SZ,深华发Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900918.SH,耀皮Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900908.SH,氯碱Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200017.SZ,深中华B,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900943.SH,开开Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900917.SH,海欣Ｂ股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200029.SZ,深深房Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900904.SH,神奇B股,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200869.SZ,张  裕Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200055.SZ,方大Ｂ,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,200056.SZ,皇庭B,20260105
2026-07-07T06:52:29Z,2026,2026-01-01,2026-12-31,20260105,dc_member,BK0636.DC,B股,概念板块,,900932.SH,陆家Ｂ股,20260105
